,OTAY MESA DVN,.002,.002,C,C,.003,.004,.005,.010,.007,.008,.008,.007,.005,.004,.002,.002,.002,.002,.002,.002,.003,.003,.004,.003,.004,.010,07
,PENDLETON,.001,.001,C,C,.002,.005,.003,.003,.002,.002,.002,.002,.003,.007,.002,.001,.001,.001,.001,.002,.009,.025,.010,.004,.004,.025,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.001,M,M,M,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,05
,CARMEL MT RCH,.001,.003,.002,.005,.011,.014,.016,.019,.024,.016,.014,.012,.009,.010,.012,.011,.010,.006,.005,.005,.004,.001,.000,.003,.009,.024,08
,CHULA VISTA,.000,.000,C,C,.000,.000,.000,.000,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,DOWNTOWN SES,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.000,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.001,.001,.001,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.001,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,09
,PENDLETON,.000,.000,C,C,.000,.002,.000,.000,.000,.000,.000,.000,.001,.004,.000,.000,.000,.000,.000,.000,.000,.002,.000,.000,.000,.004,13
06 CO PPM,CARMEL MT RCH,.3,.3,.3,.4,.5,.6,.6,.6,.5,.5,.5,.5,.5,.6,.7,.8,.9,.7,.6,.6,.6,.5,.3,.6,.5,.9,16
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,25,26,25,24,24,24,24,24,24,24,24,25,26,26,26,27,27,25,27,22
,CARMEL MT RCH,24,24,24,24,24,25,25,25,24,24,24,24,24,24,24,23,24,24,25,24,25,25,25,24,24,25,05
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,25,25,25,25,25,25,25,25,25,25,24,24,23,23,23,24,24,24,24,24,24,25,24,25,24,25,00
,EL CAJON LES,27,27,27,28,27,27,27,27,27,27,27,27,M,M,27,27,27,27,27,27,27,27,27,27,27,28,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,26,26,26,25,25,25,24,24,24,24,25,25,25,25,25,26,26,26,26,25,26,05
,OTAY MESA DVN,26,25,25,26,26,26,26,26,26,25,25,25,25,25,24,24,24,24,25,25,26,26,26,26,25,26,00
,PENDLETON,25,26,26,26,26,26,26,26,25,25,25,24,24,24,24,25,25,25,25,25,26,26,26,26,25,26,01
11 PM2.5 µg/M3,ALPINE,16.2,19.8,20.7,21.8,19.9,17.8,13.6,18.2,21.0,19.2,21.3,16.0,21.9,16.6,15.3,14.6,15.7,20.0,22.3,20.3,24.0,15.4,13.5,14.4,18.3,24.0,20
,DOWNTOWN SES,13.1,16.9,17.4,13.5,12.9,12.6,16.2,15.2,16.9,19.4,13.9,17.1,18.0,13.3,13.4,15.4,12.5,15.9,19.3,18.1,17.0,18.2,16.5,19.2,15.9,19.4,09
,EL CAJON LES,17.5,17.5,18.7,18.5,19.4,9.8,14.3,19.4,18.0,12.7,18.3,18.8,19.4,20.2,19.9,14.3,16.5,23.4,16.5,21.6,16.0,16.3,22.6,21.1,17.9,23.4,17
,ESCONDIDO,17.5,17.5,18.7,18.5,19.4,9.8,14.3,19.4,18.0,12.7,18.3,18.8,19.4,20.2,19.9,14.3,16.5,23.4,16.5,21.6,16.0,16.3,22.6,21.1,17.9,23.4,17
,OTAY MESA DVN,12.2,14.6,19.5,17.7,13.9,17.9,21.4,18.8,12.3,16.9,16.0,16.3,16.9,18.0,15.6,12.5,18.3,13.5,20.6,16.1,17.7,17.7,21.2,15.5,16.7,21.4,06
,PENDLETON,15.5,15.4,17.3,15.3,14.0,17.4,13.7,13.6,15.2,13.5,11.9,14.7,16.9,18.1,16.9,15.3,10.9,16.9,13.5,19.9,16.8,17.9,13.4,19.0,15.5,19.9,19
12 VWDR °,ALPINE,347,30,25,8,345,191,208,219,295,301,335,312,294,308,318,304,297,328,338,349,40,147,180,60,0,349,19
,CHULA VISTA,254,227,217,227,224,213,211,222,227,217,249,263,254,256,252,261,266,277,281,278,308,66,52,352,0,352,23
,DOWNTOWN SES,244,250,242,239,225,217,232,228,217,197,219,213,235,228,226,241,258,264,277,286,345,29,54,8,0,345,20
,EL CAJON LES,225,230,226,247,258,227,231,263,273,296,284,309,M,M,277,260,265,265,305,312,293,355,84,134,0,355,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,272,170,197,254,287,202,194,210,211,184,188,196,237,241,237,244,247,263,262,282,350,60,58,53,0,350,20
,OTAY MESA DVN,313,305,335,293,335,8,351,194,209,216,206,253,266,256,292,291,283,284,313,14,19,346,36,65,0,351,06
,PENDLETON,172,176,185,153,183,198,179,190,186,185,195,202,229,236,232,199,205,232,248,260,301,67,42,42,0,301,20
13 SIGTHETA °,ALPINE,51,38,36,39,36,46,17,30,46,51,38,53,31,33,34,29,31,22,21,26,13,34,22,35,34,53,11
,CHULA VISTA,21,23,22,19,21,21,21,22,25,24,28,25,25,26,23,23,24,18,19,22,25,17,18,34,23,34,23
,DOWNTOWN SES,22,29,26,25,19,22,19,21,20,19,34,26,24,23,23,32,29,28,25,30,22,17,20,50,25,50,23
,EL CAJON LES,24,17,21,30,16,17,17,23,26,32,28,42,M,M,26,24,20,18,21,23,25,66,20,50,27,66,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,16,44,19,13,18,26,17,23,19,26,38,36,27,21,21,19,18,9,7,16,31,10,6,5,20,44,01
,OTAY MESA DVN,19,18,15,18,19,14,52,16,25,47,33,30,22,22,21,17,12,10,16,11,10,13,16,12,20,52,06
,PENDLETON,19,15,25,22,17,17,17,18,18,20,20,19,18,19,17,20,16,16,14,11,24,10,9,8,17,25,02
14 VWSP MPH,ALPINE,1.2,1.4,1.0,.7,1.1,1.2,2.5,2.5,2.0,2.6,3.3,2.9,5.1,4.9,5.0,4.8,3.2,2.4,1.3,1.1,1.0,.3,1.2,.4,.0,5.1,12
,CHULA VISTA,1.9,1.8,1.6,1.9,1.8,2.1,2.9,4.3,4.4,5.7,5.4,5.8,6.1,6.2,6.4,5.1,3.5,3.8,2.7,1.5,.5,1.1,1.2,.2,.0,6.4,14
,DOWNTOWN SES,2.5,2.0,1.8,2.6,3.5,3.8,4.5,5.3,6.0,6.5,5.7,5.7,7.4,7.4,7.3,4.8,4.0,3.4,3.6,2.3,2.2,1.3,1.2,.4,.0,7.4,12
,EL CAJON LES,2.4,2.7,2.5,1.7,2.2,1.8,2.7,3.9,4.0,4.7,4.3,4.3,M,M,5.8,5.4,4.3,3.6,2.8,1.8,1.8,1.0,1.3,1.2,.0,5.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.3,2.2,3.3,3.1,2.3,3.2,5.2,4.9,6.1,5.4,4.7,5.3,7.9,8.8,8.0,6.4,5.6,5.4,5.6,2.8,.6,2.5,3.6,3.0,.0,8.8,13
,OTAY MESA DVN,2.9,2.5,2.7,2.8,2.0,2.0,.4,5.3,5.6,5.7,5.3,5.9,9.0,7.9,8.5,7.0,6.8,5.7,3.1,2.9,2.9,2.3,2.5,2.7,.0,9.0,12
,PENDLETON,3.5,3.1,2.2,2.6,2.9,3.6,4.3,5.3,6.0,6.2,6.5,7.3,7.8,7.0,5.5,4.7,5.0,3.7,4.1,3.9,1.2,2.3,3.6,5.2,.0,7.8,12
15 SWSP MPH,ALPINE,1.6,1.8,1.5,1.2,1.5,1.9,2.8,2.9,2.9,3.6,4.3,4.3,5.9,5.8,5.8,5.5,3.6,2.6,1.4,1.3,1.1,1.5,1.4,.9,2.8,5.9,12
,CHULA VISTA,2.1,2.1,1.8,2.0,1.9,2.2,3.2,4.7,4.9,6.2,6.0,6.5,6.6,6.9,6.9,5.5,3.8,4.0,2.8,1.6,.6,1.1,1.2,.7,3.6,6.9,13
,DOWNTOWN SES,2.7,2.3,2.1,2.8,3.8,4.1,4.8,5.7,6.4,6.9,6.7,6.3,8.0,8.0,7.9,5.8,4.5,3.7,4.0,2.6,2.4,1.4,1.2,.7,4.4,8.0,12
,EL CAJON LES,2.6,2.8,2.6,2.0,2.3,2.0,2.8,4.3,4.6,5.4,4.9,5.3,M,M,6.5,5.9,4.6,3.8,3.2,2.0,2.0,1.7,2.3,1.7,3.4,6.5,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.4,2.6,3.5,3.5,2.5,3.5,5.4,5.5,6.5,6.4,5.8,6.3,8.6,9.4,8.6,6.9,5.9,5.5,5.7,2.9,.7,2.5,3.7,3.1,4.9,9.4,13
,OTAY MESA DVN,3.3,3.0,2.8,3.0,2.5,2.1,1.5,5.5,6.1,6.7,6.1,6.9,9.7,8.6,9.1,7.4,7.0,5.8,3.7,3.0,2.9,2.4,2.9,2.8,4.8,9.7,12
,PENDLETON,3.7,3.2,2.4,2.8,3.4,3.9,4.6,5.6,6.3,6.6,6.9,7.7,8.2,7.4,5.8,5.1,5.2,3.9,4.2,4.0,1.8,2.4,3.7,5.3,4.8,8.2,12
16 AMBTEMP °F,ALPINE,59.6,59.5,59.6,59.1,59.0,58.1,57.2,58.4,62.4,66.3,68.1,71.5,73.3,73.3,71.5,70.2,66.7,63.6,61.2,59.5,58.2,58.0,57.2,55.9,62.8,73.3,12
,CARMEL MT RCH,66.4,65.6,65.4,65.6,66.0,65.8,65.8,66.9,67.9,68.7,70.4,73.6,75.8,74.6,74.3,72.5,70.7,67.1,65.3,64.7,63.8,62.6,61.6,61.2,67.6,75.8,12
,CHULA VISTA,67.9,67.8,67.5,67.1,66.8,66.7,66.8,67.4,68.0,69.8,71.5,72.3,73.1,72.8,72.1,71.1,69.5,68.1,67.5,67.2,66.6,66.7,67.2,66.8,68.7,73.1,12
,DOWNTOWN SES,67.7,67.7,67.6,67.4,67.4,67.4,67.2,67.5,67.8,69.0,70.6,70.9,71.9,71.7,71.2,70.9,69.5,68.5,68.1,67.9,67.5,66.9,66.0,65.3,68.5,71.9,12
,EL CAJON LES,67.5,67.3,67.2,67.2,66.6,65.8,66.0,67.4,68.8,70.7,72.5,74.7,M,M,76.0,74.6,71.2,68.7,67.2,66.2,66.2,66.6,66.7,66.1,68.7,76.0,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,67.3,67.7,67.6,67.0,66.3,66.8,67.3,67.5,67.8,69.4,71.0,73.1,73.7,72.8,72.0,70.8,69.6,67.6,66.3,65.7,64.5,62.2,61.4,61.5,67.8,73.7,12
,OTAY MESA DVN,66.2,66.1,66.1,65.1,64.6,64.9,65.2,66.7,68.3,71.2,73.3,75.2,75.9,75.3,72.7,71.6,69.0,66.1,65.0,64.0,64.0,64.9,64.0,63.2,67.9,75.9,12
,PENDLETON,69.2,69.2,69.1,69.1,69.0,68.9,69.2,69.8,70.6,71.6,72.6,73.8,74.0,73.9,73.5,71.9,71.0,69.3,69.2,68.9,68.3,66.5,65.3,63.9,69.9,74.0,12
17 RELHUM %,ALPINE,97,97,96,92,91,88,88,88,77,67,62,55,50,49,51,53,61,69,78,85,89,90,90,91,77,97,00
,EL CAJON LES,84,82,82,81,80,81,80,75,70,65,60,54,M,M,51,54,65,72,76,78,78,76,75,77,73,84,00
,KEARNY MESA,78,77,77,77,77,75,72,71,70,65,59,54,53,56,60,66,68,72,77,78,80,83,85,86,72,86,23
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,748,748,749,749,749,748,748,M,M,747,747,747,747,747,748,748,748,748,748,748,749,07
,KEARNY MESA,748,748,748,748,748,749,749,750,750,750,750,749,749,748,748,748,748,748,749,749,749,749,749,749,749,750,07
19 SOLAR W/M2,EL CAJON LES,0,0,0,0,0,0,41,169,315,615,796,868,M,M,558,354,92,3,-4,-3,0,0,0,0,173,868,11
,KEARNY MESA,1,1,1,1,1,3,33,85,198,342,732,838,807,714,547,301,153,12,1,1,0,1,1,1,199,838,11
25 NOY,EL CAJON LES,3.27,2.89,2.79,3.01,3.87,C,C,4.38,5.74,4.75,3.87,3.60,3.54,4.10,4.82,4.41,4.92,6.05,5.32,4.34,5.01,4.75,3.85,3.34,4.21,6.05,17
26 NOY-NO,EL CAJON LES,3.28,2.90,2.81,3.03,3.76,C,C,3.73,4.59,3.73,3.21,3.19,3.07,3.56,3.86,3.74,4.47,5.85,5.19,4.29,4.96,4.72,3.87,3.37,3.87,5.85,17
27 NO Trace,EL CAJON LES,.00,.00,-.02,-.01,.11,C,C,.65,1.14,1.01,.65,.41,.47,.54,.95,.67,.44,.19,.13,.05,.04,.03,-.01,-.02,.33,1.14,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.0,.1,.0,.0,.1,06
29 CO Tr PPB,EL CAJON LES,267.5,249.8,C,C,C,251.8,261.9,267.4,277.3,266.3,268.4,262.4,279.5,263.2,267.3,252.0,271.4,301.1,305.1,297.7,307.9,294.4,280.9,261.6,274.0,307.9,20
BCarbon ug/m3,10TH AVE MARINE TERM,.38,.47,.46,.42,.48,.42,.43,.42,.53,.51,.59,.51,.51,.45,.48,.57,.57,.56,.67,.64,.59,.82,1.25,1.08,.58,1.25,22
,ALPINE,.64,.62,.60,.61,.61,.79,.74,.77,.97,1.20,1.21,.97,.79,.63,.56,.49,.44,.49,.54,.54,.54,.52,.53,.56,.68,1.21,10
,CHICANO PARK,.55,.49,.51,.49,.52,.65,.52,.56,.67,.60,.56,.56,.58,.53,.49,.58,.61,.71,.62,.58,.70,.78,.96,.92,.61,.96,22
,DOWNTOWN SES,.47,.60,.56,.52,.53,.48,.46,.51,.52,.50,.51,.54,.55,.49,.53,.62,.67,.70,.69,.66,.67,.83,1.05,1.22,.62,1.22,23
,OCEANVIEW BLVD,.55,.48,.51,.52,.55,.57,.59,.63,.65,.62,.53,.64,.58,.55,.59,.67,.77,.65,.68,.62,.66,.75,.94,1.28,.65,1.28,23
,SAN YSIDRO,.51,.44,.70,.79,.63,.66,.62,.61,.61,.60,.60,.52,<,.45,.45,.46,.53,.57,.80,1.06,.96,.84,.69,.92,.65,1.06,19
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
