Current Date:,10/6/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/5/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.062,.066,C,C,.066,.064,.059,.049,.063,.068,.070,.066,.068,.080,.078,.073,.075,.068,.066,.063,.063,.062,.061,.062,.066,.080,13
,CHULA VISTA,.033,.036,C,C,.028,.012,.006,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.023,.036,01
,DOWNTOWN SES,.004,.012,C,C,.007,.009,.008,M,M,M,.045,.060,.074,.075,.075,.080,.076,.075,.068,.073,.060,.046,.023,.033,.047,.080,15
,EL CAJON LES,.026,.017,C,C,C,.004,.004,.011,.026,M,.067,.081,.081,.090,.083,.075,.071,.063,.046,.042,.039,.029,.031,.025,.045,.090,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.046,.046,C,C,.024,.018,.013,.037,.052,.057,.070,.078,.086,.081,.077,.080,.080,.081,.070,.057,.048,.039,.043,.044,.055,.086,12
,OTAY MESA DVN,.039,.034,C,C,.031,.023,.012,.017,.028,.046,.061,.073,.076,.078,.080,.081,.075,.070,.057,.048,.033,.024,.016,.017,.046,.081,15
,PENDLETON,.040,.039,C,C,.027,.017,.017,.023,.040,.046,.054,.063,.066,.075,.088,.079,.079,.068,.059,.047,.044,.039,.027,.032,.048,.088,14
02 NOX PPM,ALPINE,.001,.001,C,C,.001,.002,.006,.012,.006,.003,.003,.002,.002,.004,.004,.003,.005,.007,.005,.004,.003,.002,.001,.001,.004,.012,07
,CARMEL MT RCH,.032,.023,C,C,.044,.078,.063,.045,.080,.051,.034,.030,.027,.030,.030,.024,.029,.026,.033,.029,.031,.047,.030,.027,.038,.080,08
,CHULA VISTA,.009,.008,C,C,.015,.029,.057,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.024,.057,06
,DOWNTOWN SES,.043,.026,C,C,.033,.039,.049,M,M,M,.036,.022,.015,.013,.009,.009,.010,.011,.014,.010,.014,.020,.030,.020,.022,.049,06
,EL CAJON LES,.009,.013,C,C,C,.025,.038,.046,.035,M,.014,.007,.006,.007,.006,.005,.006,.010,.016,.015,.016,.017,.013,.014,.016,.046,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.007,C,C,.028,.032,.049,.024,.014,.018,.011,.011,.009,.007,.004,.006,.005,.008,.010,.011,.015,.022,.019,.017,.015,.049,06
,OTAY MESA DVN,.017,.018,C,C,.020,.029,.061,.063,.048,.035,.025,.027,.013,.004,.004,.006,.006,.006,.008,.010,.027,.030,.034,.035,.024,.063,07
,PENDLETON,.006,.005,C,C,.018,.047,.034,.040,.015,.013,.007,.008,.011,.009,.014,.009,.003,.002,.002,.008,.007,.006,.012,.011,.013,.047,05
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.002,.005,.010,.005,.003,.003,.002,.002,.004,.004,.003,.005,.007,.005,.004,.003,.002,.001,.001,.003,.010,07
,CARMEL MT RCH,.030,.021,C,C,.034,.047,.041,.032,.048,.035,.025,.022,.021,.021,.022,.018,.025,.024,.030,.027,.030,.045,.029,.027,.030,.048,08
,CHULA VISTA,.009,.009,C,C,.015,.028,.035,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.019,.035,06
,DOWNTOWN SES,.034,.025,C,C,.029,.032,.034,M,M,M,.029,.019,.014,.012,.008,.009,.010,.011,.014,.010,.014,.019,.029,.020,.020,.034,00
,EL CAJON LES,.009,.013,C,C,C,.021,.023,.028,.026,M,.012,.007,.005,.006,.006,.004,.006,.010,.015,.015,.015,.017,.013,.014,.013,.028,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.007,C,C,.027,.031,.039,.020,.013,.016,.010,.011,.008,.007,.004,.006,.005,.008,.010,.011,.016,.022,.019,.017,.014,.039,06
,OTAY MESA DVN,.017,.018,C,C,.017,.026,.043,.042,.036,.029,.022,.024,.012,.004,.004,.006,.006,.006,.008,.009,.026,.029,.034,.035,.021,.043,06
,PENDLETON,.007,.005,C,C,.017,.029,.030,.028,.012,.011,.006,.008,.009,.008,.013,.008,.003,.003,.002,.009,.007,.007,.011,.011,.011,.030,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,07
,CARMEL MT RCH,.002,.003,C,C,.010,.031,.022,.013,.032,.017,.009,.008,.007,.009,.008,.006,.005,.002,.003,.002,.001,.002,.001,.001,.009,.032,08
,CHULA VISTA,.000,.000,C,C,.000,.001,.022,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.005,.022,06
,DOWNTOWN SES,.008,.001,C,C,.003,.007,.014,M,M,M,.007,.003,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.003,.014,06
,EL CAJON LES,.000,.000,C,C,C,.004,.015,.018,.009,M,.002,.001,.000,.001,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,.003,.018,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.001,.010,.004,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.010,06
,OTAY MESA DVN,.000,.000,C,C,.002,.003,.017,.021,.012,.006,.003,.003,.001,.000,.000,.000,.000,.000,.000,.001,.001,.000,.000,.000,.003,.021,07
,PENDLETON,.000,.000,C,C,.001,.018,.005,.012,.003,.002,.001,.001,.002,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,.018,05
06 CO PPM,CARMEL MT RCH,1.0,.7,C,C,C,1.3,.9,.7,1.0,.8,.7,.8,.9,.9,1.0,.9,1.2,1.0,1.4,1.2,1.0,1.2,1.0,1.0,1.0,1.4,18
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,CARMEL MT RCH,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,01
,CHULA VISTA,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,08
,DOWNTOWN SES,24,24,24,25,25,24,25,24,24,23,23,23,22,23,22,22,23,23,24,24,24,24,24,24,24,25,03
,EL CAJON LES,27,27,27,27,27,28,27,27,27,28,27,27,26,27,26,27,26,26,27,27,27,27,27,27,27,28,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,25,25,24,24,24,23,23,23,23,24,24,25,25,25,25,24,25,00
,PENDLETON,26,26,26,26,26,26,26,25,25,25,24,24,24,24,24,25,25,25,25,25,25,25,25,26,25,26,00
11 PM2.5 µg/M3,ALPINE,11.4,22.1,24.7,20.9,21.7,15.6,12.9,13.3,12.7,18.1,17.6,4.4,11.3,16.6,17.8,15.5,20.5,30.1,29.7,30.2,18.9,14.2,10.1,10.0,17.5,30.2,19
,DOWNTOWN SES,36.3,36.3,29.1,29.8,32.6,33.5,35.3,30.6,36.2,44.2,43.5,36.5,34.8,31.7,33.7,36.7,35.3,38.9,35.9,42.1,41.5,48.6,50.9,43.3,37.3,50.9,22
,EL CAJON LES,33.5,38.5,34.7,34.7,33.9,33.5,32.9,34.5,28.8,25.9,35.1,36.5,34.1,35.7,35.1,32.6,32.5,40.9,46.0,41.8,42.1,42.7,43.2,40.1,36.2,46.0,18
,ESCONDIDO,33.5,38.5,34.7,34.7,33.9,33.5,32.9,34.5,28.8,25.9,35.1,36.5,34.1,35.7,35.1,32.6,32.5,40.9,46.0,41.8,42.1,42.7,43.2,40.1,36.2,46.0,18
,OTAY MESA DVN,56.4,57.1,55.4,60.8,50.0,66.7,71.4,60.9,74.9,49.5,42.4,44.6,40.3,44.3,35.8,41.3,44.5,42.8,35.4,43.9,58.8,70.8,87.1,63.0,54.0,87.1,22
,PENDLETON,36.6,35.3,38.5,38.4,37.3,39.8,40.9,41.9,42.0,36.2,37.6,43.4,33.8,36.9,42.3,31.4,34.2,33.1,26.0,27.9,33.2,33.3,36.5,47.8,36.8,47.8,23
12 VWDR °,ALPINE,138,105,116,152,158,155,158,189,281,319,347,351,334,349,343,337,344,17,91,147,148,154,158,151,0,351,11
,CHULA VISTA,94,59,67,96,46,60,88,273,303,272,262,266,273,245,255,268,252,246,220,142,144,93,44,59,0,303,08
,DOWNTOWN SES,359,31,43,296,28,6,359,90,215,235,262,285,284,295,290,289,290,283,310,341,348,33,39,349,0,359,00
,EL CAJON LES,150,275,148,285,192,235,280,299,347,35,345,320,300,297,310,318,312,311,165,144,175,163,164,316,0,347,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,52,44,49,50,86,104,359,299,267,312,290,274,280,284,292,304,302,308,291,321,343,33,46,48,0,359,06
,OTAY MESA DVN,125,108,100,145,122,109,137,135,179,160,231,291,288,296,289,292,287,315,311,98,137,98,120,138,0,315,17
,PENDLETON,30,41,29,30,53,30,59,298,272,273,282,285,286,287,285,280,274,280,310,333,329,356,36,62,0,356,21
13 SIGTHETA °,ALPINE,20,20,32,13,13,16,20,19,32,37,43,31,31,37,32,27,25,25,14,33,14,21,14,15,24,43,10
,CHULA VISTA,25,37,28,27,44,42,36,50,49,32,22,23,20,23,20,20,19,21,30,14,13,21,20,17,27,50,07
,DOWNTOWN SES,37,24,40,35,52,37,64,51,28,41,20,23,18,24,22,23,20,20,19,29,16,22,28,14,29,64,06
,EL CAJON LES,64,59,25,47,51,60,51,47,63,38,37,30,33,24,20,18,20,15,61,37,18,44,46,73,41,73,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,6,7,8,18,38,25,46,64,37,46,24,27,17,15,12,9,9,8,10,10,20,8,10,20,64,08
,OTAY MESA DVN,26,48,30,45,44,47,25,20,39,59,50,13,14,12,13,12,13,15,26,39,22,34,20,59,30,59,09
,PENDLETON,25,27,35,8,19,11,12,47,17,16,17,19,18,19,18,18,16,19,26,13,18,18,14,21,20,47,07
14 VWSP MPH,ALPINE,1.3,1.3,.7,1.6,1.4,1.3,1.4,1.9,1.8,2.9,3.3,4.8,5.1,5.2,5.9,6.4,3.8,1.6,1.3,.7,1.4,.7,1.2,2.1,.0,6.4,15
,CHULA VISTA,1.3,1.0,1.7,1.9,1.3,.7,1.1,.6,.8,1.8,4.2,4.4,5.5,5.1,4.8,4.3,3.9,3.1,1.0,1.7,1.5,.7,.9,1.6,.0,5.5,12
,DOWNTOWN SES,.4,1.2,2.7,.0,.7,1.9,.6,.2,1.7,1.9,4.0,4.3,5.8,4.4,5.6,4.7,4.8,3.4,3.5,2.2,1.7,1.1,.8,1.5,.0,5.8,12
,EL CAJON LES,.2,.4,.6,.5,.4,.2,.2,.6,.5,1.3,1.7,3.7,3.5,5.9,6.9,6.6,4.3,2.3,.8,1.1,.8,.3,.8,.0,.0,6.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.1,5.8,5.8,6.2,2.7,1.8,1.2,.8,1.5,3.3,3.1,5.4,6.3,8.1,8.5,7.9,7.0,5.7,5.1,3.2,3.7,1.5,2.8,2.3,.0,8.5,14
,OTAY MESA DVN,1.4,.8,1.0,1.5,2.4,2.2,1.7,1.5,1.4,.8,2.7,7.5,10.1,9.6,8.4,7.3,6.2,4.5,1.8,1.1,1.9,.8,2.2,.2,.0,10.1,12
,PENDLETON,3.0,3.2,3.6,5.6,3.1,3.7,2.6,.9,2.3,2.4,3.1,3.8,4.2,4.7,3.9,3.7,3.0,2.0,.8,2.6,3.2,2.2,2.8,1.7,.0,5.6,03
15 SWSP MPH,ALPINE,1.5,1.5,1.2,1.6,1.5,1.4,1.5,2.1,2.3,3.4,4.2,5.9,6.1,6.2,6.8,7.0,4.2,1.9,1.5,.8,1.4,.8,1.3,2.2,2.8,7.0,15
,CHULA VISTA,1.4,1.1,2.0,2.0,1.3,.8,1.3,.8,1.2,2.0,4.5,4.8,5.9,5.6,5.1,4.5,4.2,3.3,1.3,1.7,1.6,.7,1.0,1.7,2.5,5.9,12
,DOWNTOWN SES,.6,1.3,2.8,.1,.8,2.1,.7,.7,2.0,2.5,4.3,4.7,6.1,4.8,6.1,5.1,5.1,3.7,3.7,2.3,1.8,1.2,.9,1.5,2.7,6.1,12
,EL CAJON LES,.3,.6,.6,.5,.7,.4,.4,.9,.7,1.6,2.6,4.2,4.2,6.4,7.3,6.9,4.6,2.4,1.2,1.3,1.1,.4,.8,.1,2.1,7.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
