,EL CAJON LES,.000,.001,C,C,C,.000,.005,.008,.004,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.000,.001,.008,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.004,.006,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,07
,OTAY MESA DVN,.020,.021,C,C,.016,.017,.014,.017,.016,.019,.017,.017,.017,.006,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.009,.021,01
,PENDLETON,.000,.000,C,C,.000,.000,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,06
06 CO PPM,CARMEL MT RCH,.9,.8,C,C,C,1.2,1.1,1.1,.9,.9,.9,.9,.9,1.0,1.0,1.0,1.1,1.3,1.2,1.4,1.4,1.5,1.3,1.0,1.1,1.5,21
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,23,24,24,24,24,24,24,24,25,24,25,00
,CHULA VISTA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,DOWNTOWN SES,25,24,24,25,25,24,25,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,00
,EL CAJON LES,27,27,27,27,28,27,P,27,27,27,27,27,27,26,26,26,26,26,27,27,27,27,27,27,27,28,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,38,37,38,38,37,37,37,37,37,37,38,39,38,31,26,22,21,22,23,24,25,25,25,25,32,39,11
,PENDLETON,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,25,25,25,25,25,25,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,10.8,6.9,5.4,7.5,13.1,11.5,9.8,8.0,5.2,7.7,9.4,12.3,13.0,23.0,28.3,29.4,24.2,28.8,24.1,29.4,25.8,28.8,22.3,26.0,17.1,29.4,15
,DOWNTOWN SES,15.2,16.8,16.1,19.4,15.3,17.1,17.8,18.5,25.2,22.8,24.5,22.3,26.5,20.1,18.7,17.7,25.9,16.8,17.8,21.7,20.6,28.7,31.5,-15.0,19.2,31.5,22
,EL CAJON LES,22.2,19.7,20.6,21.3,21.9,22.6,19.9,22.5,20.0,12.8,15.6,23.5,39.1,36.6,31.8,27.6,27.5,27.9,31.9,34.1,31.6,34.3,38.2,36.5,26.6,39.1,12
,ESCONDIDO,22.2,19.7,20.6,21.3,21.9,22.6,19.9,22.5,20.0,12.8,15.6,23.5,39.1,36.6,31.8,27.6,27.5,27.9,31.9,34.1,31.6,34.3,38.2,36.5,26.6,39.1,12
,OTAY MESA DVN,48.1,33.3,31.8,30.1,29.9,51.5,29.9,122.5,40.5,40.1,40.2,30.7,27.5,30.1,26.1,28.5,25.3,23.9,21.6,21.8,39.3,51.6,73.8,78.3,40.6,122.5,07
,PENDLETON,20.2,19.2,25.2,20.8,17.5,17.0,14.6,13.5,10.9,13.7,10.8,11.5,19.9,11.6,16.8,14.5,22.3,22.2,17.6,21.7,23.9,27.1,39.9,36.5,19.5,39.9,22
12 VWDR °,ALPINE,158,158,159,147,148,136,68,245,257,301,354,340,314,331,306,322,316,331,65,144,151,153,145,51,0,354,10
,CHULA VISTA,63,109,114,51,112,63,76,18,260,250,258,253,252,252,254,254,269,252,262,276,29,44,75,104,0,276,19
,DOWNTOWN SES,166,149,158,360,326,9,99,170,191,218,218,206,205,195,190,190,190,213,183,205,72,16,352,80,0,360,03
,EL CAJON LES,327,253,230,313,167,163,231,321,345,16,342,327,302,309,294,275,256,241,193,125,185,161,160,221,0,345,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,55,58,51,48,63,12,69,131,194,205,219,234,245,275,244,237,229,190,228,211,59,26,23,18,0,275,13
,OTAY MESA DVN,134,47,133,24,9,22,6,144,255,302,293,290,292,297,296,294,320,345,339,348,4,88,137,120,0,348,19
,PENDLETON,63,60,60,37,24,29,51,29,252,265,265,268,274,267,260,264,250,203,167,26,48,60,40,49,0,274,12
13 SIGTHETA °,ALPINE,16,17,13,14,15,18,21,32,41,37,29,33,32,34,31,31,28,33,31,16,18,16,17,47,26,47,23
,CHULA VISTA,45,34,34,35,25,18,39,53,36,21,19,21,20,23,23,24,29,19,23,27,15,15,36,28,28,53,07
,DOWNTOWN SES,56,19,46,33,33,42,39,25,20,25,24,21,31,17,14,15,21,17,16,21,28,26,14,38,27,56,00
,EL CAJON LES,49,62,67,48,37,26,35,58,59,31,47,24,25,23,19,23,18,22,55,30,53,54,45,34,39,67,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9,5,6,11,14,34,13,23,27,35,28,20,19,24,19,18,16,11,37,35,5,11,4,16,18,37,18
,OTAY MESA DVN,22,24,30,26,58,50,22,22,47,17,26,14,13,15,12,13,16,15,9,12,38,60,24,20,25,60,21
,PENDLETON,10,9,7,9,7,9,13,22,20,14,14,12,16,15,15,12,20,23,11,37,11,12,7,43,15,43,23
14 VWSP MPH,ALPINE,1.7,1.8,1.5,2.3,1.8,1.2,.9,.5,1.4,3.1,3.8,4.0,4.9,5.0,5.4,4.7,3.2,.9,.8,1.0,1.0,1.9,1.7,.6,.0,5.4,14
,CHULA VISTA,.4,.5,.7,.6,.7,.5,.6,.1,2.1,3.4,3.7,4.5,4.6,4.2,4.1,3.6,2.0,1.7,1.2,.8,1.3,1.0,.3,.5,.0,4.6,12
,DOWNTOWN SES,.1,.3,.1,.4,.3,.0,.2,1.0,2.7,2.6,3.8,3.9,3.6,5.8,6.0,5.2,2.3,1.8,1.7,1.0,.7,.6,1.0,.1,.0,6.0,14
,EL CAJON LES,.2,.1,.1,.6,.7,.3,P,.2,.6,1.5,1.8,5.0,6.0,6.0,5.8,4.9,3.9,1.7,.4,.4,.3,.2,.4,.1,.0,6.0,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.3,3.8,5.3,4.2,2.7,1.6,2.1,1.6,2.5,3.3,4.5,6.0,7.5,6.5,6.8,6.1,4.7,3.3,1.2,1.0,2.8,2.4,3.9,3.9,.0,7.5,12
,OTAY MESA DVN,1.4,1.5,1.9,2.8,.6,1.4,1.4,1.4,.8,3.4,3.9,7.0,8.2,7.3,6.5,6.5,4.2,3.6,3.5,2.5,2.6,.8,1.4,2.0,.0,8.2,12
,PENDLETON,4.6,4.0,4.7,3.4,6.6,7.3,4.0,2.5,2.8,3.0,3.2,3.2,3.3,3.3,3.7,2.9,2.1,1.4,2.2,1.6,2.2,3.1,5.2,3.0,.0,7.3,05
15 SWSP MPH,ALPINE,1.8,1.9,1.6,2.3,1.9,1.3,1.1,.7,2.2,3.8,4.3,4.9,6.0,5.9,6.2,5.4,3.7,1.1,1.0,1.1,1.0,2.0,1.8,1.2,2.7,6.2,14
,CHULA VISTA,.6,.6,.8,.7,1.0,.5,.6,.4,2.3,3.7,3.9,4.8,4.9,4.6,4.4,3.9,2.3,1.8,1.4,1.1,1.3,1.1,.4,.5,2.0,4.9,12
,DOWNTOWN SES,.5,.4,.2,.4,.5,.2,.4,1.2,2.9,2.9,4.2,4.2,4.3,6.0,6.2,5.5,2.5,1.9,1.8,1.1,.8,.7,1.1,.2,2.1,6.2,14
,EL CAJON LES,.2,.2,.2,.7,.8,.3,P,.5,1.0,1.9,2.5,5.5,6.7,6.4,6.3,5.3,4.1,1.8,1.0,.5,.7,.3,.5,.2,2.1,6.7,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.3,3.8,5.3,4.3,2.8,2.0,2.4,1.9,2.7,3.8,4.9,6.4,7.9,7.1,7.4,6.4,4.8,3.4,2.3,1.8,2.9,2.5,4.0,4.1,4.1,7.9,12
,OTAY MESA DVN,1.6,1.9,2.1,3.2,1.2,1.6,1.6,1.5,2.0,3.6,4.5,7.3,8.5,7.6,6.6,6.6,4.5,4.0,3.6,2.5,2.8,1.1,1.6,2.2,3.5,8.5,12
,PENDLETON,4.6,4.1,4.7,3.5,6.8,7.5,4.3,3.1,2.9,3.1,3.3,3.3,3.5,3.5,3.8,3.0,2.2,1.6,2.2,2.2,2.3,3.1,5.3,3.1,3.6,7.5,05
16 AMBTEMP °F,ALPINE,79.5,81.2,80.6,80.6,80.7,80.1,80.8,84.3,87.8,90.4,91.1,93.6,95.3,94.5,93.1,90.5,87.1,82.7,80.1,79.0,78.1,77.8,79.0,77.0,84.4,95.3,12
,CARMEL MT RCH,72.4,70.4,69.4,68.5,67.9,66.8,68.1,74.9,81.9,88.8,92.1,94.9,95.0,93.7,94.8,92.8,88.7,82.8,79.2,76.6,74.6,73.4,72.0,70.2,79.6,95.0,12
,CHULA VISTA,67.9,66.2,65.5,64.9,63.5,63.2,65.1,72.6,78.2,77.8,77.9,79.0,78.7,80.2,80.4,78.9,78.8,76.5,73.5,71.8,70.9,69.9,68.5,67.0,72.4,80.4,14
,DOWNTOWN SES,67.9,66.7,66.6,66.8,65.8,64.8,65.5,70.6,75.1,78.5,80.1,81.2,84.5,83.0,79.1,76.0,77.5,76.1,73.9,72.7,72.1,70.8,70.4,69.1,73.1,84.5,12
,EL CAJON LES,68.5,66.6,64.6,63.5,61.6,61.0,62.4,69.1,78.5,88.2,94.4,97.5,98.4,97.6,95.8,93.4,89.2,83.9,80.1,77.0,73.9,71.6,70.1,67.9,78.1,98.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,71.7,70.3,70.3,69.9,67.7,66.7,69.1,77.1,83.7,88.2,92.1,94.1,95.1,94.2,92.3,89.6,85.3,81.8,78.7,74.9,72.0,71.0,71.1,69.5,79.0,95.1,12
,OTAY MESA DVN,74.6,73.8,72.4,72.7,71.6,72.0,73.4,77.9,84.7,89.1,92.5,93.2,91.5,91.6,89.9,88.1,85.1,81.4,76.9,74.8,75.2,74.8,73.6,72.7,80.1,93.2,11
,PENDLETON,67.8,66.8,65.6,64.6,60.6,61.8,64.2,69.2,69.9,70.1,70.1,72.7,75.1,75.8,76.2,75.4,74.9,73.3,71.4,71.2,70.9,69.9,68.1,66.8,69.7,76.2,14
17 RELHUM %,ALPINE,14,11,11,12,14,15,14,14,10,9,9,9,9,11,12,16,18,26,28,29,25,25,19,18,16,29,19
,EL CAJON LES,60,60,62,64,67,66,62,50,31,18,14,14,15,16,19,22,27,37,45,49,54,58,53,49,42,67,04
,KEARNY MESA,54,50,44,42,47,46,40,33,25,22,23,20,18,22,26,25,29,46,48,52,57,57,57,55,39,57,20
18 PRES mmHg,EL CAJON LES,746,745,745,745,745,746,P,746,746,746,745,745,745,744,745,745,745,745,746,746,746,747,747,747,746,747,21
,KEARNY MESA,746,746,746,746,746,747,747,747,747,747,747,746,746,746,746,746,746,746,747,747,748,748,748,748,747,748,20
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,1,P,345,567,745,864,904,856,741,576,364,139,3,-7,-5,-4,-4,-3,-3,264,904,11
,KEARNY MESA,1,1,1,1,1,5,116,338,557,730,841,880,843,739,587,390,167,17,1,1,0,0,0,0,259,880,11
25 NOY,EL CAJON LES,16.28,17.41,16.54,17.26,19.16,C,P,28.06,20.02,10.23,9.63,11.19,9.00,7.73,7.63,8.00,8.54,12.17,15.56,15.60,15.97,17.50,15.89,13.80,14.23,28.06,07
26 NOY-NO,EL CAJON LES,16.25,16.99,16.52,17.09,18.67,C,C,19.17,15.59,8.86,8.72,10.49,8.50,7.36,7.18,7.63,8.31,12.12,15.39,15.58,14.90,17.39,15.77,13.80,13.28,19.17,07
27 NO Trace,EL CAJON LES,.03,.41,.01,.16,.48,C,P,8.88,4.43,1.37,.90,.70,.50,.37,.44,.36,.22,.04,.16,.02,1.06,.11,.11,.00,.94,8.88,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,P,.2,.2,.2,.2,.3,.5,.5,.4,.4,.4,.4,.3,.3,.2,.2,.1,.1,.2,.5,12
29 CO Tr PPB,EL CAJON LES,537.1,632.1,C,C,C,542.1,P,707.7,539.8,341.0,395.0,503.3,466.6,459.9,443.8,426.2,406.0,472.8,589.3,659.1,676.7,695.2,790.4,654.4,546.9,790.4,22
BCarbon ug/m3,10TH AVE MARINE TERM,1.20,.90,.52,.62,.67,1.30,1.56,1.99,1.84,2.06,1.99,2.12,1.86,3.23,1.87,1.82,1.68,3.60,1.95,2.01,1.55,2.40,1.94,3.21,1.83,3.60,17
,ALPINE,.37,.20,.21,.28,.42,.46,.44,.54,.40,.40,.39,.46,.54,1.08,1.75,1.60,1.37,1.51,1.62,1.45,1.38,1.31,1.00,.85,.83,1.75,14
,CHICANO PARK,1.49,1.10,.86,1.50,1.13,1.43,1.63,1.56,1.92,1.63,1.19,1.54,1.58,1.35,1.11,.82,.98,1.32,.99,1.36,1.71,2.55,3.15,3.73,1.57,3.73,23
,DOWNTOWN SES,1.37,1.69,1.72,1.74,1.56,1.53,1.84,1.48,1.73,1.91,2.10,1.92,1.88,1.67,1.39,1.00,1.29,1.42,1.27,1.47,1.60,2.41,2.74,2.75,1.73,2.75,23
,OCEANVIEW BLVD,1.65,1.47,1.38,1.34,1.85,1.56,1.96,1.86,1.81,2.32,1.53,1.49,1.38,.99,.91,.91,.98,1.16,.95,1.23,1.98,2.01,2.75,2.94,1.60,2.94,23
,SAN YSIDRO,1.87,3.05,4.31,5.57,4.93,5.82,5.96,6.53,6.60,2.70,1.89,1.28,1.26,1.40,1.20,1.14,1.32,1.17,1.02,1.14,1.61,1.58,1.63,1.75,2.78,6.60,08
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
