,DOWNTOWN SES,11.7,12.2,9.8,16.6,13.6,11.4,16.0,17.4,10.8,M,M,26.5,11.7,8.9,7.9,12.3,9.6,12.0,14.8,12.4,7.7,4.3,3.4,.9,11.4,26.5,11
,EL CAJON LES,13.9,12.2,12.2,13.6,16.1,9.5,11.6,9.6,13.9,12.1,11.7,8.7,9.1,10.4,11.5,8.0,10.4,13.8,12.9,16.9,7.7,6.6,6.9,17.2,11.5,17.2,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,21.7,14.3,15.6,11.2,8.7,11.7,10.7,13.1,12.9,13.9,13.1,11.3,8.3,6.9,9.5,7.4,7.7,9.8,8.5,10.0,6.5,3.5,3.3,2.5,10.0,21.7,00
,PENDLETON,5.3,,,,,,,,,,9.0,13.1,7.5,8.9,9.4,14.1,19.3,6.0,4.4,3.6,3.6,9.0,7.6,6.6,8.4,19.3,16
12 VWDR °,ALPINE,336,88,344,47,68,49,1,255,270,194,287,301,294,293,279,281,294,325,171,126,119,199,79,108,0,344,02
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,63,61,55,31,36,52,16,19,1,22,293,278,288,289,309,297,317,332,356,350,334,336,337,332,0,356,18
,EL CAJON LES,121,95,87,45,41,82,81,67,9,13,301,284,263,246,264,238,261,290,275,297,284,326,37,99,0,326,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,59,78,64,48,61,57,16,359,350,341,326,319,304,303,308,299,307,314,344,359,334,336,342,11,0,359,07
,OTAY MESA DVN,33,86,43,15,20,101,32,5,347,327,232,315,290,283,293,282,287,315,332,340,338,344,353,7,0,353,22
,PENDLETON,47,41,,,,,,,,,P,265,266,276,275,272,287,291,304,302,321,37,24,38,0,321,20
13 SIGTHETA °,ALPINE,29,15,47,50,20,41,33,53,26,32,35,31,25,32,25,26,24,21,45,26,32,47,45,16,32,53,07
,CHULA VISTA,29,23,43,21,16,15,16,20,19,31,40,25,22,18,17,20,17,19,18,18,18,22,20,19,22,43,02
,DOWNTOWN SES,16,16,20,17,53,16,21,28,26,60,36,24,24,25,27,25,25,22,23,30,20,21,21,23,26,60,09
,EL CAJON LES,40,19,21,27,19,24,19,29,45,68,31,<,41,33,22,31,20,15,17,19,20,60,47,14,30,68,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4,14,13,32,20,15,10,16,20,33,29,25,14,14,14,15,11,9,12,17,15,21,46,15,18,46,22
,OTAY MESA DVN,23,24,35,20,18,28,23,22,18,45,40,<,14,13,14,14,12,19,16,11,12,16,15,19,20,45,09
,PENDLETON,13,15,,,,,,,,,P,15,15,16,17,15,16,16,12,13,13,18,16,13,15,18,21
14 VWSP MPH,ALPINE,1.3,1.7,1.4,.4,1.3,1.0,1.0,.7,2.3,2.5,3.0,3.6,5.3,4.8,6.0,4.6,4.4,2.5,.6,.9,.1,.1,.1,2.1,.0,6.0,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,2.0,3.1,2.6,2.4,.9,2.5,.6,2.0,4.0,1.5,4.1,7.7,8.0,7.7,6.9,5.7,5.0,4.3,2.2,2.0,4.1,3.8,3.6,3.1,.0,8.0,12
,EL CAJON LES,1.4,3.0,1.6,1.6,3.0,2.5,2.2,2.3,2.6,.5,3.6,2.4,3.4,6.3,6.4,3.4,5.0,4.7,3.3,2.7,3.0,.9,1.0,3.0,.0,6.4,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.5,2.7,2.5,1.9,1.9,3.2,4.2,4.4,5.5,3.6,4.8,6.4,10.4,11.3,9.4,8.3,8.4,4.4,2.6,3.0,4.1,1.1,1.0,2.8,.0,11.3,13
,OTAY MESA DVN,2.2,1.8,1.6,2.3,2.6,1.9,2.1,1.7,6.0,4.2,2.1,6.5,10.4,11.8,9.4,6.3,7.3,4.2,3.0,4.6,6.1,6.0,5.4,5.5,.0,11.8,13
,PENDLETON,5.1,4.7,,,,,,,,,P,5.8,7.3,5.7,5.1,6.7,5.4,4.9,6.5,6.6,5.7,3.3,3.9,5.1,.0,7.3,12
15 SWSP MPH,ALPINE,1.8,1.8,1.8,1.2,1.8,1.2,1.1,1.3,2.7,3.1,4.2,4.1,5.7,5.6,6.5,5.1,4.8,2.8,.8,1.0,.1,.1,.2,2.3,2.5,6.5,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,2.1,3.2,2.8,2.6,1.4,2.8,.6,2.1,4.6,3.4,4.9,8.1,8.7,8.4,7.6,6.2,5.4,4.6,2.4,2.2,4.3,4.0,3.9,3.4,4.2,8.7,12
,EL CAJON LES,1.7,3.1,1.7,2.1,3.4,2.7,2.4,2.7,3.0,2.0,4.1,3.0,4.2,7.1,7.1,3.9,5.6,5.0,3.5,2.8,3.2,1.2,2.0,3.0,3.4,7.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.5,2.8,2.6,2.4,2.1,3.4,4.3,4.7,5.8,4.1,5.4,7.1,10.7,11.8,9.7,8.5,8.6,4.5,2.9,3.1,4.2,1.4,1.3,3.0,5.0,11.8,13
,OTAY MESA DVN,2.3,2.0,1.8,2.5,2.7,2.5,2.7,1.9,6.3,5.0,4.9,6.9,10.8,12.2,9.7,6.8,7.7,4.6,3.5,4.7,6.3,6.3,5.7,5.9,5.2,12.2,13
,PENDLETON,5.3,4.8,,,,,,,,,P,6.0,7.6,6.0,5.3,6.9,5.7,5.1,6.7,6.8,6.1,3.5,4.0,5.4,5.7,7.6,12
16 AMBTEMP °F,ALPINE,49.1,48.5,52.6,52.0,52.1,53.6,54.9,57.4,58.3,62.2,66.2,66.6,68.9,69.1,67.9,65.2,62.4,58.2,56.1,54.9,53.4,52.0,51.1,49.2,57.6,69.1,13
,CARMEL MT RCH,57.0,56.6,56.5,56.0,55.4,54.8,55.0,55.4,57.2,60.2,63.5,66.9,68.4,66.9,66.5,65.8,61.9,59.9,59.3,59.4,59.3,59.0,58.7,58.8,59.9,68.4,12
,CHULA VISTA,57.0,57.7,58.1,57.6,56.7,56.2,55.2,56.9,59.5,62.5,66.1,67.9,68.2,67.3,66.2,66.5,64.1,62.8,62.0,61.3,61.5,62.1,62.2,62.0,61.6,68.2,12
,DOWNTOWN SES,57.5,57.9,58.9,58.3,56.8,56.7,56.4,59.1,61.9,64.6,66.9,67.4,67.6,66.8,66.5,66.3,64.1,62.8,62.1,62.7,62.9,62.4,62.3,62.0,62.1,67.6,12
,EL CAJON LES,54.3,55.8,56.5,56.9,56.8,55.2,54.1,55.5,57.7,61.6,65.9,69.9,73.3,73.4,71.5,70.2,67.0,62.7,61.3,60.5,59.7,59.5,59.3,58.5,61.5,73.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,54.2,55.7,56.5,56.2,55.8,56.7,56.6,58.4,60.3,63.2,66.3,68.3,67.9,66.4,65.7,65.1,62.1,60.1,59.6,61.0,60.7,59.2,59.7,60.5,60.7,68.3,11
,OTAY MESA DVN,55.1,56.2,55.7,54.6,54.3,53.9,53.3,54.8,58.0,61.2,66.4,68.7,70.0,68.4,67.0,66.7,63.2,60.4,59.6,58.8,57.6,57.5,58.2,59.3,60.0,70.0,12
,PENDLETON,56.0,56.1,,,,,,,,,P,65.2,65.7,66.1,65.9,64.6,63.2,62.9,62.3,61.6,60.3,59.1,58.2,58.4,61.7,66.1,13
17 RELHUM %,ALPINE,96,91,75,78,73,46,44,40,45,42,36,35,25,31,41,44,51,70,83,84,88,93,99,98,63,99,22
,EL CAJON LES,92,85,85,84,84,86,88,85,81,71,59,44,42,45,47,48,56,69,74,78,79,81,81,80,72,92,00
,KEARNY MESA,99,97,95,94,95,91,91,87,81,73,64,60,62,67,68,69,80,87,88,82,88,98,97,93,84,99,00
18 PRES mmHg,EL CAJON LES,753,753,753,753,753,753,754,755,755,755,755,754,754,753,753,753,753,754,754,754,754,754,754,754,754,755,07
,KEARNY MESA,754,754,754,754,754,754,755,755,756,756,755,755,755,754,754,754,754,754,755,755,755,755,754,754,755,756,08
19 SOLAR W/M2,EL CAJON LES,4,3,2,2,2,1,18,107,243,509,607,658,609,519,375,198,35,0,0,0,1,2,3,3,163,658,11
,KEARNY MESA,0,0,0,0,0,0,21,178,359,491,576,604,576,490,362,202,41,0,0,0,0,0,0,0,163,604,11
25 NOY,EL CAJON LES,10.87,5.80,5.10,5.42,5.43,C,C,M,M,M,M,C,M,M,M,M,M,M,6.84,8.16,5.46,6.76,7.79,5.59,6.65,10.87,00
26 NOY-NO,EL CAJON LES,10.73,5.78,5.09,5.40,5.42,C,C,M,M,M,M,C,M,M,M,M,M,M,6.65,8.03,5.33,6.61,7.74,5.61,6.58,10.73,00
27 NO Trace,EL CAJON LES,.14,.02,.01,.01,.01,C,C,M,M,M,M,C,M,M,M,M,M,M,.18,.12,.12,.14,.04,-.01,.07,.18,18
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.1,.3,.2,.1,.1,.1,.0,.0,.1,.0,.0,.0,.0,.0,.3,12
29 CO Tr PPB,EL CAJON LES,325.3,250.5,C,C,C,229.2,253.9,258.6,255.8,250.7,269.1,232.2,243.3,223.9,199.2,213.8,240.4,236.4,259.0,263.6,219.2,232.5,262.0,231.3,245.2,325.3,00
BCarbon ug/m3,10TH AVE MARINE TERM,1.03,1.31,1.10,.67,.65,.84,.77,.87,.59,.47,.57,.32,.29,.31,.39,.40,.42,.61,.52,.42,.27,.25,.30,.15,.56,1.31,01
,ALPINE,.65,.61,.59,.63,.58,.46,.47,.62,.77,.56,.48,.43,.35,.35,.27,.21,.27,.49,.40,.57,.54,.56,.42,.42,.49,.77,08
,CHICANO PARK,1.14,1.10,.91,.69,.85,1.17,1.48,1.28,.73,.61,.77,.49,.42,.42,.56,.66,.51,.77,.74,.71,.32,.20,.28,.14,.71,1.48,06
,DOWNTOWN SES,.99,.84,.71,.78,.83,.83,1.07,1.08,.71,.64,.71,.50,.44,.37,.48,.56,.53,.63,.69,.59,.34,.34,.21,.14,.63,1.08,07
,OCEANVIEW BLVD,1.30,.97,.77,.65,.73,.88,1.04,1.02,.74,.54,.55,.48,.36,.40,.46,.55,.52,.59,.73,.52,.43,.20,.17,.13,.61,1.30,00
,SAN YSIDRO,2.25,2.32,3.34,1.77,.83,.70,.76,.83,.62,.51,.54,.53,.30,.26,.37,.33,.34,.49,.80,.93,.62,.25,.27,.15,.84,3.34,02
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
