Current Date:,11/10/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
11/9/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.033,.031,C,C,.044,.045,.046,.037,.031,.044,.047,.051,.056,.059,.057,.054,.051,.052,.047,.040,.036,.034,.040,.032,.043,.059,13
,CHULA VISTA,.012,.015,C,C,.022,.023,.013,.021,.026,.032,.038,.044,.045,.046,.046,.049,.048,.046,.045,.035,.041,.037,.037,.032,.034,.049,15
,DOWNTOWN SES,.020,.020,C,C,.015,.019,.013,.019,.032,M,.043,.045,.046,.048,.052,.052,.052,.053,.052,.048,.041,.035,.034,.034,.036,.053,17
,EL CAJON LES,.012,.019,C,C,C,.028,.021,.025,.031,.035,.043,.053,.052,.050,.049,.050,.048,.049,.050,.045,.041,.036,.030,.030,.037,.053,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.019,.021,.018,.013,.013,.028,.027,.031,.038,.040,.045,.047,.049,.048,.051,.052,.053,.052,.050,.050,.043,.038,.033,.033,.037,.053,16
,OTAY MESA DVN,.012,.018,C,C,.022,.019,.019,.019,.033,.036,.035,M,M,M,.045,.045,.048,.044,.038,.040,.037,.038,.037,.035,.032,.048,16
,PENDLETON,.021,.017,,,,,,,,,P,.044,.047,.048,.052,.057,.058,.052,.047,.040,.033,.030,.028,.031,.040,.058,16
02 NOX PPM,ALPINE,.007,.008,C,C,.005,.004,.005,.013,.020,.009,.005,.005,.004,.004,.004,.004,.005,.007,.007,.011,.012,.012,.007,.010,.008,.020,08
,CARMEL MT RCH,.007,.005,C,C,.008,.016,.031,.030,.011,.034,.030,.027,.025,.023,.027,.024,.027,.026,.027,.018,.019,.015,.014,.012,.021,.034,09
,CHULA VISTA,.016,.012,C,C,.007,.008,.018,.013,.010,.009,.009,.011,.008,.011,.008,.010,.011,.010,.010,.019,.008,.009,.008,.007,.011,.019,19
,DOWNTOWN SES,.015,.013,C,C,.013,.015,.021,.022,.013,M,.008,.007,.007,.007,.007,.010,.008,.009,.010,.009,.005,.004,.004,.004,.010,.022,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.006,.007,.012,.013,.008,.010,.009,.007,.009,.009,.009,.008,.007,.007,.008,.007,.009,.009,.006,.005,.004,.004,.004,.008,.013,04
,OTAY MESA DVN,.023,.016,C,C,.009,.017,.012,.011,.006,.006,.016,M,M,M,.008,.009,.009,.009,.010,.008,.006,.005,.004,.003,.010,.023,00
,PENDLETON,.005,.007,,,,,,,,,P,.004,.003,.007,.014,.012,.008,.004,.002,.001,.005,.010,.009,.006,.006,.014,14
03 NO2 PPM,ALPINE,.006,.008,C,C,.005,.004,.004,.010,.013,.006,.004,.004,.003,.003,.003,.003,.005,.006,.007,.010,.012,.012,.007,.009,.007,.013,08
,CARMEL MT RCH,.007,.005,C,C,.007,.011,.017,.017,.008,.016,.016,.014,.014,.012,.015,.014,.017,.018,.020,.014,.012,.010,.010,.009,.013,.020,18
,CHULA VISTA,.016,.012,C,C,.007,.008,.016,.010,.008,.007,.008,.009,.007,.008,.007,.009,.010,.010,.010,.019,.008,.009,.008,.007,.010,.019,19
,DOWNTOWN SES,.014,.013,C,C,.013,.013,.018,.016,.009,M,.007,.006,.006,.005,.006,.009,.008,.009,.009,.009,.005,.004,.004,.004,.009,.018,06
,EL CAJON LES,.010,.004,C,C,C,.003,.006,.004,.004,.004,.004,.003,.003,.004,.003,.004,.007,.006,.006,.007,.005,.006,.008,.005,.005,.010,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.006,.007,.012,.012,.008,.010,.008,.006,.008,.008,.008,.007,.006,.006,.007,.007,.009,.009,.006,.005,.004,.004,.004,.007,.012,03
,OTAY MESA DVN,.020,.015,C,C,.008,.012,.010,.009,.005,.005,.012,M,M,M,.006,.008,.008,.008,.009,.007,.006,.004,.003,.002,.008,.020,00
,PENDLETON,.005,.006,,,,,,,,,P,.003,.002,.005,.009,.008,.007,.004,.002,.001,.005,.010,.009,.006,.005,.010,21
04 NO PPM,ALPINE,.000,.000,C,C,.001,.000,.001,.003,.007,.002,.001,.001,.001,.001,.001,.001,.000,.001,.000,.001,.000,.000,.000,.000,.001,.007,08
,CARMEL MT RCH,.000,.000,C,C,.001,.005,.014,.013,.003,.017,.014,.012,.011,.011,.012,.010,.010,.008,.007,.005,.007,.004,.004,.003,.008,.017,09
,CHULA VISTA,.000,.000,C,C,.000,.000,.002,.002,.002,.002,.002,.002,.001,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.003,13
,DOWNTOWN SES,.001,.000,C,C,.001,.001,.004,.006,.003,M,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,OTAY MESA DVN,.003,.001,C,C,.001,.004,.002,.002,.001,.001,.004,M,M,M,.001,.001,.001,.000,.001,.000,.000,.001,.001,.000,.001,.004,05
,PENDLETON,.000,.001,,,,,,,,,P,.001,.000,.002,.005,.004,.001,.000,.000,.000,.000,.000,.000,.000,.001,.005,14
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.4,.8,.7,.3,.4,.5,C,.5,.5,.7,.6,.5,.6,.7,.5,.5,.4,.4,.3,.5,.8,06
10 INTMP °C,ALPINE,28,28,27,27,27,27,28,27,26,25,25,25,25,25,25,25,25,25,26,26,27,27,27,27,26,28,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,24,24,24,23,24,25,25,25,25,25,25,25,25,24,24,24,24,25,24,24,24,24,25,08
,DOWNTOWN SES,24,24,24,24,24,24,24,24,23,23,22,22,21,21,22,22,23,23,23,23,23,23,23,24,23,24,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,25,25,25,25,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,19,19,20,20,19,19,19,20,21,22,23,24,25,26,25,26,26,25,24,23,23,23,23,23,22,26,13
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,24,24,24,25,25,26,26,26,26,26,26,00
,PENDLETON,25,25,,,,,,,,,P,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
11 PM2.5 µg/M3,ALPINE,11.0,6.8,5.2,6.9,6.0,7.7,9.9,8.9,4.7,.8,3.3,5.7,6.0,5.9,5.8,5.1,5.7,14.1,15.0,10.4,13.6,11.1,13.4,10.3,8.0,15.0,18
