,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,24,24,24,25,25,24,24,24,23,23,22,23,23,23,23,23,23,23,23,23,24,24,24,24,24,25,03
,CARMEL MT RCH,25,25,25,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,03
,CHULA VISTA,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,24,25,25,25,25,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,26,26,25,24,24,24,24,24,24,25,24,25,25,25,25,26,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,24,24,25,01
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,24,24,25,24,24,24,25,25,25,26,26,26,26,25,26,00
,PENDLETON,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,9.5,13.7,8.1,8.0,10.6,7.5,8.8,9.2,13.5,M,M,10.9,14.8,15.8,14.0,10.8,11.2,12.4,12.9,11.7,14.6,14.3,13.2,9.6,11.5,15.8,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,13.5,12.9,17.6,16.5,18.4,15.7,20.1,19.6,25.9,22.3,16.4,19.5,21.5,17.0,19.3,18.4,10.9,17.7,13.3,12.5,16.3,14.0,17.4,18.4,17.2,25.9,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.8,13.5,15.7,16.2,27.0,23.1,23.0,20.8,24.4,25.4,17.8,21.0,19.7,15.6,17.8,21.2,17.2,17.2,15.8,16.7,7.5,15.3,10.6,19.3,18.1,27.0,04
,PENDLETON,10.5,10.0,11.2,13.4,12.0,14.3,13.1,15.6,12.9,19.1,15.5,16.7,17.5,14.0,16.8,10.2,9.6,12.2,12.1,M,12.0,9.8,9.4,11.4,13.0,19.1,09
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,106,326,75,84,85,55,333,274,283,283,297,292,304,288,275,285,280,273,288,331,189,91,109,100,221,333,06
,CHULA VISTA,251,286,345,333,227,267,273,263,250,266,256,246,255,257,253,267,263,264,257,241,187,183,172,158,251,345,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,215,168,120,142,106,107,262,281,293,256,253,248,240,263,252,265,258,254,262,252,235,167,166,130,216,293,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,259,292,295,90,215,78,288,323,346,289,275,268,280,278,275,276,296,288,287,294,293,282,286,287,268,346,08
,OTAY MESA DVN,335,358,356,103,145,22,342,299,300,296,295,302,299,296,295,299,297,299,304,282,275,25,345,357,272,358,01
,PENDLETON,327,43,57,65,216,276,264,252,251,243,253,M,262,259,260,263,258,265,260,269,310,314,324,318,244,327,00
13 SIGTHETA °,ALPINE,42,48,38,19,45,18,18,23,26,29,27,28,28,26,29,28,24,24,23,21,25,14,20,40,28,48,01
,CHULA VISTA,18,23,52,56,19,21,30,25,34,27,21,21,22,21,18,23,19,19,20,18,18,16,16,16,24,56,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,20,23,17,61,15,26,37,63,37,46,36,28,24,21,23,24,21,21,17,40,48,24,23,22,30,63,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,11,12,30,9,31,30,20,29,40,38,37,21,14,19,19,16,15,15,12,9,8,6,7,31,20,40,08
,OTAY MESA DVN,33,11,38,33,12,19,18,17,20,18,20,13,13,13,13,13,13,12,11,20,18,36,23,12,19,38,02
,PENDLETON,19,11,13,27,61,34,20,18,14,15,11,M,11,12,11,11,10,11,13,15,15,11,16,13,17,61,04
14 VWSP MPH,ALPINE,.8,1.0,.7,1.0,.3,.9,1.3,2.3,3.2,4.1,5.0,5.2,5.6,6.2,5.4,5.3,5.1,4.2,2.7,1.4,.3,1.1,.7,.5,2.7,6.2,13
,CHULA VISTA,2.3,1.0,.5,.1,1.2,1.9,2.3,3.0,2.6,3.6,5.3,7.7,7.3,6.9,7.2,6.5,6.2,4.9,3.8,2.5,2.3,2.3,1.6,.9,3.5,7.7,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.0,1.1,1.4,.3,1.1,.9,.5,1.0,2.1,2.7,4.0,5.5,7.4,7.2,6.4,5.9,6.1,5.0,4.5,2.1,.2,1.3,1.5,1.1,3.0,7.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.6,2.1,1.3,2.3,.5,.9,3.6,3.4,3.3,3.6,4.9,8.6,11.3,8.6,8.4,8.8,8.6,7.3,6.1,4.6,4.3,4.2,3.6,1.4,4.8,11.3,12
,OTAY MESA DVN,2.1,3.5,1.7,.2,2.5,1.3,2.4,4.5,5.0,5.6,5.6,8.8,8.9,9.8,9.4,9.6,9.0,7.9,6.4,2.4,1.9,.5,1.9,1.9,4.7,9.8,13
,PENDLETON,.2,.4,.7,.7,.0,.4,.9,2.4,3.7,4.6,7.2,M,7.0,7.0,7.9,6.3,6.5,4.8,3.5,2.2,3.7,3.1,1.9,2.1,3.4,7.9,14
15 SWSP MPH,ALPINE,1.3,1.2,.8,1.1,.4,1.1,1.7,2.8,3.6,4.5,5.5,5.9,6.3,6.8,6.1,5.9,5.5,4.6,3.0,1.5,.6,1.1,.7,.7,3.0,6.8,13
,CHULA VISTA,2.4,1.5,.8,.6,1.3,2.0,2.6,3.3,3.1,4.0,5.7,8.2,7.9,7.4,7.6,7.1,6.5,5.2,4.1,2.6,2.4,2.3,1.7,1.0,3.8,8.2,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.1,1.5,1.5,.5,1.1,1.1,1.2,1.7,2.6,3.4,4.7,6.1,8.1,7.7,6.9,6.4,6.5,5.3,4.7,2.5,1.3,1.5,1.7,1.5,3.4,8.1,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.6,2.2,1.9,2.4,1.7,1.5,3.8,3.8,3.9,5.1,5.8,9.2,11.7,9.1,8.9,9.2,9.0,7.6,6.2,4.6,4.4,4.3,3.6,1.5,5.2,11.7,12
,OTAY MESA DVN,2.3,3.6,2.0,.5,2.6,2.2,2.5,4.7,5.3,5.9,5.9,9.0,9.1,10.0,9.7,9.9,9.2,8.1,6.6,2.8,2.1,1.1,2.2,1.9,5.0,10.0,13
,PENDLETON,.2,.4,.7,.7,.0,.5,.9,2.5,3.8,4.7,7.3,M,7.1,7.2,8.1,6.5,6.6,4.9,3.6,2.3,3.8,3.1,2.0,2.1,3.4,8.1,14
16 AMBTEMP °F,ALPINE,75.9,74.3,73.0,74.0,74.2,74.5,78.4,82.2,85.0,88.3,91.6,94.1,95.5,95.7,94.0,92.5,89.9,85.7,80.4,76.2,74.7,74.7,75.3,75.3,82.3,95.7,13
,CARMEL MT RCH,70.2,68.8,68.7,69.4,69.5,71.0,71.7,74.2,79.0,84.5,89.3,90.7,88.1,87.3,87.0,84.9,82.0,80.1,76.6,74.4,73.5,72.9,71.6,70.6,77.3,90.7,11
,CHULA VISTA,69.4,68.9,68.9,68.8,68.2,67.7,69.1,70.4,73.8,77.6,78.7,77.8,77.9,78.5,77.6,76.8,75.9,75.3,73.5,72.3,71.8,71.2,70.7,70.4,73.0,78.7,10
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,72.6,71.1,70.4,70.4,69.8,70.8,74.5,79.0,84.0,87.1,90.8,93.1,92.7,91.8,91.4,90.2,88.4,86.0,82.1,79.7,78.0,75.9,74.5,73.2,80.7,93.1,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,70.3,69.6,68.7,67.9,69.1,69.8,71.6,75.2,79.9,85.6,89.3,90.1,86.5,84.5,84.0,82.4,79.6,78.3,75.6,73.0,71.5,70.5,69.7,69.6,76.3,90.1,11
,OTAY MESA DVN,69.8,69.2,69.1,69.3,70.6,70.8,73.0,75.3,78.9,83.8,87.3,85.9,83.9,82.8,82.2,81.0,79.4,76.9,74.9,71.7,70.4,71.2,70.5,70.5,75.8,87.3,10
,PENDLETON,70.8,70.0,69.8,70.2,70.1,70.3,71.3,72.6,73.6,75.4,76.2,75.7,77.0,77.5,76.9,75.5,75.4,74.0,72.7,72.0,71.9,71.6,71.4,70.9,73.0,77.5,13
17 RELHUM %,ALPINE,51,54,57,55,53,53,48,42,39,34,29,27,27,28,29,31,33,37,47,55,58,60,57,56,44,60,21
,EL CAJON LES,65,66,72,73,74,72,64,55,46,42,33,33,35,33,34,37,41,44,48,51,61,67,71,75,54,75,23
,KEARNY MESA,83,86,88,86,85,83,84,76,59,44,39,39,42,44,44,52,59,60,66,74,78,82,88,90,68,90,23
18 PRES mmHg,KEARNY MESA,746,746,746,746,746,746,747,747,747,747,747,747,746,746,746,746,746,746,746,746,746,747,747,747,746,747,06
19 SOLAR W/M2,KEARNY MESA,0,0,0,-1,1,57,238,446,643,802,912,973,968,912,798,635,439,226,46,0,0,0,0,0,337,973,11
28 SO2 Tr PPB,EL CAJON LES,.2,.2,C,C,C,.1,.2,.3,.3,.3,.4,.3,.4,.3,.3,.3,.2,.2,.1,.2,.2,.1,.1,.1,.2,.4,10
29 CO Tr PPB,EL CAJON LES,238.3,230.1,C,C,C,243.9,327.4,392.6,379.9,370.9,296.8,290.3,244.2,225.2,240.1,229.1,220.6,207.2,205.2,234.3,244.8,260.5,290.1,289.0,269.5,392.6,07
