,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,27,26,27,27,27,26,26,25,25,25,25,25,25,24,24,25,26,26,26,26,26,27,04
,PENDLETON,P,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,01
11 PM2.5 µg/M3,ALPINE,5.9,4.3,4.4,5.1,6.2,5.6,4.4,5.4,7.5,7.1,7.9,7.8,6.8,8.0,10.8,10.1,8.5,8.7,9.6,10.2,10.9,11.3,11.8,10.1,7.8,11.8,22
,DOWNTOWN SES,19.8,19.7,19.5,18.9,19.7,16.4,13.0,21.9,26.8,24.9,27.3,22.9,14.9,8.7,8.3,11.4,17.2,19.6,19.5,20.5,21.3,22.1,21.8,23.2,19.1,27.3,10
,EL CAJON LES,13.3,13.1,12.2,12.0,12.2,12.4,11.7,10.0,8.2,9.0,9.3,10.5,12.9,14.2,11.0,8.7,9.3,10.2,16.0,13.8,14.3,15.3,15.0,12.9,11.9,16.0,18
,OTAY MESA DVN,34.0,38.8,21.4,33.6,30.8,31.3,27.7,27.3,22.8,19.0,20.1,14.8,10.9,9.7,8.2,8.2,9.6,12.3,15.3,17.8,16.1,16.4,18.4,33.2,20.7,38.8,01
,PENDLETON,P,13.0,12.5,12.6,12.3,11.6,10.9,9.3,9.4,13.1,13.3,14.3,14.9,16.4,13.7,12.7,11.7,11.6,13.9,14.2,16.4,18.1,17.4,16.8,13.4,18.1,21
12 VWDR °,ALPINE,92,85,96,66,91,92,102,156,256,281,295,299,294,296,289,269,279,273,271,349,26,36,24,16,0,349,19
,CHULA VISTA,80,30,55,95,85,93,84,226,279,262,254,255,254,252,251,248,251,252,254,233,264,205,197,197,0,279,08
,DOWNTOWN SES,185,327,15,78,52,9,185,140,196,222,211,204,218,279,283,215,196,196,210,207,197,170,176,179,0,327,01
,EL CAJON LES,206,249,64,172,282,283,311,304,1,291,273,244,251,241,254,239,207,208,200,177,216,111,105,115,0,311,06
,KEARNY MESA,132,52,68,64,57,63,62,175,133,218,251,248,267,282,270,273,281,255,248,213,353,107,141,127,0,353,20
,OTAY MESA DVN,140,164,349,120,57,136,64,304,303,292,290,286,285,289,292,294,290,297,327,345,3,358,121,124,0,358,21
,PENDLETON,P,53,62,61,51,63,58,68,129,183,238,269,273,271,242,237,234,217,177,167,145,32,77,109,0,273,12
13 SIGTHETA °,ALPINE,16,15,15,32,14,13,18,29,35,36,39,31,32,31,25,26,26,21,18,20,23,28,18,18,24,39,10
,CHULA VISTA,34,16,14,28,40,39,25,37,51,22,24,21,19,19,18,22,21,20,18,24,18,16,28,52,26,52,23
,DOWNTOWN SES,22,17,44,49,35,42,52,26,35,31,22,18,20,23,24,18,15,17,16,15,15,12,21,19,25,52,06
,EL CAJON LES,37,21,39,40,44,21,45,50,45,42,59,42,36,23,23,25,16,16,19,14,39,15,43,21,32,59,10
,KEARNY MESA,25,23,19,45,10,12,39,24,47,46,42,21,16,15,14,13,14,9,7,40,41,9,10,8,23,47,08
,OTAY MESA DVN,28,36,17,37,34,13,35,47,31,37,24,14,15,13,15,14,15,12,15,11,13,13,34,15,22,47,07
,PENDLETON,P,11,12,10,11,11,13,14,26,14,17,15,16,15,12,16,20,19,9,11,31,33,19,14,16,33,21
14 VWSP MPH,ALPINE,2.3,2.1,1.7,1.2,1.5,1.8,1.7,1.5,3.0,3.3,4.0,4.4,4.4,4.7,6.0,4.9,4.1,3.4,1.7,1.3,1.2,.3,.5,1.2,.0,6.0,14
,CHULA VISTA,.6,1.5,1.2,1.0,.7,1.6,1.5,1.1,1.3,4.1,4.7,5.8,6.7,6.6,7.1,4.6,4.8,4.3,3.8,2.1,1.8,1.6,1.6,1.1,.0,7.1,14
,DOWNTOWN SES,.7,1.4,.6,.6,1.3,.7,.3,2.6,2.3,3.2,5.4,5.6,6.1,5.5,5.8,6.0,6.0,4.7,4.1,3.7,2.1,2.9,3.0,3.6,.0,6.1,12
,EL CAJON LES,.4,.4,.2,.5,.6,1.0,.5,.5,1.1,2.1,2.4,3.7,4.9,7.2,6.7,5.6,7.7,5.4,3.3,4.3,.5,1.3,1.0,1.5,.0,7.7,16
,KEARNY MESA,1.7,2.2,1.9,1.0,3.3,2.1,.6,2.4,1.9,2.0,3.1,6.5,8.6,8.5,7.9,7.1,5.9,5.8,5.3,1.6,.7,2.2,3.3,3.2,.0,8.6,12
,OTAY MESA DVN,.9,.9,1.9,1.2,.7,2.6,.5,.6,2.4,2.8,5.6,9.2,9.8,10.2,8.9,6.8,7.0,5.6,3.8,3.9,3.4,2.8,1.0,2.0,.0,10.2,13
,PENDLETON,P,4.9,4.8,5.3,4.8,4.7,5.7,4.7,2.7,5.9,3.9,5.2,4.6,4.9,4.9,4.8,4.2,3.8,4.3,2.9,1.6,.4,1.4,2.6,.0,5.9,09
15 SWSP MPH,ALPINE,2.4,2.2,1.7,1.5,1.5,1.9,1.9,1.9,3.5,4.0,4.6,5.1,5.1,5.3,6.5,5.4,4.5,3.7,1.8,1.5,1.8,.6,.9,1.3,2.9,6.5,14
,CHULA VISTA,.9,1.6,1.3,1.0,.9,1.8,1.9,1.5,1.8,4.4,5.2,6.2,7.0,7.0,7.5,5.0,5.2,4.5,4.0,2.2,2.0,1.9,1.9,1.3,3.3,7.5,14
,DOWNTOWN SES,.9,1.5,.8,.7,1.5,.9,.8,2.9,2.7,3.7,5.9,5.9,6.6,6.1,6.4,6.6,6.2,4.9,4.3,3.9,2.3,2.9,3.3,3.8,3.6,6.6,12
,EL CAJON LES,.8,.6,.9,1.1,.8,1.1,.8,1.0,1.3,2.6,3.3,4.7,5.6,7.8,7.3,6.4,8.0,5.6,3.6,4.5,.8,1.4,1.2,1.6,3.0,8.0,16
,KEARNY MESA,1.8,2.3,2.5,1.4,3.4,2.2,1.3,2.8,2.6,3.0,4.1,6.9,9.4,8.8,8.2,7.3,6.1,5.9,5.3,2.5,1.5,2.3,3.4,3.4,4.1,9.4,12
,OTAY MESA DVN,1.4,.9,2.2,1.4,1.8,2.7,1.5,1.1,2.7,3.3,5.9,9.5,10.1,10.4,9.2,7.0,7.4,5.8,4.0,4.0,3.5,2.9,1.2,2.0,4.2,10.4,13
,PENDLETON,P,5.0,5.0,5.4,4.9,4.8,5.8,5.0,4.1,6.1,4.2,5.4,4.8,5.1,5.0,5.0,4.6,4.0,4.4,2.9,1.8,.9,1.5,2.8,4.3,6.1,09
16 AMBTEMP °F,ALPINE,64.6,66.5,67.0,67.3,64.8,65.8,68.7,72.4,73.7,74.9,76.5,78.8,80.6,81.4,81.1,79.8,77.5,73.0,68.2,65.6,64.0,62.7,62.9,62.9,70.9,81.4,13
,CARMEL MT RCH,62.4,60.9,58.2,58.2,57.3,57.8,61.2,67.4,72.9,77.1,81.1,83.3,82.3,81.4,80.9,80.2,78.0,73.7,68.5,64.5,62.7,61.8,60.8,60.7,68.9,83.3,11
,CHULA VISTA,59.4,58.3,57.4,56.0,56.0,57.1,62.4,67.7,72.0,74.4,74.5,75.0,75.3,76.8,75.1,74.5,71.4,67.8,65.0,63.2,62.5,61.4,60.8,59.9,66.0,76.8,13
,DOWNTOWN SES,60.6,59.5,59.0,57.8,57.4,56.9,61.5,66.5,70.4,73.4,74.6,74.8,76.3,78.0,78.0,75.7,70.5,67.2,65.1,62.8,61.8,60.9,59.7,59.2,66.2,78.0,13
,EL CAJON LES,59.0,57.6,55.9,54.4,53.9,53.7,57.8,64.5,72.1,78.5,82.5,85.1,86.4,85.3,85.2,83.8,79.8,75.6,71.2,66.3,64.4,62.2,61.0,58.9,69.0,86.4,12
,KEARNY MESA,58.8,58.9,56.6,57.2,57.0,56.3,62.2,68.2,73.7,77.5,80.6,81.3,81.2,80.6,79.7,79.7,77.1,72.7,66.8,64.4,61.8,59.1,58.3,57.3,67.8,81.3,11
,OTAY MESA DVN,63.0,61.1,59.0,60.0,57.7,57.4,60.6,68.5,72.1,77.4,80.0,80.5,80.5,78.6,78.4,76.7,75.5,70.8,66.0,61.3,60.3,59.4,58.9,59.5,67.6,80.5,11
,PENDLETON,P,57.3,56.5,55.4,54.9,55.2,58.5,65.2,70.6,67.0,68.5,68.3,70.0,71.7,70.2,69.4,68.8,66.5,63.5,62.8,62.6,61.4,61.3,60.8,63.8,71.7,13
17 RELHUM %,ALPINE,23,18,17,18,21,20,20,20,19,21,21,18,16,18,23,22,23,33,41,45,49,51,49,48,27,51,21
,EL CAJON LES,55,57,61,66,67,68,58,43,30,22,18,17,19,23,20,21,29,38,48,61,66,72,76,76,46,76,22
,KEARNY MESA,59,57,62,61,59,61,54,38,28,25,23,30,26,23,24,23,28,50,69,70,81,78,86,96,50,96,23
18 PRES mmHg,EL CAJON LES,748,748,748,747,747,747,747,747,747,746,746,746,745,745,744,744,744,744,744,745,745,745,745,745,746,748,00
,KEARNY MESA,749,749,748,748,748,748,748,748,748,748,747,747,747,746,746,745,745,745,746,746,746,746,746,746,747,749,00
19 SOLAR W/M2,EL CAJON LES,-4,-4,-4,-3,-3,32,206,422,626,796,912,963,946,868,736,539,271,103,3,-5,-5,-5,-4,-4,308,963,11
,KEARNY MESA,1,1,1,1,1,37,206,415,612,767,873,918,913,846,732,556,277,139,13,1,1,1,1,1,305,918,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,2,11,22,34,43,49,52,50,46,39,28,15,5,0,0,0,0,0,0,17,52,11
25 NOY,EL CAJON LES,11.56,13.04,11.35,11.18,14.50,C,C,15.46,9.54,7.84,7.96,7.16,10.40,9.57,7.29,6.98,7.76,8.49,11.17,7.67,8.67,8.38,5.79,6.67,9.47,15.46,07
26 NOY-NO,EL CAJON LES,11.25,12.27,11.06,10.67,13.99,C,C,10.28,7.42,6.53,6.84,6.22,9.35,8.59,6.37,5.93,6.47,7.47,10.21,7.11,8.20,8.03,5.49,6.36,8.45,13.99,04
27 NO Trace,EL CAJON LES,.31,.77,.28,.50,.50,C,C,6.83,2.11,1.31,1.11,.94,1.04,.98,.91,1.05,1.29,1.02,.96,.56,.46,.34,.30,.31,1.08,6.83,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.1,.1,.2,.2,.4,.4,.3,.2,.2,.1,.3,.1,.0,.0,.0,.0,.1,.4,12
29 CO Tr PPB,EL CAJON LES,401.7,391.6,C,C,C,425.7,428.5,374.4,301.4,311.8,329.1,280.0,362.5,355.5,277.5,262.8,263.3,269.5,307.6,262.3,289.5,285.5,237.5,281.6,319.0,428.5,06
BCarbon ug/m3,10TH AVE MARINE TERM,.52,.62,1.13,1.02,1.49,2.04,2.61,2.28,3.16,3.24,2.76,1.57,.69,.80,.90,1.16,.65,.42,.30,.42,.27,.11,.13,.20,1.19,3.24,09
,BOSTON AVE,.81,.70,1.01,1.41,1.69,1.89,1.26,1.90,2.25,2.06,1.97,1.46,.64,.30,.49,.35,.33,.22,.16,.18,.23,.13,.11,.30,.91,2.25,08
,CHICANO PARK,.62,.59,.80,.85,1.13,1.14,1.22,2.08,1.88,1.77,1.87,1.38,.70,.48,.46,.41,.33,.30,.26,.23,.22,.15,.13,.23,.80,2.08,07
,DOWNTOWN SES,.60,.72,.68,.73,.81,.90,.89,1.81,2.02,<,1.76,1.33,.60,.30,.27,.27,.28,.31,.25,.20,.16,.29,.15,.21,.68,2.02,08
,OCEANVIEW BLVD,.69,.95,1.11,1.50,1.38,1.16,.91,1.76,2.19,2.04,1.88,1.24,.74,.37,.38,.28,.22,.21,.23,.19,.23,.23,.19,.30,.85,2.19,08
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,19.3,13.9,13.5,15.4,18.0,17.5,14.0,18.5,24.9,23.8,30.0,28.6,24.0,29.5,36.9,33.2,27.8,29.2,29.3,29.6,30.6,31.8,31.2,29.6,25.0,36.9,14
,DOWNTOWN SES,43.9,42.1,40.2,39.8,43.9,36.2,38.4,61.2,76.1,72.4,75.3,56.1,39.9,26.5,23.3,32.2,40.0,47.7,45.5,46.9,48.4,48.7,46.6,49.8,46.7,76.1,08
,EL CAJON LES,33.4,32.4,33.7,30.3,29.4,31.8,31.2,28.2,24.9,31.6,33.4,33.5,43.6,43.3,33.6,30.6,29.7,31.2,38.6,33.3,35.6,38.0,33.4,33.3,33.2,43.6,12
,OTAY MESA DVN,126.9,137.8,75.6,102.5,127.4,152.5,138.5,146.1,111.0,87.8,88.7,54.5,38.5,36.2,28.6,25.9,27.0,32.3,39.7,42.5,41.2,50.9,55.0,102.9,77.9,152.5,05
,PENDLETON,P,31.6,29.7,29.9,30.0,28.1,27.9,26.3,29.1,40.7,37.0,38.4,47.4,49.9,35.5,29.3,26.0,27.4,35.4,32.3,35.4,40.8,35.8,35.2,33.8,49.9,13
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
