,OTAY MESA DVN,2.2,C,C,1.4,1.9,1.6,1.4,1.6,1.5,1.4,1.7,3.0,3.2,2.3,3.2,3.6,3.9,4.0,3.4,2.7,2.8,2.5,2.1,2.0,2.4,4.0,17
,PENDLETON,2.8,C,C,1.7,2.8,2.7,2.5,2.0,1.7,1.4,1.1,1.0,.9,.7,P,,20.0,.8,.9,.9,.8,.8,1.3,2.2,2.4,20.0,16
04 NO PPB,ALPINE,.0,C,C,.0,.0,.2,.5,.5,1.1,.8,1.2,.5,.4,.3,.3,.4,.2,.1,.0,.0,.0,.0,.0,.0,.2,1.2,10
,OTAY MESA DVN,.0,C,C,.0,.0,.0,.0,.0,.1,.2,.3,.6,.4,.2,.3,.3,.2,.1,.0,.0,.0,.1,.0,.0,.1,.6,11
,PENDLETON,.0,C,C,.0,.0,.1,.2,.2,.2,.1,.1,.1,.0,.0,P,,32.4,.1,.0,.0,.0,.0,.0,.0,1.6,32.4,16
06 CO PPM,CARMEL MT RCH,.4,C,C,.3,.3,.3,.3,.2,.4,.6,.6,.6,.6,.5,.5,.6,.6,.5,.5,.4,.4,.4,.4,.4,.4,.6,09
10 INTMP °C,ALPINE,25,26,25,26,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,01
,CARMEL MT RCH,25,26,26,26,26,25,25,25,25,25,25,26,26,26,26,26,27,26,27,27,26,26,26,26,26,27,16
,CHULA VISTA,27,27,27,27,27,27,27,26,26,27,27,27,27,26,27,27,27,27,26,27,26,26,26,26,27,27,00
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,24,25,25,00
,OTAY MESA DVN,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,03
,PENDLETON,27,27,27,27,27,27,27,27,26,26,26,26,26,26,P,,26,26,26,26,27,27,27,27,27,27,00
11 PM2.5 µg/M3,ALPINE,11.9,12.1,11.1,8.5,4.5,3.2,3.7,4.8,7.1,8.5,8.4,9.6,11.0,12.8,12.9,13.3,13.2,13.3,15.0,17.2,13.2,12.3,9.6,10.7,10.3,17.2,19
,DOWNTOWN SES,12.8,13.3,14.3,14.6,14.7,16.1,14.9,16.8,18.0,16.9,15.7,11.7,12.5,17.5,18.0,15.8,13.9,13.2,12.8,12.1,12.1,12.9,10.3,7.6,14.1,18.0,08
,EL CAJON LES,12.4,12.6,12.9,12.7,14.3,14.6,13.2,12.2,10.7,10.3,10.3,11.2,12.9,13.4,11.8,11.8,13.2,14.4,14.7,15.1,15.2,12.7,10.3,10.1,12.6,15.2,20
,OTAY MESA DVN,16.4,16.3,15.0,15.7,17.1,17.0,13.1,10.7,10.7,9.8,14.1,17.6,18.2,15.7,18.5,19.0,18.0,16.3,15.2,14.5,16.3,14.5,12.7,12.1,15.1,19.0,15
,PENDLETON,11.2,11.8,11.6,11.9,12.3,12.4,12.3,12.8,13.0,13.3,13.7,13.0,13.8,15.2,P,,11.4,12.0,12.5,12.3,12.1,12.7,10.5,11.3,12.4,15.2,13
12 VWDR °,ALPINE,166,41,329,112,192,119,338,265,263,265,262,273,303,297,276,286,288,295,279,236,298,158,325,208,0,338,06
,CHULA VISTA,7,344,350,356,6,48,29,50,17,332,276,275,276,286,292,291,301,281,270,277,288,303,305,297,0,356,03
,DOWNTOWN SES,339,334,342,305,347,25,9,357,291,317,295,256,293,301,313,296,301,294,307,321,298,311,294,257,0,357,07
,EL CAJON LES,21,37,296,281,287,354,356,14,334,313,333,261,282,298,317,276,266,267,266,278,290,305,304,274,0,356,06
,KEARNY MESA,4,26,312,298,293,35,84,73,325,312,320,282,287,292,289,282,297,277,291,294,285,287,293,273,0,325,08
,OTAY MESA DVN,325,342,339,310,322,3,44,325,319,331,286,290,285,280,288,278,282,277,293,306,311,295,285,283,0,342,01
,PENDLETON,359,357,26,341,322,34,26,33,8,260,272,269,267,266,P,,248,252,272,275,247,330,287,221,0,359,00
13 SIGTHETA °,ALPINE,67,34,55,42,42,29,48,51,27,57,42,31,28,33,36,41,30,30,27,32,45,68,35,59,41,68,21
,CHULA VISTA,46,25,33,32,56,25,40,26,35,42,25,20,19,20,22,20,22,20,19,21,19,18,17,23,27,56,04
,DOWNTOWN SES,16,26,30,22,34,29,45,43,37,32,36,22,24,24,26,25,24,23,24,26,28,24,22,25,28,45,06
,EL CAJON LES,27,31,37,40,55,44,26,39,45,59,48,35,24,24,37,30,29,21,17,19,19,25,19,18,32,59,09
,KEARNY MESA,16,15,13,22,21,31,19,27,56,42,23,18,14,13,13,14,16,11,11,11,10,8,15,14,19,56,08
,OTAY MESA DVN,14,16,27,31,30,23,36,30,24,29,19,16,15,12,14,12,14,11,14,19,12,12,11,12,19,36,06
,PENDLETON,15,13,17,19,21,19,11,15,54,16,16,16,13,14,P,,P,15,18,27,51,28,28,31,22,54,08
14 VWSP MPH,ALPINE,.0,1.0,.6,.6,1.0,1.3,1.2,.4,2.7,2.6,3.3,4.1,4.5,4.2,3.8,3.1,3.3,2.7,1.5,1.3,.8,.4,1.3,.5,.0,4.5,12
,CHULA VISTA,1.4,2.2,2.0,1.8,.8,2.1,1.6,2.8,2.2,1.6,4.3,5.9,7.7,7.2,5.8,6.3,5.1,5.7,5.1,4.3,4.6,4.1,4.3,2.0,.0,7.7,12
,DOWNTOWN SES,3.1,2.4,2.6,3.4,1.9,2.0,1.3,1.1,1.3,2.3,2.3,5.3,5.3,5.3,4.9,5.0,4.2,4.4,3.9,3.7,3.3,3.2,2.7,2.2,.0,5.3,11
,EL CAJON LES,.7,1.1,2.0,2.1,.6,1.5,1.9,1.9,1.8,1.3,1.9,3.4,5.2,5.0,2.4,3.9,4.0,4.3,4.5,3.5,3.2,2.2,2.3,2.0,.0,5.2,12
,KEARNY MESA,1.5,.8,2.6,2.7,2.5,.4,2.8,3.2,1.1,2.3,3.4,4.8,6.9,7.5,6.6,6.8,4.5,5.7,5.9,4.9,4.5,5.2,3.5,2.6,.0,7.5,13
,OTAY MESA DVN,3.6,4.1,3.5,2.4,2.8,1.8,1.7,1.9,3.0,3.2,6.7,7.7,8.5,9.3,7.9,8.3,7.0,7.0,5.3,3.6,5.1,4.5,5.0,5.0,.0,9.3,13
,PENDLETON,2.3,2.4,2.3,1.0,1.7,2.1,4.1,3.9,.8,3.1,4.6,5.4,7.5,6.9,P,,5.7,4.4,3.6,2.3,1.8,1.7,1.6,1.7,.0,7.5,12
15 SWSP MPH,ALPINE,.0,1.5,1.2,1.0,1.3,1.5,1.5,1.2,3.1,3.3,3.9,4.8,5.0,5.0,4.5,4.1,3.8,3.1,1.7,1.7,1.3,.9,1.8,1.3,2.4,5.0,12
,CHULA VISTA,1.5,2.4,2.3,1.9,1.4,2.6,2.0,3.0,2.5,2.3,4.9,6.3,8.2,7.6,6.3,6.6,5.4,6.1,5.4,4.6,4.9,4.3,4.5,2.3,4.1,8.2,12
,DOWNTOWN SES,3.2,2.8,3.0,3.8,2.3,2.3,1.7,1.8,1.9,2.7,3.1,5.8,5.7,5.8,5.5,5.5,4.6,4.8,4.4,4.2,3.8,3.5,3.0,2.5,3.7,5.8,11
,EL CAJON LES,.9,1.3,2.5,2.6,1.4,1.8,2.2,2.2,2.5,2.7,3.0,4.2,5.7,5.5,3.4,4.5,4.5,4.6,4.7,3.7,3.5,2.5,2.6,2.2,3.1,5.7,12
,KEARNY MESA,1.6,.9,2.7,3.1,2.7,1.6,3.2,3.5,1.7,2.7,3.8,5.1,7.1,7.8,6.8,7.0,4.7,5.8,6.0,5.0,4.6,5.3,3.6,2.7,4.1,7.8,13
,OTAY MESA DVN,3.8,4.3,3.7,3.2,3.5,2.6,2.3,2.3,3.3,4.1,7.1,8.1,8.9,9.6,8.1,8.4,7.2,7.1,5.5,3.8,5.3,4.6,5.1,5.1,5.3,9.6,13
,PENDLETON,2.3,2.5,2.4,1.2,1.9,2.5,4.2,4.1,2.3,3.2,4.8,5.6,7.7,7.1,P,,5.9,4.6,3.9,2.5,2.3,2.1,1.9,2.3,3.5,7.7,12
16 AMBTEMP °F,ALPINE,49.5,50.1,51.4,46.4,45.4,45.4,45.7,48.0,53.5,54.0,61.8,61.6,60.8,60.0,60.8,61.9,61.0,58.9,55.2,52.5,51.7,51.7,51.4,51.1,53.7,61.9,15
,CARMEL MT RCH,51.9,52.2,52.2,52.1,52.3,52.4,52.5,52.7,53.6,54.7,55.9,57.1,57.1,57.8,58.7,58.4,58.0,56.8,54.9,53.5,52.9,52.4,52.1,52.5,54.4,58.7,14
,CHULA VISTA,56.8,56.5,56.2,56.2,56.5,56.4,56.3,56.3,56.7,57.8,59.0,59.0,59.3,58.5,59.1,59.2,59.2,58.4,57.2,56.5,55.8,55.2,54.9,55.3,57.2,59.3,12
,DOWNTOWN SES,55.9,56.1,56.3,56.1,55.6,55.7,55.6,56.0,56.5,57.0,58.2,58.1,58.6,57.8,57.8,57.8,58.0,57.6,56.5,55.8,55.5,55.1,55.1,55.3,56.6,58.6,12
,EL CAJON LES,53.8,54.1,54.2,53.5,53.6,53.7,53.7,53.9,54.8,56.0,58.7,61.0,61.9,60.9,61.7,62.8,62.6,60.8,57.8,57.2,56.1,55.3,54.7,54.5,57.0,62.8,15
,KEARNY MESA,52.6,53.5,54.5,54.7,54.9,54.7,54.7,55.0,55.5,56.3,57.2,57.4,57.5,57.2,57.3,57.4,57.1,56.4,55.4,54.9,54.1,53.5,53.4,53.5,55.4,57.5,12
,OTAY MESA DVN,54.4,53.8,53.0,52.9,52.9,53.0,53.1,53.4,54.6,56.3,59.1,59.7,58.7,57.5,57.4,57.7,57.5,56.4,55.2,54.5,53.9,53.0,52.4,52.3,55.1,59.7,11
,PENDLETON,55.8,55.7,55.7,55.9,56.1,56.2,56.1,56.6,57.7,58.5,59.8,60.0,59.8,59.4,P,,58.7,57.5,56.8,56.5,56.3,56.2,56.1,55.8,57.1,60.0,11
17 RELHUM %,ALPINE,93,91,88,95,98,98,98,98,93,85,68,71,74,76,75,73,76,81,89,96,97,98,98,98,88,98,04
,EL CAJON LES,88,88,89,92,92,91,92,92,88,84,78,75,73,76,73,71,72,77,84,86,89,94,98,99,85,99,23
,KEARNY MESA,95,96,94,95,96,97,97,97,95,94,93,93,91,92,92,92,91,93,95,96,99,100,100,100,95,100,21
18 PRES mmHg,EL CAJON LES,752,751,751,751,752,752,752,752,752,753,752,752,752,751,751,750,750,749,749,749,750,750,750,750,751,753,09
,KEARNY MESA,753,752,752,752,753,753,753,753,754,754,753,753,753,753,752,752,751,751,751,751,751,751,751,751,752,754,08
19 SOLAR W/M2,EL CAJON LES,-2,0,0,0,0,4,23,77,107,214,443,500,462,274,384,334,308,93,2,0,-1,-1,-1,0,134,500,11
,KEARNY MESA,1,1,1,1,1,4,24,71,85,141,183,151,158,194,188,176,106,40,3,1,1,1,1,1,64,194,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,5,8,15,28,33,30,19,24,23,16,5,0,0,0,0,0,0,9,33,11
25 NOY,EL CAJON LES,6.19,4.73,3.04,2.66,C,C,2.81,3.14,3.80,4.61,4.54,4.18,4.77,4.70,4.15,4.18,4.87,4.94,4.78,5.13,4.69,4.94,5.03,4.82,4.39,6.19,00
26 NOY-NO,EL CAJON LES,5.89,4.44,2.75,2.38,C,C,.88,2.09,2.84,3.81,3.66,3.28,3.75,3.81,3.42,3.38,3.98,4.20,4.24,4.68,4.25,4.57,4.69,4.50,3.70,5.89,00
27 NO Trace,EL CAJON LES,.30,.29,.29,.27,C,C,1.93,1.05,.95,.80,.88,.89,1.01,.88,.72,.80,.88,.74,.54,.45,.44,.37,.34,.31,.68,1.93,06
28 SO2 Tr PPB,EL CAJON LES,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,272.8,C,C,C,177.7,192.9,197.0,203.6,208.9,213.9,217.4,233.2,222.9,220.0,213.7,217.5,215.3,222.9,220.2,219.5,213.8,217.5,208.1,215.9,215.4,272.8,00
BCarbon ug/m3,10TH AVE MARINE TERM,.17,.15,.15,.13,.16,.25,.27,.29,.37,.36,.28,.29,.20,.25,.28,.21,.33,.25,.19,.20,.19,.20,.23,.19,.23,.37,08
,BOSTON AVE,.32,.20,.22,.20,.21,.26,.24,.30,.30,.42,.41,.32,.24,.37,.47,.44,.42,.39,.34,.32,.29,.34,.39,.22,.32,.47,14
,CHICANO PARK,.27,.16,.20,.15,.16,.21,.20,.19,.29,.39,.36,.22,.22,.36,.33,.32,.32,.28,.22,.28,.26,.41,.39,.26,.27,.41,21
,DOWNTOWN SES,.25,.14,.13,.14,.14,.14,.14,.16,.20,.24,.31,.28,.28,.30,.22,<,.26,.33,.29,.24,.29,.25,.30,.17,.23,.33,17
,OCEANVIEW BLVD,.26,.16,.14,.14,.15,.14,.11,.15,.20,.29,.32,.52,.30,.22,.22,.31,.29,.39,.35,.33,.31,.26,.25,.18,.25,.52,11
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,24.6,24.7,24.4,15.8,6.8,3.7,5.4,7.9,14.2,16.2,19.2,19.2,20.7,24.4,26.1,27.3,26.5,27.9,29.7,31.4,18.2,15.9,12.1,14.6,19.0,31.4,19
,DOWNTOWN SES,26.5,28.4,29.0,29.0,26.7,29.3,25.4,30.9,33.6,29.8,27.0,20.7,24.6,37.4,42.1,34.8,30.4,27.4,23.4,21.3,22.0,24.5,18.4,12.8,27.3,42.1,14
,EL CAJON LES,23.9,25.6,27.2,24.4,26.5,27.4,23.3,21.9,19.0,16.5,17.3,19.0,22.5,24.7,20.8,22.4,29.2,30.4,30.1,31.9,32.2,24.0,17.5,16.0,23.9,32.2,20
,OTAY MESA DVN,31.1,29.8,26.4,28.6,31.9,32.3,22.6,17.8,18.0,17.8,25.2,31.1,32.9,30.9,37.8,41.8,38.6,37.4,29.9,28.9,30.0,22.1,16.6,16.2,28.1,41.8,15
,PENDLETON,22.4,24.5,23.5,24.8,25.5,24.4,24.8,25.2,24.8,26.5,26.5,26.6,31.4,37.4,P,,22.5,22.9,24.8,22.6,22.9,24.3,20.0,21.2,24.9,37.4,13
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
