Current Date:,11/11/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
11/10/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.049,C,C,.048,.049,.048,.048,.044,.037,.044,.046,.056,.065,.074,.076,.071,.063,.054,.045,.032,.049,.053,.051,.048,.052,.076,14
,CHULA VISTA,.022,C,C,.024,.021,.018,.015,.014,.018,.031,.045,.051,.052,.051,.050,.051,.050,.045,.048,.049,.047,.042,.035,.032,.036,.052,12
,DOWNTOWN SES,.043,C,C,.023,.029,.030,.027,.023,.023,.032,.049,.052,.053,.052,.052,.051,.040,.049,.051,.049,.050,.050,.048,.044,.041,.053,12
,EL CAJON LES,.005,C,C,C,.004,.002,.003,.007,.018,.028,.037,.053,.061,.059,.058,.051,.044,.039,.035,.033,.038,.038,.037,.036,.032,.061,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,C,C,.027,.023,.023,.018,.020,.025,.032,.039,.052,.055,.054,.053,.051,.048,.042,.041,.044,.041,.043,.044,.043,.037,.055,12
,OTAY MESA DVN,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.014,C,C,.014,.015,.014,.016,.018,.022,.031,.038,.047,.048,.047,.046,.045,.046,.047,.046,.045,.044,.042,.041,.042,.034,.048,12
02 NOX PPM,ALPINE,.002,C,C,.001,.000,.001,.001,.002,.010,.005,.003,.004,.006,.007,.007,.007,.007,.007,.011,.018,.008,.006,.006,.005,.006,.018,19
,CARMEL MT RCH,.039,C,C,.028,.014,.014,.030,.021,.026,.030,.022,.021,.022,.018,.016,.018,.017,.018,.017,.010,.010,.007,.009,.005,.019,.039,00
,CHULA VISTA,.011,C,C,.007,.010,.011,.015,.018,.021,.019,.007,.005,.004,.003,.003,.002,.003,.004,.003,.002,.003,.005,.008,.008,.008,.021,08
,DOWNTOWN SES,.004,C,C,.012,.008,.008,.010,.013,.017,.017,.006,.004,.004,.003,.003,.004,.015,.004,.002,.003,.003,.003,.003,.005,.007,.017,08
,EL CAJON LES,.020,C,C,C,.018,.020,.022,.024,.018,.017,.015,.015,.009,.007,.006,.007,.007,.007,.008,.007,.004,.003,.003,.003,.011,.024,07
