,OTAY MESA DVN,.028,.033,C,C,.026,.053,.064,.111,.125,.090,.082,.032,.016,.011,.010,.012,.009,.007,.007,.028,.026,.035,.028,.037,.040,.125,08
,PENDLETON,.006,.005,C,C,.007,.010,.015,.024,.021,.010,.008,.008,.008,.005,.005,.003,.004,.003,.003,.004,.006,.012,.007,.006,.008,.024,07
03 NO2 PPM,ALPINE,.001,.001,C,C,.001,.002,.002,.005,.009,.004,M,.004,.004,.007,.008,.008,.012,.016,.016,.011,.007,.004,.002,.001,.006,.016,17
,CARMEL MT RCH,.014,.010,C,C,.016,.021,.019,.014,.018,.030,.030,.022,.020,.020,.022,.021,.015,.013,.017,.018,.016,.025,.026,.022,.020,.030,09
,CHULA VISTA,.013,.014,C,C,.011,.012,.015,.015,.015,.018,.022,.011,.009,.008,.009,.009,.008,.010,.011,.020,.029,.027,.027,.025,.015,.029,20
,DOWNTOWN SES,.009,.008,C,C,.010,.008,.010,M,M,M,M,M,M,M,.015,.012,.009,.007,.010,.013,.017,.020,.022,.023,.013,.023,23
,EL CAJON LES,.018,.017,C,C,C,.019,.020,.018,.023,.026,.022,M,M,.014,.015,.016,.014,.013,C,C,.017,.017,.018,.018,.018,.026,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,C,C,.009,.010,.017,.017,.015,.015,.018,.015,.012,.009,.008,.008,.006,.005,.010,.014,.022,.016,.014,.015,.012,.022,20
,OTAY MESA DVN,.027,.032,C,C,.024,.033,.035,.044,.055,.051,.053,.024,.013,.009,.009,.010,.008,.007,.006,.014,.019,.027,.025,.031,.025,.055,08
,PENDLETON,.006,.005,C,C,.007,.010,.013,.013,.013,.008,.007,.007,.007,.004,.004,.003,.004,.003,.003,.004,.006,.011,.007,.006,.007,.013,06
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.001,.002,.001,M,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,CARMEL MT RCH,.002,.001,C,C,.005,.033,.025,.015,.018,.033,.032,.015,.011,.009,.011,.009,.007,.006,.009,.010,.007,.011,.013,.009,.013,.033,05
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.004,.009,.009,.008,.002,.001,.001,.001,.001,.000,.001,.001,.003,.003,.002,.005,.013,.003,.013,23
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,M,M,M,M,M,M,M,.002,.001,.000,.000,.000,.000,.001,.001,.003,.001,.001,.003,22
,EL CAJON LES,.000,.000,C,C,C,.001,.005,.012,.017,.014,.007,M,M,.002,.002,.001,.000,.001,C,C,.001,.000,.002,.003,.004,.017,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.002,.006,.006,.005,.003,.002,.001,.001,.000,.000,.000,.000,.000,.001,.000,.000,.000,.001,.006,08
,OTAY MESA DVN,.001,.001,C,C,.002,.020,.030,.067,.070,.039,.030,.008,.003,.002,.002,.001,.001,.001,.001,.014,.007,.007,.003,.006,.014,.070,08
,PENDLETON,.000,.000,C,C,.000,.000,.002,.010,.008,.002,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,.010,07
06 CO PPM,CARMEL MT RCH,.6,.5,C,C,C,1.1,.9,.9,1.0,.9,.8,.6,.6,.7,.8,.7,.5,.5,.6,.6,.7,.7,1.1,1.1,.8,1.1,05
10 INTMP °C,ALPINE,25,25,26,26,25,26,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,26,26,25,26,02
,CARMEL MT RCH,26,26,26,27,27,27,27,27,26,25,25,25,25,25,25,25,25,26,26,26,26,26,27,27,26,27,03
,CHULA VISTA,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,24,24,24,24,24,24,23,23,23,24,24,00
,DOWNTOWN SES,24,25,24,25,24,25,25,25,25,24,23,24,23,22,22,22,22,23,23,23,23,23,24,24,24,25,01
,EL CAJON LES,26,26,27,26,27,27,26,26,27,27,26,26,26,25,26,25,25,26,26,26,26,26,26,27,26,27,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,25,24,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,25,25,25,25,24,24,25,25,26,26,26,26,26,26,27,00
,PENDLETON,26,26,26,26,26,26,26,26,26,25,25,24,24,24,24,25,25,25,26,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,4.8,-.3,-1.6,1.9,4.5,5.1,5.2,4.7,2.7,1.0,-.1,4.4,6.9,7.0,11.5,8.5,12.0,18.8,23.3,17.2,11.4,8.5,5.3,4.0,6.9,23.3,18
,DOWNTOWN SES,33.8,38.4,34.3,36.2,25.3,22.0,24.5,25.5,19.8,23.3,25.2,26.5,25.2,20.5,20.4,22.4,9.3,6.1,8.7,8.3,10.0,10.5,13.6,14.7,21.0,38.4,01
,EL CAJON LES,30.5,23.9,25.9,27.7,21.8,18.5,19.4,14.4,19.9,18.9,5.9,8.1,9.6,14.0,21.2,19.7,19.6,11.6,12.7,10.1,11.6,13.0,M,M,17.1,30.5,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,11.0,25.2,21.1,25.0,23.8,31.7,54.4,68.8,79.3,56.1,M,M,M,M,M,M,22.2,13.2,11.5,19.2,26.6,36.1,27.8,34.0,32.6,79.3,08
,PENDLETON,1.9,2.2,.1,1.1,1.6,2.4,1.6,1.6,3.5,2.5,4.5,4.5,3.5,3.0,2.5,3.1,4.6,2.3,-.4,.7,2.5,1.2,3.3,3.8,2.4,4.6,16
12 VWDR °,ALPINE,94,86,89,86,82,318,110,245,166,263,281,292,295,288,299,295,296,279,101,16,93,86,93,97,181,318,05
,CHULA VISTA,65,57,1,13,17,1,55,36,26,332,269,266,267,254,261,265,288,304,323,343,53,65,59,62,153,343,19
,DOWNTOWN SES,39,31,18,354,356,4,18,27,20,243,260,284,291,290,271,293,307,330,350,339,355,9,360,9,202,360,22
,EL CAJON LES,275,137,286,265,106,286,83,136,253,274,314,269,264,249,242,254,263,297,325,327,99,102,132,118,223,327,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,359,2,349,17,354,22,28,289,277,275,279,290,300,295,300,299,316,339,356,15,12,7,20,201,359,01
,OTAY MESA DVN,134,98,124,7,359,28,137,152,157,150,313,299,304,296,300,298,294,308,289,123,149,123,76,60,191,359,04
,PENDLETON,44,74,30,4,52,69,71,75,43,277,288,281,279,277,278,284,285,301,308,321,346,4,70,49,171,346,20
13 SIGTHETA °,ALPINE,51,34,11,12,19,17,35,21,42,27,25,26,23,28,25,20,22,35,15,23,13,11,13,30,24,51,00
,CHULA VISTA,33,33,29,34,22,25,20,23,29,41,21,20,26,25,20,19,17,16,18,33,20,20,18,18,24,41,09
,DOWNTOWN SES,26,35,25,42,23,21,18,21,49,45,18,18,22,25,17,20,21,21,21,19,15,17,30,47,26,49,08
,EL CAJON LES,57,57,49,31,35,37,49,51,55,49,47,47,24,21,22,20,17,22,18,58,35,18,41,27,37,58,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,20,18,14,20,24,15,12,47,44,43,21,21,16,15,13,10,11,13,9,15,5,12,11,19,47,08
,OTAY MESA DVN,34,40,26,27,10,28,55,55,17,45,20,11,15,12,11,11,11,15,19,52,19,37,30,18,26,55,06
,PENDLETON,16,36,32,16,14,12,13,13,23,40,20,18,17,17,16,17,18,18,18,25,54,48,34,16,23,54,20
14 VWSP MPH,ALPINE,1.2,1.5,1.5,1.8,.6,.5,1.2,.5,1.2,2.4,3.5,4.3,4.7,4.2,4.4,4.7,2.6,1.3,1.4,1.3,1.2,1.5,1.8,.7,2.1,4.7,12
,CHULA VISTA,1.2,1.0,1.3,1.6,1.7,2.1,2.2,2.6,1.5,1.5,4.0,5.2,3.9,3.8,4.6,5.2,6.2,3.9,1.8,.5,.5,.6,.3,.2,2.4,6.2,16
,DOWNTOWN SES,2.2,1.3,1.9,1.0,2.1,2.4,2.8,3.4,1.7,1.3,5.0,5.6,5.0,5.1,5.6,6.5,6.5,4.5,1.9,1.5,1.3,.7,.5,.6,2.9,6.5,15
,EL CAJON LES,.2,.1,.4,.7,.5,.3,.4,.3,.5,1.2,1.1,3.8,4.0,4.6,4.6,4.5,5.3,2.7,2.6,1.0,.4,1.6,.2,.2,1.7,5.3,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.7,1.7,2.0,2.5,1.6,2.4,2.9,4.1,.9,2.1,2.7,6.3,5.7,7.5,7.3,8.8,9.7,6.2,3.3,2.2,2.2,3.8,3.3,2.5,3.9,9.7,16
,OTAY MESA DVN,1.4,1.1,.9,1.9,2.7,1.8,1.0,.7,2.7,.1,4.3,7.5,5.8,7.7,7.1,7.0,7.3,4.0,2.0,1.2,1.9,1.0,.7,.5,3.0,7.7,13
,PENDLETON,2.3,1.5,2.4,3.0,2.9,2.8,3.6,5.1,3.2,2.1,3.5,3.9,4.1,3.8,4.3,4.8,5.1,4.4,4.3,2.6,1.2,1.6,2.3,3.0,3.2,5.1,07
15 SWSP MPH,ALPINE,1.3,1.6,1.5,1.8,.6,.5,1.3,1.0,1.4,2.9,3.9,4.7,5.1,4.8,4.8,5.1,2.8,1.8,1.4,1.4,1.2,1.5,1.8,.8,2.3,5.1,12
,CHULA VISTA,1.4,1.2,1.6,1.9,1.9,2.3,2.4,2.8,1.9,1.8,4.2,5.6,4.3,4.1,4.8,5.4,6.4,4.1,1.9,.5,.5,.6,.3,.3,2.6,6.4,16
,DOWNTOWN SES,2.4,1.8,2.2,1.5,2.4,2.6,2.9,3.6,2.3,2.3,5.4,5.9,5.5,5.6,5.9,7.1,7.0,4.9,2.0,1.6,1.3,.7,.6,.7,3.3,7.1,15
,EL CAJON LES,.4,.6,.6,1.0,.9,.5,.9,.4,.8,1.5,1.5,4.3,4.4,5.0,4.9,4.8,5.5,3.3,2.7,1.2,1.0,1.6,.5,.3,2.0,5.5,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.0,2.0,2.1,2.6,1.8,2.6,3.1,4.2,1.8,2.7,3.3,7.0,6.2,7.8,7.6,9.0,9.9,6.4,3.5,2.3,2.3,3.8,3.5,2.6,4.2,9.9,16
,OTAY MESA DVN,1.9,1.3,1.0,2.1,2.8,2.2,1.4,1.1,2.8,1.8,4.6,7.7,6.0,7.9,7.2,7.1,7.4,4.2,2.1,1.4,2.3,1.3,.9,.7,3.3,7.9,13
,PENDLETON,2.4,1.9,3.0,3.2,3.2,2.9,3.7,5.3,3.4,2.5,3.7,4.1,4.3,4.0,4.5,5.1,5.4,4.6,4.6,3.2,1.9,2.0,2.8,3.2,3.5,5.4,16
16 AMBTEMP °F,ALPINE,65.1,66.0,65.9,66.5,65.7,65.0,64.7,68.5,74.0,77.4,79.6,80.5,79.6,79.6,78.2,75.0,69.1,62.8,59.4,60.2,59.9,61.5,62.1,62.1,68.7,80.5,11
,CARMEL MT RCH,55.1,53.7,52.7,51.6,50.4,49.9,49.3,50.5,56.5,66.0,71.1,72.3,74.5,72.2,72.4,68.6,62.9,59.4,58.7,58.1,57.5,55.9,54.4,53.8,59.5,74.5,12
,CHULA VISTA,58.2,58.2,57.3,55.6,54.8,54.6,53.9,53.8,55.8,64.0,68.2,66.9,68.0,68.3,68.1,66.6,63.9,62.0,60.9,59.9,58.7,57.5,56.2,55.0,60.3,68.3,13
,DOWNTOWN SES,58.9,58.3,57.3,57.1,57.0,57.5,57.6,57.0,59.2,64.7,66.9,66.1,67.7,67.4,67.4,65.6,63.0,61.5,60.9,60.4,59.6,59.0,58.0,56.9,61.0,67.7,12
,EL CAJON LES,55.4,55.0,53.9,52.7,51.5,50.8,50.4,50.1,53.8,65.0,74.3,78.8,79.1,79.6,78.3,76.3,70.3,63.3,60.6,59.4,57.7,55.9,54.8,53.5,61.7,79.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,57.2,56.4,55.9,54.9,54.1,54.9,55.1,55.4,57.5,66.1,72.8,72.8,74.1,71.0,71.2,67.0,61.8,59.9,59.3,58.4,56.1,56.1,54.3,54.4,60.7,74.1,12
,OTAY MESA DVN,57.4,56.7,55.6,51.5,53.3,55.3,53.8,56.8,61.7,69.3,74.8,73.8,71.8,72.4,69.9,69.0,64.1,61.0,59.1,58.6,58.4,58.3,57.7,57.8,61.6,74.8,10
,PENDLETON,61.5,60.5,58.8,56.5,55.1,54.9,55.2,54.1,55.6,60.6,62.1,62.7,63.7,64.2,64.6,63.7,62.6,62.6,63.0,62.9,62.2,61.5,61.5,60.3,60.4,64.6,14
17 RELHUM %,ALPINE,22,17,17,17,18,19,19,18,16,14,13,13,16,21,25,30,43,61,72,62,54,41,29,22,28,72,18
,EL CAJON LES,96,97,98,98,98,99,99,99,99,66,37,29,29,32,40,43,57,76,83,86,87,90,91,91,76,99,05
,KEARNY MESA,98,99,99,99,99,99,99,99,100,67,46,54,50,56,56,70,86,89,89,91,92,94,95,95,84,100,08
18 PRES mmHg,EL CAJON LES,749,749,749,749,748,749,749,749,750,749,749,749,748,748,748,748,748,749,749,749,750,750,750,750,749,750,08
,KEARNY MESA,747,747,747,746,746,747,747,747,747,748,747,747,746,746,746,746,747,747,747,747,748,748,748,748,747,748,09
19 SOLAR W/M2,EL CAJON LES,3,3,2,2,2,2,18,131,448,532,624,586,578,481,386,202,27,-3,-2,-1,-1,-1,0,0,167,624,10
,KEARNY MESA,0,0,0,0,0,0,12,90,361,532,620,532,614,529,403,218,30,0,0,0,0,0,0,0,164,620,10
25 NOY,EL CAJON LES,23.24,19.67,20.47,22.47,20.61,C,C,30.53,41.65,41.04,28.93,24.40,18.22,16.25,17.82,18.43,15.98,14.22,10.18,14.02,16.91,16.48,19.02,21.02,21.43,41.65,08
26 NOY-NO,EL CAJON LES,23.05,19.61,20.42,22.43,20.40,C,C,18.98,24.39,27.02,21.42,19.30,15.47,14.52,16.04,17.12,15.52,13.51,10.04,13.83,16.54,16.28,17.50,18.26,18.25,27.02,09
27 NO Trace,EL CAJON LES,.18,.05,.05,.03,.20,C,C,11.55,17.25,14.01,7.51,5.09,2.74,1.73,1.77,1.30,.45,.70,.14,.18,.36,.19,1.51,2.75,3.17,17.25,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.1,.1,.1,M,M,.1,.1,.1,.0,.0,C,C,.0,.0,.0,.0,.0,.1,08
29 CO Tr PPB,EL CAJON LES,673.3,644.3,C,C,C,583.5,639.3,711.3,785.7,750.0,561.3,C,M,490.4,546.2,540.5,453.6,C,C,C,372.5,364.5,444.2,502.1,566.4,785.7,08
BCarbon ng/m3,DOWNTOWN SES,1044.0,1086.8,1108.2,1111.4,1055.4,1006.0,1002.7,1194.2,1203.5,1546.7,1718.7,1516.0,1550.4,1404.9,1270.1,993.5,635.0,427.0,430.1,530.9,669.1,819.9,983.5,1152.4,1060.9,1718.7,10
