Current Date:,11/28/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
11/27/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.035,.037,C,C,.037,.032,.033,.033,.042,.045,.046,.046,.051,.048,.044,.042,.043,.043,.042,.040,.035,.035,.033,.034,.039,.051,12
,CHULA VISTA,.010,.005,C,C,.019,.018,.014,.013,.017,.038,.047,.048,.046,.044,.040,.040,.039,.036,.035,.025,.007,.005,.006,.018,.025,.048,11
,DOWNTOWN SES,.006,.012,C,C,.019,.022,.017,.009,.020,.043,.048,.047,.045,.043,.041,.041,.040,.034,.032,.029,.020,.014,.013,.011,.027,.048,10
,EL CAJON LES,.010,.006,C,C,C,.001,.001,.002,M,M,M,M,M,M,M,M,.037,.034,.033,.029,.021,.021,.015,.019,.017,.037,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.017,.016,C,C,.016,.014,.003,.009,.025,.042,.047,.047,.044,.042,.040,.041,.041,.035,.031,.022,,,.018,.019,.028,.047,10
,OTAY MESA DVN,.018,.022,C,C,.038,.038,.020,.007,.032,.033,.042,.049,.047,.043,.042,.040,.041,.040,,.026,.031,.030,.034,.031,.033,.049,11
,PENDLETON,.020,.022,C,C,.016,.017,.015,.017,.023,.039,.039,.039,.039,.040,.041,.040,.036,.027,.020,.017,.012,.012,.015,.015,.025,.041,14
02 NOX PPM,ALPINE,.006,.004,C,C,.004,.007,.007,.008,.004,.002,.005,.007,.004,.003,.003,.003,.001,.001,.003,.003,.004,.003,.003,.001,.004,.008,07
,CARMEL MT RCH,.022,.023,C,C,.016,.030,.038,.035,.007,.022,.035,.038,.037,.026,.016,.017,.019,.005,.008,.008,.015,.016,.009,.014,.021,.038,06
,CHULA VISTA,.026,.033,C,C,.017,.020,.026,.033,.036,.013,.002,.002,.002,.002,.006,.006,.007,.007,.008,.014,.027,.034,.033,.018,.017,.036,08
,DOWNTOWN SES,.032,.023,C,C,.016,.015,.024,.039,.030,.009,.004,.003,.003,.004,.006,.007,.007,.011,.010,.011,.018,.021,.021,.024,.015,.039,07
,EL CAJON LES,.015,.019,C,C,C,.032,.045,.052,M,M,M,M,M,M,M,M,.006,.005,.004,.005,.009,.008,.009,.005,.016,.052,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.015,.015,C,C,.018,.023,.046,.043,.022,.009,.004,.004,.004,.003,.003,.004,.003,.008,.007,.013,,,.011,.012,.013,.046,06
,OTAY MESA DVN,.017,.013,C,C,.007,.006,.030,.068,.018,.017,.010,.006,.007,.008,.007,.004,.004,.004,,.031,.018,.007,.004,.003,.014,.068,07
,PENDLETON,.011,.008,C,C,.013,.015,.019,.019,.016,.003,.003,.001,.001,.002,.000,.000,.002,.009,.016,.018,.019,.016,.009,.010,.010,.019,06
03 NO2 PPM,ALPINE,.006,.004,C,C,.004,.007,.007,.007,.003,.002,.004,.006,.003,.003,.003,.003,.001,.001,.003,.003,.004,.003,.003,.001,.004,.007,05
,CARMEL MT RCH,.019,.020,C,C,.013,.020,.028,.025,.006,.015,.020,.021,.019,.014,.010,.009,.013,.004,.008,.007,.013,.015,.008,.012,.015,.028,06
,CHULA VISTA,.025,.032,C,C,.016,.020,.025,.027,.025,.010,.002,.002,.002,.002,.005,.006,.006,.007,.008,.014,.026,.032,.032,.018,.016,.032,01
,DOWNTOWN SES,.028,.022,C,C,.016,.015,.021,.029,.021,.007,.003,.003,.003,.003,.006,.007,.007,.010,.010,.011,.017,.020,.020,.023,.014,.029,07
,EL CAJON LES,.015,.018,C,C,C,.021,.021,.023,M,M,M,M,M,M,M,M,.006,.005,.004,.005,.009,.008,.009,.005,.011,.023,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.015,.014,C,C,.017,.021,.033,.028,.016,.007,.004,.004,.003,.003,.003,.003,.003,.008,.007,.013,,,.010,.012,.011,.033,06
,OTAY MESA DVN,.015,.012,C,C,.005,.004,.019,.034,.012,.013,.008,.004,.005,.006,.006,.003,.003,.002,,.015,.009,.006,.003,.002,.009,.034,07
,PENDLETON,.010,.008,C,C,.012,.014,.017,.016,.013,.002,.002,.001,.001,.001,.000,.000,.002,.009,.015,.016,.018,.014,.008,.008,.009,.018,20
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,CARMEL MT RCH,.003,.002,C,C,.002,.009,.011,.011,.001,.008,.014,.017,.018,.012,.007,.008,.006,.001,.000,.000,.002,.002,.000,.001,.006,.018,12
,CHULA VISTA,.001,.001,C,C,.000,.000,.001,.007,.011,.003,.000,.000,.000,.000,.001,.001,.000,.000,.000,.000,.001,.002,.001,.000,.001,.011,08
,DOWNTOWN SES,.004,.000,C,C,.000,.000,.003,.010,.009,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.000,.001,.010,07
,EL CAJON LES,.000,.001,C,C,C,.011,.024,.029,M,M,M,M,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.005,.029,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.002,.013,.015,.006,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,,,.000,.000,.002,.015,07
,OTAY MESA DVN,.001,.001,C,C,.003,.002,.011,.034,.006,.004,.002,.002,.002,.002,.001,.001,.001,.001,,.015,.009,.001,.001,.001,.005,.034,07
,PENDLETON,.001,.000,C,C,.001,.001,.002,.003,.003,.000,.001,.000,.000,.001,.000,.000,.000,.000,.001,.001,.001,.002,.000,.001,.001,.003,07
06 CO PPM,CARMEL MT RCH,3.1,3.4,C,C,C,1.2,1.5,1.6,.2,.3,.4,.4,.5,.4,.2,.2,.3,.2,1.2,.2,.4,.4,.6,1.1,.8,3.4,01
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,26,26,25,25,25,25,25,25,26,26,26,26,26,26,26,26,26,27,00
,CARMEL MT RCH,27,27,27,27,27,27,27,27,27,26,25,26,26,26,26,27,27,27,27,27,26,26,26,26,27,27,00
,CHULA VISTA,24,25,25,25,24,23,23,23,24,24,22,23,23,24,23,23,23,23,23,23,23,22,22,22,23,25,01
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,25,24,24,25,25,25,26,26,26,26,26,27,26,26,27,26,27,20
,EL CAJON LES,27,27,27,27,27,27,27,27,28,28,28,27,26,26,26,27,27,27,27,27,27,27,27,27,27,28,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,24,24,24,M,25,24,25,25,25,25,25,,,25,25,25,25,00
,OTAY MESA DVN,27,26,26,26,27,27,27,27,27,27,26,26,26,26,26,26,27,27,,27,27,27,26,26,27,27,00
,PENDLETON,26,26,26,26,26,25,25,25,25,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,26,26,00
11 PM2.5 µg/M3,ALPINE,2.9,7.1,8.3,8.0,7.0,4.0,8.0,8.6,6.5,3.1,4.5,10.6,7.8,6.9,5.4,4.0,3.7,2.7,1.8,7.4,6.1,4.7,4.6,5.6,5.8,10.6,11
,DOWNTOWN SES,16.5,14.5,17.1,16.1,11.6,10.6,9.4,11.9,17.9,11.2,8.6,7.0,6.2,4.9,2.3,1.4,1.3,1.4,2.7,1.3,10.0,9.4,7.7,8.0,8.7,17.9,08
,EL CAJON LES,10.4,15.4,8.4,11.3,12.8,13.4,14.3,15.7,19.8,11.4,12.4,M,M,4.5,7.2,5.1,1.0,4.0,5.8,14.2,13.0,18.4,14.1,7.7,10.9,19.8,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.9,18.8,14.2,10.8,7.4,7.3,11.5,16.4,13.6,17.2,15.1,6.8,9.8,10.3,7.0,4.6,2.7,1.2,,1.1,M,1.8,2.6,4.3,9.0,18.8,01
,PENDLETON,2.7,.6,-1.2,-1.3,.9,1.8,.8,3.0,1.8,-2.4,-1.9,1.8,.5,-.6,.1,-1.3,-2.2,-.2,1.1,.4,-.1,-.3,-.8,-.9,.0,3.0,07
12 VWDR °,ALPINE,126,133,142,144,137,134,131,144,183,206,207,211,217,196,219,259,303,292,113,104,90,93,92,99,0,303,16
,CHULA VISTA,95,117,124,125,113,125,127,130,141,199,209,221,215,213,278,312,323,62,92,110,119,112,110,104,0,323,16
,DOWNTOWN SES,88,78,93,100,111,100,98,110,143,202,211,210,205,231,297,311,342,86,95,94,91,93,90,85,0,342,16
,EL CAJON LES,107,253,260,133,220,221,249,119,96,189,208,224,224,228,240,301,308,134,128,125,130,126,98,84,0,308,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,103,112,107,127,119,125,120,139,155,196,202,209,M,230,294,303,349,110,116,112,,,113,124,0,349,16
,OTAY MESA DVN,119,142,145,133,132,142,156,166,165,171,205,218,211,219,230,307,338,358,,143,130,128,123,128,0,358,17
,PENDLETON,57,53,67,85,93,94,98,107,134,216,214,212,287,303,274,242,8,108,74,69,81,71,74,59,0,303,13
13 SIGTHETA °,ALPINE,13,11,11,10,11,12,12,11,20,24,23,24,22,22,24,28,21,29,38,21,19,14,19,17,19,38,18
