,EL CAJON LES,.022,.021,C,C,C,.027,.048,.064,.047,.041,.030,.014,.011,.014,.008,.014,.029,.023,.018,.017,.023,.016,.023,.022,.025,.064,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.007,.024,.025,.018,.022,.008,.010,.005,.005,.006,.008,.009,.016,.020,.031,.025,.028,.016,.020,.015,.015,.031,18
,OTAY MESA DVN,.010,.009,C,C,.016,.012,.015,.031,.015,.013,.010,.008,.007,.010,.008,.009,.016,.014,.030,.025,.016,.016,.015,.014,.015,.031,07
,PENDLETON,.006,.004,C,C,.007,.008,.011,.014,.032,.014,.014,.009,.007,.009,.011,.009,.015,.015,.005,.007,.015,.021,.023,.014,.012,.032,08
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.001,.004,.004,.003,.001,.001,.001,.001,.002,.007,.007,.008,.011,.008,.006,.003,.004,.004,.002,.004,.011,17
,CARMEL MT RCH,.023,.033,C,C,.041,.046,.047,.044,.045,.040,.035,.022,.023,.016,.024,.026,.033,.034,.038,.035,.023,.032,.031,.027,.033,.047,06
,CHULA VISTA,.015,.012,C,C,.008,.016,.024,.026,.019,.011,.011,.014,.021,.012,.012,.011,.012,.013,.020,.015,.023,.026,.030,.020,.017,.030,22
,DOWNTOWN SES,.023,.024,C,C,.010,.021,.027,.026,.020,.019,M,M,.023,.016,<,.031,.019,.009,.018,.013,.025,.026,.033,.021,.021,.033,22
,EL CAJON LES,.021,.021,C,C,C,.021,.024,.027,.027,.027,.023,.011,.009,.012,.007,.013,.028,.022,.018,.016,.023,.016,.022,.021,.019,.028,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.007,.023,.024,.016,.017,.007,.009,.004,.004,.005,.008,.008,.015,.020,.030,.024,.027,.016,.020,.015,.014,.030,18
,OTAY MESA DVN,.008,.008,C,C,.012,.010,.013,.021,.011,.010,.008,.006,.005,.008,.006,.008,.014,.013,.024,.020,.014,.014,.013,.012,.012,.024,18
,PENDLETON,.006,.004,C,C,.007,.007,.010,.011,.017,.011,.010,.006,.006,.007,.009,.009,.014,.015,.005,.007,.015,.021,.022,.014,.011,.022,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,14
,CARMEL MT RCH,.004,.007,C,C,.018,.036,.055,.051,.053,.040,.029,.017,.013,.009,.017,.016,.018,.016,.007,.008,.003,.004,.011,.008,.020,.055,06
,CHULA VISTA,.000,.000,C,C,.000,.001,.003,.010,.007,.003,.002,.003,.005,.002,.001,.001,.000,.000,.000,.000,.000,.000,.002,.000,.002,.010,07
,DOWNTOWN SES,.000,.001,C,C,.000,.001,.015,.008,.007,.009,M,M,.008,.004,<,.007,.000,.000,.000,.000,.000,.001,.005,.000,.003,.015,06
,EL CAJON LES,.001,.001,C,C,C,.005,.024,.037,.020,.014,.007,.003,.003,.002,.001,.001,.002,.001,.000,.000,.001,.000,.001,.001,.006,.037,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.001,.002,.004,.001,.002,.001,.001,.001,.001,.001,.000,.000,.001,.000,.000,.000,.000,.000,.001,.004,08
,OTAY MESA DVN,.002,.002,C,C,.003,.002,.002,.010,.003,.003,.003,.002,.001,.002,.001,.001,.001,.001,.005,.005,.002,.002,.002,.002,.003,.010,07
,PENDLETON,.000,.000,C,C,.001,.001,.001,.003,.015,.004,.004,.003,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.001,.000,.002,.015,08
06 CO PPM,CARMEL MT RCH,.9,.9,C,C,C,1.1,2.4,1.6,1.2,1.1,.9,.5,.5,.5,.7,.7,.8,.9,.9,.7,.5,.8,.8,.6,.9,2.4,06
10 INTMP °C,ALPINE,25,25,25,25,25,26,25,25,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,26,05
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,24,25,25,25,25,25,25,25,26,25,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,24,24,24,23,24,24,24,24,00
,DOWNTOWN SES,23,23,23,23,23,24,23,23,23,22,22,22,21,21,<,22,22,22,22,23,23,23,23,23,23,24,05
,EL CAJON LES,26,26,27,27,27,27,27,27,27,26,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,27,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,25,25,24,24,25,25,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,25,02
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,26,25,24,24,24,24,24,24,25,25,25,25,26,26,26,25,26,00
,PENDLETON,26,26,26,26,26,26,26,26,25,25,24,24,24,23,24,24,25,25,25,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,6.5,5.9,5.6,3.5,4.7,4.5,6.1,3.5,.0,.9,.8,3.7,3.4,3.7,3.3,3.1,3.6,4.7,7.4,5.2,10.9,8.8,5.3,6.9,4.6,10.9,20
,DOWNTOWN SES,3.6,4.3,3.3,5.6,6.4,4.4,2.5,4.3,6.6,6.6,10.6,11.4,7.5,,6.4,4.2,5.2,5.5,11.9,9.4,9.6,14.1,13.7,12.7,7.3,14.1,21
,EL CAJON LES,3.2,7.0,6.7,4.9,4.5,5.4,5.4,6.9,10.6,10.3,12.7,6.6,3.9,5.6,4.9,5.6,4.4,7.0,5.3,5.2,12.3,7.5,7.6,10.3,6.8,12.7,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.5,9.0,4.9,4.7,23.0,1.0,4.0,23.6,8.6,13.9,7.7,5.6,8.1,10.6,8.3,8.3,9.1,8.0,24.0,29.0,14.6,12.2,13.5,12.0,11.5,29.0,19
,PENDLETON,1.1,.6,.6,1.3,-2.0,-2.8,-.4,.4,-1.9,-3.2,-2.0,-1.1,1.3,-.6,-2.0,-.5,2.6,1.0,-.6,1.5,-.4,3.2,3.0,-.4,.0,3.2,21
12 VWDR °,ALPINE,109,99,106,100,104,91,107,109,102,117,152,189,167,159,209,218,220,248,323,343,44,76,82,76,0,343,19
,CHULA VISTA,67,50,48,64,90,90,72,66,34,12,230,265,277,234,211,223,223,214,153,132,81,94,34,42,0,277,12
,DOWNTOWN SES,352,331,14,33,40,47,41,38,50,76,263,268,257,276,<,284,169,192,165,150,53,30,25,20,0,352,00
,EL CAJON LES,117,109,110,101,91,104,101,256,256,302,295,316,243,231,242,211,203,186,140,107,101,97,217,210,0,316,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,37,39,51,55,57,83,62,68,130,115,354,322,295,273,295,313,295,215,150,153,79,44,26,32,0,354,10
,OTAY MESA DVN,33,310,3,21,45,86,65,246,248,289,322,201,256,264,277,287,291,240,196,133,86,53,23,155,0,322,10
,PENDLETON,69,65,57,62,59,68,64,74,59,61,301,310,300,307,301,299,213,168,166,153,113,60,58,45,0,310,11
13 SIGTHETA °,ALPINE,18,19,21,37,33,17,14,44,44,25,58,31,20,16,24,23,42,25,27,38,23,19,25,27,28,58,10
,CHULA VISTA,31,14,17,17,21,25,22,21,19,55,34,21,18,23,24,22,21,28,18,16,20,50,22,38,25,55,09
,DOWNTOWN SES,51,60,30,43,63,41,49,13,30,68,42,16,17,16,24,28,28,22,20,19,16,17,44,18,32,68,09
,EL CAJON LES,33,47,66,34,32,38,46,47,60,54,34,30,49,19,20,18,16,32,22,50,20,22,49,37,36,66,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9,7,17,7,9,10,8,20,21,20,33,19,18,12,15,14,15,35,14,16,12,12,20,13,16,35,17
,OTAY MESA DVN,68,84,52,13,21,44,33,57,28,60,61,48,41,13,22,14,18,68,22,16,32,40,62,54,40,84,01
,PENDLETON,12,14,15,13,15,13,13,28,15,25,19,15,21,17,20,20,25,11,12,12,18,19,15,16,17,28,07
14 VWSP MPH,ALPINE,3.9,3.5,2.1,1.3,1.8,2.9,4.0,2.8,3.9,5.2,3.4,4.3,8.8,9.2,5.6,5.1,1.9,1.7,1.3,1.3,1.6,1.5,1.5,1.4,.0,9.2,13
,CHULA VISTA,1.5,2.1,1.6,2.4,2.3,2.3,2.1,2.7,2.3,1.1,2.3,4.3,5.5,3.6,2.7,3.0,3.0,1.9,2.0,1.4,2.0,1.2,1.6,1.9,.0,5.5,12
,DOWNTOWN SES,.7,.5,2.6,2.4,2.4,2.4,3.0,4.7,2.8,1.8,2.9,5.1,5.9,5.9,<,1.6,3.2,3.4,3.2,2.3,2.5,1.9,1.0,2.7,.0,5.9,12
,EL CAJON LES,.7,.7,.6,.9,.8,.4,.7,.6,.3,.5,1.3,2.5,2.3,5.5,5.2,4.4,3.3,2.9,2.5,1.0,2.1,2.0,.3,.8,.0,5.5,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.2,5.4,3.7,6.1,5.5,3.1,4.0,3.4,2.5,4.6,4.6,7.2,8.7,10.2,7.7,5.4,3.2,4.2,4.0,3.5,3.8,4.1,3.5,4.7,.0,10.2,13
,OTAY MESA DVN,1.3,.1,1.1,4.1,3.5,1.6,.8,.6,2.6,2.1,2.5,2.0,2.3,9.0,4.4,2.6,3.2,1.0,2.9,4.0,1.8,1.7,2.4,1.2,.0,9.0,13
,PENDLETON,8.6,8.3,6.9,7.6,7.3,9.2,7.9,5.0,6.3,2.8,3.7,6.8,4.5,6.4,4.1,3.2,1.5,6.6,5.5,6.3,4.2,3.7,4.2,5.0,.0,9.2,05
15 SWSP MPH,ALPINE,4.1,3.7,2.4,1.7,2.1,3.1,4.1,3.6,4.7,5.7,4.7,5.3,9.4,9.6,6.6,5.5,2.2,1.9,1.9,1.6,1.9,1.6,2.1,1.8,3.8,9.6,13
,CHULA VISTA,1.8,2.2,1.6,2.5,2.6,2.4,2.3,3.1,2.5,1.4,2.7,4.6,5.7,4.1,3.0,3.2,3.3,2.3,2.2,2.2,2.1,1.7,2.1,2.1,2.7,5.7,12
,DOWNTOWN SES,1.3,1.0,2.8,2.8,3.3,3.0,3.4,4.8,3.1,2.9,3.4,5.3,6.3,6.2,<,3.0,3.5,3.7,3.4,3.1,2.6,2.3,1.2,3.2,3.3,6.3,12
,EL CAJON LES,1.3,.8,.6,1.1,1.0,.5,.9,.7,.7,.8,1.5,2.7,3.6,5.8,5.6,4.9,3.5,3.6,2.9,1.5,2.2,2.1,.7,1.5,2.1,5.8,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.3,5.6,4.1,6.2,5.6,3.3,4.0,3.6,2.7,5.5,6.0,7.5,9.5,10.5,8.3,5.8,3.7,4.4,4.3,3.7,4.1,4.8,3.8,4.8,5.3,10.5,13
,OTAY MESA DVN,2.2,2.0,1.6,4.3,3.6,3.4,2.1,2.1,3.6,3.6,4.7,5.2,7.1,9.3,4.8,3.6,3.4,1.5,4.5,4.3,2.4,3.1,3.2,1.6,3.6,9.3,13
,PENDLETON,8.8,8.6,7.2,7.8,7.5,9.5,8.1,5.6,6.5,3.6,4.0,7.0,4.8,6.7,4.4,3.6,2.8,6.7,5.6,6.5,5.1,4.1,4.4,5.2,6.0,9.5,05
16 AMBTEMP °F,ALPINE,68.4,67.0,66.4,67.3,66.8,67.4,67.4,73.1,81.2,85.2,87.7,87.4,89.0,86.7,84.7,81.3,76.3,72.4,67.9,66.0,64.4,63.9,64.4,69.0,73.8,89.0,12
,CARMEL MT RCH,67.7,66.5,66.1,65.3,67.4,68.4,65.0,69.9,76.4,81.4,87.3,89.7,90.4,88.8,84.7,81.2,79.0,74.5,71.6,68.4,66.4,66.1,65.1,63.6,73.8,90.4,12
,CHULA VISTA,65.8,65.4,63.9,65.3,64.8,65.7,66.2,70.8,77.2,83.4,87.6,89.2,88.6,84.5,80.9,76.8,73.2,70.8,70.0,68.8,67.2,65.8,64.1,63.8,72.5,89.2,11
,DOWNTOWN SES,66.7,64.8,66.5,67.7,66.2,64.9,66.4,71.5,78.4,84.5,87.0,87.2,85.9,83.8,<,77.6,70.5,67.8,67.4,67.4,66.7,66.2,64.9,65.0,72.0,87.2,11
,EL CAJON LES,57.3,55.5,54.0,52.6,52.0,51.2,50.9,56.2,65.9,75.9,85.6,91.0,92.8,91.1,89.3,86.0,80.3,74.3,69.8,68.0,64.6,63.2,61.6,59.6,68.7,92.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,69.0,69.5,68.9,68.2,68.6,67.0,69.4,75.7,82.6,88.9,91.5,92.2,92.5,90.2,86.2,81.5,78.0,74.4,70.4,68.0,65.2,64.7,64.6,65.1,75.5,92.5,12
,OTAY MESA DVN,73.1,74.0,74.1,71.0,70.7,71.6,71.5,73.7,81.7,87.6,90.7,91.8,91.2,87.9,86.2,82.6,77.0,74.6,71.0,69.7,68.0,66.7,67.2,65.6,76.6,91.8,11
,PENDLETON,67.5,68.3,67.0,65.1,66.3,65.2,66.1,68.2,74.8,81.8,75.9,79.8,76.3,75.9,72.1,70.2,68.5,68.6,68.1,67.2,67.2,65.1,63.4,63.0,69.7,81.8,09
17 RELHUM %,ALPINE,16,16,16,15,16,17,17,15,12,11,12,13,13,13,13,14,16,18,21,20,21,21,21,19,16,21,18
,EL CAJON LES,36,39,42,45,48,49,50,42,29,20,13,10,10,11,11,13,21,30,38,37,40,34,38,39,31,50,06
,KEARNY MESA,18,17,18,18,18,19,17,14,12,9,9,9,9,10,12,15,16,29,47,55,55,46,41,32,23,55,19
18 PRES mmHg,EL CAJON LES,747,747,747,747,746,747,747,747,747,747,746,745,744,744,744,744,745,745,746,746,746,745,745,744,746,747,00
,KEARNY MESA,745,745,744,744,744,744,744,745,745,744,744,743,742,742,742,742,742,743,744,744,743,743,743,742,743,745,00
19 SOLAR W/M2,EL CAJON LES,-1,-1,0,0,0,0,16,130,359,510,590,515,530,311,258,117,20,-3,-3,-2,-1,0,0,0,139,590,10
,KEARNY MESA,0,0,0,0,0,0,26,185,384,538,634,648,596,422,324,163,24,0,0,0,0,0,1,0,164,648,11
25 NOY,EL CAJON LES,21.64,21.24,18.11,16.31,18.85,C,C,61.82,48.53,41.80,31.28,14.63,12.95,14.70,8.66,14.80,29.87,23.27,17.66,15.86,22.95,14.42,22.42,21.38,23.32,61.82,07
26 NOY-NO,EL CAJON LES,20.95,20.74,17.49,16.15,18.47,C,C,28.21,27.77,27.06,23.20,11.59,10.01,12.59,7.71,13.76,28.35,22.48,17.59,15.61,22.83,14.38,21.97,21.20,19.09,28.35,16
27 NO Trace,EL CAJON LES,.68,.49,.62,.16,.38,C,C,33.61,20.75,14.73,8.07,3.04,2.93,2.10,.94,1.04,1.51,.78,.06,.25,.12,.04,.45,.18,4.22,33.61,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.2,.1,.1,.1,.1,.1,.1,.0,.1,.1,.1,.1,.0,.1,.0,.0,.0,.0,.2,07
29 CO Tr PPB,EL CAJON LES,422.2,376.9,C,C,C,398.5,559.5,767.7,630.5,600.2,443.6,214.1,222.9,260.5,211.6,248.1,362.2,357.8,333.9,358.7,435.9,324.6,410.2,430.4,398.5,767.7,07
BCarbon ng/m3,DOWNTOWN SES,570.6,670.4,507.6,272.9,301.7,530.6,1138.8,984.9,791.8,1000.4,2214.5,1752.1,864.1,783.4,<,995.9,1059.4,622.7,1070.9,918.0,1106.1,1394.6,1669.1,1115.8,971.1,2214.5,10
