Current Date:,2/22/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
2/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.042,C,C,.041,.043,.036,.031,.045,.047,.046,.044,.043,.043,.047,.046,.044,.046,.045,.047,.042,.043,.045,.043,.043,.047,09
,CHULA VISTA,.030,.029,C,C,.026,.022,.018,.012,.017,.031,.040,.044,.044,.044,.043,.043,.044,.042,.041,.032,.015,.014,.029,.028,.031,.044,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.029,.015,C,C,C,.007,.007,.012,.017,.043,.044,.044,.041,.045,.043,.045,.046,.045,.041,.023,.008,.016,.021,.015,.028,.046,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.030,.031,C,C,.024,.018,.020,.027,.034,.032,.039,.039,.042,.042,.045,.048,.046,.044,.037,.021,.015,.022,.026,.026,.032,.048,15
,OTAY MESA DVN,.034,.023,C,C,.023,.008,.008,.006,.017,.041,.042,.042,.047,.047,.046,.047,.047,.046,.045,.042,.042,.039,.039,.040,.035,.047,12
,PENDLETON,.026,.030,.028,.026,.021,.020,.022,.025,.028,M,M,M,M,M,M,.052,.052,.052,.047,.026,.030,.027,.027,.025,.031,.052,15
02 NOX PPM,ALPINE,.001,.001,C,C,.001,.001,.007,.013,.004,.002,.002,.002,.004,.003,.002,.003,.004,.004,.004,.003,.006,.004,.001,.001,.003,.013,07
,CARMEL MT RCH,.040,.030,.031,.045,.050,.059,.040,.019,.020,.015,.050,.053,.011,.012,.038,.027,.025,.025,.028,.032,.024,.020,.019,.011,.030,.059,05
,CHULA VISTA,.007,.007,C,C,.008,.013,.018,.033,.035,.021,.008,.002,.002,.002,.002,.003,.003,.005,.007,.013,.027,.027,.011,.009,.012,.035,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.012,C,C,C,.021,.027,.033,.035,.002,.003,.004,.010,.003,.011,.003,.003,.004,.008,.022,.034,.024,.012,.015,.014,.035,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.005,C,C,.011,.018,.019,.016,.010,.014,.007,.007,.004,.005,.003,.003,.003,.006,.011,.023,.024,.015,.010,.009,.010,.024,20
,OTAY MESA DVN,.006,.014,C,C,.011,.029,.043,.067,.036,.007,.008,.008,.002,.002,.001,.001,.001,.001,.001,.002,.003,.006,.004,.003,.012,.067,07
,PENDLETON,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.002,.003,.002,.004,.025,.013,.017,.012,.009,.010,.025,19
03 NO2 PPM,ALPINE,.001,.001,C,C,.001,.001,.005,.010,.003,.001,.002,.002,.004,.002,.001,.002,.003,.003,.004,.003,.006,.004,.001,.001,.003,.010,07
,CARMEL MT RCH,.031,.024,.025,.031,.035,.034,.028,.016,.015,.010,.026,.029,.008,.008,.021,.014,.014,.015,.018,.024,.022,.020,.018,.010,.021,.035,04
,CHULA VISTA,.007,.006,C,C,.008,.012,.017,.026,.023,.014,.006,.001,.001,.001,.001,.002,.002,.004,.006,.012,.026,.025,.010,.009,.010,.026,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.011,C,C,C,.017,.019,.018,.018,.001,.002,.003,.006,.002,.005,.002,.002,.003,.008,.020,.030,.021,.012,.014,.010,.030,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.005,C,C,.010,.017,.018,.013,.008,.012,.005,.006,.003,.004,.002,.002,.003,.006,.011,.022,.023,.015,.010,.009,.010,.023,20
,OTAY MESA DVN,.006,.014,C,C,.010,.025,.028,.034,.025,.005,.006,.006,.002,.001,.001,.001,.001,.000,.001,.002,.003,.006,.004,.003,.008,.034,07
,PENDLETON,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.002,.002,.002,.004,.023,.013,.013,.011,.008,.009,.023,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.002,.004,.001,.000,.000,.000,.000,.001,.001,.001,.000,.000,.000,.000,.001,.000,.000,.000,.001,.004,07
,CARMEL MT RCH,.009,.006,.006,.014,.015,.025,.012,.003,.005,.005,.025,.024,.003,.004,.017,.013,.011,.010,.010,.008,.001,.001,.001,.001,.010,.025,05
,CHULA VISTA,.000,.000,C,C,.000,.001,.002,.007,.012,.006,.002,.001,.000,.000,.001,.001,.001,.001,.001,.001,.001,.002,.000,.000,.002,.012,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.001,C,C,C,.004,.008,.015,.017,.001,.001,.002,.004,.002,.007,.001,.001,.001,.001,.002,.004,.003,.001,.002,.004,.017,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.001,.002,.003,.002,.003,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.000,.000,.000,.001,.003,07
,OTAY MESA DVN,.000,.000,C,C,.001,.004,.015,.033,.011,.002,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.001,.003,.033,07
,PENDLETON,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.001,.000,.000,.000,.002,.001,.003,.001,.001,.001,.003,21
06 CO PPM,CARMEL MT RCH,.8,.6,.5,.5,.5,.8,.6,.4,.4,.3,.5,.7,.3,.3,.6,.5,.6,.6,.7,.7,.5,.5,.5,.4,.5,.8,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,24,23,24,24,24,24,24,23,23,23,23,23,23,23,24,25,25,24,24,24,24,24,23,23,23,25,15
,CARMEL MT RCH,24,24,24,24,24,23,24,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,25,10
,CHULA VISTA,24,25,24,25,24,24,25,24,24,26,25,24,23,24,26,25,24,25,24,23,24,23,25,25,24,26,09
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,26,27,27,27,26,26,27,27,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,25,24,23,25,23,25,24,24,24,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,25,01
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,25,25,24,24,25,25,24,24,24,24,24,24,24,24,25,25,25,00
,PENDLETON,24,24,24,24,24,24,24,24,24,25,26,26,27,26,26,26,26,27,26,26,25,25,24,24,25,27,12
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,.8,.4,1.7,3.8,4.5,5.5,2.3,4.2,6.7,4.7,1.2,1.9,5.7,5.6,4.8,6.2,9.3,8.8,4.6,4.1,5.5,7.7,7.6,5.5,4.7,9.3,16
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,7.3,18.7,9.9,11.1,8.4,5.8,12.2,8.2,12.8,M,4.6,5.3,7.9,7.1,7.5,6.6,4.0,6.2,8.9,16.3,37.3,30.8,18.2,18.9,11.9,37.3,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,9.6,26.0,9.5,14.9,16.0,20.3,18.9,22.4,8.2,9.3,9.6,6.4,3.8,6.9,6.4,6.7,4.6,2.5,2.0,6.4,6.6,5.3,1.5,5.3,9.5,26.0,01
,PENDLETON,9.4,11.2,11.6,10.5,10.7,10.8,8.1,4.0,4.0,7.3,8.7,5.1,3.0,4.0,4.4,3.9,8.4,10.9,8.2,10.0,9.3,8.7,12.9,11.2,8.1,12.9,22
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,93,98,97,96,101,89,102,126,170,235,232,349,280,357,264,320,291,289,308,356,5,87,86,98,189,357,13
,CHULA VISTA,98,108,101,98,99,99,103,121,136,145,204,239,250,255,246,257,265,280,300,10,104,100,97,99,159,300,18
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,90,222,99,45,173,241,224,251,90,170,221,236,289,310,272,279,263,282,301,106,109,91,78,75,188,310,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,85,82,78,77,85,93,111,113,149,147,66,203,M,345,248,289,293,299,297,67,77,80,87,82,150,345,13
,OTAY MESA DVN,119,116,100,125,115,122,94,143,152,138,188,188,239,256,257,265,262,276,290,20,48,76,106,101,158,290,18
,PENDLETON,57,47,60,53,62,65,47,54,74,140,144,195,187,204,251,267,282,282,296,44,55,53,52,43,126,296,18
13 SIGTHETA °,ALPINE,26,15,32,13,15,14,12,15,25,31,31,45,34,42,38,35,26,24,23,21,37,12,14,15,25,45,11
,CHULA VISTA,12,13,13,12,12,12,13,15,16,26,31,28,23,24,24,22,21,19,19,21,18,31,13,12,19,31,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,23,26,48,44,42,20,29,26,46,19,28,22,22,54,27,36,20,17,19,24,23,39,42,41,31,54,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,6,8,6,4,6,9,11,16,15,49,49,24,M,29,28,15,15,11,14,29,7,6,7,7,16,49,09
,OTAY MESA DVN,50,38,21,28,21,19,30,10,11,18,42,30,29,14,14,14,13,10,15,14,8,18,10,5,20,50,00
,PENDLETON,12,10,11,11,10,12,14,16,16,18,14,23,20,17,15,11,15,15,16,11,12,12,12,8,14,23,11
14 VWSP MPH,ALPINE,1.1,2.4,1.6,2.1,1.9,1.9,2.2,2.9,3.7,4.5,3.5,1.6,3.9,2.1,2.8,2.8,3.0,4.8,2.4,1.4,.6,1.8,1.8,1.8,2.4,4.8,17
,CHULA VISTA,6.1,4.0,4.9,5.6,6.1,5.5,4.8,6.1,5.6,5.3,5.1,6.8,7.6,6.5,6.9,6.8,6.4,5.8,3.2,1.2,1.1,3.2,5.9,5.3,5.2,7.6,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.7,1.1,1.0,.3,.3,1.1,.9,1.3,.2,6.4,5.1,6.5,6.1,2.6,5.3,5.2,6.8,6.6,3.3,1.3,1.4,.9,.9,.7,2.8,6.8,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.7,3.5,4.3,4.8,4.8,3.8,4.7,4.1,6.6,2.6,3.1,6.4,M,4.0,6.6,8.7,8.7,6.4,3.1,1.2,2.5,3.9,3.8,3.2,4.6,8.7,15
,OTAY MESA DVN,.6,1.7,2.9,2.3,2.0,2.3,1.0,5.9,7.3,7.3,4.2,6.5,9.0,11.4,10.9,10.7,10.3,7.8,4.5,3.4,3.8,2.3,3.6,3.8,5.2,11.4,13
,PENDLETON,5.9,6.2,5.7,6.3,7.0,7.2,6.6,5.3,4.9,4.8,3.6,2.4,5.2,5.8,6.6,6.5,5.3,4.3,2.8,3.1,4.9,4.5,4.6,6.3,5.2,7.2,05
15 SWSP MPH,ALPINE,1.2,2.5,1.7,2.2,1.9,2.0,2.2,3.1,4.3,5.1,4.6,2.9,5.3,3.1,3.9,3.4,3.4,5.2,2.8,1.6,.9,1.9,1.9,1.9,2.9,5.3,12
,CHULA VISTA,6.3,4.1,5.0,5.7,6.2,5.6,5.0,6.3,5.9,5.9,5.9,7.8,8.2,7.1,7.5,7.4,7.0,6.1,3.4,1.6,1.2,3.3,6.1,5.4,5.6,8.2,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.9,1.3,1.2,.9,1.2,1.2,1.2,1.6,1.3,6.8,6.0,7.2,6.7,4.4,5.9,6.0,7.2,7.1,3.5,2.1,1.5,1.5,1.0,.9,3.4,7.2,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.7,3.6,4.3,4.8,4.9,3.8,4.8,4.3,6.9,3.8,4.1,8.2,M,4.4,8.0,9.2,9.0,6.5,3.2,2.1,2.5,4.0,3.8,3.3,5.0,9.2,15
,OTAY MESA DVN,.7,1.9,3.3,2.4,2.4,2.4,2.1,6.1,7.6,7.7,6.6,7.6,10.0,11.8,11.3,11.1,11.0,7.9,5.0,3.5,3.8,3.1,3.7,3.9,5.7,11.8,13
,PENDLETON,6.1,6.3,5.8,6.4,7.1,7.4,6.8,5.5,5.2,5.3,3.8,2.8,5.6,6.1,6.9,6.7,5.5,4.5,3.3,3.2,5.1,4.6,4.7,6.3,5.5,7.4,05
16 AMBTEMP °F,ALPINE,39.2,37.9,38.1,38.9,38.1,39.0,38.6,40.7,44.7,45.8,45.9,45.0,44.5,42.6,47.6,47.0,47.1,46.4,43.5,42.6,42.2,41.2,40.7,39.7,42.4,47.6,14
,CARMEL MT RCH,41.6,41.5,40.7,40.6,42.6,43.1,43.8,46.3,48.2,50.8,48.7,49.0,51.3,54.2,55.0,55.1,54.1,51.6,50.3,49.3,47.7,46.1,45.0,45.0,47.6,55.1,15
,CHULA VISTA,43.7,42.4,42.4,42.2,42.8,42.5,42.9,46.0,50.6,56.4,59.7,59.9,59.3,60.5,60.2,59.0,57.5,54.8,52.4,50.5,48.8,47.6,47.5,46.5,50.7,60.5,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,40.1,38.0,37.5,36.8,37.9,37.5,37.5,41.0,48.0,53.7,54.6,55.2,51.8,56.3,56.6,57.1,57.2,53.9,51.7,49.1,46.6,45.5,44.6,42.9,47.1,57.2,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,43.0,42.6,42.1,41.9,43.0,43.3,44.5,48.1,52.2,52.7,53.6,50.7,53.1,54.3,56.4,56.3,55.1,52.6,51.4,49.2,46.7,45.7,45.6,45.5,48.7,56.4,14
,OTAY MESA DVN,43.6,41.7,41.0,40.5,40.2,39.9,40.2,43.3,47.0,50.9,55.3,55.6,56.6,57.5,55.7,56.0,55.0,51.7,49.4,48.2,48.3,48.0,47.3,46.3,48.3,57.5,13
,PENDLETON,41.8,40.9,41.3,41.1,41.2,41.5,43.4,47.2,50.5,51.8,49.8,52.0,55.8,57.0,57.2,56.2,56.0,55.0,54.3,52.0,48.8,47.0,45.7,44.4,48.8,57.2,14
17 RELHUM %,ALPINE,45,43,40,41,47,48,57,61,59,55,55,63,69,84,61,63,61,56,62,71,77,80,81,81,61,84,13
,EL CAJON LES,50,59,58,61,58,61,58,51,43,44,46,46,63,47,41,37,37,44,55,63,68,69,70,73,54,73,23
,KEARNY MESA,53,51,49,51,50,49,46,43,44,54,54,73,M,58,44,40,46,57,64,70,76,80,80,78,57,80,21
18 PRES mmHg,KEARNY MESA,752,752,751,751,751,751,752,752,752,752,752,753,M,751,751,751,752,752,752,752,753,753,753,753,752,753,11
19 SOLAR W/M2,KEARNY MESA,0,0,1,1,1,1,23,188,316,313,250,207,M,289,494,386,213,27,1,1,0,0,1,1,118,494,14
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.2,.1,.1,.0,.0,.0,.1,.0,.0,.0,.1,.1,.3,.2,.0,.0,.0,.3,20
29 CO Tr PPB,EL CAJON LES,220.8,389.3,C,C,C,326.7,423.6,539.6,523.3,171.0,167.5,202.4,221.8,192.6,198.9,203.3,194.7,212.1,255.3,390.1,603.4,526.3,413.7,427.5,323.9,603.4,20
