Current Date:,2/3/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/2/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.052,.048,.047,.048,.047,.048,.049,.05,.052,.054,.054,.053,.052,.052,.051,.051,.05,.049,.051,.052,.053,.052,.052,.051,0.05,0.054,09
,CHULA VISTA,.013,.011,.011,.013,.015,.018,.022,.027,.033,.04,.045,.042,.039,.034,.028,.022,.016,.01,.007,.009,.013,.015,.018,.019,0.021,0.045,10
,EL CAJON LES,,,.005,.007,.011,.017,.024,.03,.036,.041,.043,.043,.039,.034,.028,.021,.015,.009,.006,.004,.003,,,,0.021,0.043,10
,KEARNY MESA,.02,.018,.019,.022,.024,.028,.032,.037,.042,.047,.049,.047,.043,.038,.034,.028,.025,.023,.021,.022,.023,.027,.028,.028,0.03,0.049,10
,OTAY MESA DVN,.032,.029,.027,.028,.029,.03,.032,.037,.04,.044,.047,.048,.048,.047,.045,.04,.038,.037,.036,.035,.034,.034,.033,.034,0.036,0.048,11
,PENDLETON,.013,.014,.014,.016,.017,.02,.025,.031,.038,.042,.045,.046,.046,.042,.037,.032,.027,.024,.022,.02,.018,.022,.026,.027,0.027,0.046,11
