Current Date:,2/20/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/19/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.044,.045,.045,.045,.045,.045,.045,.046,.046,.046,.046,.046,.045,.045,.044,.044,.043,.043,.043,.041,.039,.039,.038,0.043,0.046,08
,CHULA VISTA,.042,.043,.044,.044,.044,.043,.043,.043,.043,.043,.043,.043,.043,.043,.042,.042,.04,.037,.037,.036,.032,.028,.023,.018,0.039,0.044,02
,EL CAJON LES,,,,.045,.045,.046,.045,.045,.046,.046,.045,.045,.045,.044,.044,.043,.041,.038,.037,.036,,,,,0.043,0.046,05
,KEARNY MESA,.042,.043,.044,.044,.045,.044,.045,.045,.045,.045,.044,.044,.044,.044,.043,.042,.041,.038,.038,.037,.033,.029,.025,.021,0.04,0.045,04
,OTAY MESA DVN,.04,.042,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.045,.044,.044,.043,.043,.042,.042,.041,.04,.04,.037,.033,0.042,0.045,02
,PENDLETON,.044,.045,.045,,,,,,,,,,,,,,.037,.036,.035,.032,.03,.027,.026,.024,0.034,0.045,01
