Current Date:,2/8/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.048,.047,.046,.047,.047,.047,.047,.048,.048,.05,.049,.049,.049,.048,.047,.047,.047,.047,.048,.048,.049,.05,.05,.051,0.048,0.051,23
,CHULA VISTA,.009,.01,.011,.014,.017,.02,.022,.025,.028,.031,.034,.034,.03,.026,.022,.018,.016,.013,.011,.011,.014,.015,.016,.016,0.019,0.034,10
,EL CAJON LES,,,,.007,.012,.016,.023,.029,.035,.041,.045,.044,.041,.035,.029,.023,.017,.012,.008,.005,,,,,0.024,0.045,10
,KEARNY MESA,.012,.012,.014,.017,.021,.024,.026,.031,.037,.042,.045,.044,.041,.039,.037,.035,.033,.03,.028,.029,.03,.031,.028,.026,0.029,0.045,10
,OTAY MESA DVN,.024,.026,.029,.031,.033,.036,.038,.041,.044,.045,.044,.04,.034,.031,.029,.027,.026,.026,.024,.027,.032,.035,.036,.036,0.033,0.045,09
,PENDLETON,.011,.01,.01,.013,.016,.021,.025,.03,.034,.036,.036,.034,.031,.025,.02,.017,.014,.014,.013,.013,.015,.019,.02,.019,0.02,0.036,09
