Current Date:,2/19/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
2/18/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.047,.046,.046,.046,.045,.045,.045,.045,.046,.047,.048,.048,.047,.045,.045,.044,.045,.044,.042,.042,.043,.044,.045,.045,0.045,0.048,10
,CHULA VISTA,.019,.019,.022,.024,.027,.029,.032,.036,.04,.043,.044,.044,.044,.044,.044,.043,.041,.04,.04,.039,.039,.039,.04,.041,0.036,0.044,10
,EL CAJON LES,,,.012,.016,.02,.025,.031,.037,.042,.045,.046,.046,.046,.045,.045,.045,.044,.042,.041,.041,.041,,,,0.037,0.046,10
,KEARNY MESA,.032,.033,.034,.035,.037,.039,.04,.043,.047,.048,.048,.048,.047,.047,.047,.045,.044,.042,.042,.042,.041,.041,.04,.041,0.041,0.048,09
,OTAY MESA DVN,.03,.029,.03,.032,.033,.035,.038,.041,.044,.046,.046,.045,.044,.043,.043,.043,.042,.04,.039,.039,.039,.04,.04,.04,0.039,0.046,09
,PENDLETON,.024,.025,.026,.028,.03,.032,.035,.038,.041,.043,.044,.044,.045,.044,.043,.043,.042,.042,.042,.042,.042,.043,.043,.044,0.038,0.045,12
