Current Date:,3/13/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/12/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.026,.023,C,C,.017,.017,.017,.016,.022,.021,.031,.036,.036,.037,.037,.038,.037,.034,.030,.031,.032,.030,.029,.031,.028,.038,15
,CHULA VISTA,.005,.004,C,C,.001,.001,.001,.003,.024,.031,.032,.031,.028,.031,.036,.036,.035,.032,.031,.032,.031,.031,.031,.027,.023,.036,14
,DOWNTOWN SES,.016,.013,.014,.015,.014,.015,.006,.017,.022,.027,.028,.030,.031,.032,.036,.037,.037,.039,.038,.038,.038,.038,.037,.036,.027,.039,17
,EL CAJON LES,.007,.005,C,C,C,.006,.002,.003,.008,.015,.030,.032,.033,.033,.035,.036,.037,.033,.029,.027,.028,.022,.025,.027,.022,.037,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.017,.008,C,C,.006,.007,.006,.006,.013,.024,.031,.032,.034,.035,.036,.034,.036,.036,.035,.026,.029,.031,.031,.032,.024,.036,14
,OTAY MESA DVN,.012,.011,C,C,.004,.007,.009,.008,.015,M,.069,.070,.032,M,M,.034,.033,.030,.021,.026,.026,.031,.029,.032,.026,.070,11
,PENDLETON,.016,.011,C,C,.002,.000,.000,.003,.003,M,M,M,M,M,.034,.033,.036,.036,.037,.031,.016,.022,.013,.018,.018,.037,18
02 NOX PPM,ALPINE,.002,.002,C,C,.003,.003,.005,.007,.002,.005,.003,.002,.002,.002,.002,.001,.002,.003,.004,.004,.002,.002,.003,.002,.003,.007,07
,CARMEL MT RCH,.023,.036,C,C,.012,.028,.025,.037,.033,.030,.023,.020,M,.022,.004,.005,.005,.014,.016,.007,.004,.005,.004,.004,.017,.037,07
,CHULA VISTA,.015,.014,C,C,.018,.028,.030,.029,.008,.004,.004,.005,.010,.008,.004,.002,.003,.006,.006,.006,.006,.005,.004,.005,.010,.030,06
