,EL CAJON LES,.020,.021,C,C,C,.027,.034,.041,.051,.032,.010,.008,M,M,.008,.008,.008,.007,.007,.006,.010,.007,.010,.012,.017,.051,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.012,C,C,.010,.014,.026,.022,.014,.015,.012,.008,.008,.006,.005,.004,.004,.005,.006,.014,.010,.010,.018,.018,.012,.026,06
,OTAY MESA DVN,.036,.026,C,C,.053,.028,.018,.035,.029,.028,.028,M,.012,M,.004,.003,.002,.001,.002,.005,.015,.014,.008,.006,.018,.053,04
,PENDLETON,.008,.009,.007,.008,.009,.012,.014,.014,.011,M,M,.004,M,M,.003,.018,.001,.000,.004,.009,.014,.010,.031,.020,.010,.031,22
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.001,.005,.005,.009,.004,.006,.007,.007,.005,.005,.006,.007,.007,.007,.007,.008,.005,.004,.003,.005,.009,08
,CARMEL MT RCH,.022,.025,C,C,.024,.020,.018,.016,.014,.018,.021,.019,.020,.015,.020,.016,.011,.011,.012,.008,.015,.019,.020,.016,.017,.025,01
,CHULA VISTA,.019,.023,C,C,.018,.023,.024,.021,.014,.008,.004,.003,.003,.002,.002,.002,.002,.003,.003,.008,.012,.010,.017,.020,.011,.024,06
,DOWNTOWN SES,.022,.019,C,C,.007,.012,.022,.020,.011,.004,.003,.002,.002,.003,.003,.002,.002,.004,.008,.012,.012,.017,.027,.026,.011,.027,22
,EL CAJON LES,.018,.018,C,C,C,.017,.017,.018,.022,.019,.007,.006,M,M,.006,.006,.007,.006,.006,.006,.009,.007,.010,.011,.011,.022,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.012,.012,C,C,.010,.014,.021,.016,.010,.011,.009,.006,.006,.005,.004,.003,.003,.005,.006,.014,.009,.010,.017,.017,.010,.021,06
,OTAY MESA DVN,.032,.024,C,C,.025,.018,.014,.020,.018,.018,.020,M,.007,M,.003,.003,.002,.002,.002,.005,.014,.014,.008,.006,.013,.032,00
,PENDLETON,.008,.009,.007,.007,.009,.010,.011,.010,.007,M,M,.003,M,M,.002,.009,.001,.000,.003,.009,.014,.010,.022,.015,.008,.022,22
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.001,.003,.002,.002,.002,.002,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.001,.003,08
,CARMEL MT RCH,.003,.005,C,C,.006,.005,.003,.007,.009,.015,.017,.012,.015,.011,.017,.014,.010,.010,.008,.001,.003,.005,.010,.007,.009,.017,10
,CHULA VISTA,.001,.001,C,C,.001,.002,.008,.014,.006,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.001,.001,.002,.014,07
,DOWNTOWN SES,.001,.000,C,C,.000,.001,.007,.011,.005,.001,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.001,.001,.006,.004,.002,.011,07
,EL CAJON LES,.002,.003,C,C,C,.010,.017,.024,.029,.013,.003,.002,M,M,.001,.001,.001,.001,.000,.000,.000,.000,.001,.001,.006,.029,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.005,.006,.004,.004,.003,.002,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.001,.002,.006,07
,OTAY MESA DVN,.003,.003,C,C,.028,.010,.003,.015,.011,.010,.009,M,.007,M,.000,.000,.000,.000,.000,.000,.001,.001,.000,.000,.005,.028,04
,PENDLETON,.000,.000,.000,.000,.001,.002,.003,.004,.003,M,M,.001,M,M,.001,.009,.000,.000,.001,.000,.000,.000,.009,.004,.002,.009,15
06 CO PPM,CARMEL MT RCH,.6,.6,C,C,C,.5,.4,.4,.4,.5,.6,.4,.6,.5,.7,.6,.5,.5,.6,.3,.4,.5,.6,.5,.5,.7,14
10 INTMP °C,ALPINE,27,26,26,27,27,27,27,26,25,25,24,24,24,24,24,24,24,24,25,25,26,27,26,27,25,27,00
,CARMEL MT RCH,26,26,26,27,27,26,26,26,26,25,25,24,24,25,25,24,24,25,26,26,26,26,26,26,26,27,03
,CHULA VISTA,23,23,23,23,23,22,22,23,24,25,26,26,25,25,26,26,26,26,25,24,24,24,24,23,24,26,10
,DOWNTOWN SES,26,26,26,25,26,26,26,26,25,25,24,24,24,23,24,24,24,25,25,25,26,26,26,26,25,26,00
,EL CAJON LES,26,26,26,26,26,27,27,27,26,26,26,M,25,26,25,25,25,25,25,26,26,26,26,26,26,27,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,26,26,26,26,26,26,26,25,25,24,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,OTAY MESA DVN,27,27,28,27,27,27,28,28,27,27,27,26,26,26,26,26,25,26,26,26,26,27,27,27,27,28,02
,PENDLETON,25,25,25,25,24,24,24,24,24,23,24,24,24,24,24,25,25,25,26,27,27,27,27,27,25,27,19
11 PM2.5 µg/M3,ALPINE,3.1,4.3,3.9,5.6,4.1,3.9,6.2,6.8,2.8,-.6,1.4,5.2,9.2,9.9,10.2,13.0,13.3,11.3,9.3,10.0,11.7,13.1,10.7,11.6,7.5,13.3,16
,DOWNTOWN SES,14.1,10.4,15.8,11.8,14.3,13.4,11.0,10.4,15.2,14.8,13.3,14.5,15.6,14.7,13.5,10.0,20.6,8.1,7.7,6.9,11.7,10.5,10.0,10.4,12.4,20.6,16
,EL CAJON LES,11.7,10.0,10.8,7.1,6.7,8.4,5.3,9.4,14.5,15.5,14.7,16.8,16.4,11.5,12.3,16.3,16.1,13.3,9.1,11.2,9.2,10.1,9.2,8.6,11.4,16.8,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,32.1,25.7,14.7,20.9,26.7,19.0,14.5,20.7,18.2,13.4,18.0,19.6,17.6,15.9,12.8,16.1,12.6,10.0,7.8,7.9,14.0,12.3,11.0,8.6,16.2,32.1,00
,PENDLETON,6.5,8.1,7.1,5.1,3.3,5.6,8.0,7.2,6.8,14.1,M,20.2,12.6,14.2,13.2,11.6,10.9,10.6,11.2,8.7,7.8,7.1,10.0,7.5,9.4,20.2,11
12 VWDR °,ALPINE,99,299,287,350,350,77,320,293,278,274,288,296,255,273,294,300,290,278,345,77,93,54,36,6,0,350,03
,CHULA VISTA,116,115,106,65,96,91,89,104,199,257,255,264,263,256,265,263,273,254,215,95,74,90,50,166,0,273,16
,DOWNTOWN SES,40,84,103,80,96,91,84,98,183,201,213,207,228,214,222,245,278,273,6,83,96,227,359,354,0,359,22
,EL CAJON LES,234,106,259,263,213,119,109,256,333,291,256,M,228,251,236,237,243,242,171,116,106,91,108,275,0,333,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,150,94,126,56,111,117,84,122,200,223,212,210,234,228,233,250,286,288,319,73,68,274,279,320,0,320,23
,OTAY MESA DVN,125,43,124,132,127,119,41,174,287,303,312,295,296,287,291,293,289,289,320,81,132,89,354,351,0,354,22
,PENDLETON,49,66,59,70,60,66,65,49,89,165,188,190,191,191,191,189,185,183,203,194,178,176,176,176,0,203,18
13 SIGTHETA °,ALPINE,30,25,14,51,14,17,48,30,21,30,29,32,35,33,27,24,23,21,22,17,27,64,42,40,30,64,21
,CHULA VISTA,15,15,19,24,15,20,48,45,43,26,26,26,24,21,20,21,23,21,18,16,20,38,33,26,25,48,06
,DOWNTOWN SES,53,17,16,24,16,16,15,17,33,27,29,25,23,29,23,25,25,29,23,16,19,43,37,20,25,53,00
,EL CAJON LES,41,41,51,22,59,41,43,36,59,59,61,M,47,36,25,21,22,22,24,19,12,14,24,45,36,61,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,54,13,19,9,20,14,14,25,26,30,35,44,20,18,17,20,14,9,22,6,14,37,8,21,21,54,00
,OTAY MESA DVN,48,24,12,53,11,17,40,30,30,34,33,23,26,20,14,13,11,10,22,21,14,52,27,13,25,53,03
,PENDLETON,10,12,13,12,11,11,10,12,20,41,2,2,2,2,2,2,2,1,19,9,4,3,1,1,9,41,09
14 VWSP MPH,ALPINE,.7,1.0,.7,.0,.0,1.9,1.0,.1,2.3,3.2,3.4,3.8,3.6,3.7,4.7,5.1,4.1,2.2,.1,.5,.6,.4,.2,.2,.0,5.1,15
,CHULA VISTA,1.7,2.3,1.7,1.4,3.5,2.4,1.5,1.3,1.4,4.0,5.4,5.1,5.0,5.9,6.8,6.2,5.5,3.4,1.3,2.1,2.1,.8,.5,.4,.0,6.8,14
,DOWNTOWN SES,.2,2.3,2.9,1.8,3.0,2.7,3.2,2.4,2.5,4.4,4.5,5.2,5.5,5.8,6.7,6.0,5.2,3.3,1.7,2.5,2.1,.4,.8,1.8,.0,6.7,14
,EL CAJON LES,1.0,1.4,.5,1.0,.3,.4,.9,.9,.5,1.2,2.0,M,2.9,4.0,5.8,6.2,5.7,4.1,3.2,2.0,2.5,2.5,1.1,.4,.0,6.2,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,.4,3.3,2.6,4.1,2.6,2.9,2.9,1.4,3.6,4.2,4.3,4.1,7.0,7.2,8.2,7.5,7.6,4.8,2.0,3.8,3.3,3.8,3.8,2.0,.0,8.2,14
,OTAY MESA DVN,1.2,3.3,2.7,.6,2.8,3.2,2.5,1.1,2.3,2.5,3.5,5.1,5.1,6.5,8.6,9.1,8.6,6.5,2.5,1.0,3.2,.3,2.6,3.7,.0,9.1,15
,PENDLETON,4.4,5.6,4.7,5.2,5.6,6.0,6.2,5.1,3.4,2.8,4.5,5.7,7.1,6.7,7.5,7.2,4.6,2.9,2.3,2.8,1.5,1.2,1.6,3.5,.0,7.5,14
15 SWSP MPH,ALPINE,.7,1.2,.7,.0,.0,2.0,1.0,.6,2.5,3.7,3.9,4.4,4.5,4.3,5.2,5.5,4.5,2.3,.1,.7,.7,.7,1.2,.2,2.1,5.5,15
,CHULA VISTA,1.8,2.4,1.8,1.6,3.6,2.5,1.8,1.6,2.2,4.5,6.0,5.6,5.5,6.3,7.2,6.6,5.9,3.7,1.6,2.2,2.2,1.4,.6,.7,3.3,7.2,14
,DOWNTOWN SES,.7,2.4,3.0,2.0,3.1,2.8,3.4,2.6,3.1,4.9,5.2,5.8,6.0,6.5,7.3,6.8,5.8,3.7,2.4,2.6,2.2,.6,1.0,1.9,3.6,7.3,14
,EL CAJON LES,1.5,1.6,.9,1.4,.7,.6,1.2,1.3,1.3,2.1,3.3,M,3.9,5.2,6.3,6.7,6.3,4.5,3.7,2.4,2.5,2.7,1.3,1.3,2.7,6.7,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.1,3.4,3.0,4.2,3.0,3.1,3.1,1.8,4.2,4.7,5.0,5.3,7.4,7.5,8.6,8.0,7.8,4.9,2.4,3.8,3.3,3.8,3.8,2.4,4.4,8.6,14
,OTAY MESA DVN,2.3,3.9,2.8,.9,2.9,3.4,2.9,1.4,2.5,2.8,4.1,5.5,5.8,7.2,8.9,9.4,8.8,6.6,3.0,1.9,3.2,.9,2.8,3.8,4.1,9.4,15
,PENDLETON,4.5,5.8,4.8,5.3,5.7,6.1,6.3,5.2,4.0,3.6,4.5,5.7,7.1,6.7,7.5,7.2,4.6,2.9,2.5,2.9,1.5,1.2,1.6,3.5,4.6,7.5,14
16 AMBTEMP °F,ALPINE,55.6,54.9,54.0,53.3,55.2,54.7,54.1,57.3,60.8,64.0,65.8,67.3,69.6,72.2,72.1,69.8,65.1,58.0,52.9,51.6,51.9,53.6,55.9,56.9,59.4,72.2,13
,CARMEL MT RCH,51.6,50.3,50.2,48.8,48.2,47.9,46.7,52.4,56.8,60.6,63.7,67.3,69.2,68.7,69.2,65.6,60.8,57.4,55.9,55.7,55.0,54.7,53.7,52.8,56.8,69.2,12
,CHULA VISTA,52.8,54.5,52.6,51.6,51.7,50.6,50.0,53.8,58.2,60.9,62.4,63.3,63.8,63.6,62.5,61.0,59.1,58.0,57.0,56.8,56.2,55.8,54.4,54.3,56.9,63.8,12
,DOWNTOWN SES,55.7,56.4,56.2,56.4,55.9,55.3,53.9,55.8,58.9,60.2,60.7,62.0,62.4,63.3,62.8,62.1,60.6,58.9,58.2,57.7,56.7,56.6,56.5,55.8,58.3,63.3,13
,EL CAJON LES,49.0,47.6,47.5,46.3,44.7,43.4,43.6,48.7,55.5,61.8,66.0,M,69.7,71.4,71.4,67.9,64.5,61.1,57.2,55.7,54.7,54.2,53.5,52.6,56.0,71.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,52.3,51.1,52.8,50.8,53.1,53.4,49.9,55.4,58.4,61.2,63.4,65.7,66.6,66.6,65.2,63.3,60.6,57.6,56.1,53.1,53.8,54.8,52.7,52.9,57.1,66.6,12
,OTAY MESA DVN,53.3,52.1,53.0,51.8,50.0,50.0,50.4,53.5,56.6,60.1,63.5,65.2,66.7,67.2,65.0,62.0,58.9,56.2,55.3,54.8,55.1,55.3,54.8,53.2,56.8,67.2,13
,PENDLETON,52.8,51.3,52.5,52.5,51.4,49.5,49.4,52.2,57.9,60.9,62.2,63.4,63.8,63.6,62.9,61.5,60.4,59.0,58.4,57.2,55.0,54.4,54.3,53.1,56.7,63.8,12
17 RELHUM %,ALPINE,24,26,28,30,27,27,29,29,28,25,30,33,32,32,35,44,58,75,89,93,91,80,59,67,45,93,19
,EL CAJON LES,82,82,79,79,79,80,79,69,53,48,48,M,48,44,46,55,62,69,80,84,85,85,85,86,70,86,23
,KEARNY MESA,87,86,96,97,98,98,92,84,77,68,64,60,60,61,63,69,75,83,86,90,90,88,91,93,82,98,04
18 PRES mmHg,EL CAJON LES,750,750,750,751,751,751,752,752,753,753,753,M,752,751,751,751,752,752,752,753,752,752,753,753,752,753,08
,KEARNY MESA,751,751,751,752,752,752,752,753,754,754,754,754,753,753,753,753,753,753,753,753,753,753,754,754,753,754,08
19 SOLAR W/M2,EL CAJON LES,-2,-1,-1,-2,-2,-1,30,227,478,674,809,M,867,781,658,454,207,27,-2,-2,-1,0,0,-1,226,867,12
,KEARNY MESA,0,0,0,0,0,0,43,232,446,627,751,824,782,747,638,464,234,34,0,0,0,0,0,0,243,824,11
25 NOY,EL CAJON LES,20.03,20.39,18.77,22.32,22.05,C,C,41.40,52.67,33.08,11.16,8.87,M,M,9.45,9.04,9.00,7.96,7.35,6.54,10.01,7.66,10.24,13.35,17.06,52.67,08
26 NOY-NO,EL CAJON LES,18.32,18.20,17.70,19.28,17.99,C,C,17.76,23.59,19.49,8.56,7.06,M,M,7.77,7.57,7.78,7.51,7.10,6.42,9.82,7.55,9.84,12.42,12.58,23.59,08
27 NO Trace,EL CAJON LES,1.70,2.19,1.07,3.03,4.05,C,C,23.64,29.07,13.58,2.59,1.80,M,M,1.68,1.47,1.21,.44,.25,.12,.19,.11,.39,.92,4.47,29.07,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.2,.2,.2,.1,M,M,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.2,08
29 CO Tr PPB,EL CAJON LES,428.8,411.2,C,C,C,422.9,591.1,584.8,650.8,514.7,298.9,272.1,M,M,270.8,262.9,268.2,253.0,249.0,238.8,287.8,259.5,288.9,322.6,361.9,650.8,08
BCarbon ug/m3,DOWNTOWN SES,.96,.79,.86,.81,.82,1.27,1.73,2.21,1.22,.51,.47,.35,.35,.34,.24,.20,.22,.18,.40,.51,.42,.59,1.07,1.05,.73,2.21,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
