Current Date:,3/19/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/18/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.041,C,C,.034,.039,.040,.040,.037,.034,.040,.049,.053,.050,.051,.048,.045,.042,.038,.040,.040,.039,.039,.040,.041,.053,12
,CHULA VISTA,.030,.024,C,C,.025,.015,.007,.023,.024,M,M,M,M,M,M,.040,.043,.046,.042,.043,.045,.044,.044,.042,.033,.046,17
,DOWNTOWN SES,.028,.030,C,C,.030,.018,.009,.020,.024,.029,.030,.032,.034,.038,.039,.042,.042,.047,.042,.044,.045,.044,.045,.044,.034,.047,17
,EL CAJON LES,.023,.013,C,C,C,.009,.004,.009,.021,.028,.031,.043,.049,.049,.048,.040,.040,.040,.026,.023,.033,.035,.035,.038,.030,.049,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.027,.026,C,C,.022,.023,.015,.021,.026,.029,.033,.039,.044,.047,.044,.038,.040,.040,.027,.020,.039,.040,.039,.038,.032,.047,13
,OTAY MESA DVN,.034,.032,C,C,.016,.024,.021,.034,.034,.032,.042,.046,.044,M,.044,.040,.041,.042,.040,.038,.036,.033,.033,.031,.035,.046,11
,PENDLETON,.023,.022,C,C,.021,.019,.019,.017,M,.021,.031,.033,.035,.036,.038,.043,.045,.047,.048,.043,.045,.044,.036,.019,.032,.048,18
02 NOX PPM,ALPINE,.001,.001,C,C,.002,.002,.002,.001,.002,.004,.002,.002,.001,.002,.001,.002,.003,.002,.002,.002,.003,.002,.002,.001,.002,.004,09
,CARMEL MT RCH,.018,.021,C,C,.031,.019,.050,.049,.059,.061,.037,.013,.005,.003,.017,.015,.015,.013,.018,.018,.022,.017,.011,.007,.024,.061,09
,CHULA VISTA,.004,.006,C,C,.006,.015,.025,.010,.009,M,M,M,M,M,M,.004,.003,.003,.006,.003,.001,.001,.001,.001,.006,.025,06
,DOWNTOWN SES,.008,.006,C,C,.007,.014,.023,.017,.011,.009,.008,.009,.008,.009,.008,.003,.003,.004,.007,.002,.001,.001,.001,.001,.007,.023,06
,EL CAJON LES,.004,.008,C,C,C,.014,.021,.022,.011,.007,.005,.001,.002,.002,.001,.004,.005,.003,.011,.009,.006,.005,.005,.002,.007,.022,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.004,C,C,.009,.007,.013,.011,.010,.008,.006,.003,.004,.005,.005,.003,.003,.002,.012,.013,.002,.002,.002,.002,.006,.013,06
,OTAY MESA DVN,.005,.003,C,C,.016,.009,.010,.002,.001,.007,.007,.003,.008,M,.012,.002,.003,.002,.005,.007,.003,.007,.007,.009,.006,.016,04
,PENDLETON,.002,.003,C,C,.005,.015,.014,.009,M,.008,M,M,M,.004,.002,.001,.001,.002,.000,.001,.000,.000,.004,.010,.005,.015,05
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.002,.001,.001,.001,.003,.002,.001,.001,.002,.001,.002,.003,.002,.002,.002,.003,.002,.002,.001,.002,.003,09
,CARMEL MT RCH,.013,.015,C,C,.018,.012,.023,.024,.024,.027,.020,.007,.003,.002,.010,.008,.008,.008,.012,.016,.018,.012,.007,.007,.013,.027,09
,CHULA VISTA,.004,.005,C,C,.005,.015,.021,.008,.007,M,M,M,M,M,M,.003,.003,.003,.005,.003,.001,.001,.001,.001,.005,.021,06
,DOWNTOWN SES,.008,.006,C,C,.006,.012,.019,.013,.009,.007,.006,.007,.006,.008,.006,.002,.002,.004,.006,.002,.001,.001,.001,.001,.006,.019,06
,EL CAJON LES,.004,.008,C,C,C,.013,.017,.016,.008,.006,.004,.001,.001,.002,.001,.003,.004,.003,.010,.009,.006,.004,.004,.002,.006,.017,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.004,.004,C,C,.008,.007,.012,.009,.009,.006,.005,.002,.004,.005,.004,.002,.002,.002,.011,.012,.002,.002,.002,.002,.005,.012,06
,OTAY MESA DVN,.005,.003,C,C,.015,.009,.010,.002,.001,.004,.005,.003,.007,M,.008,.002,.003,.002,.004,.006,.004,.007,.007,.009,.006,.015,04
,PENDLETON,.002,.003,C,C,.004,.008,.008,.007,M,.007,M,M,M,.003,.002,.001,.001,.002,.001,.002,.000,.000,.004,.010,.004,.010,23
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.000,.001,.001,.000,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.005,.006,C,C,.013,.007,.027,.025,.035,.034,.017,.006,.002,.001,.007,.007,.007,.005,.006,.001,.004,.005,.004,.000,.010,.035,08
,CHULA VISTA,.000,.000,C,C,.000,.000,.004,.001,.002,M,M,M,M,M,M,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,06
,DOWNTOWN SES,.000,.000,C,C,.000,.002,.004,.004,.002,.002,.002,.002,.003,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,06
,EL CAJON LES,.000,.000,C,C,C,.001,.004,.006,.002,.001,.001,.000,.000,.000,.000,.001,.000,.000,.001,.000,.000,.001,.001,.001,.001,.006,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.000,.000,.000,.000,.000,.001,.001,06
,OTAY MESA DVN,.000,.000,C,C,.001,.000,.000,.000,.000,.002,.002,.000,.001,M,.004,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.004,14
,PENDLETON,.000,.000,C,C,.001,.007,.006,.001,M,.001,M,M,M,.000,.000,.000,.000,-.001,-.001,-.001,-.001,-.001,-.001,.000,.001,.007,05
06 CO PPM,CARMEL MT RCH,.4,.3,C,C,C,.3,.7,.6,.6,.5,.5,.2,.2,.1,.4,.4,.4,.4,.4,.3,.4,.3,.2,.2,.4,.7,06
10 INTMP °C,ALPINE,26,26,26,27,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,26,26,26,26,26,27,03
,CARMEL MT RCH,25,25,25,26,26,25,25,25,25,25,25,25,26,26,25,25,25,26,26,26,26,26,26,26,25,26,03
,CHULA VISTA,22,22,22,22,22,22,22,22,22,22,23,24,24,25,25,24,24,24,23,23,23,23,22,22,23,25,13
,DOWNTOWN SES,27,27,26,26,26,27,27,27,26,26,27,26,26,26,26,26,26,26,26,26,26,26,26,27,26,27,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,27,26,27,27,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,24,24,24,24,24,24,25,24,24,25,25,25,24,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,22,23,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,PENDLETON,26,25,25,25,25,24,24,24,23,23,24,25,26,26,26,26,26,27,27,27,27,27,27,27,26,27,17
11 PM2.5 µg/M3,ALPINE,1.4,.7,1.2,2.2,2.7,2.2,.8,.6,.0,-1.0,.7,-1.3,-1.7,2.5,2.4,.8,.6,5.2,3.3,1.2,2.8,2.3,1.2,-2.1,1.1,5.2,17
,DOWNTOWN SES,6.4,4.5,2.0,3.1,4.0,3.7,4.9,4.3,3.8,4.2,3.8,2.6,2.4,2.5,1.6,.9,3.2,2.2,2.7,6.1,4.7,4.0,4.0,7.7,3.7,7.7,23
,EL CAJON LES,6.7,5.8,3.6,3.0,4.6,4.5,6.7,6.7,5.7,4.8,2.4,-.3,1.5,5.2,2.5,.8,6.0,4.7,3.3,15.2,11.3,8.1,9.3,5.5,5.3,15.2,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,5.4,-1.2,2.2,2.0,14.0,8.1,6.3,3.1,-.6,1.2,3.6,5.2,3.3,.6,-1.0,.0,3.1,2.4,1.3,.8,5.0,3.7,3.6,5.5,3.2,14.0,04
,PENDLETON,2.2,1.3,3.8,5.3,3.0,3.4,3.1,1.4,.4,.5,1.8,1.3,.7,1.1,.3,-.3,-.7,.9,2.3,3.7,6.1,4.5,4.3,8.0,2.4,8.0,23
12 VWDR °,ALPINE,142,118,89,31,114,111,111,68,329,345,141,121,114,166,159,216,209,279,279,274,172,222,225,182,0,345,09
,CHULA VISTA,79,34,37,36,74,96,13,25,16,10,13,144,127,190,289,314,311,296,308,276,269,266,250,221,0,314,15
,DOWNTOWN SES,35,30,20,20,46,63,31,10,350,351,354,310,34,131,304,322,316,292,285,273,262,254,236,243,0,354,10
,EL CAJON LES,92,324,254,257,193,333,260,342,336,350,53,97,139,100,136,249,288,270,206,114,195,215,196,180,0,350,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,54,47,29,36,36,58,88,23,346,356,359,49,85,117,261,308,299,290,223,192,254,244,227,239,0,359,10
,OTAY MESA DVN,77,356,37,216,129,4,330,0,329,131,132,138,143,141,164,326,309,320,335,12,274,236,176,128,0,356,01
,PENDLETON,48,47,43,52,38,60,44,67,17,8,9,24,15,12,345,320,280,267,264,289,300,276,273,109,0,345,14
13 SIGTHETA °,ALPINE,12,16,29,36,15,13,16,36,31,57,16,14,16,32,17,26,46,24,20,32,25,25,28,21,25,57,09
,CHULA VISTA,20,16,15,16,20,22,38,17,19,20,19,39,17,22,24,22,20,20,36,26,20,19,18,19,22,39,11
,DOWNTOWN SES,11,13,15,17,20,18,22,17,19,19,20,25,40,27,45,23,24,21,32,21,24,21,19,22,22,45,14
,EL CAJON LES,30,21,22,35,30,44,31,25,43,20,58,19,37,39,19,25,21,18,23,19,19,15,14,24,27,58,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,6,10,8,12,10,18,12,13,15,13,19,14,15,23,15,12,9,16,22,8,7,9,11,13,23,14
,OTAY MESA DVN,42,51,53,46,17,32,29,21,28,29,17,34,18,17,23,18,11,15,18,34,19,29,20,10,26,53,02
,PENDLETON,13,14,12,14,18,14,14,14,16,13,16,14,12,16,20,19,18,13,12,25,17,16,27,47,17,47,23
14 VWSP MPH,ALPINE,5.4,3.2,1.7,.8,2.7,5.1,5.9,3.0,3.0,.7,8.1,9.6,8.4,3.7,6.9,4.0,.8,5.9,2.7,.9,1.4,3.7,3.2,3.9,.0,9.6,11
,CHULA VISTA,3.1,2.5,3.6,4.2,3.8,2.4,1.8,5.4,5.2,5.0,5.8,2.1,4.4,4.0,8.4,7.7,9.3,6.7,2.1,7.0,7.4,6.0,5.3,3.0,.0,9.3,16
,DOWNTOWN SES,4.4,3.9,4.0,4.0,3.8,2.7,2.4,4.9,4.7,7.4,6.7,5.9,1.3,4.1,7.9,8.3,6.4,7.0,2.4,5.7,5.6,5.1,5.0,4.1,.0,8.3,15
,EL CAJON LES,1.1,1.6,1.3,1.0,.6,.9,.6,2.4,.7,3.7,1.1,7.9,3.2,2.4,6.2,4.1,6.2,5.3,1.1,1.8,3.2,3.9,4.1,4.3,.0,7.9,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.8,5.2,6.8,5.6,4.3,5.2,2.5,5.4,7.5,10.8,10.4,10.9,7.6,5.6,5.8,13.4,10.6,7.1,1.1,1.0,8.9,8.0,5.3,4.5,.0,13.4,15
,OTAY MESA DVN,2.5,.4,1.3,.3,2.8,1.7,2.6,6.3,3.4,1.5,10.2,4.9,5.9,7.0,4.9,8.7,10.5,5.7,2.7,.4,2.9,1.5,2.7,3.9,.0,10.5,16
,PENDLETON,6.5,4.1,6.4,6.4,6.9,5.6,5.7,6.1,5.7,4.4,7.5,10.0,11.0,9.6,5.7,3.5,3.6,5.2,5.3,2.5,7.5,4.2,2.3,.7,.0,11.0,12
15 SWSP MPH,ALPINE,5.6,3.5,1.9,1.1,2.8,5.2,6.1,4.8,3.8,2.1,8.9,9.9,8.8,4.6,7.4,4.8,2.5,6.3,2.8,1.0,1.8,4.0,3.7,4.2,4.5,9.9,11
,CHULA VISTA,3.4,2.6,3.7,4.4,4.4,2.7,2.5,5.6,5.4,5.3,6.2,3.0,4.7,5.1,11.0,8.4,9.8,7.1,2.4,7.4,7.8,6.3,5.6,3.5,5.3,11.0,14
,DOWNTOWN SES,4.4,4.0,4.1,4.2,4.2,3.1,2.7,5.2,5.0,7.8,7.1,7.2,3.3,4.7,9.8,9.2,6.9,7.5,2.7,6.1,6.1,5.4,5.2,4.4,5.4,9.8,14
,EL CAJON LES,1.5,1.9,1.4,1.2,.8,1.4,1.4,2.7,3.0,4.2,2.1,8.3,5.8,3.8,6.6,7.0,6.9,5.6,1.9,2.0,4.0,4.0,4.2,4.7,3.6,8.3,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.8,5.2,6.9,5.7,4.5,5.3,2.9,5.5,7.9,11.2,10.7,12.6,7.9,6.0,8.6,14.1,10.9,7.2,1.9,3.4,9.1,8.1,5.4,4.8,7.1,14.1,15
,OTAY MESA DVN,3.4,1.2,1.8,.8,3.0,3.2,4.6,6.9,3.7,6.7,11.1,8.7,7.0,7.3,6.8,9.2,10.6,6.0,3.6,2.2,3.1,2.1,3.1,3.9,5.0,11.1,10
,PENDLETON,6.7,4.2,6.6,6.6,7.4,5.8,5.9,6.2,6.0,4.5,7.8,10.3,11.2,9.9,6.1,4.2,3.8,5.4,5.4,2.8,7.9,4.3,2.5,1.8,6.0,11.2,12
16 AMBTEMP °F,ALPINE,45.1,44.9,44.8,45.4,45.8,46.1,46.0,46.0,45.5,46.5,M,M,M,M,M,M,M,M,M,M,M,M,M,M,45.6,46.5,09
,CARMEL MT RCH,45.9,45.0,44.0,44.9,45.5,46.1,47.1,47.1,47.8,48.8,48.9,50.8,55.2,55.4,57.9,54.0,53.2,52.8,51.0,49.8,50.1,50.7,50.4,49.7,49.7,57.9,14
,CHULA VISTA,51.5,50.5,50.1,49.9,51.0,51.0,49.9,50.5,51.4,52.0,53.4,55.0,54.4,56.3,55.5,54.8,55.8,56.5,55.1,55.8,55.4,54.8,54.5,53.6,53.3,56.5,17
,DOWNTOWN SES,51.9,51.7,50.9,51.3,51.5,51.0,49.8,50.9,51.8,52.3,52.5,53.0,55.6,56.3,54.6,54.8,56.1,56.6,55.9,56.4,56.1,55.8,55.7,54.9,53.6,56.6,17
