,CHULA VISTA,.002,.002,C,C,.002,.002,.005,.006,.004,.002,.003,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.006,07
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.003,.003,.002,.001,.003,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.001,.001,.000,.001,.003,06
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.000,M,M,M,M,M,M,.000,.001,.001,.000,.000,.000,.000,.001,.000,.000,.000,.001,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,.000,.000,.000,.000,.004,.002,.001,.000,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.004,06
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.000,.000,M,M,M,M,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.001,12
,PENDLETON,.000,.000,C,C,.002,.002,.002,M,M,M,M,M,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,04
06 CO PPM,CARMEL MT RCH,.2,.1,C,C,C,.3,.2,.2,.2,.3,.3,.4,.4,.4,.4,.4,.4,.4,.4,.4,.4,.3,.3,.4,.3,.4,11
10 INTMP °C,ALPINE,26,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,25,26,26,26,26,26,26,25,26,00
,CARMEL MT RCH,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,25,25,26,08
,CHULA VISTA,26,26,26,27,26,26,26,25,23,25,26,25,25,26,26,25,25,25,25,24,24,23,23,22,25,27,03
,DOWNTOWN SES,27,27,28,27,27,27,28,26,26,25,25,25,25,24,24,24,25,25,25,25,26,26,26,26,26,28,02
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,27,26,27,27,26,26,26,26,27,27,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,22,22,22,21,21,21,20,21,21,22,23,23,23,24,24,24,25,25,25,24,24,24,23,23,23,25,16
,OTAY MESA DVN,26,26,26,27,26,26,26,26,24,23,25,25,24,26,26,26,26,25,26,25,26,26,26,26,26,27,03
,PENDLETON,26,26,26,26,26,25,25,25,26,25,25,24,23,24,25,25,26,26,26,27,27,27,27,27,26,27,19
11 PM2.5 µg/M3,ALPINE,1.6,2.2,.8,.3,3.1,2.6,.4,-1.1,4.8,4.0,1.5,1.4,5.2,4.7,6.0,6.2,8.5,6.4,4.2,5.4,4.1,6.1,5.2,1.6,3.5,8.5,16
,DOWNTOWN SES,4.9,3.0,2.2,4.7,6.9,6.5,4.7,4.2,4.0,4.5,3.5,3.0,3.3,5.5,8.4,4.7,2.8,4.2,2.7,4.0,7.8,11.2,16.3,13.1,5.6,16.3,22
,EL CAJON LES,3.5,5.2,5.1,1.1,-.3,.5,2.9,4.5,4.4,1.7,1.0,2.0,2.6,4.0,2.1,2.7,2.0,5.5,4.6,9.0,10.5,14.7,16.4,2.1,4.4,16.4,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,2.8,2.0,.4,-.3,-1.8,.8,4.4,4.0,2.8,3.2,3.7,M,5.4,3.5,2.0,1.6,4.6,6.3,3.8,1.0,1.1,3.0,3.2,3.3,2.6,6.3,17
,PENDLETON,3.1,2.5,3.6,1.9,2.7,2.4,1.5,2.8,1.7,.8,2.0,5.8,4.2,3.3,3.6,2.2,2.6,2.5,3.6,4.5,13.1,11.0,8.6,6.1,4.0,13.1,20
12 VWDR °,ALPINE,7,245,103,88,78,105,107,118,265,290,299,273,269,269,282,274,286,296,292,300,300,95,85,81,0,300,19
,CHULA VISTA,125,70,83,95,84,92,112,117,118,29,292,279,272,267,261,268,266,274,276,286,96,102,99,91,0,292,10
,DOWNTOWN SES,89,357,66,72,58,78,70,109,115,243,265,283,273,261,257,252,268,274,280,294,22,72,69,57,0,357,01
,EL CAJON LES,101,133,109,101,40,118,92,102,125,335,303,321,265,274,273,272,273,285,291,251,101,96,57,64,0,335,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,215,85,118,99,101,104,102,113,131,240,313,296,287,290,287,278,282,279,272,291,68,81,62,67,0,313,10
,OTAY MESA DVN,52,108,47,112,90,71,144,150,164,11,323,314,284,278,285,280,282,288,308,49,43,74,114,104,0,323,10
,PENDLETON,58,39,61,54,65,43,44,71,179,214,236,246,262,260,251,247,245,251,272,10,61,61,53,45,0,272,18
13 SIGTHETA °,ALPINE,21,51,20,22,33,17,18,16,48,38,33,40,35,32,32,30,25,22,18,17,47,17,17,13,28,51,01
,CHULA VISTA,22,48,24,36,37,17,19,16,24,70,44,29,21,22,22,22,21,19,19,42,43,14,13,15,27,70,09
,DOWNTOWN SES,45,49,35,25,24,22,25,20,31,60,37,35,30,30,28,29,34,25,25,31,23,15,17,14,30,60,09
,EL CAJON LES,18,35,15,26,52,47,15,23,24,60,50,32,36,27,25,27,24,19,16,17,20,45,53,18,30,60,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,38,21,13,20,15,17,12,13,25,51,32,24,21,18,20,17,16,10,6,36,8,7,6,7,19,51,09
,OTAY MESA DVN,59,41,20,27,54,33,15,15,18,51,32,39,17,13,14,15,11,9,21,42,9,15,8,8,24,59,00
,PENDLETON,16,13,16,30,16,13,12,17,45,25,21,17,15,11,12,13,15,15,16,14,9,11,11,11,16,45,08
14 VWSP MPH,ALPINE,2.8,.9,3.1,2.3,1.4,3.4,2.9,3.1,1.2,3.6,3.9,3.1,4.9,4.2,4.7,5.0,4.8,4.3,2.4,1.8,.3,1.7,1.7,1.6,.0,5.0,15
,CHULA VISTA,4.8,2.6,2.9,3.7,2.8,4.5,4.5,6.5,4.3,1.0,3.8,6.0,8.6,8.6,8.4,7.1,6.8,6.4,4.1,1.4,.6,4.3,5.2,5.1,.0,8.6,12
,DOWNTOWN SES,3.2,1.6,3.6,3.4,3.0,3.7,2.9,4.7,3.5,1.2,4.0,6.3,6.6,7.0,6.7,6.3,4.6,4.9,4.2,2.4,1.0,2.3,2.8,4.1,.0,7.0,13
,EL CAJON LES,3.5,2.8,3.8,2.9,1.1,2.1,3.5,3.3,3.8,1.1,3.4,4.2,3.9,7.1,7.0,5.6,6.2,6.3,4.5,1.7,1.9,1.5,.8,3.3,.0,7.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,.9,4.4,4.2,4.3,3.5,3.7,4.0,5.5,4.9,1.5,6.5,8.1,9.5,10.8,9.7,8.5,7.6,6.7,5.2,1.2,3.7,2.5,4.3,4.9,.0,10.8,13
,OTAY MESA DVN,2.0,2.1,3.7,2.2,1.4,3.3,6.4,6.3,6.0,.7,4.4,5.0,9.4,11.9,10.0,9.8,9.7,8.3,3.2,1.2,2.5,1.9,2.2,3.5,.0,11.9,13
,PENDLETON,5.0,6.0,5.4,3.7,4.6,4.8,5.8,4.3,3.0,3.8,5.0,6.2,6.5,9.8,10.9,9.0,7.2,5.3,3.4,2.8,3.0,3.6,4.0,5.5,.0,10.9,14
15 SWSP MPH,ALPINE,3.3,2.6,3.4,2.6,2.2,3.8,3.0,3.4,3.0,4.7,4.7,4.0,6.0,4.9,5.4,5.8,5.2,4.6,2.6,1.9,.5,1.8,1.7,1.6,3.4,6.0,12
,CHULA VISTA,5.2,3.6,3.3,4.5,3.5,5.3,4.8,6.7,4.6,3.0,5.0,6.8,9.2,9.2,9.1,7.7,7.2,6.7,4.3,1.5,.8,4.4,5.3,5.3,5.3,9.2,12
,DOWNTOWN SES,4.3,2.9,3.9,3.8,3.5,4.0,3.4,4.9,4.0,2.6,4.7,7.2,7.6,8.0,7.6,7.2,5.6,5.4,4.6,2.8,2.0,2.4,2.9,4.2,4.6,8.0,13
,EL CAJON LES,3.8,4.9,4.1,3.1,4.6,3.1,3.6,3.7,4.2,3.2,4.7,5.2,5.2,7.8,7.7,6.4,7.0,6.7,4.7,2.2,2.0,1.6,.9,3.4,4.3,7.8,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.0,4.7,4.4,4.7,4.1,4.0,4.1,5.7,5.3,4.5,7.3,9.1,10.2,11.5,10.4,8.8,7.9,6.8,5.3,1.8,3.7,2.6,4.3,5.0,5.8,11.5,13
,OTAY MESA DVN,5.5,3.6,4.2,2.7,2.9,3.9,6.7,6.5,6.3,3.9,5.2,6.0,10.0,12.3,10.4,10.1,9.9,8.4,3.9,1.4,2.5,2.2,2.2,3.6,5.6,12.3,13
,PENDLETON,5.3,6.2,5.6,4.3,5.1,4.9,5.9,4.5,3.5,4.4,5.3,6.4,6.7,10.0,11.1,9.3,7.4,5.5,3.6,3.0,3.1,3.7,4.1,5.6,5.6,11.1,14
16 AMBTEMP °F,ALPINE,39.5,39.3,37.7,38.0,38.6,37.7,38.0,42.1,45.0,47.3,48.2,50.0,52.0,52.6,52.8,53.3,52.4,50.4,47.5,46.0,45.1,43.5,43.2,43.0,45.1,53.3,15
,CARMEL MT RCH,44.6,44.6,44.4,44.2,43.7,43.5,44.7,47.6,50.8,52.6,54.5,56.9,58.2,58.6,58.3,58.1,57.7,55.4,52.8,51.7,50.4,49.4,48.1,46.9,50.7,58.6,13
,CHULA VISTA,48.7,47.2,46.7,47.1,46.3,46.6,47.6,50.7,54.4,57.2,59.0,60.7,60.9,60.6,60.3,59.9,59.0,57.7,56.3,55.4,53.7,52.1,50.9,50.3,53.7,60.9,12
,DOWNTOWN SES,49.7,50.1,47.4,46.6,46.7,46.6,47.1,50.6,54.1,56.4,58.4,59.4,60.2,60.0,60.3,60.0,59.6,58.3,56.9,56.6,55.5,53.5,52.1,51.5,54.1,60.3,14
,EL CAJON LES,46.4,45.4,44.5,44.6,44.0,42.9,44.4,48.8,52.7,56.0,57.6,59.1,61.2,62.0,61.7,61.6,60.4,58.1,55.4,53.3,50.3,48.9,47.6,46.3,52.2,62.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,47.9,46.2,46.0,45.6,45.2,44.2,45.8,49.4,52.7,55.1,57.1,58.3,58.6,59.1,59.2,58.7,58.3,56.5,53.7,52.7,49.4,48.0,47.3,46.7,51.7,59.2,14
,OTAY MESA DVN,45.4,45.9,46.0,46.0,45.9,45.7,46.5,49.6,51.9,54.4,55.8,57.3,58.0,59.0,58.5,58.2,57.0,54.7,52.5,52.2,51.4,50.8,49.7,49.4,51.7,59.0,13
,PENDLETON,48.8,47.8,47.4,47.0,46.4,45.6,45.8,49.6,54.3,56.9,59.0,60.0,60.8,61.1,61.5,60.9,60.6,59.2,57.5,56.2,54.4,52.5,50.5,49.1,53.9,61.5,14
17 RELHUM %,ALPINE,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,EL CAJON LES,87,93,95,94,92,93,89,76,66,57,50,45,38,37,32,33,36,43,51,60,71,74,77,77,65,95,02
,KEARNY MESA,85,91,91,93,94,92,91,82,71,63,51,46,49,40,41,41,44,54,64,68,77,81,83,85,70,94,04
18 PRES mmHg,EL CAJON LES,750,750,749,749,750,750,751,751,752,752,752,752,752,752,752,752,752,752,753,753,754,754,754,754,752,754,20
,KEARNY MESA,751,751,750,750,751,751,751,752,753,753,753,753,753,753,753,753,753,753,754,754,755,755,755,755,753,755,20
19 SOLAR W/M2,EL CAJON LES,0,2,2,1,2,4,123,364,580,709,759,804,887,895,769,557,308,80,-1,-3,-2,-1,-1,-1,285,895,13
,KEARNY MESA,0,0,0,0,0,5,135,343,572,583,826,937,887,867,732,551,327,101,2,0,0,0,0,0,286,937,11
25 NOY,EL CAJON LES,1.84,1.62,1.46,2.00,2.87,C,C,2.07,1.47,2.75,3.92,3.63,3.28,3.32,2.90,3.82,4.15,4.13,4.91,7.97,11.76,11.00,8.81,2.85,4.20,11.76,20
26 NOY-NO,EL CAJON LES,1.81,1.46,1.42,1.88,2.61,C,C,1.65,1.21,2.05,3.26,3.01,2.74,2.84,2.52,3.34,3.67,3.84,4.74,7.72,11.51,10.15,8.60,2.74,3.85,11.51,20
27 NO Trace,EL CAJON LES,.03,.16,.04,.12,.25,C,C,.42,.26,.69,.65,.62,.53,.47,.38,.48,.47,.29,.16,.24,.25,.85,.20,.11,.34,.85,21
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,M,M,M,M,M,M,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,176.3,176.3,C,C,C,161.2,180.3,186.2,M,M,C,C,M,M,154.0,156.3,166.1,151.1,162.6,226.3,307.6,339.4,312.7,174.5,202.0,339.4,21
BCarbon ug/m3,DOWNTOWN SES,.09,.05,.09,.12,.40,.44,.52,.31,.19,.23,.23,.14,.16,.19,.16,.13,.15,.11,.08,.15,.64,1.02,1.12,.90,.32,1.12,22
RAINFALL,EL CAJON LES,.00,.12,.03,.00,.23,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.01,.23,04
