Current Date:,3/17/2020,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
3/16/2020
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.029,.029,C,C,.020,.015,.018,.033,.043,.043,.043,.043,.043,.044,.043,.044,.042,.041,.038,.038,.038,.040,.038,.035,.036,.044,13
,CHULA VISTA,.017,.011,C,C,.011,.012,.006,.008,.026,.038,.043,.043,.044,.043,.042,.042,.040,.039,.036,.035,.036,.037,.034,.040,.031,.044,12
,DOWNTOWN SES,.009,.011,.019,.017,.010,.006,.011,.009,.012,M,.043,.045,.044,.043,.042,.042,.041,.040,.041,.038,.038,.039,.040,.039,.029,.045,11
,EL CAJON LES,.017,.020,C,C,C,.008,.018,.023,.030,.038,.040,.042,.043,.044,.043,.041,.041,.038,.036,.035,.036,.037,.037,.033,.033,.044,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.016,.015,C,C,.011,.006,.009,.017,.026,.034,.040,.043,.044,.044,.043,.042,.042,.040,.039,.035,.033,.033,.037,.041,.031,.044,12
,OTAY MESA DVN,.019,.017,C,C,.010,.017,.022,.019,.035,.033,.037,.040,.042,.042,.042,.041,.040,.038,.034,.033,.038,.037,.036,.035,.032,.042,12
,PENDLETON,,,,,,,,,M,.039,.043,.046,.043,.040,.040,.040,.041,.041,.040,.041,.040,.040,.044,.046,.041,.046,11
02 NOX PPM,ALPINE,.002,.002,C,C,.006,.009,.018,.010,.002,.001,.001,.002,.004,.003,.002,.002,.002,.002,.003,.002,.001,.001,.001,.001,.004,.018,06
,CARMEL MT RCH,.004,.008,C,C,.009,.016,.040,.020,.021,.031,.025,.027,.019,.026,.025,.022,.020,.005,.001,.002,.002,.003,.003,.006,.015,.040,06
,CHULA VISTA,.012,.017,C,C,.013,.019,.027,.035,.017,.006,.002,.003,.003,.003,.002,.002,.002,.002,.005,.005,.005,.003,.003,.001,.009,.035,07
,DOWNTOWN SES,.018,.014,.009,.009,.016,.022,.018,.028,.035,M,.003,.001,.002,.002,.002,.003,.001,.001,.001,.003,.003,.002,.001,.004,.009,.035,08
,EL CAJON LES,.005,.004,C,C,C,.009,.007,.004,.003,.004,.005,.004,.004,.003,.003,.003,.002,.002,.002,.003,.002,.001,.001,.002,.003,.009,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.009,C,C,.012,.022,.021,.014,.012,.009,.006,.003,.002,.002,.002,.002,.001,.001,.001,.004,.006,.004,.002,.000,.007,.022,05
,OTAY MESA DVN,.012,.010,C,C,.022,.011,.012,.016,.007,.012,.008,.006,.003,.003,.002,.003,.002,.004,.006,.010,.002,.002,.002,.002,.007,.022,04
,PENDLETON,,,,,,,,,M,.004,.001,.001,.001,.001,.002,.001,.000,.000,.000,.000,.001,.002,.000,.000,.001,.004,09
03 NO2 PPM,ALPINE,.002,.002,C,C,.005,.009,.012,.005,.001,.001,.001,.002,.003,.003,.002,.002,.002,.002,.002,.002,.001,.001,.001,.001,.003,.012,06
,CARMEL MT RCH,.004,.007,C,C,.007,.010,.018,.010,.011,.017,.014,.016,.011,.015,.014,.012,.012,.003,.001,.002,.002,.003,.003,.005,.009,.018,06
,CHULA VISTA,.011,.017,C,C,.013,.014,.021,.023,.013,.005,.002,.002,.002,.002,.001,.001,.001,.001,.004,.005,.004,.003,.003,.001,.007,.023,07
,DOWNTOWN SES,.017,.014,.009,.009,.015,.019,.016,.020,.024,M,.002,.001,.001,.001,.001,.002,.001,.001,.001,.003,.003,.002,.001,.004,.007,.024,08
,EL CAJON LES,.005,.004,C,C,C,.008,.006,.003,.002,.003,.004,.003,.003,.002,.002,.002,.001,.002,.002,.003,.002,.001,.001,.002,.003,.008,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.009,.009,C,C,.011,.018,.017,.011,.010,.007,.005,.002,.001,.001,.002,.002,.001,.001,.001,.004,.006,.004,.002,.000,.006,.018,05
,OTAY MESA DVN,.012,.010,C,C,.017,.011,.010,.013,.006,.010,.007,.005,.003,.003,.002,.002,.002,.003,.005,.007,.002,.002,.003,.002,.006,.017,04
,PENDLETON,,,,,,,,,M,.003,.001,.001,.001,.001,.002,.001,.001,.000,.000,.000,.001,.003,.000,.000,.001,.003,09
04 NO PPM,ALPINE,.000,.000,C,C,.001,.000,.006,.005,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,06
,CARMEL MT RCH,.000,.001,C,C,.002,.006,.022,.010,.010,.014,.012,.012,.008,.012,.011,.010,.008,.001,.000,.000,.000,.000,.000,.001,.006,.022,06
,CHULA VISTA,.000,.000,C,C,.001,.004,.005,.012,.004,.001,.001,.001,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.002,.012,07
,DOWNTOWN SES,.001,.001,.000,.000,.001,.003,.002,.008,.011,M,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.011,08
,EL CAJON LES,.000,.000,C,C,C,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.004,.003,.003,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,05
,OTAY MESA DVN,.000,.000,C,C,.004,.000,.002,.003,.001,.002,.001,.001,.000,.001,.000,.000,.000,.001,.000,.002,.000,.000,.000,.000,.001,.004,04
,PENDLETON,,,,,,,,,M,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
06 CO PPM,CARMEL MT RCH,.2,.3,C,C,C,.4,.6,.3,.3,.4,.3,.4,.3,.4,.5,.5,.6,.2,.1,.1,.2,.2,.2,.2,.3,.6,06
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,26,26,26,25,24,25,24,25,25,26,26,26,26,26,26,26,26,27,00
,CARMEL MT RCH,26,26,26,26,26,26,26,25,26,26,25,25,25,25,25,25,26,26,25,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,24,24,24,24,24,25,25,25,26,25,25,25,26,25,27,27,27,27,27,25,24,25,27,17
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,25,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,EL CAJON LES,27,26,27,26,26,26,26,27,26,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,25,26,26,26,26,26,26,26,25,25,26,16
,OTAY MESA DVN,26,27,26,26,27,26,27,26,27,27,26,26,26,26,26,26,26,26,26,27,26,27,27,27,26,27,01
,PENDLETON,,,,,,,,,P,26,26,26,25,25,26,26,26,27,27,27,26,26,26,26,26,27,17
11 PM2.5 µg/M3,ALPINE,5.9,3.7,4.2,3.4,3.3,2.2,2.2,5.0,3.0,1.4,3.7,1.5,-.7,3.9,2.9,4.9,4.9,5.3,5.3,5.3,5.3,5.1,2.3,1.3,3.5,5.9,00
,DOWNTOWN SES,12.2,9.8,8.7,6.4,8.7,7.2,5.8,17.9,18.7,9.6,6.5,4.7,4.2,3.5,4.5,7.0,4.9,3.6,4.3,9.3,7.0,6.1,4.9,4.3,7.4,18.7,08
