Current Date:,4/15/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
4/14/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.061,C,C,.057,.059,.061,.058,.046,.054,.058,.058,.063,.068,.066,.065,.066,.065,.064,.063,.061,.061,.056,.059,.057,.060,.068,12
,CHULA VISTA,.013,C,C,.013,.019,.020,.018,.029,.043,.044,.050,.056,.057,.055,.055,.055,.053,.050,.046,.042,.032,.032,.029,.019,.037,.057,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.034,C,C,C,.018,.012,.014,.022,.034,.048,.059,.064,.064,.065,.066,.064,.066,.063,.058,.052,.044,.032,.034,.024,.044,.066,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.029,C,C,.028,.027,.021,.024,.035,.042,.048,.054,.057,.056,.059,.057,.058,.056,.047,.038,.037,.022,.017,.021,.018,.038,.059,13
,OTAY MESA DVN,.031,C,C,.032,.024,.029,.027,.031,.042,.051,.051,.056,.055,.055,.051,.049,.048,.047,.041,.039,.035,.032,.029,.029,.040,.056,11
,PENDLETON,.019,C,C,.020,.019,.017,.017,.027,.032,.038,.042,.046,.051,.054,.049,.049,.051,.046,.044,.044,.048,.037,.023,.026,.036,.054,13
02 NOX PPM,ALPINE,.002,C,C,.001,.001,.003,.002,.006,.003,.002,.003,.003,.004,.002,.002,.002,.002,.002,.002,.003,.002,.003,.001,.001,.002,.006,07
,CARMEL MT RCH,.021,C,C,C,.023,.032,.015,.008,.013,.017,.017,.015,.013,.010,.010,.011,.008,.012,.015,.017,.017,.017,.018,.023,.016,.032,05
,CHULA VISTA,.014,C,C,.013,.010,.011,.017,.014,.008,.013,.012,.006,.005,.004,.004,.004,.004,.005,.005,.007,.011,.008,.008,.014,.009,.017,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,C,C,C,.007,.011,.015,.014,.011,.008,.006,.005,.002,.001,.001,.002,.002,.002,.004,.007,.009,.011,.008,.010,.007,.015,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,C,C,.006,.006,.011,.011,.005,.006,.010,.006,.003,.002,.002,.002,.001,.002,.003,.004,.006,.015,.017,.011,.012,.007,.017,21
,OTAY MESA DVN,.009,C,C,.007,.012,.007,.011,.010,.007,.006,.012,.006,.003,.003,.002,.003,.003,.004,.005,.004,.005,.007,.009,.009,.007,.012,04
,PENDLETON,.005,C,C,.005,.006,.005,.008,.005,.005,.002,.002,.002,.002,.002,.001,.001,.001,.001,.004,.001,.001,.007,.010,.007,.004,.010,22
03 NO2 PPM,ALPINE,.001,C,C,.001,.001,.002,.002,.005,.002,.001,.002,.003,.003,.002,.002,.001,.001,.002,.002,.003,.002,.003,.001,.001,.002,.005,07
,CARMEL MT RCH,.017,C,C,C,.020,.021,.012,.006,.010,.012,.012,.010,.009,.007,.006,.007,.005,.008,.012,.013,.014,.014,.017,.022,.012,.022,23
,CHULA VISTA,.013,C,C,.013,.009,.010,.013,.009,.006,.010,.010,.004,.004,.003,.003,.003,.003,.004,.005,.006,.010,.008,.008,.013,.008,.013,00
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,C,C,C,.007,.010,.011,.010,.008,.006,.004,.005,.002,.001,.001,.001,.001,.002,.004,.006,.009,.011,.008,.010,.006,.011,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,C,C,.006,.006,.010,.009,.004,.005,.008,.005,.002,.002,.002,.002,.001,.001,.003,.004,.006,.015,.016,.011,.012,.006,.016,21
,OTAY MESA DVN,.009,C,C,.007,.011,.007,.009,.008,.006,.005,.010,.005,.002,.003,.002,.003,.003,.003,.005,.004,.005,.007,.009,.009,.006,.011,04
,PENDLETON,.005,C,C,.005,.005,.005,.006,.004,.004,.002,.002,.002,.002,.002,.001,.001,.001,.001,.004,.001,.001,.007,.010,.007,.004,.010,22
04 NO PPM,ALPINE,.000,C,C,.000,.000,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,05
,CARMEL MT RCH,.004,C,C,C,.003,.011,.003,.001,.003,.005,.005,.005,.004,.003,.004,.004,.003,.003,.003,.004,.003,.002,.001,.001,.004,.011,05
,CHULA VISTA,.001,C,C,.001,.001,.001,.004,.004,.002,.003,.003,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.004,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,C,C,C,.000,.001,.004,.004,.003,.002,.001,.001,.000,.000,.000,.001,.000,.000,.000,.001,.000,.000,.000,.000,.001,.004,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.001,.002,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.002,06
,OTAY MESA DVN,.000,C,C,.000,.001,.000,.002,.002,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,06
,PENDLETON,.000,C,C,.000,.000,.000,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,06
06 CO PPM,CARMEL MT RCH,.6,C,C,C,.6,.7,.4,.2,.4,.5,.6,.5,.5,.4,.5,.5,.4,.5,.6,.5,.5,.5,.5,.6,.5,.7,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,27,27,26,27,27,26,26,24,24,23,23,23,23,23,24,23,24,24,24,24,25,26,26,26,25,27,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,25,25,24,24,24,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,08
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,27,27,26,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,26,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,26,05
,OTAY MESA DVN,27,27,27,27,28,27,27,28,27,27,27,26,26,26,25,26,25,25,25,26,26,26,27,27,26,28,04
,PENDLETON,25,25,25,25,25,25,25,25,24,24,24,23,23,24,24,24,24,24,24,24,24,25,25,25,24,25,00
