,KEARNY MESA,55.0,54.5,53.0,53.1,51.9,51.9,53.7,58.0,62.2,67.6,70.2,69.3,70.3,74.0,74.6,72.8,73.8,72.3,64.2,63.1,62.2,61.6,62.2,60.1,63.0,74.6,14
,OTAY MESA DVN,56.2,55.3,55.0,54.3,54.0,54.7,55.3,58.2,62.2,68.6,73.3,70.7,72.6,75.2,76.8,73.1,72.6,71.0,67.3,62.7,62.1,62.5,63.7,63.1,64.2,76.8,14
,PENDLETON,55.7,55.4,55.0,53.8,53.9,53.5,54.0,57.7,62.5,63.3,63.7,64.4,64.9,66.1,66.9,66.8,66.6,64.3,63.3,63.2,62.9,61.9,61.3,60.8,60.9,66.9,14
17 RELHUM %,ALPINE,95,93,90,86,84,82,70,74,58,43,-2,-11,-11,-11,-11,-11,-11,-11,41,51,50,41,47,46,41,95,00
,EL CAJON LES,88,89,90,90,91,92,89,84,73,58,47,45,43,35,31,29,32,31,48,63,71,76,76,75,64,92,05
,KEARNY MESA,93,93,95,96,95,96,94,92,82,67,64,68,66,53,54,60,58,62,80,81,81,80,79,84,78,96,03
18 PRES mmHg,KEARNY MESA,751,751,750,750,750,750,751,751,751,751,751,750,750,749,749,749,748,748,748,749,750,749,749,749,750,751,00
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,12,71,228,556,740,857,923,905,826,700,535,346,102,3,0,0,0,0,0,284,923,11
28 SO2 Tr PPB,EL CAJON LES,.0,C,C,C,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.1,.0,.0,.0,.0,.1,07
29 CO Tr PPB,EL CAJON LES,240.9,C,C,C,242.8,245.4,296.4,384.4,247.8,232.8,243.3,233.1,241.4,220.8,214.0,215.8,234.8,234.3,344.6,419.6,361.7,374.6,345.9,317.1,280.5,419.6,19
