Current Date:,4/23/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
4/22/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.047,.047,C,C,.034,.036,.039,.041,.040,.043,M,M,M,.065,.065,.064,.061,.057,.054,.053,.049,.047,.043,.039,.048,.065,13
,CHULA VISTA,.041,.035,C,C,.026,.013,.033,M,M,M,M,.053,.055,.056,.054,.053,.052,.050,.047,.043,.038,.041,.039,.031,.042,.056,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.031,.033,C,C,C,.017,.028,.038,.042,.048,.053,.056,.060,.062,.060,.057,.057,.058,.052,.043,.034,.034,.030,.026,.043,.062,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.031,.029,C,C,.015,.010,.034,.047,.048,.047,.051,.056,.057,.055,.053,.057,.057,.054,.047,.041,.034,.034,.027,.022,.041,.057,12
,OTAY MESA DVN,.040,.035,C,C,.038,.036,.042,.043,.043,.045,.049,.052,.052,.053,.052,.052,.051,.048,.042,.039,.034,.033,.034,.033,.043,.053,13
,PENDLETON,.028,.027,C,C,.019,.018,.022,.034,.038,.039,.049,.051,.047,.045,.046,.045,.042,.041,.041,.037,.027,.024,.022,.023,.034,.051,11
02 NOX PPM,ALPINE,.002,.002,C,C,.003,.003,.003,.002,.003,.004,M,M,M,.004,.004,.004,.003,.004,.004,.003,.003,.004,.003,.004,.003,.004,09
,CARMEL MT RCH,.013,.020,C,C,C,.046,.027,.019,.013,.037,.024,.022,.023,.021,.020,.018,.017,.017,.017,.021,.017,.016,.016,.024,.021,.046,05
,CHULA VISTA,.005,.005,C,C,.015,.036,.018,M,M,M,M,.004,.004,.003,.003,.003,.004,.003,.003,.004,.008,.004,.003,.005,.007,.036,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.001,C,C,C,.014,.010,.008,.006,.005,.004,.006,.005,.005,.003,.004,.004,.003,.005,.007,.010,.009,.009,.009,.006,.014,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.018,.032,.011,.004,.004,.009,.007,.004,.003,.003,.003,.003,.003,.004,.003,.004,.005,.005,.007,.010,.007,.032,05
,OTAY MESA DVN,.002,.002,C,C,.007,.010,.006,.003,.003,.003,.004,.004,.004,.004,.004,.003,.003,.004,.003,.003,.005,.007,.004,.003,.004,.010,05
,PENDLETON,.003,.003,C,C,.008,.014,.011,.022,.018,.024,.005,.001,.008,.008,.003,.001,.000,.000,.000,.003,.012,.015,.016,.010,.008,.024,09
03 NO2 PPM,ALPINE,.001,.001,C,C,.002,.003,.002,.002,.002,.003,M,M,M,.003,.004,.003,.003,.003,.003,.002,.003,.003,.003,.004,.003,.004,14
,CARMEL MT RCH,.012,.018,C,C,C,.025,.017,.011,.009,.020,.014,.012,.014,.012,.011,.011,.012,.011,.012,.015,.012,.010,.012,.020,.014,.025,05
,CHULA VISTA,.004,.005,C,C,.014,.028,.015,M,M,M,M,.003,.003,.002,.002,.002,.003,.002,.002,.004,.008,.003,.002,.004,.006,.028,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,.002,C,C,C,.013,.009,.007,.005,.004,.004,.005,.004,.004,.003,.003,.003,.003,.005,.007,.009,.009,.009,.009,.006,.013,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.018,.026,.009,.003,.004,.007,.006,.003,.003,.002,.002,.003,.003,.004,.003,.004,.005,.005,.007,.009,.006,.026,05
,OTAY MESA DVN,.002,.002,C,C,.007,.010,.005,.003,.002,.002,.004,.003,.004,.003,.003,.003,.003,.004,.003,.003,.005,.007,.004,.002,.004,.010,05
,PENDLETON,.003,.003,C,C,.007,.011,.007,.010,.010,.013,.003,.001,.004,.004,.002,.001,.000,.000,.000,.003,.010,.015,.014,.009,.006,.015,21
