Current Date:,4/7/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
4/6/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.026,.030,C,C,.029,.028,.022,.032,.035,.037,.039,.043,.045,.047,.047,.045,.042,.039,.036,.033,.031,.028,.030,.026,.035,.047,13
,CHULA VISTA,.021,.022,C,C,.020,.018,.017,.023,.030,.033,.039,.039,.039,.042,.040,.039,.040,.039,.040,.039,.034,.025,.019,.020,.030,.042,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.019,.020,C,C,C,.019,.018,.029,.035,.038,.041,.044,.046,.046,.045,.043,.041,.040,.038,.036,.032,.024,.016,.015,.032,.046,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.012,C,C,.021,.014,.017,.028,.033,.034,.038,.040,.040,.040,.040,.039,.039,.040,.032,.032,.034,.022,.012,.018,.028,.040,11
,OTAY MESA DVN,.023,.024,C,C,.020,.026,.026,.028,.031,.034,.034,.038,.040,.040,.039,.038,.036,.036,.032,.033,.029,.030,.026,.023,.031,.040,12
,PENDLETON,.020,.020,C,C,.015,.015,.011,.018,.028,.032,.035,.036,.037,.037,.037,.037,.040,.041,.040,.040,.033,.030,.026,.021,.029,.041,17
02 NOX PPM,ALPINE,.004,.002,C,C,.002,.002,.005,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.004,.005,.003,.003,.003,.005,06
,CARMEL MT RCH,.014,.007,C,C,C,.009,.007,.020,.019,.015,.017,.015,.014,.013,.014,.011,.012,.012,.013,.013,.011,.013,.010,.009,.013,.020,07
,CHULA VISTA,.007,.006,C,C,.007,.008,.011,.007,.008,.007,.003,.002,.003,.003,.002,.002,.003,.005,.005,.004,.006,.011,.012,.012,.006,.012,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.005,.003,C,C,C,.002,.004,.001,.001,.001,.000,.000,.000,.000,.000,.001,.001,.000,.002,.003,.006,.010,.012,.006,.003,.012,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.007,C,C,.004,.005,.008,.005,.002,.003,.002,.002,.003,.002,.002,.001,.001,.002,.005,.005,.005,.009,.010,.007,.004,.010,22
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.004,.003,C,C,.005,.005,.008,.004,.003,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.005,.004,.005,.002,.002,.008,06
03 NO2 PPM,ALPINE,.004,.001,C,C,.001,.002,.004,.002,.001,.001,.002,.002,.002,.002,.002,.002,.001,.002,.002,.003,.003,.004,.003,.003,.002,.004,00
,CARMEL MT RCH,.010,.006,C,C,C,.005,.004,.010,.009,.007,.008,.008,.007,.007,.007,.005,.006,.007,.008,.008,.008,.010,.008,.008,.007,.010,00
,CHULA VISTA,.006,.005,C,C,.006,.007,.008,.005,.005,.004,.002,.001,.001,.001,.001,.001,.001,.004,.004,.003,.005,.010,.011,.010,.005,.011,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.006,.004,C,C,C,.002,.003,.001,.001,.001,.001,.000,.001,.000,.001,.001,.001,.000,.002,.003,.007,.010,.012,.007,.003,.012,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.007,C,C,.004,.005,.006,.004,.002,.002,.002,.002,.002,.002,.001,.001,.001,.001,.005,.005,.005,.009,.009,.007,.004,.009,21
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.004,.002,C,C,.004,.005,.005,.002,.002,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.005,.004,.005,.002,.002,.005,05
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.001,05
,CARMEL MT RCH,.004,.001,C,C,C,.003,.003,.010,.010,.008,.009,.007,.007,.006,.007,.006,.006,.005,.005,.005,.003,.003,.002,.002,.005,.010,07
,CHULA VISTA,.001,.001,C,C,.001,.001,.003,.002,.003,.003,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.002,.001,.003,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,-.001,-.001,C,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,-.001,.000,-.001,.000,.000,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.001,.000,.001,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,06
,OTAY MESA DVN,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,.000,.000,C,C,.001,.000,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,06
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.2,.3,.4,.4,.4,.4,.4,.4,.4,.4,.4,.5,.5,.5,.4,.5,.5,.4,.4,.5,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,25,26,26,26,26,26,25,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,25,26,26,25,25,26,26,25,26,26,26,26,25,26,26,25,26,26,25,25,25,25,26,26,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,26,26,26,26,27,27,26,26,26,26,26,26,26,26,26,26,25,26,26,26,26,26,26,26,26,27,04
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
