10 INTMP °C,ALPINE,25,25,26,25,26,26,25,24,23,23,23,23,23,23,23,23,24,24,24,24,25,26,26,26,24,26,02
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,26,25,25,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,24,25,25,26,26,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,27,27,27,27,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,27,27,27,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,M,26,26,26,26,26,26,26,26,27,27,27,27,27,27,00
,PENDLETON,24,24,25,25,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,25,02
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,3.0,3.8,3.2,2.5,3.4,4.0,2.8,.8,.8,.7,2.5,8.9,14.5,17.3,17.4,11.1,14.8,13.0,9.3,10.9,8.7,16.0,17.4,7.8,8.1,17.4,14
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,8.2,6.9,8.5,12.0,10.6,10.6,12.9,11.5,10.0,8.7,15.0,M,M,M,M,M,M,M,M,M,M,M,M,M,10.4,15.0,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,8.3,13.5,12.4,13.2,12.6,11.5,23.0,39.1,24.3,19.9,15.9,M,12.8,16.6,13.4,14.5,12.3,10.4,7.0,14.4,8.8,11.3,9.6,8.5,14.4,39.1,07
,PENDLETON,7.8,5.9,4.5,6.2,7.5,9.1,7.2,7.0,6.3,7.3,6.5,8.9,9.9,8.1,7.1,5.7,8.1,5.0,2.1,8.1,6.7,5.9,3.5,4.1,6.6,9.9,12
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,18,94,84,314,99,12,37,158,312,250,277,252,261,254,257,275,264,257,166,45,11,356,16,295,182,356,21
,CHULA VISTA,275,325,351,41,81,67,20,326,341,265,267,266,265,269,265,273,267,273,277,277,318,228,249,274,244,351,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,346,119,323,318,51,8,35,335,320,275,253,273,254,257,253,274,275,268,203,249,281,294,215,220,237,346,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,305,283,342,323,62,56,34,318,224,260,286,290,284,277,292,287,296,288,274,275,347,314,270,276,261,347,20
,OTAY MESA DVN,324,10,8,23,119,78,94,252,327,297,298,M,289,287,286,297,291,285,281,313,342,339,264,289,234,342,20
,PENDLETON,272,271,285,74,26,7,60,70,268,281,296,283,260,258,275,248,235,229,233,199,116,163,245,245,204,296,10
13 SIGTHETA °,ALPINE,30,37,18,42,16,58,29,42,41,34,31,35,29,29,26,33,28,28,38,33,50,57,45,43,36,58,05
,CHULA VISTA,22,30,32,46,23,42,23,46,72,21,21,21,20,21,23,22,21,18,22,18,46,37,22,20,29,72,08
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,36,47,24,30,54,54,36,40,55,48,22,23,26,19,24,24,35,19,30,18,21,40,20,26,32,55,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,15,18,22,17,36,23,41,52,27,18,19,17,15,19,22,21,20,32,8,13,34,8,9,22,52,08
,OTAY MESA DVN,20,23,19,33,29,28,28,37,24,18,13,M,15,15,16,19,15,12,24,16,20,43,21,19,22,43,21
,PENDLETON,20,25,33,39,30,29,26,33,21,18,19,18,13,13,18,17,23,50,34,37,29,24,16,21,25,50,17
14 VWSP MPH,ALPINE,1.1,.2,1.2,.0,1.6,.9,.6,.4,1.7,3.3,4.6,3.9,5.4,6.7,6.3,4.4,4.2,3.1,.3,1.1,1.3,.3,.7,1.2,2.3,6.7,13
,CHULA VISTA,2.6,1.6,1.9,1.0,2.1,1.3,2.2,1.5,.8,6.8,6.5,6.9,9.1,8.7,7.2,6.3,5.9,6.9,3.9,4.0,1.1,1.2,2.3,3.4,4.0,9.1,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.8,.9,1.7,1.0,.6,.7,.9,1.3,.5,1.8,6.2,6.5,6.4,9.6,6.8,6.5,4.1,5.7,2.9,4.5,2.3,.6,2.2,2.8,3.2,9.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.4,3.3,3.6,2.4,2.9,1.0,2.3,1.3,1.8,6.0,8.6,8.4,9.8,11.5,8.1,7.9,6.1,6.0,5.0,5.4,1.7,1.2,4.2,5.2,4.9,11.5,13
,OTAY MESA DVN,3.5,2.2,2.3,1.6,1.5,1.9,.7,1.2,3.2,6.6,9.4,M,45.9,46.0,45.8,44.7,45.5,46.4,42.3,40.9,43.5,13.0,42.5,41.0,23.1,46.4,17
,PENDLETON,2.5,2.5,1.2,1.5,2.6,2.4,2.9,2.6,4.1,4.8,5.9,5.5,7.5,7.4,4.3,5.8,3.1,1.8,2.7,1.6,1.9,1.6,3.2,3.5,3.5,7.5,12
15 SWSP MPH,ALPINE,1.7,1.2,1.3,.5,1.7,1.1,1.1,1.3,2.2,3.8,5.4,4.7,6.1,7.5,7.0,5.2,4.7,3.5,2.1,2.0,2.3,1.7,2.3,2.1,3.0,7.5,13
,CHULA VISTA,2.8,1.9,2.3,1.6,2.7,1.6,2.4,1.9,1.5,7.3,6.9,7.4,9.6,9.2,7.7,6.8,6.3,7.2,4.3,4.2,1.7,1.6,2.7,3.6,4.4,9.6,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.6,1.3,2.7,1.4,.8,1.0,1.4,1.6,1.7,3.0,6.7,7.1,7.0,10.1,7.4,7.0,5.1,6.0,4.0,4.7,2.6,1.3,2.5,3.1,3.8,10.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.8,3.8,4.1,2.9,3.3,1.3,2.6,2.4,2.7,6.5,9.0,8.9,10.3,12.1,8.6,8.6,6.7,6.3,5.3,5.5,1.9,1.6,4.3,5.3,5.4,12.1,13
,OTAY MESA DVN,3.7,2.4,2.4,1.9,2.4,2.6,2.0,2.2,3.4,7.2,9.6,M,47.7,47.7,47.6,47.6,47.6,47.6,47.6,47.6,47.7,47.7,47.7,47.7,26.6,47.7,12
,PENDLETON,2.7,2.9,1.8,2.2,2.9,2.6,3.1,3.0,4.3,5.0,6.3,5.8,7.7,7.6,4.6,6.1,3.5,2.6,2.8,2.3,2.2,2.2,3.4,3.6,3.8,7.7,12
16 AMBTEMP °F,ALPINE,64.3,61.7,60.9,61.6,61.2,62.4,66.1,73.3,77.9,80.1,81.9,82.4,82.8,81.1,75.5,71.9,69.6,65.6,60.6,59.1,56.0,56.4,55.3,51.9,67.5,82.8,12
,CARMEL MT RCH,57.0,55.6,55.8,56.4,56.0,55.3,56.6,62.0,68.8,73.7,71.1,71.9,72.7,68.6,66.1,67.6,65.1,62.5,59.2,56.3,55.2,54.5,54.3,55.3,61.6,73.7,09
,CHULA VISTA,59.6,60.0,59.6,59.7,58.9,58.5,58.8,62.0,66.9,67.3,65.3,67.2,66.4,65.3,64.2,63.6,63.4,60.7,59.2,58.3,58.2,58.1,58.3,58.1,61.6,67.3,09
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,58.3,57.1,57.1,56.2,55.4,55.0,60.8,69.2,75.3,80.9,80.4,80.5,82.1,77.7,74.1,74.5,74.5,70.1,63.9,60.1,57.1,55.8,55.5,56.8,66.2,82.1,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,57.8,58.9,58.6,58.5,58.2,56.9,57.4,63.3,69.7,73.6,68.5,69.1,68.5,64.7,64.2,63.5,63.0,60.3,57.6,56.2,55.7,55.6,56.1,56.9,61.4,73.6,09
,OTAY MESA DVN,57.6,57.2,56.7,56.4,54.9,54.3,58.2,64.7,68.9,74.7,69.1,M,70.4,67.0,65.7,65.4,64.7,61.5,57.5,57.2,57.1,56.1,55.6,56.4,61.2,74.7,09
,PENDLETON,59.8,59.3,59.3,59.2,58.5,58.3,57.6,58.9,59.6,59.1,60.3,61.4,61.8,61.1,60.5,60.0,59.5,58.9,58.7,58.5,58.3,58.4,58.3,58.6,59.3,61.8,12
17 RELHUM %,ALPINE,39,44,47,42,42,41,40,31,26,24,28,29,34,38,48,52,52,61,73,77,83,78,80,92,50,92,23
,EL CAJON LES,80,81,86,88,88,89,78,56,44,36,40,42,39,47,51,49,48,52,64,74,80,83,85,86,65,89,05
,KEARNY MESA,94,95,95,94,94,97,97,81,61,54,70,67,66,73,73,73,74,81,87,91,90,91,91,91,83,97,05
18 PRES mmHg,KEARNY MESA,748,747,747,747,746,746,746,746,746,746,746,745,745,745,745,745,745,745,745,745,745,745,746,746,746,748,00
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,17,192,447,649,764,853,996,963,844,772,598,379,129,9,0,0,0,0,0,317,996,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.1,.1,.2,.2,.2,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.2,10
29 CO Tr PPB,EL CAJON LES,267.7,300.9,C,C,C,391.5,440.9,450.8,419.2,434.7,463.7,383.3,327.2,281.9,247.5,255.0,243.6,229.4,255.7,280.2,255.3,268.5,267.2,225.0,318.5,463.7,10
