Current Date:,9/8/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/7/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.042,C,C,.036,.020,.029,.028,.035,.041,.051,.061,.067,.076,.081,.076,.068,.055,.047,.042,.036,.027,.023,.019,.045,.081,14
,CHULA VISTA,.034,.034,C,C,.025,.021,.023,.024,.027,M,M,M,M,.049,.045,.046,.042,.040,.042,.040,.039,.039,.036,.035,.035,.049,13
,DOWNTOWN SES,.037,.037,C,C,.032,.029,.028,M,.030,.035,.039,.044,.042,.045,.049,.044,.034,.038,.040,.042,.040,.038,.038,.036,.037,.049,14
,EL CAJON LES,.021,.021,C,C,C,.021,.020,.020,.022,.031,.047,.054,.057,.059,.057,.054,.046,.042,.032,.030,.031,.028,.027,.026,.035,.059,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.024,.014,C,C,.012,.023,.023,.026,.028,.031,M,M,M,M,M,M,.041,.040,.040,.040,.035,.034,.034,.028,.029,.041,16
,OTAY MESA DVN,.025,.025,C,C,.017,.015,.017,.016,.022,.029,.041,.051,.056,.055,.049,.046,.042,.040,.036,.038,.033,.032,.031,.030,.033,.056,12
,PENDLETON,.017,.011,C,C,.012,.016,.033,.036,M,,.038,.039,.039,.039,.040,.040,.042,.041,.043,.040,.040,.038,.037,.033,.033,.043,18
02 NOX PPM,ALPINE,.004,.003,C,C,.007,.017,.008,.012,.006,.007,.006,.005,.004,.005,.005,.005,.005,.006,.006,.005,.007,.012,.013,.016,.007,.017,05
,CARMEL MT RCH,.010,.011,C,C,.025,.014,.011,.031,.032,.025,.021,.022,.024,.032,.031,.020,.017,.015,.014,.012,.017,.012,.009,.010,.019,.032,08
,CHULA VISTA,.002,.002,C,C,.005,.007,.008,.009,.007,M,M,M,M,.003,.004,.002,.002,.002,.003,.003,.003,.002,.003,.003,.004,.009,07
,DOWNTOWN SES,.004,.002,C,C,.005,.006,.008,M,.009,.007,.009,.006,.006,.007,.007,.008,.017,.006,.007,.004,.004,.005,.005,.004,.006,.017,16
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.010,C,C,.014,.008,.009,.008,.010,.012,M,M,M,M,M,M,.005,.004,.003,.003,.004,.005,.004,.005,.007,.014,04
,OTAY MESA DVN,.003,.003,C,C,.004,.006,.005,.006,.006,.007,.007,.005,.004,.004,.004,.003,.003,.002,.002,.002,.002,.003,.003,.003,.004,.007,09
,PENDLETON,.009,.013,C,C,.008,.009,.002,.001,M,,.025,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.000,.001,.004,.025,10
03 NO2 PPM,ALPINE,.003,.003,C,C,.007,.016,.007,.008,.005,.005,.005,.004,.004,.005,.004,.005,.005,.005,.005,.005,.007,.012,.013,.016,.007,.016,05
,CARMEL MT RCH,.007,.008,C,C,.012,.009,.007,.015,.014,.011,.011,.012,.013,.017,.017,.011,.010,.009,.008,.008,.011,.008,.007,.007,.011,.017,13
,CHULA VISTA,.002,.002,C,C,.005,.007,.007,.008,.006,M,M,M,M,.003,.003,.002,.002,.002,.003,.003,.003,.002,.003,.003,.004,.008,07
,DOWNTOWN SES,.004,.002,C,C,.004,.005,.007,M,.007,.005,.007,.004,.005,.005,.006,.007,.013,.005,.007,.004,.004,.005,.005,.004,.005,.013,16
,EL CAJON LES,.007,.007,C,C,C,.007,.008,.010,.012,.010,.008,.008,.009,.006,.007,.010,.010,.010,.011,.008,.008,.008,.009,.009,.009,.012,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.005,.009,C,C,.013,.007,.008,.007,.008,.009,M,M,M,M,M,M,.004,.004,.003,.003,.004,.005,.004,.005,.006,.013,04
,OTAY MESA DVN,.003,.003,C,C,.003,.005,.005,.005,.005,.005,.005,.005,.004,.003,.003,.003,.003,.002,.001,.002,.002,.003,.003,.003,.003,.005,05
,PENDLETON,.010,.013,C,C,.008,.009,.002,.001,M,,.002,.001,.001,.001,.001,.001,.000,.001,.001,.000,.001,.001,.001,.001,.003,.013,01
04 NO PPM,ALPINE,.000,.000,C,C,.001,.001,.001,.004,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,CARMEL MT RCH,.003,.003,C,C,.013,.006,.004,.016,.018,.014,.010,.010,.011,.014,.013,.009,.007,.006,.006,.004,.006,.004,.003,.003,.008,.018,08
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.001,.001,M,M,M,M,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,M,.001,.002,.002,.001,.001,.001,.001,.002,.003,.000,.000,.000,.000,.000,.000,.000,.001,.003,16
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.002,.004,M,M,M,M,M,M,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,09
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.001,.001,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.002,08
