,CHULA VISTA,.000,.000,C,C,.000,.000,.006,.014,M,M,.001,.001,.000,.000,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.014,07
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.000,.000,.002,.004,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,09
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.002,.002,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.001,.003,.003,.003,.001,.001,.001,.001,.001,.001,.000,.000,.001,.000,.001,.000,.000,.000,.001,.003,07
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
06 CO PPM,CARMEL MT RCH,.3,.2,C,C,C,.6,.6,.3,.3,.3,.5,.6,.6,.6,.5,.5,.6,.6,.5,.5,.5,.5,.5,.3,.5,.6,05
10 INTMP °C,ALPINE,26,27,26,26,27,26,26,26,25,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,27,01
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,25,24,25,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,25,24,24,24,24,25,01
,DOWNTOWN SES,24,24,24,24,24,24,24,24,23,23,M,22,22,22,22,22,22,22,23,23,23,23,23,23,23,24,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,11.6,8.8,4.4,7.7,7.8,3.7,3.6,6.1,6.6,5.3,10.2,11.9,14.4,11.3,12.1,10.0,11.2,9.6,11.4,8.4,6.6,11.6,11.7,10.1,9.0,14.4,12
,DOWNTOWN SES,7.8,13.1,9.9,12.2,11.5,7.8,11.9,11.5,8.2,13.9,13.6,10.9,8.7,4.8,5.0,7.1,5.3,8.0,10.2,6.7,8.7,7.8,7.0,7.1,9.1,13.9,09
,EL CAJON LES,7.3,10.9,7.7,7.4,8.4,7.6,9.2,10.0,14.9,12.6,14.8,17.5,10.2,14.7,11.8,12.8,9.1,5.5,8.6,5.7,5.3,5.3,5.1,8.4,9.6,17.5,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,12.8,8.3,12.6,9.4,7.7,15.7,17.9,23.9,15.5,17.9,17.3,11.6,10.3,13.9,11.7,8.4,10.6,8.1,4.2,.8,7.4,5.8,5.4,9.3,11.1,23.9,07
,PENDLETON,9.5,11.3,8.6,13.4,10.4,7.8,9.9,10.7,11.2,14.7,10.5,7.5,8.4,6.6,7.8,8.7,9.0,6.3,8.1,8.6,12.3,14.8,9.9,6.6,9.6,14.8,21
12 VWDR °,ALPINE,180,348,354,333,9,301,293,265,259,247,254,257,264,249,249,255,264,311,326,346,291,241,75,272,0,354,02
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,24,4,26,335,190,157,239,237,206,205,M,244,266,289,279,280,282,290,295,329,335,326,330,334,0,335,03
,EL CAJON LES,336,24,23,1,91,118,156,172,245,227,257,261,250,257,252,257,262,264,254,274,320,322,308,303,0,336,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,111,11,70,78,46,46,61,54,177,210,267,270,269,283,269,284,292,296,301,302,306,315,330,327,0,330,22
,OTAY MESA DVN,342,323,59,45,305,180,30,51,298,302,288,287,294,294,296,292,287,285,294,310,325,342,352,339,0,352,22
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,51,46,44,53,48,57,26,52,30,32,36,39,43,33,29,28,26,27,21,28,27,43,48,53,38,57,05
,CHULA VISTA,45,29,35,50,40,32,34,33,32,35,29,31,27,28,25,22,20,20,19,20,20,18,23,18,29,50,03
,DOWNTOWN SES,24,24,22,32,32,27,26,22,19,26,M,22,31,24,26,25,27,23,25,23,22,26,23,20,25,32,03
,EL CAJON LES,60,40,56,30,28,23,29,37,58,50,56,45,31,30,27,25,24,18,19,23,16,18,21,17,33,60,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,29,24,37,33,28,22,18,25,49,52,35,29,27,24,22,20,17,12,9,9,10,9,9,9,23,52,09
,OTAY MESA DVN,51,17,18,45,24,58,45,44,40,41,23,21,28,23,17,19,12,11,11,16,20,13,32,19,27,58,05
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,.6,.6,.4,.2,.5,.2,1.3,1.5,2.7,3.5,3.5,3.5,3.9,4.7,5.5,5.0,3.5,2.2,1.9,.9,.6,.4,.8,.3,.0,5.5,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,2.3,2.5,2.7,1.1,.8,1.7,2.8,3.5,5.2,4.5,M,7.2,5.6,6.2,6.4,6.5,6.0,5.8,4.9,4.7,4.7,3.0,3.2,3.3,.0,7.2,11
,EL CAJON LES,.4,1.2,1.0,2.1,1.9,2.3,2.6,1.9,.8,1.3,2.8,3.2,5.0,5.5,6.2,5.8,5.1,5.2,4.4,2.5,4.0,3.7,2.7,3.0,.0,6.2,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,.7,1.9,2.3,2.2,1.6,1.9,2.6,3.1,2.2,2.8,5.0,6.2,6.5,7.6,7.5,7.1,7.3,7.0,6.2,5.1,4.1,3.6,3.6,3.7,.0,7.6,13
,OTAY MESA DVN,1.5,3.1,3.7,1.3,1.2,.2,.8,1.2,2.3,1.6,6.5,8.2,5.8,7.0,8.4,6.8,8.0,6.9,5.6,3.4,2.6,2.7,.6,1.1,.0,8.4,14
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,1.6,.8,.8,.6,1.3,.8,1.6,2.0,3.2,4.3,4.4,4.6,5.0,5.5,6.1,5.7,3.8,2.5,2.0,1.1,1.1,.7,1.3,1.2,2.6,6.1,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,2.5,2.8,3.0,2.0,1.4,2.4,3.1,3.8,5.5,5.0,M,8.1,6.7,6.7,7.1,7.2,6.6,6.3,5.5,5.1,5.0,3.3,3.4,3.5,4.6,8.1,11
,EL CAJON LES,1.1,2.3,1.6,2.3,2.3,2.7,3.0,2.7,2.2,2.8,4.0,4.6,5.8,6.3,6.8,6.4,5.6,5.4,4.6,2.8,4.1,3.9,2.8,3.1,3.7,6.8,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.8,2.2,2.4,2.5,2.2,2.2,2.8,3.4,3.9,3.8,6.2,7.5,7.2,8.5,8.1,7.7,7.7,7.2,6.2,5.2,4.2,3.7,3.7,3.8,4.7,8.5,13
,OTAY MESA DVN,1.9,3.3,3.9,2.1,1.5,.9,.9,2.0,2.9,1.7,7.1,8.8,6.5,7.6,8.8,7.3,8.3,7.0,5.8,3.5,2.9,2.8,.7,1.3,4.1,8.8,11
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,55.7,55.0,54.3,54.6,55.6,53.8,53.7,56.3,62.5,66.9,70.4,73.5,76.9,79.4,79.9,77.7,72.5,69.6,67.1,64.7,63.8,61.8,63.1,63.8,64.7,79.9,14
,CARMEL MT RCH,61.6,61.7,62.0,61.5,61.4,61.9,62.4,63.1,65.0,68.9,72.2,74.4,74.9,75.1,74.6,72.9,71.5,68.4,65.0,64.0,63.3,63.0,62.5,62.1,66.4,75.1,13
,CHULA VISTA,65.4,65.4,65.3,65.4,65.2,65.1,65.7,66.4,67.6,69.9,71.1,71.8,72.3,72.3,71.8,71.0,69.7,68.8,67.5,67.3,67.1,66.8,66.3,66.1,68.0,72.3,12
,DOWNTOWN SES,62.7,62.8,63.1,63.1,63.3,63.3,63.4,63.5,64.4,66.4,M,68.0,68.5,67.9,67.3,66.5,65.9,64.6,63.8,63.6,63.6,63.5,63.6,63.6,64.6,68.5,12
,EL CAJON LES,63.6,63.8,63.8,63.6,63.1,62.8,63.2,64.2,66.7,71.6,74.8,77.7,79.2,80.3,80.1,78.3,77.0,73.0,69.8,68.1,66.9,65.9,65.0,64.7,69.5,80.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,63.5,64.0,64.0,63.7,63.5,63.7,64.3,65.5,67.4,70.1,73.0,73.6,74.4,74.6,73.4,72.4,70.3,68.2,65.7,65.3,64.9,64.7,64.3,64.1,67.4,74.6,13
,OTAY MESA DVN,62.6,62.8,62.6,62.3,62.1,62.3,63.0,64.5,67.5,70.2,73.4,73.6,74.7,75.3,73.4,72.5,69.8,67.0,65.4,64.8,64.2,64.0,63.4,63.0,66.9,75.3,13
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,100,100,100,100,95,100,100,98,82,67,60,53,45,40,40,44,54,60,68,76,79,85,81,76,75,100,00
,EL CAJON LES,81,80,80,80,81,82,81,78,72,62,56,49,47,44,45,47,50,57,64,68,71,73,75,76,67,82,05
,KEARNY MESA,82,83,82,83,84,83,81,78,73,67,60,58,56,57,58,60,65,71,77,78,79,80,82,82,73,84,04
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,748,749,749,749,749,749,749,749,749,749,748,749,749,749,749,750,750,750,750,749,750,20
,KEARNY MESA,748,748,748,748,748,749,749,750,750,750,750,750,750,750,750,750,750,750,750,750,751,751,751,751,750,751,20
19 SOLAR W/M2,EL CAJON LES,-2,-3,-3,-3,-3,1,41,145,377,687,800,845,828,745,598,419,280,37,-5,-6,-5,-5,-5,-5,240,845,11
,KEARNY MESA,-1,-1,-1,-1,-1,3,46,124,353,582,753,797,778,703,581,416,205,68,0,-1,-1,-1,-1,-1,225,797,11
25 NOY,EL CAJON LES,3.40,2.81,2.79,2.41,2.58,C,C,4.84,5.53,6.92,8.36,8.92,8.49,7.03,6.35,5.77,5.93,5.56,5.92,5.14,4.64,4.25,4.07,3.31,5.22,8.92,11
26 NOY-NO,EL CAJON LES,3.38,2.81,2.80,2.40,2.58,C,C,4.30,4.72,5.89,7.04,7.73,7.36,6.17,5.67,5.13,5.34,5.39,5.76,4.92,4.30,4.13,3.87,3.23,4.76,7.73,11
27 NO Trace,EL CAJON LES,.02,.00,.00,.00,.00,C,C,.54,.81,1.03,1.32,1.18,1.13,.86,.68,.64,.58,.17,.15,.22,.34,.11,.19,.08,.45,1.32,10
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.2,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.2,12
29 CO Tr PPB,EL CAJON LES,198.2,192.5,C,C,C,201.2,225.5,236.8,251.8,302.5,295.9,297.1,282.1,269.2,273.0,270.9,272.8,244.7,249.3,219.5,215.2,202.3,198.2,190.4,242.3,302.5,09
BCarbon ug/m3,10TH AVE MARINE TERM,.15,.16,.21,.72,.99,.86,.88,1.03,1.11,1.22,1.01,.39,.36,.46,.45,.30,.18,.33,.31,.25,.24,.36,.33,.34,.53,1.22,09
,ALPINE,.24,.21,.22,.30,.39,.62,.37,.25,.28,.23,.31,.45,.69,.92,.76,.56,.45,.47,.63,.30,.53,.46,.54,.50,.45,.92,13
,CHICANO PARK,.21,.23,.32,.83,.61,.89,1.21,1.51,1.39,1.39,1.37,.56,.45,.41,.39,.34,.28,.26,.35,.48,.50,.36,.25,.21,.62,1.51,07
,DOWNTOWN SES,.19,.20,.26,.65,.63,.59,.94,1.07,1.14,1.31,1.27,.56,.49,.36,.31,.29,.39,.30,.29,.33,.44,.34,.18,.15,.53,1.31,09
,OCEANVIEW BLVD,.16,.17,.20,.30,.35,.44,.60,1.15,1.20,1.29,1.29,.62,.50,.42,.40,.39,.36,.31,.32,.28,.37,.23,.19,.17,.49,1.29,09
,SAN YSIDRO,.19,.31,.91,4.71,4.65,1.95,1.60,1.65,2.01,1.65,.92,.46,.50,.47,.25,.19,.15,.15,.15,.19,.23,.24,.22,.19,1.00,4.71,03
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
