,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,3.0,1.7,.1,.2,1.0,8.0,6.7,7.3,8.8,11.4,9.9,8.4,10.9,11.2,12.5,9.5,6.9,6.5,7.8,10.1,7.5,8.5,5.4,5.6,7.0,12.5,14
,DOWNTOWN SES,5.8,3.9,5.2,5.6,6.7,4.4,3.7,5.7,5.6,7.4,6.0,5.4,4.2,2.9,7.2,6.9,7.1,3.7,2.8,8.3,5.6,6.3,5.8,5.5,5.4,8.3,19
,EL CAJON LES,4.2,6.6,9.0,7.7,5.2,4.9,6.2,7.6,9.9,12.8,13.7,15.1,15.2,10.2,11.8,8.3,8.2,8.4,5.0,6.3,5.9,6.2,5.1,5.6,8.2,15.2,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,4.8,5.8,6.7,3.6,.3,.3,3.7,9.7,6.9,9.3,9.6,11.9,6.3,4.0,6.8,4.9,5.2,8.1,5.6,3.7,10.6,7.8,4.6,1.5,5.9,11.9,11
,PENDLETON,2.5,5.1,3.6,3.4,5.4,4.6,5.0,6.1,7.4,7.8,6.4,6.5,7.4,5.7,5.9,2.7,1.4,4.3,3.7,7.4,6.2,5.1,5.3,5.5,5.1,7.8,09
12 VWDR °,ALPINE,264,268,263,240,285,231,270,287,300,209,268,267,280,278,261,256,250,249,225,192,256,233,164,238,0,300,08
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,75,110,127,177,197,252,286,237,248,209,214,218,230,227,221,256,240,237,217,212,223,191,161,115,0,286,06
,EL CAJON LES,333,100,100,76,111,102,106,170,198,182,205,266,251,212,234,237,226,221,211,199,211,193,159,199,0,333,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,262,279,339,326,326,68,75,257,212,236,211,232,227,235,237,243,245,265,221,220,232,301,194,162,0,339,02
,OTAY MESA DVN,339,325,280,299,354,347,341,13,310,240,272,295,278,281,276,291,294,283,284,276,265,253,214,180,0,354,04
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,27,33,32,31,32,45,35,30,27,47,46,50,35,40,36,34,29,29,31,29,23,27,40,38,34,50,11
,CHULA VISTA,23,29,19,21,21,21,26,32,31,31,26,24,23,25,28,21,25,21,23,24,20,45,19,19,25,45,21
,DOWNTOWN SES,28,24,21,17,16,24,38,31,23,21,24,27,23,27,23,25,22,20,42,27,45,37,22,24,26,45,20
,EL CAJON LES,23,38,18,24,28,15,31,50,58,43,33,37,39,33,38,25,23,18,29,26,21,35,15,18,30,58,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,11,56,16,9,27,38,24,56,49,26,33,28,23,26,28,19,15,13,27,18,20,14,40,25,27,56,01
,OTAY MESA DVN,11,19,8,14,19,17,26,33,21,44,43,52,19,24,24,16,14,10,11,20,21,15,21,12,21,52,11
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,1.8,.8,1.0,1.0,1.1,.6,1.0,1.2,1.9,1.4,2.3,2.7,3.8,3.5,3.8,4.5,4.5,3.4,2.8,2.1,2.9,2.6,2.6,1.4,.0,4.5,15
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,6.0,6.6,5.7,6.4,7.7,7.5,5.5,2.1,3.4,4.3,5.5,5.2,6.0,6.5,6.1,5.7,6.1,4.8,2.8,3.2,2.2,2.0,3.5,2.3,.0,7.7,04
,EL CAJON LES,1.8,1.0,1.5,1.1,.7,1.4,.8,.9,1.1,2.3,2.6,2.8,3.8,4.0,3.9,6.0,5.4,5.1,3.3,3.4,3.8,2.3,3.1,2.4,.0,6.0,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.1,1.8,1.3,1.5,.7,.8,.6,.8,2.5,4.4,4.5,5.0,6.6,6.9,6.7,8.4,7.9,6.1,4.3,4.5,2.8,3.6,1.1,2.4,.0,8.4,15
,OTAY MESA DVN,.0,.1,1.1,.0,.9,.0,.0,.0,2.0,1.2,3.3,3.2,7.5,6.8,6.5,8.5,7.9,5.4,3.7,.0,2.2,3.8,1.9,4.0,.0,8.5,15
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,2.0,1.0,1.3,1.2,1.3,.9,1.2,1.4,2.2,2.1,2.9,3.5,4.7,4.9,4.9,5.3,5.1,3.9,3.4,3.0,3.2,2.8,2.8,2.0,2.8,5.3,15
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,-8.7,-7.8,-7.0,-6.9,-8.1,-8.9,-7.4,2.4,3.8,4.6,6.0,5.8,6.5,7.3,6.7,6.3,6.6,5.1,3.4,3.6,2.9,2.5,3.8,2.5,1.0,7.3,13
,EL CAJON LES,1.9,1.6,1.6,1.2,.8,1.4,.9,1.3,2.0,2.7,3.2,4.0,4.7,4.7,4.9,6.6,5.9,5.4,3.8,4.0,4.1,2.6,3.3,2.6,3.1,6.6,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.2,2.2,1.4,1.6,.7,.9,.8,1.7,3.1,5.0,4.9,5.6,7.1,7.6,7.3,8.8,8.2,6.3,4.9,4.7,3.5,3.7,1.5,2.7,4.1,8.8,15
,OTAY MESA DVN,.0,.1,1.1,.0,1.0,.0,.0,.0,2.1,1.9,3.8,4.4,7.9,7.5,7.1,8.9,8.2,5.6,3.9,.0,2.6,4.0,2.3,4.1,3.2,8.9,15
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,56.6,56.6,56.7,56.7,56.5,56.6,56.7,57.0,57.3,58.4,60.8,62.9,65.1,67.4,68.9,68.9,66.3,61.3,59.0,58.3,57.7,57.2,56.7,56.6,59.8,68.9,14
,CARMEL MT RCH,61.4,61.4,61.3,61.6,61.9,62.0,62.9,63.6,64.6,65.9,68.0,69.5,71.0,71.4,73.7,70.2,67.3,65.1,64.5,63.9,63.2,62.9,63.0,63.1,65.1,73.7,14
,CHULA VISTA,65.4,65.4,65.0,64.8,64.8,64.7,64.9,65.8,66.9,67.7,68.4,68.8,69.1,69.9,70.4,69.6,68.1,66.4,65.7,65.7,65.7,65.6,65.6,65.9,66.7,70.4,14
,DOWNTOWN SES,62.0,61.8,62.0,62.2,61.9,61.8,62.2,62.6,63.2,64.3,64.7,65.4,66.0,66.5,65.8,64.9,63.6,62.6,62.2,62.4,62.4,62.4,62.7,62.5,63.3,66.5,13
,EL CAJON LES,64.0,63.6,62.7,63.0,63.1,63.2,63.8,65.4,66.4,67.6,68.9,70.4,71.5,73.7,74.6,73.4,70.5,66.2,65.0,64.9,64.7,64.5,64.4,64.4,66.7,74.6,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,64.0,63.8,63.6,63.6,63.8,64.0,64.4,65.6,66.8,67.5,67.9,68.7,70.0,70.9,71.0,69.6,67.2,66.2,65.5,65.4,65.3,65.0,65.1,65.2,66.3,71.0,14
,OTAY MESA DVN,62.5,62.5,62.1,62.0,62.0,61.8,61.6,63.0,64.7,66.7,67.7,68.6,70.2,70.6,71.2,70.0,67.1,64.1,63.1,62.8,63.3,63.0,62.7,63.3,64.9,71.2,14
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,100,100,100,100,100,100,100,100,100,99,93,86,80,72,68,67,75,90,96,98,100,100,100,99,93,100,00
,EL CAJON LES,83,86,91,88,87,87,84,79,74,70,66,63,60,56,54,57,64,72,75,75,74,73,73,73,74,91,02
,KEARNY MESA,83,83,83,83,82,81,80,77,72,70,70,67,65,64,64,68,74,76,76,76,75,77,76,76,75,83,00
18 PRES mmHg,EL CAJON LES,749,748,748,748,748,748,748,748,748,748,748,748,747,747,746,746,746,746,746,747,747,747,747,747,747,749,00
,KEARNY MESA,750,749,749,749,749,749,749,749,749,749,749,749,748,748,747,747,747,747,747,747,748,748,748,748,748,750,00
19 SOLAR W/M2,EL CAJON LES,-3,-3,-4,-4,-3,0,42,144,130,194,274,379,593,707,548,362,152,6,-4,-3,-3,-3,-3,-3,146,707,13
,KEARNY MESA,0,0,0,0,0,2,41,129,201,211,240,308,609,707,535,319,75,9,0,0,0,0,0,0,141,707,13
25 NOY,EL CAJON LES,4.58,4.32,4.17,4.02,4.51,C,C,7.26,7.83,9.06,11.71,10.02,8.68,7.57,6.43,6.22,6.66,5.05,5.68,4.11,3.45,3.30,2.82,2.26,5.89,11.71,10
26 NOY-NO,EL CAJON LES,4.56,4.31,4.16,4.02,4.50,C,C,6.42,6.99,8.01,9.89,8.46,7.32,6.40,5.68,5.32,5.86,4.71,5.39,3.90,3.23,3.27,2.77,2.23,5.33,9.89,10
27 NO Trace,EL CAJON LES,.02,.00,.01,.00,.01,C,C,.83,.83,1.05,1.82,1.55,1.36,1.17,.75,.89,.80,.34,.28,.21,.22,.03,.04,.03,.55,1.82,10
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,13
29 CO Tr PPB,EL CAJON LES,216.5,213.7,C,C,C,213.8,231.8,262.5,259.6,246.6,253.1,245.0,243.9,241.1,234.6,232.3,227.8,202.9,197.9,186.0,200.0,186.9,180.3,167.0,221.1,262.5,07
BCarbon ug/m3,10TH AVE MARINE TERM,.13,.16,.18,.16,.20,.30,.33,.42,.29,.28,.24,.24,.25,.21,.18,.15,.17,.27,.30,.17,.17,.68,.32,.11,.25,.68,21
,ALPINE,.11,.11,.11,.13,.17,.31,.33,.32,.36,.69,.35,.39,.53,.56,.54,.44,.32,.28,.25,.23,.20,.18,.22,.35,.31,.69,09
,CHICANO PARK,.18,.21,.22,.21,.34,.45,.52,.49,.52,.48,.33,.35,.33,.39,.30,.28,.26,.31,.38,.24,.16,.20,.16,.15,.31,.52,06
,DOWNTOWN SES,.15,.14,.18,.16,.17,.23,.37,.49,.44,.34,.26,.26,.25,.24,.26,.26,.19,.19,.41,.14,.12,.14,.16,.11,.24,.49,07
,OCEANVIEW BLVD,.14,.14,<,.23,.24,<,.37,.46,.47,.43,.33,.35,.34,.32,.34,.30,.31,.31,.19,.18,.15,.13,.09,.12,.27,.47,08
,SAN YSIDRO,.13,.12,.14,.22,.34,.39,.33,.37,.23,.22,.24,.27,.28,.28,.24,.19,.17,.19,.15,.26,.14,.10,.17,.26,.23,.39,05
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
