Current Date:,9/28/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/27/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,,,,,,,,.026,.028,C,C,.030,.033,.037,.039,.037,.035,.033,.032,.031,.029,.029,.029,.031,.031,.039,14
,CHULA VISTA,.034,.034,C,C,.027,.025,.026,.032,.032,.033,.035,M,M,M,.037,.036,.035,.038,.037,.037,.035,.031,.034,.036,.033,.038,17
,DOWNTOWN SES,.037,.037,C,C,.036,.033,.025,.024,M,.028,.031,.037,.038,.037,.034,.035,.036,.037,.035,.035,.035,.033,.042,.042,.034,.042,22
,EL CAJON LES,.033,.033,C,C,C,.030,.029,.029,.025,.027,.029,.031,.033,.036,.034,.034,.034,.033,.033,.031,.030,.030,.027,.030,.031,.036,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.036,.036,C,C,.030,.030,.027,.030,.032,.033,.034,.033,.032,.034,.035,.036,.035,.035,.034,.034,.035,.033,.031,.034,.033,.036,00
,OTAY MESA DVN,.030,.029,C,C,.026,.026,.024,.021,.021,.023,.026,.030,.032,.035,.033,.033,.032,.033,.033,.032,.031,.032,.032,.031,.029,.035,13
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
02 NOX PPM,ALPINE,,,,,,,,.003,.003,C,C,.005,.005,.006,.006,.006,.006,.005,.004,.004,.004,.004,.004,.003,.005,.006,13
,CARMEL MT RCH,.008,.006,C,C,.021,.024,.029,.031,.035,.039,.025,.022,.023,.024,.022,M,.016,.016,.025,.019,.009,.006,.015,.009,.020,.039,09
,CHULA VISTA,.002,.002,C,C,.005,.007,.008,.005,.006,.006,.005,M,M,M,.003,.004,.004,.003,.004,.003,.005,.006,.005,.004,.005,.008,06
,DOWNTOWN SES,.001,.002,C,C,.003,.005,.015,.017,M,.013,.010,.005,.004,.005,.007,.006,.005,.005,.007,.006,.007,.010,.002,.002,.007,.017,07
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.001,C,C,.002,.003,.007,.007,.005,.005,.004,.004,.004,.003,.003,.003,.003,.002,.002,.003,.003,.004,.004,.003,.003,.007,06
,OTAY MESA DVN,.003,.003,C,C,.003,.003,.004,.008,.009,.006,.005,.006,.006,.005,.005,.005,.005,.003,.003,.003,.003,.003,.003,.004,.004,.009,08
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
03 NO2 PPM,ALPINE,,,,,,,,.003,.003,C,C,.004,.004,.005,.005,.005,.005,.005,.004,.004,.004,.004,.003,.003,.004,.005,13
,CARMEL MT RCH,.005,.004,C,C,.011,.013,.015,.014,.017,.018,.011,.011,.011,.011,.010,M,.007,.008,.014,.011,.006,.004,.010,.006,.010,.018,09
,CHULA VISTA,.002,.002,C,C,.005,.007,.008,.005,.006,.005,.004,M,M,M,.003,.004,.004,.003,.003,.003,.005,.007,.005,.004,.004,.008,06
,DOWNTOWN SES,.001,.001,C,C,.003,.005,.014,.015,M,.011,.008,.004,.004,.004,.006,.005,.005,.005,.007,.006,.007,.010,.002,.002,.006,.015,07
,EL CAJON LES,.003,.002,C,C,C,.006,.006,.007,.007,.006,.006,.006,.006,.004,.005,.005,.005,.006,.005,.005,.006,.005,.005,.005,.005,.007,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.001,.001,C,C,.002,.003,.006,.006,.004,.004,.003,.003,.003,.003,.003,.003,.003,.002,.002,.003,.003,.004,.004,.003,.003,.006,06
,OTAY MESA DVN,.003,.002,C,C,.002,.003,.004,.007,.008,.005,.005,.005,.005,.004,.004,.004,.004,.003,.002,.003,.003,.003,.003,.003,.004,.008,08
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
04 NO PPM,ALPINE,,,,,,,,.001,.001,C,C,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,CARMEL MT RCH,.003,.003,C,C,.009,.011,.015,.017,.018,.022,.014,.011,.012,.014,.012,M,.008,.007,.011,.008,.003,.002,.006,.003,.010,.022,09
,CHULA VISTA,.000,.000,C,C,.000,.000,.001,.000,.001,.001,.001,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.002,M,.003,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.003,09
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,OTAY MESA DVN,.000,.000,C,C,.000,.001,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.000,.001,.001,.001,05
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.6,.6,.6,.5,.5,.4,.5,.5,.6,.5,M,C,.5,.5,.5,.2,.2,.4,.3,.4,.6,05
10 INTMP °C,ALPINE,,,,,,,,25,26,25,25,25,25,25,24,25,24,25,25,25,25,26,26,26,25,26,08
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,24,25,25,24,25,25,25,24,24,25,25,25,24,24,25,25,24,25,24,24,25,25,25,25,00
,DOWNTOWN SES,23,23,24,24,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,23,23,24,24,23,23,24,02
,EL CAJON LES,24,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,24,24,25,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,24,24,24,24,24,24,24,24,23,24,24,24,24,24,24,23,23,23,23,23,23,24,24,00
,OTAY MESA DVN,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,04
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,,,,,,,,.4,1.2,1.3,.2,.5,2.9,2.3,3.6,4.4,4.8,3.6,1.8,2.1,2.9,2.2,1.8,3.1,2.3,4.8,16
,DOWNTOWN SES,4.4,4.6,4.5,4.9,5.2,4.2,5.4,9.1,5.5,3.7,2.3,1.2,6.2,4.9,6.2,3.7,1.4,5.0,6.6,5.6,6.9,4.7,3.9,5.6,4.8,9.1,07
,EL CAJON LES,3.7,1.5,2.9,3.9,.5,1.4,3.2,3.2,4.8,5.7,4.2,4.6,4.0,1.8,.7,2.0,5.6,4.5,2.7,2.7,5.6,6.0,7.3,5.0,3.6,7.3,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,2.6,-1.1,-1.5,1.1,1.2,1.7,3.7,5.3,5.1,4.1,2.7,4.3,5.4,4.7,.8,3.0,3.2,3.9,4.5,2.3,-.7,1.8,2.0,2.4,2.6,5.4,12
,PENDLETON,6.5,8.9,5.3,3.4,6.6,6.5,4.8,3.7,8.0,5.8,4.7,5.2,5.7,5.6,4.7,3.0,10.2,7.0,4.3,5.6,5.7,7.4,5.5,4.5,5.7,10.2,16
12 VWDR °,ALPINE,,,,,,,,291,291,239,263,275,267,271,246,236,248,272,245,253,265,250,276,291,0,291,07
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,146,142,122,145,144,154,301,307,107,108,104,142,284,287,291,287,298,112,108,78,36,44,64,61,0,307,07
,EL CAJON LES,322,306,311,325,318,313,280,260,253,261,281,242,256,269,258,272,271,261,279,252,255,152,156,286,0,325,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,323,315,303,328,7,332,299,290,296,286,293,256,261,286,295,292,286,294,292,272,262,277,348,300,0,348,22
,OTAY MESA DVN,308,308,324,317,312,307,295,290,296,278,293,293,288,295,287,287,278,285,293,280,17,302,338,348,0,348,23
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,,,,,,,,27,40,39,35,35,34,33,34,26,26,27,25,25,24,26,25,25,30,40,08
,CHULA VISTA,20,20,19,22,23,32,42,20,21,21,20,20,20,19,18,20,21,19,19,26,32,33,23,15,23,42,06
,DOWNTOWN SES,22,25,25,26,24,27,23,32,25,21,24,21,20,20,24,21,23,23,37,54,30,27,27,49,27,54,19
,EL CAJON LES,18,25,29,19,22,28,31,26,28,39,41,52,38,21,19,21,18,18,23,27,36,29,25,26,27,52,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,12,10,13,18,21,29,14,16,12,11,12,13,12,10,11,11,12,13,19,14,35,61,25,18,18,61,21
,OTAY MESA DVN,15,12,14,12,12,9,13,22,15,20,21,13,19,12,12,11,10,11,12,12,28,21,14,10,15,28,20
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,,,,,,,,1.6,1.4,1.8,2.2,2.5,2.7,3.4,3.2,3.9,3.3,2.4,2.0,2.0,2.0,1.5,1.7,1.7,.0,3.9,15
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,2.7,3.6,1.9,6.4,9.1,5.1,3.1,2.6,3.9,6.1,5.0,.6,5.0,5.5,4.8,5.6,4.1,5.5,6.6,5.9,7.9,8.3,7.4,4.4,.0,9.1,04
,EL CAJON LES,2.7,1.8,1.0,2.1,2.2,1.0,1.4,1.6,2.2,1.7,2.0,1.4,2.9,4.8,5.0,4.8,5.1,4.1,2.4,1.9,1.0,1.2,1.0,1.6,.0,5.1,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.5,4.1,2.5,1.4,.4,.3,2.9,3.4,5.8,4.9,5.9,6.4,7.3,7.6,6.6,6.9,5.8,5.1,1.4,2.5,.3,.5,1.2,1.7,.0,7.6,13
,OTAY MESA DVN,4.4,3.0,1.8,.2,2.3,3.6,2.7,2.0,.9,1.4,2.6,6.3,6.6,7.9,7.7,8.0,7.6,5.4,3.7,2.6,.0,.0,.3,.7,.0,8.0,15
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,,,,,,,,1.8,1.9,2.2,2.8,2.8,3.3,3.9,4.0,4.3,3.6,2.7,2.3,2.2,2.2,1.7,1.9,2.0,2.7,4.3,15
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,-2.9,-4.0,-2.1,-7.2,-10.0,-6.2,3.6,3.1,-4.4,-6.6,-5.6,-.7,5.3,5.8,5.2,5.9,4.6,-6.2,-8.8,-9.6,-10.5,-9.5,-8.5,-7.2,-3.2,5.9,15
,EL CAJON LES,2.8,2.1,1.4,2.2,2.4,1.1,1.6,1.8,2.5,2.0,2.5,2.2,3.6,5.2,5.3,5.1,5.4,4.3,2.6,2.1,1.2,1.4,1.2,2.0,2.7,5.4,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.6,4.1,2.6,1.5,.6,.5,3.0,3.5,5.9,4.9,6.2,7.0,7.8,7.8,6.8,7.0,6.0,5.3,1.5,3.0,.4,.7,1.4,1.8,3.9,7.8,12
,OTAY MESA DVN,4.5,3.1,1.9,.2,2.3,3.6,2.8,2.3,.9,1.5,2.7,6.5,6.9,8.1,7.9,8.2,7.8,5.5,3.8,2.7,.0,.0,.3,.7,3.5,8.2,15
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,,,,,,,,58.2,58.4,58.9,59.5,60.3,61.8,63.4,63.8,62.9,60.8,59.4,58.4,57.9,57.5,57.2,57.2,57.0,59.6,63.8,14
,CARMEL MT RCH,61.2,61.2,61.1,61.4,61.8,62.6,63.1,63.4,65.1,66.3,65.6,64.7,65.0,64.2,64.5,63.3,62.9,62.2,61.5,61.1,61.2,61.1,61.3,61.4,62.8,66.3,09
,CHULA VISTA,65.7,65.4,64.7,64.1,63.8,64.0,64.5,65.0,65.7,66.6,67.4,66.9,66.9,66.8,66.1,65.8,65.9,65.2,64.9,65.0,65.1,65.2,65.3,65.5,65.5,67.4,10
,DOWNTOWN SES,62.6,62.3,62.3,62.5,62.2,62.1,62.1,62.5,62.9,63.4,63.2,63.0,62.7,62.9,62.8,62.2,62.2,61.6,61.3,61.6,61.9,62.3,62.3,62.2,62.4,63.4,09
,EL CAJON LES,63.4,63.2,63.1,63.0,63.1,63.6,64.2,64.7,65.7,66.7,67.5,68.3,68.8,68.5,68.1,66.9,65.3,64.4,64.1,63.7,63.7,63.4,63.3,63.8,65.0,68.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,64.2,63.6,63.0,62.9,63.0,63.3,63.9,64.7,64.7,64.2,64.9,66.0,65.2,64.2,63.9,63.9,63.8,63.2,63.3,63.6,63.7,64.1,64.1,64.2,64.0,66.0,11
,OTAY MESA DVN,62.8,61.9,61.6,61.4,61.5,61.4,61.5,61.8,62.3,63.7,64.9,65.3,65.7,65.4,64.9,64.3,63.4,62.7,62.3,62.1,62.3,62.5,62.5,62.4,62.9,65.7,12
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,,,,,,,,100,100,100,100,100,97,90,89,94,100,100,100,100,100,100,100,100,98,100,07
