,KEARNY MESA,.003,.003,C,C,.004,.005,.004,.005,.005,.006,.007,.006,.005,.003,.003,.002,.002,.003,.003,.003,.003,.003,.007,.010,.004,.010,23
,OTAY MESA DVN,.003,.005,C,C,.004,.004,.004,.003,.004,.005,.007,.005,.004,.004,.005,.004,.003,.003,.003,.004,.003,.003,.006,.003,.004,.007,10
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
03 NO2 PPM,ALPINE,.006,.006,C,C,.004,.003,.005,.008,.007,.006,.004,.004,.005,.004,.004,.004,.005,.004,.004,.004,.006,.006,.006,.004,.005,.008,07
,CARMEL MT RCH,.004,.002,C,C,.003,.003,.005,.008,.007,.014,.013,.014,.011,.010,.010,.011,.008,.008,.007,.007,.007,.007,.008,.006,.008,.014,09
,CHULA VISTA,.003,.003,C,C,.003,.004,.005,M,M,M,M,.002,.003,.004,.004,.003,.002,.002,.002,.002,.004,.004,.003,.003,.003,.005,06
,DOWNTOWN SES,.002,.002,C,C,.003,.005,.007,.006,.008,.007,.005,M,M,.004,.004,.003,.003,.004,.005,.005,.004,.004,.003,.002,.004,.008,08
,EL CAJON LES,.003,.003,C,C,C,.004,.004,.004,.005,.005,.006,.005,.004,.004,.004,.004,.005,.006,.005,.005,.005,.004,.006,.005,.005,.006,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.003,C,C,.004,.005,.004,.004,.005,.005,.006,.005,.004,.003,.003,.002,.002,.003,.003,.003,.003,.003,.007,.010,.004,.010,23
,OTAY MESA DVN,.003,.004,C,C,.004,.004,.004,.003,.003,.004,.006,.005,.003,.004,.004,.003,.002,.003,.003,.004,.003,.003,.005,.003,.004,.006,10
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.004,.002,.001,.001,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,07
,CARMEL MT RCH,.001,.000,C,C,.001,.001,.001,.005,.004,.012,.009,.010,.008,.009,.009,.009,.007,.007,.004,.004,.003,.003,.003,.002,.005,.012,09
,CHULA VISTA,.000,.000,C,C,.000,.000,.007,M,M,M,M,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,06
,DOWNTOWN SES,.000,.000,C,C,.000,.000,.001,.001,.002,.002,.001,M,M,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.002,08
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,OTAY MESA DVN,.000,.001,C,C,.000,.000,.001,.000,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.000,.001,.001,01
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.2,.2,.3,.3,.4,.5,.5,.5,.6,.6,.6,.6,.6,.5,.5,.5,.4,.4,.3,.4,.6,13
10 INTMP °C,ALPINE,26,26,26,26,26,26,27,25,24,24,24,24,24,24,24,24,24,24,24,25,25,26,26,26,25,27,06
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,25,24,24,25,24,25,25,24,25,24,24,25,25,25,24,24,24,24,24,25,24,24,25,03
,DOWNTOWN SES,23,23,23,24,24,23,23,23,23,22,22,22,22,22,22,23,23,23,23,23,24,24,24,24,23,24,03
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,24,25,24,25,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,00
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,6.8,6.3,5.4,2.4,2.2,6.0,6.0,5.0,2.7,1.7,3.6,8.3,7.6,9.4,10.5,7.4,10.2,10.2,10.4,7.0,5.9,6.3,9.4,8.4,6.6,10.5,14
,DOWNTOWN SES,8.8,8.0,9.1,8.7,9.9,12.0,10.0,8.7,10.3,12.4,9.6,10.1,9.7,9.5,10.4,7.9,6.1,5.4,3.8,3.1,5.5,5.8,7.8,5.6,8.2,12.4,09
,EL CAJON LES,8.0,10.7,10.2,9.5,11.7,11.0,7.4,7.6,13.0,12.0,12.9,12.6,7.8,7.0,10.7,9.1,8.8,7.7,9.7,6.0,7.1,6.4,7.1,6.6,9.1,13.0,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,7.4,9.4,5.3,3.3,4.8,4.0,3.5,25.9,10.0,8.1,25.9,22
,PENDLETON,10.5,10.1,9.2,13.6,14.5,8.9,10.1,11.8,11.7,11.8,11.2,12.5,12.4,11.0,9.1,11.9,9.7,10.2,10.2,9.8,7.3,9.0,8.5,13.4,10.7,14.5,04
12 VWDR °,ALPINE,255,355,314,291,334,331,268,270,203,279,254,245,256,255,250,258,263,262,252,259,273,115,345,286,0,355,01
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,25,16,5,29,341,297,336,62,288,269,251,265,281,272,280,287,285,289,306,300,352,348,356,3,0,356,22
,EL CAJON LES,232,301,342,98,108,102,104,108,315,303,275,231,258,253,257,250,241,257,261,258,283,332,308,332,0,342,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,111,81,83,93,140,36,293,325,327,298,261,262,276,279,285,290,291,294,297,299,302,299,19,73,0,327,08
,OTAY MESA DVN,27,55,67,60,60,71,2,341,316,292,296,295,296,294,291,290,282,280,289,286,299,336,339,3,0,341,07
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,63,48,35,38,65,40,62,28,58,37,34,34,35,36,32,31,29,26,24,22,23,26,34,24,37,65,04
,CHULA VISTA,24,27,51,25,26,26,56,52,49,39,19,24,23,21,21,21,19,19,23,19,32,33,26,42,30,56,06
,DOWNTOWN SES,19,31,28,46,47,35,77,68,46,24,25,25,23,25,24,22,21,25,23,23,19,19,66,28,33,77,06
,EL CAJON LES,37,27,48,21,16,19,24,64,54,59,51,35,27,30,25,24,22,18,19,16,23,15,15,17,29,64,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,41,39,24,37,43,47,69,54,47,41,33,23,20,18,15,17,14,10,8,8,13,14,48,21,29,69,06
,OTAY MESA DVN,22,18,19,24,30,24,33,26,48,39,25,19,17,17,16,14,12,10,10,12,37,35,21,18,23,48,08
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,.1,1.0,1.0,.4,.5,1.2,.4,1.6,1.3,2.6,3.9,4.6,4.5,5.0,5.2,5.1,4.4,3.2,2.3,1.8,1.1,.8,.8,.9,.0,5.2,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,3.0,2.3,2.6,1.8,1.6,2.1,1.2,1.1,2.0,6.3,7.6,7.2,7.7,8.0,7.7,8.1,7.2,5.7,4.7,3.5,3.3,2.6,1.0,2.7,.0,8.1,15
,EL CAJON LES,.9,1.5,.7,2.8,3.7,3.2,3.1,.9,1.4,2.0,3.1,4.8,6.2,5.4,5.7,6.4,5.7,4.9,4.8,3.9,2.1,2.8,3.2,2.9,.0,6.4,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.4,1.3,2.2,1.4,2.2,.6,1.0,2.9,1.9,3.9,5.8,7.2,8.6,9.3,10.1,8.9,8.1,7.8,5.5,3.8,2.5,1.3,.2,.3,.0,10.1,14
,OTAY MESA DVN,3.3,3.5,2.9,3.0,2.6,3.0,3.6,3.7,3.1,3.2,6.1,8.1,7.9,9.0,9.9,9.9,9.5,7.5,5.4,4.7,2.3,1.6,1.1,1.9,.0,9.9,14
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,.7,1.1,1.3,1.3,.8,1.4,.9,2.0,2.1,3.5,4.7,5.5,5.5,6.0,6.0,5.8,4.9,3.6,2.5,1.9,1.2,1.2,1.4,1.0,2.8,6.0,13
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,3.3,2.7,3.1,2.4,2.4,2.4,2.4,2.4,3.9,7.0,8.4,7.9,8.4,8.7,8.4,8.6,7.7,6.2,5.1,4.0,3.5,2.7,2.3,3.0,4.9,8.7,13
,EL CAJON LES,1.6,1.9,1.9,3.1,3.8,3.4,3.3,2.1,3.1,3.0,4.3,5.8,6.9,6.1,6.2,7.0,6.2,5.1,5.1,4.1,2.6,3.0,3.3,3.1,4.0,7.0,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,1.9,1.7,2.5,1.7,2.8,2.1,1.4,4.0,3.5,4.9,6.7,7.8,9.3,9.7,10.5,9.3,8.3,8.0,5.5,3.9,2.5,1.3,.3,.3,4.6,10.5,14
,OTAY MESA DVN,3.9,3.6,3.2,3.3,2.8,3.3,4.1,4.0,3.8,4.6,6.6,8.6,8.3,9.4,10.3,10.2,9.8,7.7,5.5,4.8,3.1,1.9,1.6,2.1,5.3,10.3,14
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,55.7,54.2,54.7,54.3,52.7,52.1,52.2,54.9,63.4,70.2,73.5,76.5,78.7,79.0,78.5,76.3,72.6,68.1,63.6,60.6,59.0,58.3,58.5,57.0,63.5,79.0,13
,CARMEL MT RCH,62.6,62.7,62.8,62.8,62.5,62.4,62.6,63.6,66.7,71.0,73.5,76.1,75.9,74.6,73.8,72.1,69.8,66.2,62.8,61.7,61.6,61.8,61.2,61.6,66.4,76.1,11
,CHULA VISTA,66.4,66.1,65.8,65.6,65.3,65.3,65.7,66.8,68.7,71.3,70.9,71.3,71.3,71.4,70.9,69.6,68.6,66.9,65.6,65.2,65.5,65.7,65.5,65.5,67.5,71.4,13
,DOWNTOWN SES,63.6,63.4,63.5,63.6,63.2,62.9,63.1,64.8,66.4,67.5,67.8,68.0,67.9,68.1,67.6,66.5,65.4,64.0,62.7,62.7,62.4,62.6,62.6,62.6,64.7,68.1,13
,EL CAJON LES,65.1,65.4,65.0,64.7,63.9,63.5,63.9,65.5,68.4,72.8,76.9,79.8,80.0,80.0,79.9,77.7,74.6,71.1,67.4,64.9,64.9,64.3,63.3,63.9,69.5,80.0,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,65.1,65.0,65.0,64.7,64.4,64.5,64.8,66.3,69.1,72.2,74.6,74.6,74.2,73.0,72.1,70.8,69.0,66.1,63.7,63.0,63.2,63.2,61.8,61.6,67.2,74.6,10
,OTAY MESA DVN,63.4,62.7,62.7,62.6,62.4,62.1,62.6,63.8,67.4,72.2,74.4,74.0,74.1,73.3,72.3,70.2,68.0,64.9,62.7,62.6,62.8,62.4,61.7,62.0,66.1,74.4,10
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,100,100,100,100,100,100,100,98,64,43,42,38,34,36,39,44,53,65,82,91,96,97,94,99,76,100,00
,EL CAJON LES,81,79,79,79,79,78,75,71,65,56,47,44,44,46,46,49,55,61,70,77,77,78,80,79,66,81,00
,KEARNY MESA,81,80,79,79,78,78,76,72,65,57,54,56,57,60,61,64,69,77,83,85,85,85,86,84,73,86,22
18 PRES mmHg,EL CAJON LES,746,746,746,746,746,746,746,747,747,746,746,746,746,745,745,745,745,745,746,747,747,747,747,747,746,747,07
,KEARNY MESA,747,747,747,747,747,747,747,747,747,747,747,747,747,747,746,746,746,746,747,748,748,748,748,748,747,748,19
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,2,73,297,550,722,833,878,853,758,609,419,209,34,-6,-6,-4,-6,-5,-2,258,878,11
,KEARNY MESA,-1,-1,-1,-1,-1,4,78,336,522,676,773,817,796,717,591,427,233,51,-1,-1,-1,-1,-1,-1,250,817,11
25 NOY,EL CAJON LES,3.62,3.63,3.46,3.61,3.50,C,C,4.84,6.38,7.09,8.40,7.43,5.53,5.26,5.09,5.54,5.72,5.54,4.84,3.94,4.71,3.80,5.51,4.47,5.08,8.40,10
26 NOY-NO,EL CAJON LES,3.61,3.63,3.46,3.61,3.49,C,C,4.16,5.34,6.00,7.17,6.64,4.94,4.62,4.53,4.83,4.97,5.14,4.69,3.86,4.59,3.65,5.48,4.12,4.66,7.17,10
27 NO Trace,EL CAJON LES,.00,.00,.00,.00,.01,C,C,.68,1.03,1.09,1.23,.79,.58,.63,.56,.71,.74,.39,.15,.07,.11,.14,.02,.35,.42,1.23,10
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,10
29 CO Tr PPB,EL CAJON LES,215.9,217.5,C,C,C,229.6,241.7,247.2,261.9,M,314.0,277.6,270.0,261.1,236.0,240.9,248.8,212.2,209.6,198.3,212.1,207.4,221.8,202.0,236.2,314.0,10
BCarbon ug/m3,10TH AVE MARINE TERM,.21,.19,.17,.16,.21,.25,.33,.36,.45,.31,.31,.20,.33,.20,.19,.18,.18,.21,.13,.18,.25,.28,.25,.20,.24,.45,08
,ALPINE,.27,.26,.19,.22,.22,.33,.26,.35,.24,.26,.29,.30,.34,.29,.25,.26,.30,.25,.22,.24,.25,.23,.24,.21,.26,.35,07
,CHICANO PARK,.23,.25,.27,.31,.47,.41,.55,.59,.55,.45,.36,.25,.31,.31,.30,.23,.20,.21,.23,.26,.33,.41,.29,.22,.33,.59,07
,DOWNTOWN SES,.24,.23,.25,.27,.28,.33,.42,.45,.46,.45,.27,.19,.19,.20,.21,.20,.18,.19,.21,.23,.29,.27,.18,.20,.27,.46,08
,OCEANVIEW BLVD,.21,.22,.24,.30,.40,.48,.53,.46,.44,.66,.39,.30,.29,.32,.30,.30,.27,.30,.29,.25,.30,.25,.19,.17,.33,.66,09
,SAN YSIDRO,.24,.21,.19,.18,.21,.21,.32,.23,.30,.40,.26,.20,.20,.18,.23,.17,.13,.21,.19,.24,.33,.18,.24,.13,.22,.40,09
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
