,CHULA VISTA,.006,C,C,.003,.002,.002,.005,.005,.004,.005,.002,.002,.002,.002,.001,.002,.001,.001,.002,.003,.004,.006,.009,.012,.004,.012,23
,DOWNTOWN SES,.005,C,C,.002,.001,.002,.004,.004,.007,.008,.004,.006,.006,.004,.006,.009,.008,.013,.008,.005,.007,.010,.014,.012,.007,.014,22
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,C,C,.002,.002,.002,.002,.003,.004,.006,.003,.004,.003,.003,.004,.005,.005,.004,.003,.004,.004,.008,.009,.009,.004,.009,22
,OTAY MESA DVN,.004,C,C,.002,.003,.003,.002,.003,.003,.003,.003,.003,.003,.002,.002,.002,.002,.002,.002,.002,.003,.004,.007,.010,.003,.010,23
,PENDLETON,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
03 NO2 PPM,ALPINE,.004,C,C,.004,.003,.002,.005,.007,.004,.004,.004,.003,.003,.003,.003,.003,.004,.004,.004,.004,.006,.004,.003,.002,.004,.007,07
,CARMEL MT RCH,.004,C,C,.002,.002,.004,.007,.008,.004,.006,.006,.008,.008,.007,.007,.008,.007,.006,.007,.010,.009,.009,.017,.018,.007,.018,23
,CHULA VISTA,.006,C,C,.003,.002,.002,.004,.004,.003,.004,.002,.002,.001,.002,.001,.001,.001,.001,.002,.003,.004,.006,.009,.012,.003,.012,23
,DOWNTOWN SES,.005,C,C,.001,.001,.001,.004,.003,.005,.006,.003,.005,.005,.003,.005,.007,.006,.012,.007,.005,.007,.010,.013,.012,.006,.013,22
,EL CAJON LES,.006,C,C,C,.003,.003,.003,.003,.003,.003,.003,.003,.003,.004,.004,.005,.006,.007,.008,.007,.006,.007,.006,.007,.005,.008,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,C,C,.002,.002,.002,.002,.003,.003,.005,.003,.003,.002,.003,.003,.004,.005,.004,.003,.004,.004,.008,.009,.009,.004,.009,22
,OTAY MESA DVN,.004,C,C,.002,.002,.002,.002,.002,.002,.003,.003,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.004,.006,.009,.003,.009,23
,PENDLETON,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
04 NO PPM,ALPINE,.000,C,C,.000,.000,.000,.001,.003,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,07
,CARMEL MT RCH,.002,C,C,.001,.001,.002,.004,.006,.002,.005,.006,.006,.006,.005,.005,.006,.005,.005,.004,.005,.004,.002,.003,.004,.004,.006,07
,CHULA VISTA,.000,C,C,.000,.000,.000,.002,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,06
,DOWNTOWN SES,.000,C,C,.000,.000,.000,.000,.001,.002,.002,.001,.002,.001,.001,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.001,.002,08
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.000,.000,.000,.001,.001,.000,.001,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
,OTAY MESA DVN,.000,C,C,.000,.000,.000,.000,.000,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.001,.000,.001,08
,PENDLETON,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
06 CO PPM,CARMEL MT RCH,.3,C,C,.2,.2,.3,.4,.5,.3,.5,.5,.6,.6,.6,.6,.6,.6,.6,.6,.6,.6,.5,.7,.7,.5,.7,22
10 INTMP °C,ALPINE,26,26,26,27,26,27,27,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,26,26,25,27,03
,CARMEL MT RCH,26,26,27,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,27,02
,CHULA VISTA,24,24,24,24,24,25,24,24,24,24,24,24,24,24,24,25,24,24,24,24,24,25,24,24,24,25,05
,DOWNTOWN SES,24,23,24,23,23,24,23,23,23,23,22,22,22,22,22,22,23,23,23,23,23,23,23,23,23,24,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,25,26,26,25,25,25,25,25,25,25,25,25,25,24,24,24,23,23,24,25,25,25,25,25,25,26,01
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,6.5,8.9,8.2,9.0,4.6,6.8,5.6,.6,-1.8,-.3,2.6,7.5,5.2,6.1,7.5,8.8,6.9,4.3,5.5,7.8,11.1,9.7,9.6,8.3,6.2,11.1,20
,DOWNTOWN SES,5.1,6.2,8.5,6.8,6.0,6.7,8.1,7.0,6.1,9.1,6.0,8.4,9.4,7.5,5.2,2.9,6.3,9.6,8.2,8.3,11.1,10.9,11.7,8.9,7.6,11.7,22
,EL CAJON LES,5.4,8.1,7.1,3.0,7.4,8.9,11.5,7.4,12.7,11.4,9.6,8.7,9.7,10.9,8.8,8.1,6.5,8.6,8.8,7.9,6.2,6.9,8.6,8.0,8.3,12.7,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,9.6,13.6,10.4,8.4,9.9,6.3,5.2,11.2,9.1,8.2,4.9,5.7,5.6,9.1,10.4,5.7,2.9,5.0,7.1,5.3,7.6,9.6,16.2,13.8,8.3,16.2,22
,PENDLETON,7.6,9.1,8.1,9.5,8.0,10.6,8.5,12.1,13.7,11.1,13.3,11.0,10.3,11.4,8.0,8.9,9.1,13.9,9.8,8.3,9.1,17.8,6.7,12.0,10.3,17.8,21
12 VWDR °,ALPINE,54,348,350,103,63,80,156,264,278,265,291,240,267,262,266,282,291,304,323,32,37,354,83,345,0,354,21
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,339,353,354,317,332,332,341,336,234,251,261,250,270,241,255,275,244,264,311,343,344,22,90,86,0,354,02
,EL CAJON LES,82,73,66,9,75,124,102,102,171,286,284,287,227,218,248,238,218,208,213,172,167,124,103,109,0,287,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,324,9,348,335,279,13,286,302,183,247,276,230,229,256,274,270,280,301,302,314,306,62,92,95,0,348,02
,OTAY MESA DVN,359,121,13,351,14,72,88,317,317,282,295,293,304,289,291,298,285,287,305,334,130,88,122,96,0,359,00
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,32,68,33,52,38,34,41,40,45,29,34,38,37,34,36,31,29,24,21,22,39,33,14,30,35,68,01
,CHULA VISTA,21,24,27,21,24,25,54,47,50,41,25,33,24,24,23,27,24,22,25,24,21,16,16,21,27,54,06
,DOWNTOWN SES,19,29,23,29,33,45,33,47,57,28,25,23,22,24,26,28,24,19,24,29,25,32,16,16,28,57,08
,EL CAJON LES,24,21,19,40,21,25,22,38,63,67,36,61,29,25,25,23,22,19,20,17,36,20,31,38,31,67,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,15,25,17,24,30,37,53,31,50,47,30,34,19,20,20,22,23,12,9,12,10,30,17,31,26,53,06
,OTAY MESA DVN,44,16,26,18,17,17,23,52,47,52,23,23,26,24,15,14,13,11,13,22,41,46,18,20,26,52,07
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,.7,.2,1.0,.6,.9,.7,.6,1.1,2.1,3.7,4.4,3.8,4.2,4.4,4.6,4.6,3.7,2.9,2.4,1.0,1.3,.6,1.8,.1,.0,4.6,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,2.1,1.7,2.7,3.0,2.0,1.2,2.3,.8,1.6,6.0,6.4,6.3,5.9,7.4,5.9,5.4,4.7,4.6,3.3,2.2,1.6,.8,2.4,1.9,.0,7.4,13
,EL CAJON LES,.9,1.0,1.3,1.7,2.6,2.0,2.6,1.6,1.7,1.6,3.9,2.3,4.6,5.8,5.8,5.6,4.6,4.8,3.2,3.0,.8,1.5,.6,.9,.0,5.8,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,3.1,2.5,3.6,3.6,2.0,1.5,.9,1.9,1.1,4.0,5.8,5.1,7.8,8.1,7.5,6.3,4.9,7.3,4.4,2.5,2.7,1.9,1.6,.8,.0,8.1,13
,OTAY MESA DVN,.0,.4,1.6,3.3,3.3,3.8,2.5,2.3,1.8,2.4,8.3,7.1,5.5,6.3,8.2,7.7,7.4,6.4,5.7,3.1,.5,.4,.0,.0,.0,8.3,10
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,1.3,1.0,1.2,1.2,1.4,1.1,1.3,2.0,2.6,4.2,5.0,4.5,5.3,5.5,5.6,5.3,4.3,3.2,2.5,1.5,1.9,.7,1.8,.4,2.7,5.6,14
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,2.2,1.9,2.9,3.4,3.2,2.6,3.1,2.2,3.4,6.7,7.1,6.9,7.0,8.2,6.5,6.1,5.2,5.2,3.9,2.4,1.8,1.2,2.5,2.0,4.1,8.2,13
,EL CAJON LES,1.0,1.1,1.3,2.6,2.9,2.5,3.0,2.4,2.3,3.2,4.6,4.1,5.7,6.7,6.3,6.1,5.0,5.1,3.5,3.2,1.3,1.6,.9,1.1,3.2,6.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.2,2.6,3.8,4.0,2.3,2.1,1.8,2.8,3.5,5.1,6.7,6.0,8.3,8.9,8.0,6.8,5.3,7.5,4.5,2.5,2.7,2.2,1.9,.9,4.3,8.9,13
,OTAY MESA DVN,.0,.4,1.7,3.5,3.8,4.1,2.6,3.0,3.2,3.5,8.8,7.6,6.3,7.0,8.6,7.9,7.7,6.5,6.0,3.4,.6,.4,.0,.0,4.0,8.8,10
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,58.8,59.4,57.6,55.5,56.8,58.8,58.7,62.3,65.3,70.8,70.4,73.1,76.7,79.0,79.6,77.8,74.6,70.8,65.9,63.8,64.1,64.2,65.7,66.9,66.5,79.6,14
,CARMEL MT RCH,61.1,60.9,60.5,60.4,60.1,59.9,60.5,61.4,64.2,67.9,70.2,75.2,78.9,79.5,77.3,76.0,73.0,67.4,63.9,63.4,62.1,61.1,60.4,59.5,66.0,79.5,13
,CHULA VISTA,63.7,64.1,64.3,64.3,64.6,64.5,64.5,65.1,67.6,69.4,69.2,70.3,71.1,71.0,70.2,69.5,68.8,66.9,65.4,65.0,64.7,64.0,63.6,63.0,66.5,71.1,12
,DOWNTOWN SES,62.9,63.7,64.1,63.8,63.2,63.1,63.1,63.5,65.3,66.8,67.0,67.8,67.8,67.7,67.7,67.3,66.4,64.6,63.5,63.2,63.8,63.4,62.4,61.9,64.8,67.8,11
,EL CAJON LES,61.2,60.6,61.7,62.5,62.0,61.6,61.7,62.6,64.8,69.8,73.4,76.6,79.8,81.0,80.8,79.1,77.0,72.4,67.9,65.2,64.2,63.3,62.8,61.8,68.1,81.0,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,62.4,63.1,63.8,63.7,63.6,63.6,63.6,64.1,66.2,68.7,71.6,73.2,74.6,75.2,74.0,73.2,72.4,68.2,64.3,63.7,62.4,60.3,59.9,60.0,66.5,75.2,13
,OTAY MESA DVN,60.0,59.1,59.8,60.5,60.4,59.9,59.9,61.5,64.8,69.7,71.4,71.9,75.0,76.4,74.5,72.0,70.0,66.9,63.6,62.2,61.7,61.8,61.3,61.6,65.2,76.4,13
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,89,70,73,71,55,48,33,50,52,42,53,41,37,33,33,36,42,50,67,75,69,67,51,41,53,89,00
,EL CAJON LES,86,84,81,83,82,85,84,81,75,64,56,48,44,42,41,44,49,58,68,74,78,80,81,83,69,86,00
,KEARNY MESA,87,87,86,86,86,85,84,82,77,70,62,58,55,54,57,58,60,71,82,84,87,87,88,89,76,89,23
18 PRES mmHg,EL CAJON LES,749,749,749,749,749,749,749,749,749,749,749,748,748,747,747,747,746,746,747,747,747,747,747,747,748,749,00
,KEARNY MESA,750,750,750,749,749,750,750,750,750,750,750,749,749,748,748,748,747,748,748,748,748,748,748,748,749,750,00
19 SOLAR W/M2,EL CAJON LES,-5,-4,-2,-2,-3,0,36,118,445,715,823,871,850,765,616,423,207,29,-7,-7,-6,-6,-5,-5,244,871,11
,KEARNY MESA,-1,-1,-1,-1,-1,2,39,101,448,667,770,815,797,721,597,430,233,49,-1,-1,-1,-1,-1,-1,236,815,11
25 NOY,EL CAJON LES,4.94,4.68,4.52,2.87,C,C,2.80,3.01,3.73,3.85,4.08,4.25,4.32,4.86,5.87,5.49,6.05,6.88,6.72,5.87,5.12,5.57,5.19,6.02,4.84,6.88,17
26 NOY-NO,EL CAJON LES,4.94,4.68,4.52,2.86,C,C,2.73,2.80,3.15,3.23,3.57,3.77,3.94,4.30,4.95,4.66,5.37,6.47,6.54,5.73,5.07,5.55,5.16,5.96,4.54,6.54,18
27 NO Trace,EL CAJON LES,.00,.00,.00,.00,C,C,.07,.20,.58,.61,.50,.47,.38,.55,.91,.83,.68,.40,.17,.14,.04,.01,.03,.06,.30,.91,14
28 SO2 Tr PPB,EL CAJON LES,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.0,.0,.1,13
29 CO Tr PPB,EL CAJON LES,226.4,C,C,C,192.3,191.0,199.6,201.9,211.4,236.7,235.6,245.0,244.4,226.9,228.0,232.6,242.7,247.4,269.3,248.2,243.1,256.6,250.7,261.7,232.9,269.3,18
BCarbon ug/m3,10TH AVE MARINE TERM,.20,.16,.16,.14,.14,.16,1.06,1.26,.41,.30,.28,.33,.26,.25,.33,.33,.30,.22,.22,.46,.52,.65,.83,.46,.39,1.26,07
,ALPINE,.27,.24,.22,.21,.15,.12,.13,.27,.20,.23,.26,.23,.22,.21,.21,.22,.23,.23,.28,.19,.25,.20,.16,.13,.21,.28,18
,CHICANO PARK,.24,.26,.26,.16,.17,.20,.55,.60,.42,.38,.24,.27,.26,.26,.27,.54,.25,.34,.37,.46,.43,.45,.67,.58,.36,.67,22
,DOWNTOWN SES,.27,.20,.18,.16,.15,.16,.29,.26,.33,.38,.22,.29,.28,.22,.23,.26,.25,.31,.35,.32,.35,.38,.63,.55,.29,.63,22
,OCEANVIEW BLVD,.45,.35,.27,.18,.16,.26,.24,.27,.25,.30,.26,.25,.21,.18,.19,.22,.24,.30,.31,.28,.45,.51,.52,.39,.29,.52,22
,SAN YSIDRO,.47,.43,.18,.19,.18,.19,.20,.21,.21,.23,.26,.19,.17,.15,.14,.14,.15,.16,.17,.25,.26,.30,.30,.43,.23,.47,00
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
