Current Date:,9/24/2021,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
9/23/2021
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.033,.035,C,C,.031,.032,.033,.031,.038,.040,.045,.051,.058,.055,.050,.055,.053,.046,.031,.029,.023,.019,.035,.037,.039,.058,12
,CHULA VISTA,.020,.019,C,C,.018,.013,.015,.021,.026,.030,M,M,M,.039,.037,.041,.037,.032,.030,.036,.033,.031,.037,.036,.029,.041,15
,DOWNTOWN SES,.027,.027,C,C,.026,.026,.024,.026,.025,.030,.035,.039,.037,.036,.036,.036,.034,.033,.030,.033,.037,.036,.033,.034,.031,.039,11
,EL CAJON LES,.019,.016,C,C,C,.010,.010,.015,.025,.034,.044,.050,.052,.051,.051,.046,.038,.035,.030,.027,.024,.019,.021,.022,.030,.052,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.022,.023,C,C,.020,.017,.023,.023,.026,.033,.038,.045,.043,.040,.037,.036,.038,.034,.031,.028,.028,.030,.027,.027,.030,.045,11
,OTAY MESA DVN,.004,.005,C,C,.012,.012,.008,.014,.020,.029,.042,.046,.045,.044,.040,.037,.039,.031,.027,.028,.029,.028,.026,.020,.026,.046,11
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
02 NOX PPM,ALPINE,.002,.002,C,C,.004,.005,.004,.010,.006,.006,.006,.005,.006,.004,.003,.003,.005,.005,.011,.011,.015,.017,.007,.005,.006,.017,21
,CARMEL MT RCH,.024,.014,C,C,.015,.035,.024,.031,.040,.028,.032,.025,.020,.022,.021,.019,.016,.019,.021,.015,.018,.018,.018,.016,.022,.040,08
,CHULA VISTA,.008,.008,C,C,.008,.011,.015,.016,.015,.013,M,M,M,.003,.003,.003,.003,.005,.006,.002,.004,.005,.003,.002,.007,.016,07
,DOWNTOWN SES,.006,.006,C,C,.006,.007,.012,.009,.016,.014,.013,.009,.010,.007,.006,.008,.006,.005,.008,.009,.005,.005,.008,.005,.008,.016,08
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.007,C,C,.010,.013,.013,.013,.012,.009,.008,.005,.004,.004,.004,.004,.003,.003,.004,.004,.004,.005,.005,.005,.007,.013,05
,OTAY MESA DVN,.034,.026,C,C,.009,.018,.038,.022,.019,.017,.011,.006,.005,.005,.004,.005,.003,.003,.004,.004,.003,.003,.004,.006,.011,.038,06
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
03 NO2 PPM,ALPINE,.001,.002,C,C,.003,.004,.003,.007,.005,.005,.005,.004,.005,.003,.003,.003,.004,.005,.011,.010,.015,.016,.006,.005,.006,.016,21
,CARMEL MT RCH,.019,.011,C,C,.012,.016,.013,.014,.018,.015,.016,.013,.011,.012,.011,.010,.008,.011,.012,.008,.010,.010,.012,.012,.012,.019,00
,CHULA VISTA,.008,.008,C,C,.008,.011,.012,.011,.010,.009,M,M,M,.002,.002,.002,.002,.005,.006,.002,.004,.005,.003,.002,.006,.012,06
,DOWNTOWN SES,.006,.006,C,C,.005,.006,.010,.007,.011,.010,.009,.007,.007,.005,.005,.006,.005,.005,.008,.009,.005,.004,.008,.005,.007,.011,08
,EL CAJON LES,.009,.008,C,C,C,.013,.014,.015,.012,.011,.009,.007,.004,.004,.004,.005,.006,.006,.008,.008,.009,.010,.007,.006,.008,.015,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.006,C,C,.007,.010,.009,.008,.009,.007,.006,.004,.004,.003,.003,.003,.003,.003,.004,.004,.004,.005,.005,.005,.005,.010,05
,OTAY MESA DVN,.030,.024,C,C,.009,.012,.019,.014,.013,.012,.009,.005,.004,.004,.003,.003,.003,.003,.004,.003,.003,.002,.004,.006,.009,.030,00
,PENDLETON,<,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
04 NO PPM,ALPINE,.000,.000,C,C,.001,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.001,.000,.001,.000,.001,.002,07
