,OTAY MESA DVN,.003,C,C,.003,.003,.003,.003,.003,.003,.003,.004,.004,.004,.003,.004,.005,.004,.002,.003,.005,.005,.003,.003,.003,.003,.005,15
,PENDLETON,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
04 NO PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,.002,C,C,.002,.002,.003,.004,.004,.004,.005,.006,.007,.006,.005,.005,.006,.005,.004,.004,.004,.004,.003,.003,.002,.004,.007,11
,CHULA VISTA,.000,C,C,.000,.000,.000,.000,.000,.002,.001,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,DOWNTOWN SES,.000,C,C,.000,.000,.000,.000,.000,.001,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,08
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,C,C,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,00
,OTAY MESA DVN,.000,C,C,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.001,07
,PENDLETON,C,C,C,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,C,C
06 CO PPM,CARMEL MT RCH,.3,C,C,.2,.2,.4,.4,.4,.5,.6,.5,.5,.6,.6,.6,.6,.5,.5,.4,.4,.5,.4,.3,.3,.4,.6,09
10 INTMP °C,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,25,24,25,25,24,25,24,25,25,25,24,25,25,25,25,25,24,24,25,25,25,25,25,25,02
,DOWNTOWN SES,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,23,00
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,25,25,24,24,24,24,24,24,25,16
,OTAY MESA DVN,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,05
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
11 PM2.5 µg/M3,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,7.5,7.4,4.6,2.3,5.1,6.0,5.9,11.0,6.0,3.4,5.2,3.7,6.2,7.1,7.2,4.6,5.2,5.6,6.5,4.1,4.0,3.2,1.3,2.9,5.2,11.0,07
,EL CAJON LES,8.8,11.4,8.0,5.6,6.7,7.4,5.9,6.3,4.3,3.7,3.0,3.8,5.3,3.5,2.8,1.6,2.2,7.3,7.3,5.9,1.6,1.8,4.4,3.7,5.0,11.4,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,10.9,10.5,5.7,2.3,7.6,5.6,1.8,3.7,4.1,5.7,1.8,1.9,7.0,5.8,3.5,4.8,5.9,5.8,5.4,3.7,3.5,2.9,1.1,2.7,4.7,10.9,00
,PENDLETON,9.0,8.9,7.7,9.3,8.1,9.0,7.9,7.7,7.0,6.5,3.6,5.0,5.6,6.9,5.6,5.8,8.5,5.6,5.0,7.8,9.1,7.5,6.7,5.6,7.0,9.3,03
12 VWDR °,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0,M,M
,DOWNTOWN SES,291,332,325,331,325,315,281,309,305,324,289,280,301,313,315,295,300,318,140,156,148,145,145,147,0,332,01
,EL CAJON LES,259,321,324,310,319,307,297,269,315,223,272,226,221,272,261,254,257,317,306,321,325,322,318,322,0,325,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,288,311,311,292,302,296,298,314,323,7,333,298,287,280,288,289,289,300,300,314,313,303,308,311,0,333,10
,OTAY MESA DVN,303,299,288,314,334,312,314,329,328,332,292,292,288,294,283,288,280,287,293,281,339,330,315,322,0,339,20
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,0,<,<
13 SIGTHETA °,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,34,24,21,17,21,20,23,20,22,25,26,19,20,19,21,20,18,19,17,20,19,20,20,18,21,34,00
,DOWNTOWN SES,28,27,25,23,19,24,18,27,26,25,17,23,23,21,25,25,22,22,22,19,22,21,21,22,23,28,00
,EL CAJON LES,26,19,17,18,20,22,39,36,46,50,45,31,25,21,20,22,21,21,18,19,23,28,21,20,26,50,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,36,11,11,13,13,8,12,11,16,30,39,16,12,10,14,11,9,11,9,9,11,10,11,12,14,39,10
,OTAY MESA DVN,13,10,12,12,12,14,18,14,16,19,30,16,13,13,13,11,10,13,11,13,13,15,14,13,14,30,10
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
14 VWSP MPH,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,.0,M,M
,DOWNTOWN SES,2.5,2.6,2.7,2.5,2.7,2.5,3.5,3.5,3.9,3.4,5.1,6.2,6.4,6.6,5.4,4.7,6.1,3.1,3.9,4.1,5.7,4.2,5.3,4.2,.0,6.6,13
,EL CAJON LES,2.5,2.9,3.4,2.8,3.1,2.7,1.0,1.2,1.4,1.5,.7,2.7,4.6,5.4,5.7,3.8,3.5,4.1,5.2,3.9,2.9,2.1,2.4,3.0,.0,5.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,1.5,4.1,5.4,3.8,2.5,4.5,4.1,4.1,4.7,3.1,1.8,6.7,8.9,9.5,7.6,8.3,8.8,6.8,7.3,5.7,4.9,4.0,4.7,5.3,.0,9.5,13
,OTAY MESA DVN,3.4,4.3,4.3,3.4,3.9,3.4,2.7,3.9,4.2,3.3,2.1,5.8,7.9,8.4,7.8,6.4,7.0,5.6,5.4,1.6,3.4,3.5,3.2,3.3,.0,8.4,13
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,.0,<,<
15 SWSP MPH,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
,DOWNTOWN SES,3.0,2.9,2.9,2.7,2.9,2.7,3.7,3.9,4.4,3.7,5.4,6.7,7.1,7.1,5.9,5.2,6.6,3.3,-4.2,-4.4,-6.3,-4.6,-5.7,-4.6,2.1,7.1,12
,EL CAJON LES,2.8,3.1,3.6,3.0,3.3,2.9,1.3,1.5,1.9,2.1,1.5,3.4,5.1,5.8,6.0,4.1,3.8,4.7,5.5,4.2,3.2,2.5,2.6,3.3,3.4,6.0,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.0,4.2,5.5,3.9,2.6,4.6,4.2,4.2,5.0,4.0,3.2,7.1,9.1,9.7,7.8,8.5,8.9,7.0,7.4,5.7,5.0,4.1,4.8,5.5,5.6,9.7,13
,OTAY MESA DVN,3.5,4.4,4.4,3.6,4.0,3.5,2.8,4.1,4.5,3.6,2.5,6.0,8.2,8.6,8.0,6.6,7.1,5.8,5.5,1.6,3.5,3.7,3.4,3.4,4.7,8.6,13
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
16 AMBTEMP °F,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,63.0,62.4,62.0,62.0,62.2,62.4,62.5,63.1,65.2,66.5,67.4,67.1,65.8,65.7,66.5,67.1,65.4,64.0,62.8,62.7,62.8,62.5,62.2,61.4,63.9,67.4,10
,CHULA VISTA,66.5,66.4,66.3,65.9,65.9,66.1,66.0,66.0,67.0,68.5,68.9,69.1,69.0,68.6,68.5,68.5,67.8,67.2,67.0,67.1,66.9,66.6,66.5,66.3,67.2,69.1,11
,DOWNTOWN SES,63.7,63.6,63.6,63.3,62.8,63.3,63.4,63.5,64.6,64.8,65.5,65.0,64.1,63.6,64.4,65.0,64.1,63.7,63.4,63.3,63.3,63.1,63.1,62.9,63.8,65.5,10
,EL CAJON LES,65.7,65.4,64.9,64.5,64.0,64.0,64.2,64.8,67.2,68.3,69.4,70.3,70.0,69.2,68.1,68.6,68.5,67.9,66.5,65.8,65.2,65.1,65.2,64.5,66.6,70.3,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,65.4,65.3,65.1,64.7,64.6,64.6,64.4,64.5,65.9,67.7,68.9,68.7,67.5,66.6,67.3,67.5,66.9,65.9,65.1,65.1,65.1,65.0,65.0,64.7,65.9,68.9,10
,OTAY MESA DVN,63.0,62.9,62.6,62.8,62.7,62.6,62.8,63.0,64.5,65.8,67.3,67.6,67.4,66.9,66.5,66.2,65.4,64.6,64.3,63.9,64.1,64.3,64.1,63.5,64.5,67.6,11
,PENDLETON,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
17 RELHUM %,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,86,88,90,92,94,92,92,92,82,77,73,72,73,75,78,77,76,77,81,83,84,84,84,86,83,94,04
,KEARNY MESA,87,87,88,89,90,91,94,95,91,81,77,79,83,86,84,82,83,87,88,86,85,85,85,85,86,95,07
18 PRES mmHg,EL CAJON LES,749,749,749,749,749,749,750,750,750,750,750,750,750,749,749,749,749,749,750,750,750,750,750,750,750,750,06
,KEARNY MESA,750,750,750,750,750,750,751,751,751,751,751,751,751,750,750,750,750,750,750,751,751,751,751,751,751,751,06
19 SOLAR W/M2,EL CAJON LES,-3,-3,-3,-3,-3,-2,15,92,178,174,186,161,136,128,125,86,27,1,-3,-3,-3,-3,-3,-3,53,186,10
,KEARNY MESA,0,0,0,0,0,1,12,50,151,164,173,148,128,130,142,109,46,5,0,0,0,0,0,0,52,173,10
25 NOY,EL CAJON LES,2.81,2.53,2.83,2.31,C,C,2.86,3.50,3.10,3.20,2.93,3.77,4.38,3.08,2.59,2.45,3.27,3.25,3.02,3.00,3.01,2.71,2.62,2.62,2.99,4.38,12
26 NOY-NO,EL CAJON LES,2.79,2.50,2.79,2.28,C,C,2.74,3.16,2.71,2.69,2.50,3.23,3.74,2.72,2.14,2.16,2.90,3.11,2.91,2.88,2.82,2.69,2.54,2.51,2.75,3.74,12
27 NO Trace,EL CAJON LES,.02,.03,.03,.02,C,C,.12,.33,.39,.51,.43,.54,.63,.36,.45,.28,.37,.13,.11,.12,.19,.02,.08,.11,.23,.63,12
28 SO2 Tr PPB,EL CAJON LES,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,197.7,C,C,C,171.9,173.6,193.1,205.7,215.8,223.8,221.4,235.8,245.2,199.1,190.5,188.7,201.7,205.7,210.6,200.3,200.7,187.7,199.4,179.3,202.2,245.2,12
BCarbon ug/m3,10TH AVE MARINE TERM,.18,.14,.12,.12,.16,.15,.23,.55,.35,.40,.35,.30,.24,.21,.23,.22,.27,.35,.28,.29,.27,.21,.14,.22,.25,.55,07
,ALPINE,.26,.23,.19,.18,.15,.12,.11,.09,.09,.09,.11,.11,.13,.13,.14,.11,.12,.13,.16,.16,.15,.15,.12,.06,.14,.26,00
,CHICANO PARK,.22,.18,.15,.14,.17,.26,.42,.63,.52,.40,.37,.28,.25,.39,.29,.41,.40,.74,.39,.34,.24,.30,.24,.13,.33,.74,17
,DOWNTOWN SES,<,.18,.15,.13,.14,.15,.54,.39,.30,.17,.25,.23,.37,.26,.20,.24,.30,.27,.26,.44,.25,.22,<,.13,.25,.54,06
,OCEANVIEW BLVD,.22,.17,.16,<,.16,.15,<,.26,.23,.24,.25,.25,.31,.25,.21,.19,.27,.24,.23,.21,.25,<,.18,.13,.22,.31,12
,SAN YSIDRO,.19,.16,.13,.13,.14,.13,.26,.24,.17,.15,.14,.13,.15,.12,.20,.12,.15,.14,.15,.19,.19,.18,.13,.10,.16,.26,06
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
