,DOWNTOWN SES,12.3,11.3,C,C,11.7,8.7,9.1,9.8,9.0,7.3,7.9,6.8,6.3,7.3,6.2,6.9,7.5,10.8,6.3,8.2,8.0,9.9,13.0,9.2,8.7,13.0,22
,EL CAJON LES,4.2,5.2,C,C,C,7.1,9.1,7.4,6.1,5.5,4.3,4.3,3.7,3.7,3.1,4.3,4.6,6.1,9.0,11.5,10.2,9.4,10.1,9.9,6.6,11.5,19
,KEARNY MESA,11.4,10.0,C,C,7.5,3.7,4.6,4.2,3.7,4.2,4.6,3.5,2.8,2.6,3.0,2.8,3.0,3.0,3.4,4.4,6.4,6.2,5.4,6.3,4.8,11.4,00
,OTAY MESA DVN,4.7,3.0,C,C,12.4,11.1,8.9,14.8,22.4,8.1,7.0,4.1,3.5,3.8,3.5,3.4,3.4,4.6,4.3,4.8,4.0,4.8,4.9,5.3,6.6,22.4,08
,PENDLETON,4.4,6.0,C,C,6.1,9.2,7.6,5.6,3.3,3.0,2.9,M,M,M,M,M,1.6,1.6,1.8,2.2,2.3,14.3,14.0,9.5,5.6,14.3,21
04 NO PPB,ALPINE,.0,.0,C,C,.0,3.8,2.3,3.3,4.7,.9,.6,.4,.1,.0,.0,.0,.1,.0,.0,.5,.1,.0,.0,.0,.7,4.7,08
,OTAY MESA DVN,.3,.1,C,C,3.0,1.3,4.1,10.6,15.2,3.1,1.8,.7,.4,.5,.5,.4,.3,.3,.1,.5,.1,.3,.2,.2,2.0,15.2,08
,PENDLETON,.1,.1,C,C,.1,.5,1.4,3.0,.7,.6,.6,M,M,M,M,M,.1,.1,.1,.1,.1,.1,1.3,.1,.5,3.0,07
06 CO PPM,CARMEL MT RCH,.3,.3,C,C,.3,.6,.6,.6,.5,.5,.6,.6,.6,.7,.7,.7,.6,.7,.6,.6,.5,.5,.4,.4,.5,.7,13
10 INTMP °C,ALPINE,25,25,25,25,25,25,25,25,25,25,24,24,24,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,CARMEL MT RCH,24,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,02
,CHULA VISTA,26,26,26,27,26,26,26,27,27,27,26,26,26,26,26,26,26,26,27,26,26,26,26,26,26,27,03
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,25,25,25,25,25,25,25,25,26,25,26,00
,EL CAJON LES,26,26,27,26,26,27,27,27,27,27,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,27,02
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,28,29,30,30,30,30,30,26,27,26,30,17
,OTAY MESA DVN,26,26,27,27,27,27,27,27,27,26,26,26,26,26,25,25,25,25,25,26,26,26,26,26,26,27,02
,PENDLETON,25,25,25,26,26,25,26,25,25,25,25,26,27,27,27,26,25,25,25,25,25,25,25,25,25,27,12
11 PM2.5 µg/M3,ALPINE,7.1,6.2,6.9,6.9,5.9,4.8,3.9,3.1,3.6,M,M,8.1,8.7,9.0,8.9,9.2,9.0,9.3,9.6,9.9,9.9,9.0,7.4,6.1,7.3,9.9,19
,CARMEL MT RCH,6.2,6.6,7.1,7.5,10.8,11.2,10.7,8.8,10.6,12.0,12.6,12.9,12.8,12.3,11.4,10.9,10.3,9.9,9.9,9.6,8.9,8.1,7.7,8.4,9.8,12.9,11
,CHULA VISTA,6.6,6.8,7.2,7.3,7.6,7.6,9.9,12.3,15.3,16.6,14.6,15.0,16.3,15.6,14.1,12.7,12.2,12.5,12.2,9.5,9.3,9.9,9.5,9.8,11.2,16.6,09
,DOWNTOWN SES,7.9,8.8,10.3,10.4,10.8,11.4,13.0,14.1,14.1,13.3,14.0,14.2,13.2,11.3,10.9,9.6,9.5,9.8,9.1,9.6,10.3,13.7,13.1,12.4,11.4,14.2,11
,EL CAJON LES,6.6,7.2,7.2,7.4,7.5,7.4,11.7,11.1,10.8,10.7,11.2,11.2,11.4,10.9,10.0,9.7,9.3,8.7,8.7,9.7,9.9,10.1,10.5,10.9,9.5,11.7,06
,KEARNY MESA,7.0,7.4,7.8,8.1,9.3,10.1,10.6,11.1,12.6,13.6,14.0,13.8,13.5,12.8,11.2,10.0,9.6,9.4,8.4,7.5,7.4,8.2,7.9,8.4,9.9,14.0,10
,OTAY MESA DVN,12.3,9.6,9.6,13.1,15.5,28.1,20.5,27.5,31.5,16.9,14.5,14.0,13.9,14.1,13.4,11.7,10.7,9.7,10.1,10.8,10.8,12.2,13.1,12.3,14.8,31.5,08
,PENDLETON,7.9,8.0,8.5,8.9,9.7,10.1,9.7,10.9,12.0,12.3,12.2,11.3,10.3,9.7,9.4,9.2,8.1,8.3,9.7,10.3,15.7,11.9,10.3,9.8,10.1,15.7,20
12 VWDR °,ALPINE,4,25,60,351,74,89,0,243,256,263,259,250,258,266,256,250,291,294,333,104,25,351,23,35,0,351,03
,CHULA VISTA,36,44,48,54,59,31,29,3,296,278,279,262,258,263,257,267,267,262,249,244,208,168,158,128,0,296,08
,DOWNTOWN SES,20,358,14,25,29,20,11,6,303,277,277,277,285,293,289,287,299,301,313,327,334,326,330,338,0,358,01
,EL CAJON LES,25,71,137,104,104,77,359,311,M,M,M,M,M,M,251,272,254,252,240,179,146,254,154,142,0,359,06
,KEARNY MESA,23,24,17,15,344,329,353,4,304,318,313,314,306,303,297,296,298,299,292,286,304,322,313,317,0,353,06
,OTAY MESA DVN,33,23,24,61,133,22,43,297,258,303,299,296,298,297,293,298,294,296,303,334,360,357,336,340,0,360,20
,PENDLETON,31,29,18,24,45,52,38,31,257,270,268,278,275,277,274,274,274,285,311,320,306,2,16,10,0,320,19
13 SIGTHETA °,ALPINE,46,56,26,54,58,34,48,47,21,31,34,32,34,33,34,31,32,25,47,24,44,37,39,52,38,58,04
,CHULA VISTA,17,15,16,21,28,20,19,31,33,36,28,21,19,22,19,25,21,19,17,20,19,19,17,18,22,36,09
,DOWNTOWN SES,22,20,21,49,18,18,26,50,47,29,21,16,20,23,24,22,23,21,23,22,20,21,21,17,25,50,07
,EL CAJON LES,29,18,43,10,55,24,47,57,M,M,M,M,M,M,30,24,24,19,32,25,20,37,36,48,32,57,07
,KEARNY MESA,15,11,11,15,34,25,21,44,36,38,25,18,18,19,14,15,12,9,7,7,6,7,20,7,18,44,07
,OTAY MESA DVN,11,22,25,42,8,43,42,33,35,28,19,15,14,14,15,12,11,12,20,21,41,43,22,26,24,43,05
,PENDLETON,10,18,11,13,14,12,12,38,19,15,15,15,15,14,13,13,14,16,11,16,17,12,12,17,15,38,07
14 VWSP MPH,ALPINE,.7,.3,.6,.7,.1,.4,.5,.9,3.1,3.5,3.2,4.1,4.4,4.6,4.5,4.3,3.2,2.4,1.1,1.4,1.1,.6,.5,.2,.0,4.6,13
,CHULA VISTA,.7,1.3,1.9,1.9,1.5,2.0,3.0,1.9,3.0,3.7,5.1,5.9,7.6,7.3,7.5,6.3,5.1,5.0,3.6,2.4,.9,.7,.9,.9,.0,7.6,12
,DOWNTOWN SES,1.3,1.5,1.8,.9,1.3,3.0,3.0,1.3,2.5,4.3,6.2,8.5,8.2,7.1,7.4,7.0,5.8,5.1,4.2,3.4,2.8,2.0,2.2,2.5,.0,8.5,11
,EL CAJON LES,.7,1.1,.2,1.1,.3,.7,.5,1.0,M,M,M,M,M,M,4.6,5.5,4.0,4.4,2.3,2.4,1.4,.2,.8,.8,.0,5.5,15
,KEARNY MESA,1.7,2.6,3.9,3.2,2.8,3.6,3.9,2.5,3.6,3.0,5.2,8.3,8.7,8.8,9.5,7.8,7.5,8.3,5.8,4.8,3.0,3.8,2.9,2.9,.0,9.5,14
,OTAY MESA DVN,2.4,2.6,1.4,.5,2.6,1.4,.8,1.6,2.6,3.6,6.5,7.6,7.2,8.5,7.2,7.1,7.5,6.0,3.7,2.0,1.9,.9,.8,1.9,.0,8.5,13
,PENDLETON,4.8,2.5,3.8,3.6,3.1,2.9,4.4,2.5,4.1,5.7,6.2,6.5,7.2,7.4,7.8,7.1,6.3,4.0,5.5,3.7,2.1,2.6,3.4,1.6,.0,7.8,14
15 SWSP MPH,ALPINE,1.1,.5,1.1,.7,.1,.5,.7,1.5,3.3,3.9,3.8,4.8,5.1,5.5,5.4,5.0,3.7,2.8,1.4,1.6,1.4,.7,.8,.3,2.3,5.5,13
,CHULA VISTA,.8,1.4,2.0,2.0,1.7,2.1,3.1,2.5,3.7,4.2,5.6,6.3,8.0,7.8,8.0,6.9,5.5,5.3,3.8,2.5,1.0,.8,.9,.9,3.6,8.0,12
,DOWNTOWN SES,1.4,1.6,1.9,1.1,1.3,3.1,3.3,2.1,4.0,5.1,6.7,8.9,8.8,7.7,8.0,7.5,6.2,5.5,4.5,3.7,2.9,2.1,2.3,2.6,4.3,8.9,11
,EL CAJON LES,1.0,1.2,.3,1.2,.3,1.0,1.4,1.4,2.7,3.1,3.3,4.0,5.3,5.5,5.2,5.9,4.6,4.6,2.8,2.7,1.6,.7,1.1,1.2,2.6,5.9,15
,KEARNY MESA,1.8,2.7,4.0,3.3,3.0,4.0,4.3,3.3,4.2,4.0,5.9,8.8,9.2,9.4,9.8,8.1,7.7,8.4,5.9,4.9,3.1,3.8,2.9,3.0,5.2,9.8,14
,OTAY MESA DVN,2.5,3.0,1.5,.7,2.7,1.5,2.0,2.2,3.1,4.1,6.9,7.8,7.4,8.8,7.5,7.3,7.7,6.2,4.0,2.3,2.0,1.1,1.0,2.2,4.0,8.8,13
,PENDLETON,4.9,2.7,3.9,3.7,3.3,3.0,4.6,2.8,4.3,5.9,6.4,6.8,7.5,7.6,7.9,7.2,6.5,4.1,5.6,3.8,2.2,2.8,3.4,1.6,4.7,7.9,14
16 AMBTEMP °F,ALPINE,63.8,65.2,65.8,65.9,67.7,71.1,73.5,79.3,81.0,80.1,82.5,85.0,86.4,87.5,87.5,87.0,84.1,80.9,76.7,75.6,75.3,76.9,77.7,77.6,77.3,87.5,13
,CARMEL MT RCH,63.2,62.7,61.9,62.1,63.0,62.7,62.7,63.0,66.2,71.7,77.6,80.0,81.3,83.4,82.6,81.1,79.8,75.8,71.8,69.4,68.2,67.5,67.1,66.4,70.5,83.4,13
,CHULA VISTA,65.8,64.4,64.0,64.0,63.8,63.4,65.5,67.5,71.2,74.0,75.5,77.0,78.9,80.0,79.2,77.6,77.1,75.2,72.6,71.3,70.6,70.1,69.4,68.9,71.1,80.0,13
,DOWNTOWN SES,64.8,64.1,63.9,63.2,63.3,65.2,66.9,69.9,74.7,76.5,77.1,78.5,79.1,80.6,80.5,79.0,78.3,75.7,71.6,70.5,69.7,69.2,68.8,68.4,71.6,80.6,13
,EL CAJON LES,64.6,63.4,62.1,60.8,60.5,60.2,63.4,66.9,71.7,76.0,80.9,85.0,88.4,89.6,89.9,88.9,86.4,83.1,78.2,74.3,72.1,72.0,70.6,69.6,74.1,89.9,14
,KEARNY MESA,62.8,62.7,61.6,63.6,65.2,65.8,65.7,67.3,70.6,74.6,78.5,79.5,79.5,80.3,79.1,77.9,77.1,73.4,69.0,67.4,67.1,67.0,66.4,66.0,70.3,80.3,13
,OTAY MESA DVN,63.9,62.2,62.7,62.2,62.2,62.0,64.2,67.1,71.7,75.1,78.1,79.5,80.3,80.5,80.5,78.8,76.6,73.6,70.0,68.7,67.6,67.3,66.8,66.5,70.3,80.5,13
,PENDLETON,66.2,66.9,66.6,66.8,66.5,65.6,65.3,67.5,68.8,69.3,70.9,71.7,72.4,72.6,72.4,72.3,71.8,70.9,69.9,69.4,69.3,68.3,67.2,67.7,69.0,72.6,13
17 RELHUM %,ALPINE,81,66,69,67,51,34,29,23,27,31,35,35,32,30,29,30,36,42,51,53,51,45,40,35,43,81,00
,EL CAJON LES,81,83,86,88,88,87,84,78,68,62,52,43,39,37,35,38,41,48,59,70,76,76,80,84,66,88,03
,KEARNY MESA,92,95,97,94,95,95,95,89,81,72,64,64,64,62,65,67,69,79,91,95,96,96,97,99,84,99,23
18 PRES mmHg,EL CAJON LES,748,747,747,747,747,748,748,748,748,748,748,748,747,747,747,747,747,747,747,748,748,748,748,748,748,748,00
,KEARNY MESA,749,749,749,748,749,749,749,749,750,750,750,749,749,749,749,749,748,748,749,749,749,750,750,750,749,750,08
19 SOLAR W/M2,EL CAJON LES,-1,-1,-1,-1,0,17,154,374,581,743,842,876,875,795,660,463,258,62,-2,-3,-2,-1,-1,-1,279,876,11
,KEARNY MESA,0,1,1,1,1,7,80,349,619,794,901,953,931,850,708,517,301,88,1,0,0,0,0,0,296,953,11
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,1,8,20,32,41,47,49,47,42,34,23,12,3,0,0,0,0,0,0,15,49,11
25 NOY,EL CAJON LES,M,M,M,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
26 NOY-NO,EL CAJON LES,M,M,M,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
27 NO Trace,EL CAJON LES,M,M,M,M,C,C,C,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,,M,M
28 SO2 Tr PPB,EL CAJON LES,.0,-.1,C,C,C,-.1,.0,.0,.0,.0,.0,.0,.0,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,13
29 CO Tr PPB,EL CAJON LES,205.2,229.4,C,C,C,261.4,368.1,343.4,310.9,332.9,315.4,314.3,325.8,284.9,258.8,293.3,283.5,309.9,341.4,324.4,314.1,313.9,328.0,341.4,304.7,368.1,06
BCarbon ug/m3,10TH AVE MARINE TERM,.23,<,.60,<,.40,.31,.32,<,.59,<,.46,.48,.39,.59,.56,<,.53,.38,.54,<,.64,.50,.32,.28,.45,.64,20
,BOSTON AVE,.70,1.22,1.08,.92,1.36,1.56,.77,.73,.74,.73,.93,.64,.59,.57,.45,.38,.57,.61,.85,.81,.67,.62,.60,.47,.77,1.56,05
,CHICANO PARK,<,.55,<,.50,.81,.71,.45,.50,.65,<,<,.49,.50,<,.46,.40,<,.46,<,.65,.39,.39,<,.30,.51,.81,04
,DOWNTOWN SES,.34,.44,<,<,.31,<,<,.42,.54,<,<,<,<,.43,.39,.36,.40,.52,<,.37,<,.45,.48,<,.42,.54,08
,OCEANVIEW BLVD,<,<,.57,.36,.64,<,.48,.39,.46,.52,.50,.44,.53,.48,.48,.41,.42,.50,.39,<,.26,<,.42,<,.46,.64,04
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,16.6,17.1,19.6,18.3,15.6,14.2,16.2,13.0,19.3,M,M,25.5,24.5,23.8,24.8,24.2,23.5,23.8,25.7,29.5,26.6,24.1,21.2,15.4,21.0,29.5,19
,CARMEL MT RCH,12.3,12.1,13.9,14.8,22.7,22.3,19.3,16.7,19.4,24.9,25.7,26.9,28.6,27.3,26.8,22.9,21.2,22.0,21.2,18.7,18.6,17.5,17.0,17.0,20.4,28.6,12
,CHULA VISTA,13.0,13.0,13.2,14.6,18.9,15.3,20.1,22.3,29.9,33.9,29.3,32.0,34.7,36.4,32.1,26.8,26.6,26.8,27.8,19.8,18.9,20.4,21.4,21.8,23.7,36.4,13
,DOWNTOWN SES,17.1,17.3,19.1,20.5,19.6,22.0,25.3,30.2,29.9,28.1,28.2,32.9,32.4,26.3,26.6,23.1,21.8,23.7,20.1,20.3,29.0,65.9,52.2,40.9,28.0,65.9,21
,EL CAJON LES,13.1,16.4,15.5,15.5,14.7,15.4,50.3,24.8,25.6,23.1,27.9,28.7,28.1,28.6,26.7,28.1,25.6,23.1,20.1,22.7,20.9,20.3,21.5,20.6,23.2,50.3,06
,KEARNY MESA,15.4,15.9,19.2,20.8,21.3,20.4,23.2,24.1,26.8,30.2,32.2,28.8,28.1,27.0,24.2,22.0,19.8,18.4,17.1,16.1,16.6,25.0,18.4,18.2,22.0,32.2,10
,OTAY MESA DVN,40.6,31.1,27.5,72.9,49.3,108.6,134.1,104.8,111.0,57.3,42.1,36.3,35.5,40.3,36.9,31.0,28.5,25.0,25.0,32.1,43.1,48.7,67.5,46.9,53.1,134.1,06
,PENDLETON,17.4,16.8,16.4,17.5,18.3,19.2,19.2,21.9,29.2,28.5,26.6,27.3,25.5,25.0,21.2,23.0,22.9,25.1,29.3,28.0,53.8,29.4,22.0,20.4,24.3,53.8,20
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
