,DOWNTOWN SES,26,26,26,25,25,25,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,00
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,26,26,26,26,26,26,26,26,26,00
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,35,36,36,36,37,37,37,35,35,34,28,26,25,25,25,25,24,24,24,24,23,23,23,23,29,37,04
,PENDLETON,25,26,26,26,26,26,M,M,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,01
11 PM2.5 µg/M3,ALPINE,10.1,9.0,7.7,7.9,9.5,9.7,9.8,9.2,7.5,7.5,9.2,8.4,7.2,7.1,8.5,9.1,8.7,7.6,7.6,8.0,8.8,9.2,10.0,9.6,8.6,10.1,00
,CARMEL MT RCH,6.3,6.1,5.7,5.9,6.4,6.7,6.5,6.2,5.6,5.9,6.6,7.4,7.6,7.7,8.1,7.2,6.8,6.0,6.0,6.4,6.4,6.6,6.4,6.4,6.5,8.1,14
,CHULA VISTA,7.9,7.9,7.7,7.8,8.2,8.4,8.1,9.4,10.0,10.5,11.7,10.6,11.7,10.6,9.6,8.8,8.3,7.5,8.7,8.3,6.2,6.0,5.6,5.9,8.5,11.7,10
,DOWNTOWN SES,6.9,7.4,7.4,7.5,7.7,8.2,8.8,9.6,9.5,8.7,8.3,8.6,8.9,8.3,6.8,5.9,5.5,5.5,5.8,6.4,6.1,5.8,6.0,5.8,7.3,9.6,07
,EL CAJON LES,6.7,6.8,7.0,7.4,7.4,7.4,7.3,7.1,8.1,7.4,6.0,6.2,8.3,9.7,8.2,7.6,6.7,6.6,6.5,6.5,6.9,7.3,7.5,7.6,7.2,9.7,13
,KEARNY MESA,6.6,7.0,7.0,7.2,7.3,7.6,7.2,6.7,7.3,7.8,9.9,10.5,9.5,8.7,7.7,7.0,6.0,5.5,5.5,5.5,5.8,5.5,5.5,5.5,7.0,10.5,11
,OTAY MESA DVN,9.0,10.4,9.3,9.3,9.3,10.8,10.7,13.7,12.5,12.1,12.5,11.5,10.7,10.7,9.4,8.4,7.1,5.9,5.4,5.5,5.6,6.3,6.0,5.7,9.0,13.7,07
,PENDLETON,7.5,7.7,7.5,7.7,8.0,8.2,9.1,9.4,9.4,10.2,9.8,7.1,7.4,7.4,7.1,6.3,5.7,5.7,6.2,7.1,7.9,7.4,7.5,7.5,7.7,10.2,09
12 VWDR °,ALPINE,233,322,281,360,162,125,3,331,310,286,291,288,259,275,290,266,267,335,300,278,293,352,281,48,0,360,03
,CHULA VISTA,269,293,209,284,172,200,242,233,266,250,262,269,266,273,267,275,279,274,270,271,285,283,289,290,0,293,01
,DOWNTOWN SES,234,246,245,229,243,250,32,345,252,252,252,302,286,292,300,294,303,328,324,335,329,310,321,328,0,345,07
,EL CAJON LES,197,286,59,129,116,112,117,118,51,300,294,282,251,251,262,266,302,318,298,329,320,316,302,338,0,338,23
,KEARNY MESA,124,86,91,83,79,73,62,65,45,303,294,294,300,285,294,288,293,305,285,293,307,287,274,277,0,307,20
,OTAY MESA DVN,346,41,336,279,325,6,8,34,31,340,318,311,289,290,285,282,282,282,286,290,293,278,284,288,0,346,00
,PENDLETON,36,44,61,45,34,46,M,M,5,260,261,269,283,281,271,272,264,268,266,278,305,325,321,324,0,325,21
13 SIGTHETA °,ALPINE,43,60,52,53,48,30,62,35,38,34,41,48,42,34,32,31,33,26,25,20,46,40,35,41,40,62,06
,CHULA VISTA,22,30,47,46,32,17,18,37,38,28,23,23,22,20,20,21,20,18,19,19,19,19,16,19,25,47,02
,DOWNTOWN SES,25,24,24,19,22,21,67,25,55,21,24,28,23,25,28,23,26,23,23,24,23,25,23,33,27,67,06
,EL CAJON LES,34,53,34,27,18,18,18,23,45,P,45,46,47,28,26,25,25,20,21,19,21,24,42,22,30,53,01
,KEARNY MESA,14,62,26,9,9,9,10,18,36,50,23,26,23,17,14,12,13,15,11,11,14,10,11,9,19,62,01
,OTAY MESA DVN,17,39,31,26,25,22,15,21,28,22,18,16,17,17,16,13,11,11,10,12,15,9,12,13,18,39,01
,PENDLETON,16,11,13,10,12,17,M,M,53,17,14,14,16,14,13,15,12,13,12,16,16,11,13,11,15,53,08
14 VWSP MPH,ALPINE,.1,.6,.7,1.0,.8,1.3,.5,2.0,2.6,3.5,3.4,2.7,3.7,5.0,4.2,4.4,3.4,2.3,1.1,1.7,.7,.6,.7,1.1,.0,5.0,13
,CHULA VISTA,2.4,1.5,.2,.4,1.5,2.2,2.2,1.6,1.6,3.2,4.7,5.6,7.1,8.4,8.2,7.5,7.3,6.2,5.3,4.8,4.5,4.8,4.6,4.4,.0,8.4,13
,DOWNTOWN SES,2.7,2.8,2.7,2.8,2.6,2.2,1.2,2.7,2.0,4.1,4.6,4.0,5.7,7.3,6.8,6.5,5.4,4.7,4.2,3.4,3.5,3.8,3.3,2.1,.0,7.3,13
,EL CAJON LES,2.1,.3,1.4,2.1,2.8,3.4,3.2,2.3,.7,2.3,1.1,3.3,3.8,5.4,6.1,5.3,5.5,4.2,3.8,3.9,3.2,2.6,2.0,2.8,.0,6.1,14
,KEARNY MESA,2.4,.6,2.5,3.6,3.7,4.7,4.9,4.2,1.5,2.4,4.9,4.8,6.8,10.2,9.4,9.3,7.3,5.0,4.8,4.1,4.3,4.4,4.4,4.5,.0,10.2,13
,OTAY MESA DVN,2.9,1.4,2.2,1.7,2.3,2.3,4.1,3.2,2.8,4.5,7.0,8.5,10.1,9.6,10.3,10.5,9.9,8.1,5.7,5.1,4.6,5.7,5.0,4.5,.0,10.5,15
,PENDLETON,3.9,4.5,3.8,3.8,3.4,2.8,M,M,.8,4.3,4.2,4.5,4.7,6.4,7.1,5.8,6.3,4.4,4.4,3.4,2.8,4.0,3.6,4.3,.0,7.1,14
15 SWSP MPH,ALPINE,.9,.8,.9,1.2,1.1,1.7,1.2,2.4,3.2,4.1,4.2,4.0,4.7,5.9,4.9,5.1,4.1,2.6,1.3,1.8,1.2,1.0,1.2,1.6,2.5,5.9,13
,CHULA VISTA,2.7,1.9,1.8,1.1,1.8,2.6,2.3,1.9,2.3,3.5,5.1,6.1,7.6,9.0,8.7,8.1,7.7,6.5,5.6,5.0,4.7,5.0,4.8,4.6,4.6,9.0,13
,DOWNTOWN SES,2.9,3.1,2.9,2.9,2.8,2.4,1.9,2.9,2.7,4.4,5.1,4.8,6.2,8.0,7.6,7.1,6.1,5.1,4.6,3.7,3.8,4.2,3.7,2.5,4.2,8.0,13
,EL CAJON LES,2.4,1.6,1.9,2.3,3.0,3.6,3.4,2.6,1.9,3.2,2.3,4.1,4.8,6.1,6.7,5.8,6.1,4.5,4.1,4.2,3.4,2.9,2.5,3.0,3.6,6.7,14
,KEARNY MESA,2.5,1.3,2.8,3.6,3.8,4.7,5.0,4.4,2.7,3.0,5.2,5.5,7.3,10.7,9.8,9.5,7.5,5.2,4.9,4.2,4.5,4.5,4.5,4.5,5.1,10.7,13
,OTAY MESA DVN,3.0,2.0,2.6,2.1,2.7,2.5,4.2,3.8,4.0,5.0,7.4,8.8,10.7,10.0,10.7,10.8,10.1,8.2,5.8,5.2,4.8,5.8,5.2,4.6,5.8,10.8,15
,PENDLETON,4.1,4.7,3.9,3.9,3.5,2.9,M,M,1.9,4.4,4.4,4.6,4.9,6.6,7.3,6.0,6.4,4.5,4.5,3.6,2.9,4.0,3.7,4.4,4.4,7.3,14
16 AMBTEMP °F,ALPINE,58.1,57.9,57.6,57.3,57.5,57.4,58.1,58.7,61.9,65.0,67.3,70.8,74.5,75.0,74.6,73.0,70.2,65.5,63.4,61.9,61.8,61.8,61.9,61.4,63.9,75.0,13
,CARMEL MT RCH,64.3,64.7,64.6,64.6,64.9,65.1,64.9,65.5,66.8,67.6,68.3,69.7,71.8,70.7,70.5,68.9,67.9,67.3,67.1,66.9,66.7,66.4,66.1,65.4,66.9,71.8,12
,CHULA VISTA,68.4,68.4,68.4,68.4,68.4,68.3,68.2,68.8,69.1,69.7,70.2,71.3,72.8,73.4,73.2,72.6,71.3,70.1,69.8,69.7,69.6,69.4,69.1,68.9,69.9,73.4,13
,DOWNTOWN SES,67.7,67.6,67.6,67.6,67.5,67.5,67.9,68.2,68.8,69.0,69.5,70.6,71.9,72.0,72.0,70.7,70.0,69.4,69.3,69.4,69.1,68.9,68.6,68.5,69.1,72.0,13
,EL CAJON LES,66.5,66.9,67.0,66.4,66.1,65.8,65.8,66.4,67.6,68.4,70.6,74.1,76.4,78.2,77.3,75.9,73.4,71.0,69.7,69.9,69.7,69.5,69.1,69.2,70.0,78.2,13
,KEARNY MESA,67.1,67.3,67.3,67.0,66.8,66.6,66.9,67.4,68.0,69.0,69.8,70.7,71.5,70.7,70.5,69.6,69.1,68.7,68.5,68.5,68.4,68.2,68.0,67.8,68.5,71.5,12
,OTAY MESA DVN,65.1,65.0,64.9,64.7,65.0,65.1,64.9,65.0,65.7,67.0,69.5,71.5,72.9,72.9,72.5,71.3,69.8,67.4,66.1,66.2,66.7,66.3,66.3,66.1,67.4,72.9,12
,PENDLETON,65.8,65.4,66.5,66.2,66.2,66.6,M,M,67.1,68.2,68.4,68.7,69.5,69.9,69.7,69.9,69.7,69.6,69.5,69.6,69.4,69.1,69.0,68.6,68.3,69.9,13
17 RELHUM %,ALPINE,96,97,98,98,98,98,95,94,85,78,74,68,61,60,62,66,72,84,88,93,93,94,93,94,85,98,02
,EL CAJON LES,79,78,78,79,80,80,81,79,77,75,70,63,60,57,60,62,67,72,76,76,76,77,78,78,73,81,06
,KEARNY MESA,85,84,85,86,87,87,87,85,83,81,80,78,78,80,80,82,84,85,86,86,86,87,87,87,84,87,04
18 PRES mmHg,EL CAJON LES,748,748,748,748,748,748,748,749,749,749,749,748,748,747,747,747,747,747,747,748,748,748,748,748,748,749,07
,KEARNY MESA,749,749,749,749,749,749,750,750,750,750,750,750,749,749,749,749,749,749,749,749,750,750,750,750,749,750,06
19 SOLAR W/M2,EL CAJON LES,2,2,2,1,1,3,26,64,108,192,375,733,857,772,643,442,163,24,1,1,1,2,1,2,184,857,12
,KEARNY MESA,1,1,1,1,1,3,23,57,104,150,243,338,403,468,387,196,82,18,1,1,1,1,1,1,103,468,13
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,2,5,8,13,25,44,48,42,34,23,9,2,0,0,0,0,0,0,11,48,12
25 NOY,EL CAJON LES,3.14,3.07,3.06,2.96,3.02,C,C,3.19,3.77,4.52,3.54,3.90,4.92,4.97,4.16,3.60,3.89,3.95,3.53,4.00,4.11,3.87,3.51,2.87,3.70,4.97,13
26 NOY-NO,EL CAJON LES,2.77,2.74,2.74,2.62,2.65,C,C,2.72,3.19,3.49,2.76,2.82,3.97,4.06,3.26,2.89,3.11,3.46,2.99,3.56,3.77,3.46,3.16,2.51,3.12,4.06,13
27 NO Trace,EL CAJON LES,.36,.33,.32,.33,.37,C,C,.46,.58,1.03,.77,1.07,.94,.91,.89,.70,.77,.48,.53,.43,.34,.40,.35,.35,.57,1.07,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,12
29 CO Tr PPB,EL CAJON LES,182.1,180.4,C,C,C,180.4,190.1,196.6,192.0,253.4,189.5,202.0,223.7,230.2,219.2,202.6,209.6,210.4,209.4,209.8,213.4,215.9,206.7,224.6,206.7,253.4,09
BCarbon ug/m3,10TH AVE MARINE TERM,.13,.14,.13,.13,.15,.16,.29,.28,.31,<,<,<,.37,<,<,.34,.31,.26,.27,.26,.24,.20,.18,.33,.24,.37,12
,BOSTON AVE,.18,.15,.21,.29,.40,.53,.64,.55,.74,.83,.54,.56,.53,.34,.27,.39,.29,.48,.52,.41,.53,.38,.37,.34,.44,.83,09
,CHICANO PARK,<,.32,.30,.35,<,.26,<,.35,.54,.43,.46,.37,<,.32,.26,<,.28,.30,.28,<,<,.34,.22,<,.34,.54,08
,DOWNTOWN SES,.17,.12,<,.16,.17,<,<,<,.34,<,.36,.27,.31,.28,<,.25,.20,<,.18,.26,.24,.26,.26,.18,.24,.36,10
,OCEANVIEW BLVD,.12,.14,.16,.18,.29,<,<,<,.26,.38,<,.37,.40,.37,.38,.35,.31,.25,<,.24,<,.30,.23,<,.28,.40,12
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,17.4,15.7,12.1,12.4,16.6,18.3,19.0,17.4,15.4,17.6,20.8,21.4,18.9,18.5,20.5,23.0,18.8,15.8,16.1,17.5,16.8,17.7,19.9,18.8,17.7,23.0,15
,CARMEL MT RCH,11.9,12.4,11.3,12.0,14.1,16.0,13.9,14.1,13.3,13.6,14.9,17.0,17.2,18.8,18.4,15.0,13.7,12.6,13.6,12.9,14.0,13.5,12.7,13.5,14.1,18.8,13
,CHULA VISTA,15.5,15.0,14.0,14.2,14.3,19.2,15.7,18.0,19.0,19.8,22.7,21.6,24.9,22.9,21.2,18.8,17.6,17.0,20.3,18.2,12.0,12.9,12.3,14.0,17.5,24.9,12
,DOWNTOWN SES,12.2,15.7,13.4,13.8,15.1,16.3,15.9,16.9,19.3,21.1,15.9,19.1,20.8,18.6,13.6,11.9,11.3,11.7,12.4,12.4,11.0,11.2,11.8,10.7,14.6,21.1,09
,EL CAJON LES,13.3,13.0,15.3,14.5,14.6,14.4,14.1,14.3,18.0,16.0,13.7,15.6,20.1,24.2,23.4,17.0,12.8,13.2,13.0,13.1,14.1,12.9,15.3,15.1,15.4,24.2,13
,KEARNY MESA,14.0,13.8,14.3,15.0,16.5,15.8,14.7,15.6,16.2,16.3,22.0,23.0,25.3,25.9,17.6,17.8,12.1,11.1,11.2,11.6,12.4,11.6,11.4,11.7,15.7,25.9,13
,OTAY MESA DVN,18.1,31.6,17.6,16.8,17.2,39.7,37.3,78.8,45.0,30.8,25.2,25.5,24.9,26.4,21.3,18.8,15.6,11.7,12.9,12.5,14.5,19.5,11.8,14.3,24.4,78.8,07
,PENDLETON,16.6,16.3,15.6,15.4,16.7,18.1,23.2,24.6,22.9,26.9,27.0,16.7,18.3,22.1,17.4,15.6,14.5,16.2,15.9,19.3,17.2,21.0,20.3,20.3,19.0,27.0,10
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
