11 PM2.5 µg/M3,ALPINE,7.5,7.4,7.2,6.8,5.7,4.1,5.2,4.3,6.1,6.3,7.0,6.4,7.3,9.5,11.5,12.6,12.3,10.7,9.5,10.3,10.3,9.8,8.3,8.1,8.0,12.6,15
,CARMEL MT RCH,8.9,8.9,8.8,8.6,8.9,9.4,9.7,10.2,10.7,10.3,10.5,11.2,11.7,12.0,12.2,9.7,9.1,9.3,10.3,10.6,10.3,10.5,11.1,12.3,10.2,12.3,23
,CHULA VISTA,8.9,9.3,10.9,8.7,8.6,9.0,10.1,15.9,31.5,29.7,24.9,23.5,16.7,11.4,11.8,12.6,13.3,12.8,13.0,12.8,13.5,14.3,13.5,14.8,14.6,31.5,08
,DOWNTOWN SES,9.7,9.2,8.0,8.0,11.8,12.9,14.7,14.1,23.4,21.1,15.1,15.4,11.6,8.4,9.0,10.5,10.8,10.2,10.5,10.8,11.8,12.4,19.8,22.6,12.9,23.4,08
,EL CAJON LES,8.9,8.6,9.4,9.6,9.2,9.4,9.5,10.3,11.8,11.4,16.1,19.3,15.9,13.5,10.8,9.7,9.2,10.4,10.1,10.5,10.8,11.5,11.7,12.1,11.2,19.3,11
,KEARNY MESA,9.7,10.7,6.1,5.5,7.5,9.2,8.7,10.2,19.7,26.4,21.2,16.6,17.3,14.6,9.8,11.1,11.8,11.8,11.7,11.7,11.4,11.9,12.4,12.8,12.4,26.4,09
,OTAY MESA DVN,32.9,19.2,22.7,32.9,30.4,43.7,38.9,56.1,28.1,40.1,24.7,19.0,20.2,14.9,14.2,13.7,12.9,12.0,11.4,12.8,13.6,23.4,16.4,17.5,23.8,56.1,07
,PENDLETON,12.0,12.4,12.6,15.4,20.2,11.7,11.3,10.8,11.1,10.4,9.7,9.1,9.9,9.3,6.5,6.6,7.8,10.1,14.2,10.6,11.2,14.7,13.6,11.8,11.3,20.2,04
12 VWDR °,ALPINE,112,3,66,345,72,7,350,132,300,295,308,M,271,299,282,309,316,331,342,14,109,93,71,9,0,350,06
,CHULA VISTA,109,108,104,103,131,61,109,224,257,234,261,264,246,243,255,250,251,261,254,243,282,330,6,165,0,330,21
,DOWNTOWN SES,35,32,45,93,35,78,91,327,251,224,207,206,208,210,218,217,214,219,212,207,181,195,201,186,0,327,07
,EL CAJON LES,11,177,237,173,160,224,109,321,296,282,297,258,253,245,220,220,225,217,220,189,165,104,149,104,0,321,07
,KEARNY MESA,0,13,344,82,34,78,114,112,277,194,225,238,233,231,211,225,236,251,259,109,121,117,85,80,0,344,02
,OTAY MESA DVN,105,81,121,80,111,118,47,166,311,292,293,293,308,289,298,312,315,329,332,335,14,11,152,351,0,351,23
,PENDLETON,75,71,61,74,63,74,22,69,171,218,201,227,251,246,231,243,247,200,162,117,117,141,95,94,0,251,12
13 SIGTHETA °,ALPINE,29,18,46,48,49,44,45,52,39,30,25,M,42,32,33,25,24,22,20,42,29,13,37,34,34,52,07
,CHULA VISTA,46,14,64,19,48,31,29,40,23,29,29,25,26,18,22,20,19,21,17,25,72,36,48,63,33,72,20
,DOWNTOWN SES,19,16,28,30,21,25,46,44,45,21,27,21,23,21,24,24,24,29,28,29,21,18,23,22,26,46,06
,EL CAJON LES,36,24,34,42,68,39,33,52,38,36,44,51,40,29,23,21,24,17,18,13,17,36,39,37,34,68,04
,KEARNY MESA,28,36,23,13,20,27,17,67,62,34,33,25,18,15,24,18,17,11,20,20,19,6,37,27,26,67,07
,OTAY MESA DVN,26,15,14,47,23,13,24,41,25,20,18,14,19,17,17,15,15,11,10,11,16,36,55,29,22,55,22
,PENDLETON,9,9,10,9,12,15,45,58,25,13,17,16,11,11,13,12,13,14,10,15,20,18,8,11,16,58,07
14 VWSP MPH,ALPINE,.8,1.7,1.0,.6,.5,.5,1.4,.6,2.4,2.4,3.3,M,4.0,3.6,3.8,3.7,3.0,2.4,1.3,.5,.9,2.0,1.1,.7,.0,4.0,12
,CHULA VISTA,1.2,1.7,.5,1.6,.2,.4,1.1,.4,2.9,3.9,4.4,4.7,4.5,7.0,6.5,6.7,6.1,4.6,4.0,2.9,.7,.4,.4,.4,.0,7.0,13
,DOWNTOWN SES,2.0,2.8,1.4,1.6,1.8,1.7,1.1,.6,1.9,4.2,4.6,5.7,5.5,7.1,6.4,5.9,5.6,3.6,3.2,2.6,3.0,3.6,3.3,2.7,.0,7.1,13
,EL CAJON LES,.0,.4,.4,.3,.2,.4,.9,.6,1.6,1.8,2.3,2.9,3.7,4.7,5.5,5.2,4.9,4.1,3.0,2.6,2.2,.9,.6,1.0,.0,5.5,14
,KEARNY MESA,1.5,.9,1.4,1.3,1.2,1.5,2.3,.6,1.4,3.4,3.9,6.1,6.0,8.0,5.9,6.8,6.4,6.4,3.7,1.8,2.5,2.2,1.3,.5,.0,8.0,13
,OTAY MESA DVN,2.0,1.7,1.5,.9,1.9,2.8,1.0,.6,3.0,4.6,6.3,7.9,4.9,5.9,5.9,7.3,6.5,6.2,6.1,5.7,2.9,.7,.0,1.7,.0,7.9,11
,PENDLETON,3.0,4.9,4.7,4.8,4.3,4.2,1.3,.9,2.3,6.3,5.1,4.4,4.5,5.3,6.6,6.4,4.1,3.2,3.1,2.1,1.4,2.3,2.8,3.1,.0,6.6,14
15 SWSP MPH,ALPINE,1.3,1.8,1.2,.8,.8,.6,1.7,1.0,2.7,2.9,3.7,M,5.0,4.4,4.5,4.2,3.3,2.6,1.4,.6,1.0,2.1,1.8,1.1,2.2,5.0,12
,CHULA VISTA,1.3,1.8,.8,1.8,.9,.5,1.2,1.1,3.4,4.4,4.9,5.3,5.0,7.3,7.0,7.1,6.5,5.0,4.2,3.1,1.1,.7,.7,1.3,3.2,7.3,13
,DOWNTOWN SES,2.2,2.9,1.7,1.8,2.1,2.0,1.4,2.2,3.1,4.7,5.0,6.2,6.0,7.6,7.0,6.5,6.1,4.1,3.6,3.3,3.2,3.8,3.7,3.0,3.9,7.6,13
,EL CAJON LES,.6,.7,.5,.9,.6,.6,1.0,.9,1.9,2.3,3.0,3.8,4.6,5.6,5.9,5.6,5.4,4.4,3.1,2.7,2.3,1.1,.8,1.0,2.5,5.9,14
,KEARNY MESA,2.2,1.4,1.7,1.6,1.4,2.1,2.4,1.6,2.4,4.0,4.6,6.7,6.2,8.3,6.5,7.4,7.0,6.5,3.9,2.0,2.7,2.2,1.4,.6,3.6,8.3,13
,OTAY MESA DVN,2.2,2.0,1.5,1.3,2.0,2.9,1.7,1.2,3.4,4.9,6.6,8.1,5.2,6.3,6.3,7.6,6.8,6.3,6.2,5.8,3.5,1.0,.3,1.9,4.0,8.1,11
,PENDLETON,3.1,4.9,4.8,4.9,4.4,4.3,1.7,1.5,3.7,6.5,5.5,4.8,4.6,5.5,6.8,6.5,4.2,3.6,3.1,2.3,2.2,2.4,2.9,3.2,4.1,6.8,14
16 AMBTEMP °F,ALPINE,66.3,66.1,66.8,66.6,67.2,69.5,67.7,71.9,75.4,76.5,78.1,81.8,83.9,84.2,83.5,80.6,76.5,70.9,65.9,63.3,63.1,66.9,66.6,66.3,71.9,84.2,13
,CARMEL MT RCH,60.5,60.0,59.5,58.2,58.7,57.9,59.2,65.0,68.8,74.1,77.3,78.2,81.8,82.2,79.7,78.3,73.1,67.4,65.5,65.1,63.8,63.0,62.7,62.6,67.6,82.2,13
,CHULA VISTA,62.3,61.7,60.1,58.9,57.7,57.2,59.2,63.9,67.1,69.6,70.5,70.5,73.2,72.6,73.5,71.4,70.5,67.9,66.4,66.4,65.9,65.2,65.0,64.9,65.9,73.5,14
,DOWNTOWN SES,63.9,63.1,61.2,61.3,61.7,61.4,61.4,62.8,67.2,67.6,67.3,71.2,70.9,69.7,69.9,69.2,67.8,66.8,66.4,66.0,65.9,65.6,65.4,65.0,65.8,71.2,11
,EL CAJON LES,61.7,60.1,59.1,57.9,56.5,55.9,57.3,62.8,69.2,74.5,78.3,81.7,85.4,84.7,80.5,79.5,75.8,70.4,66.8,64.9,63.7,63.2,62.3,61.8,68.1,85.4,12
,KEARNY MESA,60.2,60.7,58.0,55.9,56.2,57.3,57.3,62.6,71.0,73.4,77.7,80.0,78.4,76.7,76.7,75.2,72.4,67.7,65.3,64.4,62.5,61.4,61.5,62.6,66.5,80.0,11
,OTAY MESA DVN,61.7,61.1,61.1,60.0,58.5,58.9,60.3,66.5,70.8,75.2,75.9,74.4,72.9,77.1,77.7,75.4,71.0,67.4,64.2,63.2,62.4,61.4,60.8,60.5,66.6,77.7,14
,PENDLETON,61.2,60.6,60.1,60.6,60.0,58.7,58.2,60.9,65.4,64.4,66.7,66.9,68.3,70.1,70.5,70.5,69.3,68.3,67.4,66.7,66.0,65.9,65.1,65.1,64.9,70.5,14
17 RELHUM %,ALPINE,51,51,47,45,34,21,32,24,30,30,32,26,25,24,31,40,50,60,71,78,75,62,52,53,44,78,19
,EL CAJON LES,81,84,85,87,87,88,83,69,54,48,47,42,40,39,50,49,56,70,81,86,89,90,91,92,70,92,23
,KEARNY MESA,96,100,100,100,100,100,100,96,71,65,57,53,56,62,64,66,74,87,92,92,94,96,98,96,84,100,01
18 PRES mmHg,EL CAJON LES,748,747,747,747,747,747,747,747,747,747,747,746,746,745,745,745,745,745,746,746,746,746,746,746,746,748,00
,KEARNY MESA,749,749,748,748,748,748,748,749,749,749,748,748,747,747,747,747,747,747,747,747,748,748,748,748,748,749,00
19 SOLAR W/M2,EL CAJON LES,-1,-1,-1,-1,-1,5,78,318,456,538,574,857,865,524,606,374,220,12,-3,-3,-2,-1,-1,1,226,865,12
,KEARNY MESA,0,1,1,0,1,7,104,335,572,602,900,775,631,672,663,394,221,30,0,0,1,0,0,1,246,900,10
20 UVRAD W/M2,EL CAJON LES,0,0,0,0,0,0,5,16,25,31,33,44,43,29,30,18,9,1,0,0,0,0,0,0,12,44,11
25 NOY,EL CAJON LES,10.62,9.98,11.67,12.13,12.44,C,C,M,M,M,M,M,M,M,M,6.22,6.46,6.34,6.18,5.56,5.75,5.04,5.43,5.40,7.80,12.44,04
26 NOY-NO,EL CAJON LES,10.24,9.59,10.71,11.11,10.87,C,C,M,M,M,M,M,M,M,M,5.42,5.45,5.63,5.39,5.12,5.32,4.74,5.04,5.08,7.12,11.11,03
27 NO Trace,EL CAJON LES,.38,.39,.95,1.02,1.56,C,C,M,M,M,M,M,M,M,M,.80,1.01,.70,.78,.43,.42,.30,.39,.32,.67,1.56,04
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.1,.2,.2,.4,.4,.4,.3,.2,.1,.1,.1,.0,.0,.0,.0,.0,.0,.1,.4,10
29 CO Tr PPB,EL CAJON LES,339.7,325.4,C,C,C,401.1,479.4,419.5,497.4,403.5,507.2,389.8,451.0,362.3,243.4,231.0,232.8,233.9,240.9,223.1,225.8,215.1,209.7,222.7,326.4,507.2,10
BCarbon ug/m3,10TH AVE MARINE TERM,.89,.55,.58,.65,<,.90,1.34,1.40,<,.80,<,<,<,.45,.32,<,.25,.19,.18,.16,<,.28,.97,.97,.64,1.40,07
,BOSTON AVE,1.28,.54,.68,.70,.99,1.08,1.03,1.42,2.05,1.45,1.35,1.36,.62,.55,.42,.53,.40,.22,.24,.19,.27,.44,1.19,1.15,.84,2.05,08
,CHICANO PARK,.96,.69,1.48,.56,.79,<,.99,1.22,<,1.04,.82,.92,.50,.46,.39,.54,<,.17,.18,.23,.19,.26,.98,.87,.68,1.48,02
,DOWNTOWN SES,.63,<,.47,.48,<,.59,.89,.81,2.16,<,.93,1.07,.77,.33,.22,.43,.21,.13,.12,.19,.44,<,.81,.96,.63,2.16,08
,OCEANVIEW BLVD,1.04,.61,.54,.51,<,.60,.93,1.11,2.70,<,.99,1.28,<,.23,<,<,.26,.19,.19,<,.17,<,.73,<,.76,2.70,08
,SAN YSIDRO,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,<,,<,<
PM10 STD,ALPINE,18.9,18.2,16.7,16.2,14.0,10.9,14.0,15.2,20.2,20.9,21.9,21.7,21.3,26.9,32.5,32.5,32.9,29.8,27.0,29.5,29.6,28.5,21.5,20.6,22.5,32.9,16
,CARMEL MT RCH,19.9,17.8,19.2,18.4,19.7,20.4,20.3,23.1,24.6,24.0,26.4,25.3,29.3,31.9,32.0,24.8,24.7,26.6,29.3,28.1,24.8,25.0,26.3,28.9,24.6,32.0,14
,CHULA VISTA,20.1,20.0,22.3,19.5,18.4,19.7,26.7,49.4,68.0,57.9,50.3,44.9,37.5,29.4,30.4,33.2,35.8,34.4,34.4,33.8,34.7,35.8,31.6,36.7,34.3,68.0,08
,DOWNTOWN SES,20.1,16.6,12.2,12.8,21.2,23.8,26.3,26.0,49.1,46.9,37.1,32.9,26.9,21.4,23.4,25.7,27.2,28.3,28.5,28.3,29.1,33.8,50.7,54.9,29.3,54.9,23
,EL CAJON LES,20.3,18.5,21.0,18.5,18.6,19.1,22.4,27.2,35.7,34.6,42.9,50.8,42.9,37.1,28.1,27.6,25.1,28.0,26.8,25.2,26.6,27.9,25.9,24.8,28.1,50.8,11
,KEARNY MESA,21.0,19.7,8.6,7.8,16.0,18.2,15.9,20.5,49.6,62.2,54.8,40.6,42.3,37.5,29.6,30.3,31.4,31.8,32.3,28.2,28.5,29.0,27.6,29.4,29.7,62.2,09
,OTAY MESA DVN,94.1,62.6,75.8,87.8,93.3,122.5,220.8,160.0,82.6,127.8,77.8,55.2,53.5,50.9,48.1,46.1,38.7,34.2,32.7,32.3,39.2,112.9,42.4,70.9,77.5,220.8,06
,PENDLETON,23.1,21.4,22.1,28.7,36.8,18.0,19.7,20.6,24.7,21.1,23.1,18.7,23.0,39.1,16.1,18.6,18.8,27.5,48.9,30.9,31.7,48.1,37.8,30.7,27.0,48.9,18
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
