,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.008,C,C,.012,.015,.019,.017,.020,.022,.010,.012,.013,.012,.010,.011,.015,.024,.033,.029,.028,.030,.026,.019,.018,.033,18
,OTAY MESA DVN,.031,.024,C,C,.021,.028,.038,.062,.081,.057,M,.031,.012,.023,.018,.018,.018,.039,.062,.049,.032,.020,.013,.014,.033,.081,08
,PENDLETON,.011,.010,C,C,.010,.014,.019,.020,.019,.015,.012,.012,.011,.020,M,.014,.011,.018,.030,.020,.020,.016,.022,.017,.016,.030,18
03 NO2 PPM,ALPINE,.003,.002,C,C,.001,.004,.005,.008,.011,.007,.006,.004,.005,.005,.005,.007,.012,.016,.015,.009,.005,.005,.003,.001,.006,.016,17
,CARMEL MT RCH,.028,.029,C,C,.030,.034,.032,.037,.030,.017,.020,.020,.017,.017,.021,.018,.023,.029,.031,.029,.031,.027,.028,.032,.026,.037,07
,CHULA VISTA,.020,.013,C,C,.014,.012,.019,.023,.017,.012,.013,.012,.020,.011,.012,.014,.019,.027,.039,.037,.031,.029,.028,.023,.020,.039,18
,DOWNTOWN SES,.016,.011,C,C,.016,.019,.027,.029,.022,.016,.024,M,M,M,M,M,.017,.021,.024,.030,.036,.034,.033,.032,.024,.036,20
,EL CAJON LES,.023,.023,C,C,C,.021,.022,.027,.030,.028,.022,.013,.008,.007,.010,.012,.017,.030,.035,.029,.027,.027,.025,.023,.022,.035,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.008,C,C,.012,.014,.018,.015,.013,.014,.007,.009,.009,.009,.008,.010,.014,.022,.031,.028,.025,.028,.024,.018,.016,.031,18
,OTAY MESA DVN,.025,.020,C,C,.019,.021,.026,.028,.032,.029,M,.021,.008,.015,.013,.014,.016,.023,.031,.029,.026,.018,.010,.011,.021,.032,08
,PENDLETON,.010,.010,C,C,.009,.012,.015,.014,.012,.010,.008,.008,.007,.010,M,.009,.010,.017,.028,.019,.018,.015,.019,.014,.013,.028,18
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.003,.005,.002,.002,.001,.002,.001,.001,.001,.001,.001,.002,.000,.000,.000,.000,.000,.001,.005,08
,CARMEL MT RCH,.011,.017,C,C,.024,.050,.036,.071,.046,.011,.016,.019,.016,.016,.018,.013,.014,.019,.019,.011,.017,.013,.010,.017,.022,.071,07
,CHULA VISTA,.001,.000,C,C,.001,.001,.002,.008,.009,.005,.006,.005,.010,.004,.003,.003,.001,.002,.026,.020,.008,.012,.018,.004,.007,.026,18
,DOWNTOWN SES,.001,.000,C,C,.001,.003,.019,.059,.020,.011,.022,M,M,M,M,M,.001,.001,.001,.002,.017,.031,.035,.032,.015,.059,07
,EL CAJON LES,.010,.012,C,C,C,.030,.049,.071,.061,.032,.017,.004,.002,.002,.003,.002,.002,.006,.012,.007,.011,.013,.018,.017,.018,.071,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.001,.001,.003,.007,.008,.002,.003,.003,.003,.002,.002,.001,.002,.002,.002,.002,.002,.002,.001,.002,.008,09
,OTAY MESA DVN,.006,.004,C,C,.002,.008,.012,.034,.049,.028,M,.010,.004,.007,.005,.004,.002,.016,.031,.020,.006,.002,.003,.002,.012,.049,08
,PENDLETON,.002,.001,C,C,.001,.002,.003,.005,.008,.005,.004,.004,.004,.009,M,.004,.001,.001,.002,.001,.002,.001,.003,.003,.003,.009,13
06 CO PPM,CARMEL MT RCH,.7,.5,C,C,C,1.2,1.1,1.8,1.5,1.0,.6,.5,.5,.6,.6,.4,.5,.7,1.0,.8,1.0,.8,1.1,1.6,.9,1.8,07
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,26,27,26,25,25,25,25,25,25,25,26,26,27,27,27,27,27,26,27,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,25,25,25,26,26,25,25,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,25,24,24,24,23,24,23,22,22,23,22,23,23,23,23,23,23,23,23,22,22,23,25,03
,DOWNTOWN SES,27,27,26,27,27,27,27,27,26,25,25,24,24,24,24,24,25,25,25,25,26,26,26,26,26,27,00
,EL CAJON LES,27,27,27,27,27,27,27,27,27,27,27,26,26,26,27,26,26,26,26,26,26,27,27,26,27,27,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,24,25,19
,OTAY MESA DVN,25,25,25,25,25,25,25,25,26,26,25,25,26,27,26,26,25,26,25,26,26,26,26,26,26,27,13
,PENDLETON,24,23,23,23,22,22,21,21,22,22,23,24,23,23,23,24,25,26,26,26,26,26,26,25,24,26,17
11 PM2.5 µg/M3,ALPINE,1.5,1.2,.5,-.7,.6,8.2,5.0,-.3,1.2,1.0,-2.9,-2.6,3.0,3.2,2.1,2.3,3.3,6.7,6.4,8.8,6.7,6.8,4.2,-.3,2.7,8.8,19
,DOWNTOWN SES,9.8,7.0,7.8,8.7,6.6,6.1,8.4,9.0,6.8,5.0,9.5,13.1,9.4,8.6,5.6,4.6,4.4,8.1,10.6,11.3,17.0,24.7,21.2,21.8,10.2,24.7,21
,EL CAJON LES,15.4,18.2,14.9,14.3,17.2,12.9,16.5,17.4,14.0,13.8,17.3,6.3,4.1,2.5,6.2,7.5,7.3,14.2,19.2,20.4,26.4,33.5,28.6,27.1,15.6,33.5,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.5,16.9,18.4,16.7,13.5,9.3,9.8,17.4,32.4,28.4,16.6,M,3.6,6.4,7.3,7.9,4.8,3.7,13.7,13.0,8.6,15.9,5.4,6.9,12.6,32.4,08
,PENDLETON,7.3,4.9,4.5,4.9,4.0,5.4,4.5,3.6,7.3,5.6,2.7,2.7,8.8,8.8,9.0,6.7,6.0,6.4,9.4,6.5,7.3,9.0,11.5,11.3,6.5,11.5,22
12 VWDR °,ALPINE,32,92,97,94,88,89,73,80,135,232,244,252,302,267,256,287,333,17,349,93,105,352,4,11,0,352,21
,CHULA VISTA,96,74,86,45,98,96,91,90,98,135,332,290,273,293,290,289,292,300,18,92,98,61,23,68,0,332,10
,DOWNTOWN SES,47,50,315,72,66,28,129,85,69,108,224,221,282,290,297,310,312,332,345,23,38,20,3,359,0,359,23
,EL CAJON LES,72,234,264,244,208,240,240,210,272,297,302,319,321,307,324,314,293,275,93,89,177,162,145,218,0,324,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,63,65,65,64,66,64,57,60,85,126,353,321,298,290,299,295,291,313,3,28,90,27,42,53,0,353,10
,OTAY MESA DVN,65,126,135,132,130,119,127,132,150,158,167,286,313,305,304,297,299,38,118,93,119,108,29,62,0,313,12
,PENDLETON,55,64,65,60,66,63,67,73,66,75,72,258,267,275,281,292,299,337,49,51,43,34,50,51,0,337,17
13 SIGTHETA °,ALPINE,26,17,14,12,12,14,12,15,15,35,29,28,27,33,41,29,20,33,14,15,31,27,25,40,24,41,14
,CHULA VISTA,34,41,45,14,22,17,23,18,22,25,66,42,23,20,18,19,14,39,16,13,34,61,31,32,29,66,10
,DOWNTOWN SES,23,20,49,23,26,40,69,27,27,45,60,25,22,25,29,22,20,16,28,49,45,46,37,40,34,69,06
,EL CAJON LES,51,32,41,56,46,36,42,55,32,45,60,54,41,31,18,20,16,37,18,19,45,64,45,53,40,64,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,6,7,5,3,5,9,7,8,20,38,54,21,18,14,14,12,8,7,13,18,19,44,20,17,16,54,10
,OTAY MESA DVN,28,28,40,16,38,27,28,24,14,18,40,34,16,12,12,12,16,24,46,27,19,65,53,35,28,65,21
,PENDLETON,14,14,15,13,11,11,9,13,15,14,50,12,12,15,17,20,18,14,14,13,10,40,21,11,17,50,10
14 VWSP MPH,ALPINE,.9,1.9,1.5,1.6,1.6,1.7,1.0,1.1,1.1,.7,2.8,3.4,4.0,3.5,2.7,2.2,1.4,.9,1.3,1.5,2.0,2.3,1.3,1.0,.0,4.0,12
,CHULA VISTA,1.4,1.1,1.6,2.0,4.3,5.2,3.9,4.9,2.2,1.8,.3,2.3,5.8,7.7,6.5,5.7,4.3,1.4,.9,1.9,1.0,.6,1.5,1.2,.0,7.7,13
,DOWNTOWN SES,3.5,3.8,.1,1.5,1.4,1.8,.1,1.6,1.9,1.2,1.9,4.0,6.5,5.9,4.7,5.1,3.9,3.8,2.3,.4,1.3,.9,1.0,1.5,.0,6.5,12
,EL CAJON LES,.5,1.1,.6,.6,.3,.8,.5,.3,.7,1.0,.9,1.3,2.9,4.0,4.5,4.2,2.5,.9,1.7,1.7,.6,.4,.5,.4,.0,4.5,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.0,5.0,5.0,4.3,5.2,4.4,4.1,4.3,2.7,2.2,1.5,5.9,7.9,9.3,7.2,7.0,5.9,4.6,3.7,2.6,2.8,1.6,2.8,2.8,.0,9.3,13
,OTAY MESA DVN,1.4,2.6,1.3,1.8,1.9,2.7,1.6,1.9,2.9,2.8,2.0,3.2,7.7,9.9,8.9,7.1,2.9,1.3,1.0,1.8,1.6,1.0,1.9,1.1,.0,9.9,13
,PENDLETON,5.6,6.0,5.9,6.1,7.7,6.0,6.2,5.7,6.2,5.7,2.2,4.0,4.4,3.7,3.1,3.3,3.4,2.4,2.8,3.5,4.7,4.5,3.7,5.4,.0,7.7,04
15 SWSP MPH,ALPINE,1.3,2.1,1.6,1.6,1.7,1.7,1.0,1.1,1.4,1.8,3.3,3.9,4.4,4.2,3.4,3.2,1.5,1.1,1.4,1.6,2.2,2.6,1.7,1.5,2.1,4.4,12
,CHULA VISTA,1.7,1.3,2.1,2.1,4.5,5.4,4.1,5.1,2.4,1.9,1.6,3.1,6.3,8.2,6.8,6.0,4.4,1.5,1.0,2.0,1.4,1.3,1.6,1.6,3.2,8.2,13
,DOWNTOWN SES,3.7,4.1,.8,1.8,1.5,2.0,.5,1.8,2.1,2.2,2.5,5.0,7.1,6.6,5.4,5.5,4.2,3.9,2.5,1.0,1.6,1.2,1.1,1.7,2.9,7.1,12
,EL CAJON LES,.7,1.3,.7,1.0,.4,.9,.7,.6,1.3,1.4,1.3,1.8,3.8,4.6,4.7,4.5,2.6,1.3,1.7,1.9,1.4,1.4,1.2,.7,1.7,4.7,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.1,5.1,5.0,4.3,5.2,4.5,4.2,4.3,3.2,2.8,3.3,6.3,8.4,9.6,7.4,7.2,6.0,4.9,3.9,2.7,3.2,1.8,3.3,3.0,4.8,9.6,13
,OTAY MESA DVN,2.2,2.8,2.0,1.9,2.1,2.9,2.4,2.1,3.0,3.0,2.6,3.8,8.1,10.1,9.1,7.3,3.5,1.7,1.2,2.2,1.8,1.3,2.2,2.0,3.4,10.1,13
,PENDLETON,5.8,6.2,6.1,6.3,7.8,6.1,6.3,5.8,6.4,5.9,3.1,4.1,4.5,3.8,3.3,3.5,3.6,2.7,2.9,3.6,4.8,4.8,4.1,5.5,4.9,7.8,04
16 AMBTEMP °F,ALPINE,41.9,41.6,42.8,42.9,44.3,44.5,44.9,45.3,51.8,56.5,58.6,60.9,61.4,62.0,62.0,60.8,55.9,51.7,51.2,50.2,50.1,51.1,51.8,52.5,51.5,62.0,13
,CARMEL MT RCH,43.4,43.1,42.4,40.9,41.4,41.9,42.2,43.9,48.9,54.7,58.4,60.8,62.1,62.2,62.4,61.4,58.8,56.4,54.7,53.8,52.6,54.3,51.0,50.8,51.8,62.4,14
,CHULA VISTA,45.7,45.6,44.8,43.5,43.9,44.2,44.0,45.5,50.0,55.3,59.5,62.4,62.9,63.4,62.9,62.1,59.8,57.4,55.0,53.1,51.5,49.7,47.8,48.1,52.4,63.4,13
,DOWNTOWN SES,48.5,48.1,45.5,44.5,44.3,44.1,42.7,44.8,52.1,57.1,59.8,61.7,62.9,62.7,62.6,62.3,60.2,57.8,56.2,54.5,53.0,51.5,50.7,49.9,53.2,62.9,12
,EL CAJON LES,39.6,38.2,37.1,36.3,35.4,34.8,34.6,36.4,43.0,50.9,57.6,62.2,65.3,66.4,65.8,64.6,61.5,56.8,51.9,49.8,47.7,45.5,43.9,42.5,48.7,66.4,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,44.5,44.3,43.6,42.5,42.7,43.2,43.3,45.5,52.8,57.1,60.9,62.5,62.8,61.9,61.6,60.9,57.3,54.2,52.7,52.2,49.2,51.2,48.9,48.4,51.8,62.8,12
,OTAY MESA DVN,46.7,45.8,44.3,43.5,42.1,41.1,41.2,42.6,46.9,53.0,58.3,62.3,63.2,62.8,61.9,61.2,58.3,55.3,54.1,52.6,53.0,53.4,52.2,53.9,52.1,63.2,12
,PENDLETON,45.7,43.4,43.5,43.7,43.2,43.2,41.7,43.0,47.9,54.4,60.1,60.7,60.7,60.4,60.3,60.0,58.9,57.1,55.0,53.1,51.3,47.8,48.8,49.1,51.4,60.7,11
17 RELHUM %,ALPINE,48,39,31,26,23,25,25,27,25,22,23,22,24,24,25,29,40,47,48,46,41,36,29,26,31,48,00
,EL CAJON LES,70,74,77,79,81,83,84,80,63,44,31,22,22,23,26,29,37,49,61,63,67,72,75,77,58,84,06
,KEARNY MESA,60,58,58,60,58,57,56,54,44,39,28,27,31,35,41,48,60,68,72,73,76,67,65,63,54,76,20
18 PRES mmHg,EL CAJON LES,751,751,751,751,751,751,751,752,752,752,752,751,751,751,751,751,751,752,752,753,753,753,754,753,752,754,22
,KEARNY MESA,752,752,752,752,752,752,752,753,753,753,753,752,752,752,752,752,753,753,754,754,754,754,755,754,753,755,22
19 SOLAR W/M2,EL CAJON LES,-1,-1,-1,-1,-1,-1,2,50,262,454,571,623,602,517,367,184,23,-4,-3,-2,-2,-2,-2,-1,151,623,11
,KEARNY MESA,0,0,0,0,1,0,4,105,288,447,552,592,572,493,364,192,33,0,0,0,-1,0,0,0,152,592,11
25 NOY,EL CAJON LES,35.77,38.24,40.78,43.49,45.15,C,C,92.05,86.92,58.12,37.93,17.92,10.36,8.95,M,M,17.18,34.36,42.13,28.95,30.28,33.00,41.38,37.16,39.00,92.05,07
26 NOY-NO,EL CAJON LES,24.97,23.84,23.45,23.55,22.55,C,C,25.53,30.82,28.15,22.89,13.00,7.70,6.92,M,M,15.76,29.05,33.76,26.66,25.17,26.26,25.41,23.88,22.96,33.76,18
27 NO Trace,EL CAJON LES,10.80,14.39,17.33,19.94,22.59,C,C,66.51,56.10,29.96,15.04,4.91,2.65,2.03,M,M,1.42,5.31,8.36,2.28,5.10,6.74,15.96,13.27,16.03,66.51,07
28 SO2 Tr PPB,EL CAJON LES,.1,.1,C,C,C,.1,.2,.3,.3,.3,.2,.1,.2,.1,.2,.4,.5,.3,.1,.1,.1,.1,.2,.1,.1,.5,16
29 CO Tr PPB,EL CAJON LES,562.1,514.5,C,C,C,614.5,877.0,1079.5,974.8,684.8,531.3,296.4,246.3,230.5,267.2,278.7,373.8,595.9,729.8,591.9,634.0,795.8,807.9,704.2,590.0,1079.5,07
BCarbon ng/m3,DOWNTOWN SES,979.2,657.0,678.6,658.7,607.0,1027.0,1355.4,2133.4,1200.1,885.7,1646.7,2288.1,905.2,592.9,575.6,592.5,705.0,806.9,915.1,1317.5,2326.0,2607.6,2960.2,2501.5,1288.5,2960.2,22
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
