,CHULA VISTA,.022,.018,C,C,.011,.017,.022,.024,.024,.015,.009,M,.010,.009,.005,.003,.007,.011,.031,.027,.031,.031,.027,.020,.018,.031,18
,DOWNTOWN SES,.028,.027,C,C,.019,.022,.026,.025,.025,.017,.023,.016,.005,.007,.006,.006,.010,.018,.034,.037,.034,.035,.033,.030,.022,.037,19
,EL CAJON LES,.025,.024,C,C,C,.018,.017,.018,.023,.021,.014,.001,.002,.001,.001,.001,.004,.015,.023,.026,.033,.031,.029,.028,.017,.033,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.019,.020,C,C,.018,.021,.027,.029,.015,.003,.002,.003,.002,M,.003,.004,.006,.021,.020,.016,.014,.012,.012,.015,.013,.029,07
,OTAY MESA DVN,.006,.008,C,C,.003,.003,.006,.014,M,M,.005,M,.002,.005,.006,.005,.008,.013,.016,.013,.011,.007,.004,.002,.007,.016,18
,PENDLETON,.002,.002,C,C,.002,.002,.003,.003,.004,.003,.003,.002,.001,.001,.002,.003,.005,.013,.016,.012,.012,.013,.009,.006,.005,.016,18
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.000,.000,.000,.001,.000,.002,.001,.001,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.002,11
,CARMEL MT RCH,.004,.008,C,C,.007,.030,.029,.017,.004,.001,.001,.001,.005,M,.010,.010,.009,.005,.003,.003,.006,.008,.004,.002,.008,.030,05
,CHULA VISTA,.001,.000,C,C,.000,.001,.002,.012,.029,.008,.004,M,.004,.003,.002,.001,.000,.000,.002,.001,.001,.010,.004,.002,.004,.029,08
,DOWNTOWN SES,.014,.014,C,C,.002,.004,.020,.058,.042,.011,.023,.011,.002,.002,.002,.001,.001,.001,.012,.029,.025,.014,.013,.004,.014,.058,07
,EL CAJON LES,.022,.019,C,C,C,.016,.025,.037,.051,.030,.009,.000,.000,.000,.000,.000,.000,.000,.002,.004,.019,.030,.014,.020,.014,.051,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.001,C,C,.001,.002,.008,.014,.004,.001,.000,.001,.000,M,.001,.000,.000,.001,.000,.000,.000,.000,.000,.000,.002,.014,07
,OTAY MESA DVN,.003,.005,C,C,.003,.003,.005,.008,M,M,.004,M,.000,.004,.001,.000,.000,.000,.000,.000,.000,.000,.000,-.001,.002,.008,07
,PENDLETON,.000,.000,C,C,.000,.000,.000,.000,.000,.001,.001,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.002,.000,.000,.000,.002,21
06 CO PPM,CARMEL MT RCH,.6,.5,C,C,C,1.0,.9,.7,.3,.3,.5,.2,.4,M,.7,.7,.7,2.7,1.3,1.3,1.1,1.1,1.1,.8,.8,2.7,17
10 INTMP °C,ALPINE,27,26,27,26,27,27,27,27,27,26,26,26,25,25,25,25,26,26,26,26,27,26,27,27,26,27,00
,CARMEL MT RCH,27,27,27,27,27,27,27,27,27,26,25,25,25,25,26,25,25,26,26,27,27,27,27,27,26,27,00
,CHULA VISTA,22,22,22,22,22,22,22,22,22,23,22,23,23,23,23,23,23,24,24,23,24,24,23,23,23,24,17
,DOWNTOWN SES,27,27,27,27,27,27,28,27,26,26,25,24,24,24,24,24,24,25,25,25,26,26,26,26,26,28,06
,EL CAJON LES,28,28,27,28,27,28,28,28,28,27,27,27,26,26,26,26,26,26,26,27,27,27,27,27,27,28,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,25,00
,OTAY MESA DVN,26,26,26,26,26,26,26,26,26,27,27,26,26,26,26,25,25,25,25,26,26,26,26,26,26,27,09
,PENDLETON,26,26,26,26,27,26,26,26,26,26,25,24,24,24,24,24,25,25,26,26,26,26,26,26,26,27,04
11 PM2.5 µg/M3,ALPINE,2.2,1.0,.9,.2,1.0,3.3,1.2,3.5,2.4,-.2,-.3,-2.4,-1.8,-.4,1.5,1.0,2.8,3.3,6.8,4.7,4.4,2.7,9.0,5.4,2.1,9.0,22
,DOWNTOWN SES,17.6,20.6,12.0,11.0,11.4,8.2,7.7,12.6,15.1,9.4,8.9,11.4,4.5,-1.3,3.3,2.7,2.1,3.7,9.6,28.5,27.7,34.0,44.2,57.8,15.1,57.8,23
,EL CAJON LES,24.3,18.6,17.7,18.6,19.3,17.9,17.6,18.6,21.7,20.8,9.9,5.1,4.2,M,M,13.5,7.0,3.4,19.4,21.0,55.7,67.6,70.1,93.5,25.7,93.5,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,2.3,5.9,6.3,3.5,2.1,2.1,6.1,8.1,18.0,2.3,-1.1,-2.4,.7,3.8,6.9,2.8,2.1,7.2,9.2,25.6,27.9,21.1,8.1,7.4,7.3,27.9,20
,PENDLETON,-3.2,-2.4,-.2,1.4,2.8,2.5,1.0,.6,1.5,.1,-.4,-.3,5.1,4.8,2.3,1.2,1.6,6.2,22.1,8.4,5.1,12.1,9.2,9.3,3.7,22.1,18
12 VWDR °,ALPINE,38,266,343,355,37,45,234,61,54,54,58,47,25,48,53,60,30,46,61,52,170,26,31,359,0,359,23
,CHULA VISTA,113,101,93,65,65,56,103,71,29,349,241,204,263,252,319,34,73,113,105,100,103,46,38,59,0,349,09
,DOWNTOWN SES,119,56,21,37,33,14,74,73,36,68,207,205,10,299,316,345,339,332,42,71,24,12,81,69,0,345,15
,EL CAJON LES,178,37,233,229,114,171,113,242,257,250,M,M,33,44,55,59,52,32,99,110,4,205,102,107,0,257,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,88,135,96,61,50,43,32,25,29,52,59,80,44,306,318,308,312,68,46,66,64,336,60,58,0,336,21
,OTAY MESA DVN,69,102,41,33,16,58,38,46,93,353,295,301,24,313,265,252,260,68,117,111,105,116,57,12,0,353,09
,PENDLETON,43,38,41,44,30,33,31,18,38,32,14,16,263,269,305,318,332,36,77,87,37,59,43,64,0,332,16
13 SIGTHETA °,ALPINE,61,66,57,66,61,61,81,51,30,32,49,52,52,38,39,47,56,28,34,55,41,46,13,13,47,81,06
,CHULA VISTA,41,27,24,33,33,34,26,42,57,36,40,47,19,26,34,M,29,22,10,12,56,45,19,14,32,57,08
,DOWNTOWN SES,42,27,21,18,49,47,60,45,76,38,66,41,53,21,24,18,19,13,28,50,24,37,15,12,35,76,08
,EL CAJON LES,83,69,52,68,63,64,53,63,65,49,M,M,16,19,19,21,23,33,20,59,41,65,60,55,48,83,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,16,10,13,10,14,36,23,19,12,11,14,23,16,30,13,11,15,44,18,45,27,25,7,6,19,45,19
,OTAY MESA DVN,19,22,15,14,47,48,26,33,35,36,25,19,39,24,12,11,42,61,29,17,54,45,42,27,31,61,17
,PENDLETON,13,13,13,13,14,15,14,15,15,14,14,29,13,15,20,19,15,48,51,30,15,20,26,14,20,51,18
14 VWSP MPH,ALPINE,1.5,.8,2.0,2.0,1.5,2.7,1.1,5.4,6.5,5.5,4.1,3.7,3.8,4.8,5.4,3.5,1.4,4.0,1.9,1.3,.4,.1,1.9,2.3,.0,6.5,08
,CHULA VISTA,1.5,2.7,2.4,2.6,1.7,1.7,1.5,1.1,.6,1.2,1.1,.4,6.1,5.2,2.9,5.5,1.3,1.7,3.5,3.5,2.1,1.2,1.7,2.7,.0,6.1,12
,DOWNTOWN SES,.8,1.2,1.8,3.0,2.2,1.8,.5,.8,.2,1.3,1.0,2.3,4.3,6.6,6.3,5.6,4.2,3.1,1.3,.6,1.0,.4,1.9,3.4,.0,6.6,13
,EL CAJON LES,.2,.4,.5,.5,.6,.4,1.1,.8,.8,2.1,M,M,10.4,7.6,8.4,5.2,3.6,1.2,2.0,1.7,.2,.3,.7,.1,.0,10.4,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.1,2.6,2.6,4.3,4.0,1.8,2.9,3.5,5.3,9.9,12.6,7.8,11.3,8.5,9.3,6.8,4.9,1.0,2.4,1.5,1.4,2.3,3.8,5.0,.0,12.6,10
,OTAY MESA DVN,2.1,2.4,2.8,3.6,2.8,1.8,2.6,2.2,1.1,1.0,3.4,4.7,2.2,2.2,8.0,4.9,1.1,.6,2.8,3.2,1.0,1.8,.9,2.7,.0,8.0,14
,PENDLETON,12.8,12.3,13.1,12.8,12.8,10.2,10.3,9.0,7.7,8.3,9.5,5.9,6.4,5.5,5.0,6.2,6.8,.7,1.9,1.6,3.9,3.5,2.5,5.8,.0,13.1,02
15 SWSP MPH,ALPINE,3.4,3.0,3.7,3.4,3.8,5.8,3.5,6.6,7.3,6.3,5.5,5.2,5.4,5.7,6.5,4.5,3.1,4.4,2.2,2.0,2.7,.9,2.2,2.4,4.1,7.3,08
,CHULA VISTA,1.6,2.8,2.5,3.0,1.9,2.3,1.9,1.4,1.0,1.6,2.0,2.6,6.4,5.9,5.8,6.0,3.0,1.9,3.5,3.6,2.4,2.5,1.8,2.8,2.9,6.4,12
,DOWNTOWN SES,1.2,1.5,2.0,3.1,2.7,2.0,.9,1.4,1.5,2.2,3.6,4.4,5.6,7.1,7.1,6.0,4.4,3.2,1.6,1.0,1.5,1.5,1.9,3.5,3.0,7.1,13
,EL CAJON LES,.5,1.2,.7,1.0,1.5,1.3,1.4,1.3,1.4,2.7,M,M,10.8,8.3,8.9,5.7,3.8,2.9,2.1,2.8,.8,1.3,1.5,1.1,2.9,10.8,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.2,2.6,2.9,4.4,4.2,2.1,3.2,3.9,5.5,10.1,13.0,8.4,11.8,9.8,9.7,7.0,5.2,1.7,2.7,1.6,2.3,3.3,3.8,5.0,5.3,13.0,10
,OTAY MESA DVN,2.4,2.5,2.9,3.7,3.2,2.6,2.8,2.7,1.9,2.1,3.8,5.0,5.6,7.5,8.2,5.1,1.6,2.6,3.3,3.3,2.0,2.6,1.9,3.2,3.4,8.2,14
,PENDLETON,13.2,12.6,13.5,13.2,13.2,10.6,10.6,9.3,8.0,8.6,9.8,7.9,6.5,5.7,5.4,6.6,7.0,2.0,3.3,2.2,4.2,4.1,2.8,6.0,7.8,13.5,02
16 AMBTEMP °F,ALPINE,51.5,50.9,49.5,49.3,52.4,53.2,51.1,53.3,54.0,54.7,60.1,63.8,63.8,64.4,63.7,62.8,59.6,56.1,54.3,53.6,51.5,50.4,50.9,51.7,55.3,64.4,13
,CARMEL MT RCH,53.2,52.1,49.9,48.5,48.9,53.5,52.1,55.2,57.3,62.9,65.6,67.4,67.8,69.0,67.2,66.9,64.3,61.4,58.8,56.9,56.5,54.5,52.2,50.8,58.0,69.0,13
,CHULA VISTA,50.8,51.5,51.9,51.0,49.6,49.1,48.8,49.0,54.1,59.6,63.6,67.4,67.2,67.6,70.2,70.5,67.2,61.6,60.0,58.6,56.7,53.1,51.8,51.6,57.6,70.5,15
,DOWNTOWN SES,51.7,51.3,50.8,51.3,49.7,49.6,48.0,47.4,54.5,60.5,64.5,65.8,70.2,68.6,68.4,69.0,67.6,64.0,61.3,58.1,57.1,56.9,56.4,56.0,58.3,70.2,12
,EL CAJON LES,47.6,47.2,46.5,44.5,43.2,43.3,43.1,43.9,46.6,53.7,63.4,68.4,68.6,68.7,69.3,68.7,66.8,62.0,56.6,54.8,52.2,49.6,47.3,45.6,54.2,69.3,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,50.1,49.4,49.5,48.8,47.8,47.9,49.5,51.3,56.5,63.9,67.0,69.7,70.7,68.5,67.3,67.7,64.8,61.3,57.9,56.8,55.6,53.5,51.0,51.1,57.4,70.7,12
,OTAY MESA DVN,52.1,50.6,51.0,52.0,49.2,50.4,50.6,51.8,54.0,59.3,61.7,64.8,68.1,68.3,67.2,65.7,63.8,60.1,58.1,56.5,55.9,53.8,53.8,53.2,57.2,68.3,13
,PENDLETON,60.1,60.3,60.6,60.3,61.0,61.5,61.8,61.2,62.7,63.4,65.5,70.0,64.6,65.3,65.8,64.5,63.6,61.7,60.7,61.7,57.0,54.8,52.6,53.5,61.4,70.0,11
17 RELHUM %,ALPINE,35,37,43,42,35,34,40,35,34,34,28,24,25,25,26,26,29,32,34,34,38,39,38,37,34,43,02
,EL CAJON LES,70,71,73,79,83,83,85,84,78,59,36,22,21,22,21,21,23,36,45,46,53,62,67,72,55,85,06
,KEARNY MESA,66,69,66,66,69,70,69,64,49,33,27,25,22,35,34,34,36,44,49,49,49,52,57,58,50,70,05
18 PRES mmHg,EL CAJON LES,747,747,747,747,747,747,748,748,749,749,749,748,748,748,748,749,749,750,750,750,750,751,751,751,749,751,21
,KEARNY MESA,748,748,748,748,748,748,749,749,750,750,750,749,749,749,750,750,750,751,751,751,751,752,752,752,750,752,21
19 SOLAR W/M2,EL CAJON LES,1,1,0,-1,0,1,2,44,111,472,582,656,605,528,387,206,36,-4,-3,-1,-2,-2,-2,-1,151,656,11
,KEARNY MESA,0,0,0,0,0,0,2,40,100,377,436,630,585,502,377,211,45,0,0,0,0,0,0,0,138,630,11
25 NOY,EL CAJON LES,49.54,42.16,36.70,35.86,36.54,C,C,55.77,76.06,51.80,M,M,M,M,1.77,1.79,5.29,13.55,21.15,25.80,52.35,56.54,44.13,47.63,36.35,76.06,08
26 NOY-NO,EL CAJON LES,27.28,25.70,24.73,22.53,20.68,C,C,20.57,24.49,23.40,M,M,M,M,.80,.89,4.28,12.64,19.95,23.31,35.14,33.74,31.78,30.89,21.26,35.14,20
27 NO Trace,EL CAJON LES,22.26,16.46,11.97,13.33,15.85,C,C,35.19,51.56,28.39,M,M,M,M,.97,.89,1.01,.90,1.20,2.49,17.20,22.80,12.34,16.73,15.08,51.56,08
28 SO2 Tr PPB,EL CAJON LES,.2,.2,C,C,C,.1,.1,.2,.3,.3,.1,.0,.0,.0,.0,.0,.0,.1,.2,.2,.4,.4,.3,.4,.1,.4,20
29 CO Tr PPB,EL CAJON LES,859.4,791.2,C,C,C,614.7,659.0,764.8,976.8,735.4,432.4,122.2,131.7,123.9,126.4,125.0,150.6,326.2,470.4,605.8,1072.9,1303.6,1059.8,1342.9,609.2,1342.9,23
BCarbon ng/m3,DOWNTOWN SES,2115.3,2238.3,1623.2,1266.0,1350.4,1552.7,1745.2,2420.3,2222.1,1139.3,1863.3,1325.1,300.6,329.6,323.1,241.3,334.1,597.3,1392.6,3786.1,5068.6,5716.5,8322.4,8309.4,2316.0,8322.4,22
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
