Current Date:,12/28/2019,11:08 PM
,,,,,,,,8 Hour Rolling Average Report
12/27/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.035,.035,.035,.035,.035,.035,.036,.037,.038,.037,.037,.037,.036,.036,.035,.034,.034,.034,.034,.034,.034,.034,.035,0.035,0.038,09
,CHULA VISTA,.005,.006,.008,.011,.014,.018,.023,.028,.032,.036,.037,.036,.032,.027,.024,.02,.017,.013,.011,.01,.012,.014,.014,.014,0.019,0.037,10
,DOWNTOWN SES,.007,.007,.008,.011,.014,.018,.022,.026,.031,.034,.036,.034,.03,.026,.022,.018,.014,.009,.006,.006,.006,.006,.005,.004,0.016,0.036,10
,EL CAJON LES,,,,.009,.013,.016,.02,.025,.029,.032,.034,.033,.029,.025,.021,.017,.013,.009,.005,.003,.003,,,,0.018,0.034,10
,KEARNY MESA,.01,.009,.012,.015,.017,.02,.024,.028,.032,.035,.035,.033,.03,.027,.025,.022,.019,.017,.016,.016,.017,.016,.016,.015,0.021,0.035,09
,OTAY MESA DVN,.016,.015,.016,.018,.02,.023,.026,.029,.033,.037,.037,.036,.035,.034,.032,.031,.027,.024,.022,.022,.021,.017,.014,.01,0.024,0.037,09
,PENDLETON,.013,.012,.013,.014,.015,.015,.018,.021,.024,.027,.029,.028,.027,.026,.023,.021,.019,.016,.013,.013,.013,.013,.012,.012,0.018,0.029,10
