Current Date:,5/2/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
5/1/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.040,.039,C,C,.032,.037,.032,.043,.044,.044,.044,M,M,M,.059,.057,.056,.053,.047,.043,.041,.041,.039,.040,.043,.059,14
,CHULA VISTA,.032,.029,C,C,.024,.024,.027,.038,.045,.045,.046,.050,.051,.049,.048,.049,.047,.047,.046,.045,.044,.043,.043,.043,.041,.051,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.034,.038,C,C,C,.030,.033,.044,.047,.048,.050,.052,.055,.055,.055,.055,.052,.050,.045,.045,.046,.046,.047,.045,.046,.055,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.022,.020,C,C,.013,.027,.037,.043,.047,.048,.049,.051,.053,.051,.050,.050,.049,.045,.044,.045,.045,.045,.044,.041,.041,.053,12
,OTAY MESA DVN,.035,.027,C,C,.025,.031,.035,.040,.044,.043,.045,.047,.049,.049,.047,.045,.045,.043,.042,.041,.039,.039,.039,.036,.040,.049,12
,PENDLETON,.031,.022,C,C,.016,.016,.018,.031,.036,.042,.048,.049,.045,.046,.048,.045,.045,.043,.044,.044,.043,.041,.027,.022,.036,.049,11
02 NOX PPM,ALPINE,M,C,C,C,M,M,M,M,M,M,M,M,M,M,.005,.004,.004,.004,.004,.004,.004,.003,.003,.003,.004,.005,14
,CARMEL MT RCH,.011,.012,C,C,C,.038,.037,.037,.021,.031,.023,M,M,M,.019,.016,.017,.014,.011,.012,.012,.010,.007,.007,.019,.038,05
,CHULA VISTA,.005,.005,C,C,.008,.012,.015,.008,.004,.004,.005,.003,.003,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.002,.004,.015,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.002,C,C,C,.006,.006,.003,.002,.003,.003,.002,.003,.003,.003,.003,.003,.002,.003,.002,.002,.002,.001,.001,.003,.006,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.009,C,C,.015,.011,.007,.004,.002,.002,.002,.003,.003,.003,.003,.002,.003,.003,.002,.002,.002,.002,.002,.003,.004,.015,04
,OTAY MESA DVN,.002,.004,C,C,.005,.004,.003,.002,.002,.003,.003,.004,.003,.003,.003,.003,.002,.002,.001,.002,.003,.003,.003,.002,.003,.005,04
,PENDLETON,.003,.002,C,C,.009,.016,.010,.006,.007,.012,.001,.002,.007,.002,.009,.006,.002,.003,.000,.001,.001,.002,.011,.006,.005,.016,05
03 NO2 PPM,ALPINE,M,C,C,C,M,M,M,M,M,M,M,M,M,M,.003,.003,.003,.003,.003,.003,.003,.002,.002,.002,.003,.003,14
,CARMEL MT RCH,.008,.010,C,C,C,.020,.019,.020,.012,.017,.013,M,M,M,.010,.009,.010,.008,.007,.008,.008,.007,.005,.006,.011,.020,05
,CHULA VISTA,.005,.006,C,C,.008,.011,.013,.007,.004,.003,.004,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.003,.003,.002,.004,.013,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.002,.002,C,C,C,.006,.005,.002,.001,.002,.002,.002,.002,.002,.002,.002,.002,.002,.003,.002,.002,.002,.001,.001,.002,.006,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.008,C,C,.014,.011,.006,.004,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.002,.004,.014,04
,OTAY MESA DVN,.002,.003,C,C,.004,.004,.003,.002,.001,.002,.002,.003,.003,.002,.002,.002,.002,.002,.001,.002,.002,.002,.002,.002,.002,.004,04
,PENDLETON,.003,.002,C,C,.009,.015,.008,.004,.004,.004,.001,.001,.004,.002,.006,.004,.002,.002,.000,.001,.001,.002,.011,.006,.004,.015,05
04 NO PPM,ALPINE,M,C,C,C,M,M,M,M,M,M,M,M,M,M,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,14
,CARMEL MT RCH,.003,.001,C,C,C,.018,.018,.018,.009,.015,.010,M,M,M,.009,.007,.007,.006,.004,.004,.004,.003,.002,.002,.008,.018,05
,CHULA VISTA,.000,.000,C,C,.000,.001,.003,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,06
