,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.000,.000,.001,.001,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.001,.000,.000,.000,.000,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,04
,OTAY MESA DVN,.000,.000,C,C,.001,.000,.000,.000,.001,.001,.000,.001,.001,.000,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,04
,PENDLETON,.000,.000,C,C,.001,.001,.002,.001,.003,.008,.000,.000,.003,.001,.003,.002,.000,.001,.000,.000,.000,.000,.000,.000,.001,.008,09
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.6,.5,.5,.3,.3,.3,C,M,M,.4,.4,.5,.4,.4,.3,.3,.3,.2,.3,.4,.6,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,25,24,23,24,24,24,24,24,24,24,25,25,26,26,26,26,25,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,26,26,25,25,25,25,24,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,26,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,23,24,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,25,24,25,24,24,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,27,26,27,27,27,27,27,00
,PENDLETON,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,-1.4,1.4,1.9,3.8,3.6,2.6,2.5,4.1,3.2,.8,-1.2,2.8,7.0,M,M,6.0,5.9,6.2,12.0,9.6,9.4,9.6,6.3,7.8,4.7,12.0,18
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,6.6,5.0,2.9,3.6,5.1,3.4,5.8,6.8,6.4,5.7,5.6,6.0,7.4,9.3,6.8,6.4,6.3,7.2,10.5,8.0,12.9,7.9,7.7,6.7,6.6,12.9,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,1.4,.9,4.8,4.8,3.5,3.6,2.6,4.4,4.3,M,6.5,6.1,6.0,6.2,8.4,8.2,10.1,7.0,6.1,5.8,7.0,7.0,9.9,5.5,5.6,10.1,16
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,297,296,297,311,298,326,303,312,305,296,279,255,272,248,264,277,278,270,281,296,304,325,307,309,292,326,05
,CHULA VISTA,354,114,93,59,51,28,17,16,5,314,296,267,273,282,280,276,274,278,290,300,323,338,328,321,216,354,00
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,20,14,17,356,351,34,52,26,32,323,323,302,280,258,272,318,281,269,270,307,304,335,334,310,225,356,03
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,269,313,302,322,280,332,351,346,346,346,326,286,286,283,286,293,288,282,283,299,303,303,315,311,306,351,06
,OTAY MESA DVN,25,19,11,360,30,53,3,7,346,342,313,292,290,283,295,290,278,279,296,303,325,335,359,11,214,360,03
,PENDLETON,351,21,22,28,32,46,37,19,262,252,258,262,265,268,276,278,283,278,287,298,304,312,338,12,200,351,00
13 SIGTHETA °,ALPINE,34,33,18,37,29,24,21,38,34,52,50,42,43,42,29,38,35,23,22,22,23,26,18,46,32,52,09
,CHULA VISTA,25,18,22,23,18,19,20,27,36,38,36,19,21,21,22,23,22,21,18,17,20,21,21,19,23,38,09
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,30,26,14,16,20,42,20,20,35,55,49,53,49,22,28,27,27,20,18,19,20,20,21,20,28,55,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,17,10,5,6,22,12,17,17,29,33,43,27,21,18,16,15,15,11,10,11,10,10,10,9,16,43,10
,OTAY MESA DVN,19,14,15,27,17,17,20,19,20,32,26,19,16,15,16,16,13,11,14,16,15,15,15,13,18,32,09
,PENDLETON,20,9,9,11,13,20,14,36,33,13,12,12,12,14,17,18,19,17,18,19,14,11,12,10,16,36,07
14 VWSP MPH,ALPINE,.0,.2,.8,.5,1.0,1.0,1.7,2.1,2.9,2.2,2.4,3.8,3.6,4.4,6.0,4.0,3.4,3.9,3.7,2.8,2.3,1.8,2.1,1.0,2.4,6.0,14
,CHULA VISTA,1.1,1.1,1.0,1.1,1.5,1.3,2.6,3.0,2.9,3.4,5.2,10.0,10.2,9.8,8.7,8.9,8.6,7.9,7.7,5.9,4.6,3.9,3.5,3.3,4.9,10.2,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.8,1.3,1.4,1.3,1.3,.7,1.5,3.3,3.1,2.9,2.9,2.7,4.7,9.6,6.4,5.6,4.6,6.5,7.4,5.8,4.4,4.1,4.2,3.8,3.8,9.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.3,.0,.0,.0,.8,1.9,3.7,4.7,4.4,4.4,3.5,7.4,10.3,11.8,10.4,10.3,9.5,10.2,8.6,5.9,5.5,6.0,5.8,3.5,5.4,11.8,13
,OTAY MESA DVN,2.4,2.6,1.8,1.5,1.6,3.6,3.4,5.3,5.6,4.7,6.2,9.8,12.5,12.5,10.8,11.4,11.5,10.1,7.3,5.7,5.2,5.6,3.8,1.7,6.1,12.5,12
,PENDLETON,3.0,4.9,4.0,3.0,2.7,1.2,3.2,1.9,2.7,5.8,6.4,7.6,7.6,7.4,6.2,5.5,5.3,5.7,6.3,6.7,7.6,6.6,4.7,4.3,5.0,7.6,11
15 SWSP MPH,ALPINE,.1,.3,.9,.6,1.1,1.1,1.8,2.4,3.5,3.5,3.6,4.8,4.6,5.6,6.8,4.6,4.3,4.2,4.0,3.1,2.5,1.9,2.2,1.2,2.9,6.8,14
,CHULA VISTA,1.4,1.3,1.1,1.2,1.6,1.4,2.7,3.4,3.8,4.4,6.3,10.6,11.0,10.5,9.4,9.6,9.2,8.5,8.1,6.2,4.9,4.2,3.7,3.5,5.3,11.0,12
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,1.5,1.4,1.4,1.4,1.4,1.8,1.9,3.5,3.6,4.4,4.0,4.5,6.8,10.3,7.7,6.3,5.6,6.8,7.7,6.2,4.7,4.4,4.6,4.0,4.4,10.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.4,.0,.0,.0,.9,2.0,3.9,4.9,5.0,5.3,6.1,8.4,11.0,12.4,10.8,10.7,9.8,10.4,8.8,6.0,5.6,6.1,6.0,3.5,5.8,12.4,13
,OTAY MESA DVN,2.7,2.8,1.9,1.6,1.7,3.8,3.7,5.7,6.0,5.5,6.8,10.3,13.0,13.0,11.3,11.9,11.8,10.3,7.5,6.0,5.4,5.8,3.9,1.8,6.4,13.0,12
,PENDLETON,4.7,4.9,4.1,3.0,2.7,1.5,3.3,2.2,3.5,6.0,6.6,7.8,7.8,7.6,6.5,5.8,5.6,5.9,6.7,7.0,7.8,6.7,5.2,4.4,5.3,7.8,11
16 AMBTEMP °F,ALPINE,50.6,50.6,50.6,50.4,50.4,50.2,50.9,52.5,56.4,58.6,62.0,64.9,67.2,68.9,68.1,67.3,65.1,62.2,56.4,54.3,53.5,53.2,53.1,53.5,57.1,68.9,13
,CARMEL MT RCH,56.5,56.4,56.4,56.6,56.8,57.1,57.4,58.3,60.4,61.4,63.8,66.5,66.8,66.2,65.7,65.7,65.4,62.2,58.6,58.0,58.4,58.6,58.5,58.3,60.4,66.8,12
,CHULA VISTA,59.5,59.3,59.4,59.3,59.2,59.5,60.4,61.2,62.5,64.6,66.9,67.0,67.2,66.9,66.4,65.9,64.8,62.9,61.1,61.0,61.4,61.3,61.3,60.9,62.5,67.2,12
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,57.9,58.0,57.9,57.9,57.7,57.8,58.2,59.3,60.7,64.2,66.6,68.7,70.6,69.7,69.5,69.9,68.4,65.8,61.4,60.0,60.1,60.5,60.6,60.3,62.6,70.6,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,58.3,58.2,58.1,58.1,58.2,58.6,59.1,60.1,61.4,63.2,65.2,66.5,66.8,65.8,65.4,64.8,64.3,62.2,59.9,60.1,60.4,60.4,60.1,59.6,61.5,66.8,12
,OTAY MESA DVN,58.0,57.5,57.1,57.3,57.4,57.7,58.5,59.4,60.4,62.9,65.5,67.2,66.6,66.8,66.3,66.3,64.5,62.1,60.1,59.9,60.2,60.3,60.3,59.8,61.3,67.2,11
,PENDLETON,59.4,57.3,57.1,57.6,57.5,58.5,58.8,60.8,63.0,64.4,64.8,65.4,65.2,65.6,65.6,65.3,64.8,63.8,62.3,61.8,61.7,60.8,58.8,55.8,61.5,65.6,13
17 RELHUM %,ALPINE,90,89,92,93,93,87,88,75,66,61,56,52,47,44,49,52,56,64,80,87,90,91,92,90,74,93,03
,EL CAJON LES,78,76,75,76,79,75,72,61,57,52,48,45,44,49,50,49,52,59,71,74,74,73,72,75,64,79,04
,KEARNY MESA,84,85,87,87,85,78,76,70,63,58,55,55,57,60,61,64,67,74,79,81,80,82,83,84,73,87,02
18 PRES mmHg,KEARNY MESA,747,747,746,746,747,747,747,747,747,747,747,747,747,747,747,746,745,745,746,747,748,748,748,748,747,748,20
19 SOLAR W/M2,KEARNY MESA,0,0,0,0,0,11,54,162,355,645,992,997,987,908,794,601,385,158,12,0,0,0,0,0,294,997,11
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,13
29 CO Tr PPB,EL CAJON LES,155.5,146.8,C,C,C,209.3,199.9,174.5,154.1,165.6,180.6,170.6,185.7,187.9,184.1,182.6,183.0,170.7,177.0,167.5,171.8,166.8,153.7,150.6,173.2,209.3,05
