Current Date:,6/1/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
5/31/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.025,.024,C,C,.025,.025,.026,.030,.031,.036,.042,.050,.056,.060,.060,.060,.055,.046,.040,.037,.036,.036,.035,.034,.039,.060,13
,CHULA VISTA,.037,.036,C,C,.036,.037,.034,.034,.035,.037,.040,.044,.042,.042,.041,.041,.040,.041,.040,.039,.038,.036,.034,.035,.038,.044,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.038,.036,C,C,C,.034,.033,.034,.035,.037,M,.043,.048,.051,.052,.047,.043,.040,.039,.039,.038,.036,.037,.036,.039,.052,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.038,.039,C,C,.037,.034,.031,.032,.033,.034,.039,.044,.047,.046,.045,.043,.040,.040,.040,.039,.037,.036,.036,.037,.038,.047,12
,OTAY MESA DVN,.030,.027,.030,.029,.028,.026,.029,.029,.030,.033,.036,.041,.044,.042,.040,.040,.037,.035,.034,.033,.032,.030,.028,.027,.032,.044,12
,PENDLETON,.040,.040,C,C,.036,.036,.038,.037,.039,.040,.040,.038,.039,.039,.037,.037,.038,.044,.041,.042,.042,.042,.041,.040,.039,.044,17
02 NOX PPM,ALPINE,.004,.003,C,C,.003,.004,.004,.004,.004,.006,.005,.005,.004,.005,.007,.006,.005,.005,.004,.003,.004,.003,.003,.003,.004,.007,14
,CARMEL MT RCH,.006,.008,C,C,C,.028,.036,.041,.028,.031,M,.029,.026,.025,.024,.018,.016,.019,.014,.015,.015,.014,.010,.009,.021,.041,07
,CHULA VISTA,.003,.003,C,C,.003,.003,.012,.005,.005,.005,.004,.004,.002,.001,.001,.001,.001,.001,.001,.001,.001,.002,.003,.004,.003,.012,06
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
