,KEARNY MESA,.000,.000,C,C,.004,.002,.002,.003,.001,.001,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,04
,OTAY MESA DVN,.000,.000,.001,.085,.001,.001,.002,.001,.001,.002,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.004,.085,03
,PENDLETON,.000,.000,C,C,.001,.001,.001,.001,.000,.001,.000,.001,.005,.001,.001,.002,.001,.001,.001,.001,.000,.000,.000,.000,.001,.005,12
06 CO PPM,CARMEL MT RCH,.2,.3,C,C,C,.1,.2,.2,.2,.2,.2,.3,.3,.3,.4,.4,.3,.3,.3,.3,.3,.3,.2,.2,.3,.4,14
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,26,26,26,26,26,26,26,26,25,25,26,26,25,25,26,25,26,26,26,26,26,26,26,26,00
,CARMEL MT RCH,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,26,26,26,26,26,26,26,26,26,00
,CHULA VISTA,25,25,26,24,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,02
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,23,24,23,24,24,24,24,24,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,25,25,25,25,25,25,25,25,25,26,24,24,24,24,24,24,24,24,24,24,24,24,24,24,26,10
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,26,25,25,24,25,27,27,26,26,27,27,27,27,27,27,27,27,00
,PENDLETON,24,24,24,24,24,24,24,24,24,24,24,23,23,23,23,23,23,23,24,24,24,24,24,24,24,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,6.5,4.1,2.5,4.5,4.9,5.0,4.3,7.5,4.3,2.1,1.2,-1.5,-1.0,1.6,4.0,3.9,2.6,1.1,4.9,5.2,4.4,5.1,4.0,1.6,3.4,7.5,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.9,2.2,1.7,7.0,6.5,6.0,11.5,7.9,6.2,6.4,7.7,5.9,6.6,6.3,8.6,7.5,6.6,5.0,4.9,4.9,5.4,4.4,5.6,8.1,6.0,11.5,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M
,PENDLETON,7.7,5.1,4.5,4.8,3.5,6.2,6.1,5.8,5.7,5.4,7.6,9.9,10.3,9.7,15.9,15.5,16.7,6.2,6.2,6.8,9.5,7.5,6.7,6.7,7.9,16.7,16
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,244,237,172,202,202,153,136,141,178,190,202,242,280,280,277,276,281,282,290,287,293,288,294,304,239,304,23
,CHULA VISTA,212,112,114,128,136,147,161,178,177,182,210,271,280,282,280,288,283,284,280,298,297,298,296,303,229,303,23
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,227,182,161,168,129,143,141,176,191,189,192,249,264,278,273,275,271,285,295,288,280,279,277,255,228,295,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,261,116,103,93,126,144,142,156,165,169,202,270,276,283,279,274,273,280,283,285,285,286,292,288,222,292,22
,OTAY MESA DVN,288,39,101,130,115,129,140,146,162,160,189,244,289,286,283,285,293,286,285,299,307,306,306,309,224,309,23
,PENDLETON,67,93,82,104,98,123,143,152,177,189,278,273,293,276,260,262,263,264,264,267,279,284,296,281,211,296,22
13 SIGTHETA °,ALPINE,22,26,16,20,21,14,15,18,20,21,23,29,26,25,27,25,24,23,25,25,24,25,25,26,23,29,11
,CHULA VISTA,27,40,12,10,12,15,18,17,18,18,21,21,20,21,19,19,23,19,18,17,19,17,18,19,19,40,01
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,17,15,8,23,19,18,20,26,21,19,19,19,22,20,23,20,24,19,18,18,18,18,21,28,20,28,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,27,13,24,10,11,12,14,12,15,18,11,16,16,14,12,11,11,10,10,10,9,9,10,13,27,01
,OTAY MESA DVN,16,34,10,13,6,9,10,10,13,15,12,15,13,15,14,13,13,12,11,10,10,10,9,11,13,34,01
,PENDLETON,17,9,37,11,14,14,13,14,14,24,17,15,18,16,8,10,9,9,10,12,16,17,18,18,15,37,02
14 VWSP MPH,ALPINE,2.7,1.4,2.2,1.0,1.3,4.3,6.4,5.8,6.2,4.5,6.9,7.2,6.9,6.2,7.1,8.3,7.7,7.3,5.7,5.4,5.0,4.4,3.6,2.4,5.0,8.3,15
,CHULA VISTA,.6,1.0,1.6,1.5,2.9,3.1,4.8,6.5,8.1,8.1,8.9,6.1,9.7,11.5,12.8,12.8,10.4,8.9,9.0,8.1,8.3,8.0,7.4,7.6,7.0,12.8,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.5,1.7,2.5,2.2,2.5,2.7,3.9,4.2,8.5,7.4,7.0,7.3,7.6,10.7,9.5,10.5,9.3,10.1,7.8,6.9,6.1,3.6,2.3,1.8,5.8,10.7,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.6,.7,1.8,1.0,3.7,5.3,8.6,10.1,10.6,8.9,9.9,13.3,15.6,15.4,15.8,17.7,16.9,14.5,12.7,10.5,9.3,7.4,7.7,5.9,9.4,17.7,15
,OTAY MESA DVN,3.0,1.2,2.0,2.3,4.5,7.3,9.5,9.3,9.3,9.0,12.4,10.9,11.3,14.5,16.2,17.4,14.8,11.8,10.6,8.4,8.4,8.4,7.8,5.3,9.0,17.4,15
,PENDLETON,1.2,3.0,1.6,3.7,3.5,4.9,7.3,8.6,12.1,13.0,6.1,10.3,8.2,8.1,13.9,13.1,13.3,11.5,10.3,9.1,5.3,4.4,6.4,6.3,7.7,13.9,14
15 SWSP MPH,ALPINE,3.0,1.7,2.3,1.2,1.6,4.6,6.7,6.1,6.7,5.0,7.4,8.5,7.5,6.8,7.8,9.1,8.3,7.9,6.3,5.9,5.4,4.8,4.1,2.7,5.5,9.1,15
,CHULA VISTA,.7,1.2,1.6,1.5,2.9,3.2,5.2,6.8,8.4,8.5,9.8,6.6,10.2,12.1,13.5,13.5,11.2,9.3,9.4,8.4,8.7,8.3,7.7,8.0,7.4,13.5,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,2.6,1.9,2.5,2.3,2.6,2.9,4.1,4.9,9.1,7.7,7.5,8.0,8.2,11.3,10.3,11.1,10.0,10.6,8.2,7.2,6.4,3.7,2.4,2.0,6.1,11.3,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.7,2.7,1.9,1.0,4.0,5.5,8.8,10.4,10.8,9.2,13.2,13.6,16.1,16.0,16.3,18.1,17.3,14.9,13.0,10.6,9.4,7.5,7.8,6.0,9.9,18.1,15
,OTAY MESA DVN,3.1,2.3,2.1,2.4,4.6,7.5,9.6,9.5,9.9,9.6,12.7,13.7,11.6,15.0,16.7,17.8,15.2,12.1,10.8,8.6,8.6,8.6,7.9,5.4,9.4,17.8,15
,PENDLETON,1.5,3.0,1.6,3.7,3.6,5.2,7.6,9.1,12.5,14.9,6.4,11.4,8.7,8.6,14.0,13.3,13.4,11.6,10.5,9.3,5.6,4.7,6.7,6.6,8.1,14.9,09
16 AMBTEMP °F,ALPINE,53.3,53.2,52.3,51.7,51.8,52.0,54.1,56.3,56.5,M,55.5,55.8,54.6,56.4,59.0,60.1,57.4,54.8,52.4,51.1,50.8,50.4,50.1,50.0,53.9,60.1,15
,CARMEL MT RCH,57.7,56.6,56.0,55.9,56.2,57.3,58.5,60.1,58.5,58.0,58.8,61.2,63.1,63.4,63.9,63.0,62.2,60.1,58.5,57.6,56.9,56.6,56.2,56.1,58.9,63.9,14
,CHULA VISTA,60.9,60.1,58.9,58.1,59.5,60.4,61.8,62.8,63.0,63.4,63.5,61.6,65.2,66.3,66.0,65.4,64.8,63.0,61.5,61.0,60.6,60.1,59.7,59.5,62.0,66.3,13
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,60.2,59.0,57.8,57.3,56.8,57.8,59.4,61.6,61.5,59.7,60.2,60.4,64.2,65.6,66.9,66.2,64.9,62.9,60.3,59.0,58.4,57.7,57.1,56.7,60.5,66.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,60.0,58.1,56.5,56.4,57.4,59.6,61.4,62.9,60.8,59.9,60.5,63.0,65.1,65.5,65.2,64.8,64.0,62.3,60.5,59.4,59.1,58.3,58.2,57.6,60.7,65.5,13
,OTAY MESA DVN,60.0,59.2,58.2,58.0,57.7,59.3,60.6,62.4,63.1,61.5,62.7,61.0,63.0,65.2,65.8,64.6,63.0,61.5,58.9,58.7,59.1,58.4,58.0,57.9,60.7,65.8,14
,PENDLETON,61.5,60.3,59.9,60.0,60.3,61.1,61.6,59.8,59.9,60.4,62.8,64.2,64.6,65.5,65.6,65.1,64.3,63.3,62.1,61.7,61.4,61.2,61.0,60.4,62.0,65.6,14
17 RELHUM %,ALPINE,92,91,92,94,95,94,83,75,77,M,94,95,94,83,62,56,60,66,75,82,86,88,90,92,83,95,04
,EL CAJON LES,75,78,82,84,85,83,77,70,73,90,91,93,72,53,49,48,48,51,63,66,68,71,74,76,72,93,11
,KEARNY MESA,80,84,88,88,88,83,79,72,85,95,95,84,63,60,59,57,59,63,66,71,72,76,77,76,76,95,09
18 PRES mmHg,KEARNY MESA,746,745,745,745,744,744,744,745,745,745,746,746,746,746,746,746,746,746,746,747,747,747,747,747,746,747,19
19 SOLAR W/M2,KEARNY MESA,0,-1,-1,0,1,28,121,199,172,178,270,738,864,886,728,616,434,165,28,0,0,0,0,0,226,886,13
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.1,07
29 CO Tr PPB,EL CAJON LES,169.0,155.6,C,C,C,126.7,155.6,157.0,178.3,191.8,166.2,171.6,166.1,152.9,157.4,151.1,149.2,146.5,161.3,163.7,165.7,167.5,187.4,158.3,161.8,191.8,09
