Current Date:,5/30/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
5/29/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.024,.020,C,C,.027,.026,.028,.027,.030,.036,.042,.055,.061,.066,.062,.056,.056,.052,.043,.033,.032,.027,.031,.029,.039,.066,13
,CHULA VISTA,.024,.019,C,C,.001,.006,.015,.026,.032,.037,.045,.048,.045,.042,.041,.043,.045,.044,.044,.047,.046,.043,.040,.040,.035,.048,11
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.023,.023,C,C,C,.005,.014,.021,.026,M,M,M,M,.050,.052,.052,.051,.041,.037,.039,.037,.034,.032,.031,.033,.052,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.017,.016,C,C,.006,.013,.031,.032,.034,.038,.046,.048,.045,.043,.044,.045,.042,.040,.042,.039,.041,.030,.018,.028,.033,.048,11
,OTAY MESA DVN,.024,.019,.018,.017,.016,.018,.023,.025,.027,.032,.042,.048,.049,.044,.042,.043,.044,.040,.039,.039,.040,.036,.031,.027,.032,.049,12
,PENDLETON,.016,.014,C,C,.008,.010,.015,.029,.036,.038,.039,.036,.037,.041,.037,.037,.039,.042,.040,.038,.038,.038,.030,.043,.031,.043,23
02 NOX PPM,ALPINE,.003,.003,C,C,.003,.005,.006,.008,.007,.006,.006,.005,.003,.005,.004,.004,.004,.004,.006,.008,.006,.006,.005,.005,.005,.008,07
,CARMEL MT RCH,.017,.012,C,C,C,.027,.021,.036,.021,.034,M,.027,.024,.024,.020,.018,.022,.019,.014,.018,.014,.007,.005,.007,.019,.036,07
,CHULA VISTA,.006,.009,C,C,.027,.029,.016,.016,.008,.008,.005,.003,.002,.001,.002,.002,.002,.002,.002,.001,.001,.002,.003,.003,.007,.029,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.003,C,C,C,.016,.010,.013,.013,M,M,M,M,.007,.004,.004,.005,.008,.007,.005,.005,.004,.003,.004,.007,.016,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.009,C,C,.019,.018,.006,.008,.011,.013,.008,.005,.004,.004,.003,.004,.006,.004,.003,.004,.005,.006,.012,.008,.008,.019,04
,OTAY MESA DVN,.005,.007,.008,.010,.005,.005,.006,.005,.006,.008,.008,.005,.004,.004,.003,.003,.003,.003,.003,.002,.002,.003,.005,.007,.005,.010,03
,PENDLETON,.007,.010,C,C,.019,.013,.010,.005,.005,.002,.001,.002,.001,.004,.001,.000,.000,.000,.000,.000,.001,.003,.006,.001,.004,.019,04
03 NO2 PPM,ALPINE,.003,.003,C,C,.003,.003,.004,.006,.005,.004,.005,.004,.003,.005,.004,.004,.004,.004,.006,.008,.006,.006,.005,.005,.005,.008,19
,CARMEL MT RCH,.014,.009,C,C,C,.013,.011,.017,.012,.018,M,.014,.012,.012,.010,.010,.013,.011,.008,.011,.010,.006,.005,.005,.011,.018,09
,CHULA VISTA,.006,.009,C,C,.019,.017,.012,.010,.006,.006,.004,.002,.002,.001,.001,.001,.002,.001,.002,.001,.001,.003,.003,.003,.005,.019,04
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.004,.003,C,C,C,.009,.007,.008,.008,M,M,M,M,.005,.003,.003,.004,.006,.007,.005,.004,.004,.003,.004,.005,.009,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.009,C,C,.015,.014,.006,.006,.008,.009,.006,.004,.003,.003,.003,.003,.005,.004,.003,.004,.005,.006,.011,.008,.007,.015,04
,OTAY MESA DVN,.005,.006,.006,.007,.004,.004,.005,.004,.004,.006,.006,.004,.003,.003,.002,.002,.002,.003,.002,.002,.002,.002,.005,.006,.004,.007,03
,PENDLETON,.007,.009,C,C,.013,.009,.006,.003,.003,.002,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.001,.003,.006,.001,.003,.013,04
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.001,.003,.002,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,07
,CARMEL MT RCH,.003,.002,C,C,C,.014,.010,.018,.009,.016,M,.013,.012,.012,.011,.008,.009,.008,.006,.007,.004,.001,.001,.002,.008,.018,07
,CHULA VISTA,.000,.000,C,C,.008,.012,.003,.006,.002,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,.012,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.007,.003,.005,.005,M,M,M,M,.002,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.002,.007,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.004,.004,.001,.002,.003,.003,.002,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,04
,OTAY MESA DVN,.001,.001,.002,.003,.001,.001,.001,.001,.002,.002,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.001,.001,.000,.001,.003,03
,PENDLETON,.000,.000,C,C,.006,.004,.004,.002,.002,.000,.000,.001,.001,.002,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,04
06 CO PPM,CARMEL MT RCH,.3,.2,C,C,C,.4,.4,.5,.3,.4,C,.4,.4,.5,.4,.3,.5,.5,.4,.4,.3,.2,.2,.2,.4,.5,07
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,26,26,27,27,27,27,26,25,24,24,24,24,24,24,24,24,24,24,24,25,24,26,26,26,25,27,02
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,25,25,24,25,25,25,25,24,25,25,25,25,25,25,25,25,25,24,24,25,24,25,25,03
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,24,24,24,24,24,24,24,24,23,24,24,23,23,23,23,23,23,23,23,23,23,24,24,23,24,24,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,00
,OTAY MESA DVN,27,27,27,27,27,28,27,27,27,27,27,26,26,26,26,26,26,26,26,26,27,27,27,27,27,28,05
,PENDLETON,24,24,24,24,24,23,23,24,23,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,23,24,00
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,5.3,3.1,3.8,6.8,5.2,4.3,3.9,4.2,3.2,7.2,7.0,8.7,7.4,12.8,10.2,9.0,12.7,16.0,9.1,9.3,5.5,6.7,8.9,8.9,7.4,16.0,17
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,6.4,6.4,7.2,5.0,2.2,10.0,8.7,12.2,11.6,10.2,15.1,M,M,5.0,8.9,11.6,12.3,11.0,18.6,12.7,10.8,9.7,9.5,12.0,9.8,18.6,18
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.0,12.8,12.3,12.3,12.0,11.5,11.6,18.8,15.1,17.1,14.3,16.4,10.0,15.1,15.8,9.8,11.9,11.7,9.4,14.0,11.5,16.7,13.9,16.7,13.5,18.8,07
,PENDLETON,5.5,5.5,4.1,5.0,6.3,5.2,5.6,8.9,11.7,7.0,8.2,6.8,7.4,9.8,7.7,8.1,10.1,8.6,13.1,11.2,8.7,10.6,13.2,13.3,8.4,13.3,23
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,262,84,90,300,122,350,221,231,242,252,266,258,290,281,277,268,287,273,289,320,29,86,66,304,227,350,05
,CHULA VISTA,122,92,106,64,48,42,41,15,204,235,262,259,260,258,265,248,242,252,256,259,73,158,171,265,175,265,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,180,108,92,230,154,86,141,201,290,335,286,244,250,259,268,267,232,225,223,206,176,161,115,260,208,335,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,123,81,68,42,344,356,73,9,181,206,231,233,244,264,288,277,228,244,269,285,105,111,110,275,194,356,05
,OTAY MESA DVN,118,81,14,18,3,355,331,213,213,347,295,294,298,293,292,293,277,288,305,298,293,247,121,310,233,355,05
,PENDLETON,49,70,55,42,55,62,53,133,222,227,224,248,252,259,251,226,241,261,267,249,202,149,267,253,180,267,18
13 SIGTHETA °,ALPINE,59,19,38,63,34,22,58,34,56,34,37,30,33,29,26,30,32,19,25,22,26,59,47,54,37,63,03
,CHULA VISTA,24,18,18,18,41,32,26,51,56,39,22,23,23,22,23,29,25,20,21,27,66,32,31,20,29,66,20
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,47,20,21,57,34,28,42,59,56,65,61,52,27,20,21,46,68,19,17,21,25,45,36,22,38,68,16
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,14,6,12,11,7,28,50,47,48,47,34,19,19,16,23,41,29,15,12,45,55,28,35,10,27,55,20
,OTAY MESA DVN,8,14,40,16,13,14,18,61,75,43,48,18,17,14,13,21,28,12,13,13,24,44,34,32,26,75,08
,PENDLETON,11,10,12,9,9,12,17,35,18,17,17,14,12,11,13,26,18,11,14,34,29,22,40,13,18,40,22
14 VWSP MPH,ALPINE,.1,1.9,1.4,.6,.4,1.3,1.0,2.1,1.8,3.2,3.7,4.6,4.6,5.5,6.5,4.4,3.0,3.9,3.4,2.4,.8,1.3,1.9,1.7,2.6,6.5,14
