Current Date:,11/1/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/31/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,,,,,,,,,P,.042,.044,.047,.049,.050,.051,.049,.046,.041,.040,.041,.041,.046,.047,.049,.045,.051,14
,CHULA VISTA,.029,.021,C,C,.013,.005,.005,.010,.022,.031,.042,.044,.040,.041,.042,.039,.033,.033,.016,.002,.005,.002,.002,.009,.022,.044,11
,DOWNTOWN SES,.026,.032,C,C,.024,.013,.004,.009,.029,.031,.029,.032,.036,.042,.041,.040,.043,.035,.009,.002,.002,.002,.002,.002,.022,.043,16
,EL CAJON LES,.012,.011,C,C,C,.001,.002,.006,.012,.018,M,.045,.048,.048,.049,.047,.043,.038,.023,.012,.007,.007,.007,.005,.022,.049,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.034,.033,C,C,.021,.016,.012,.022,.040,.042,.040,.043,.045,.046,.048,.045,.044,.036,.027,.020,.025,.024,.026,.026,.032,.048,14
,OTAY MESA DVN,.028,.026,C,C,.036,.033,.031,.032,.035,.038,.039,M,M,M,.042,.043,.036,.025,.011,.009,.012,.020,.021,.022,.028,.043,15
,PENDLETON,.033,.029,C,C,.029,.025,.022,.024,.026,.036,.035,.040,.038,.044,.046,.046,.045,.042,.031,.020,.020,.028,.027,.027,.032,.046,14
02 NOX PPM,ALPINE,,,,,,,,,P,.004,.002,.002,.002,.002,.001,.002,.004,.005,.005,.004,.005,.002,.000,.000,.003,.005,17
,CARMEL MT RCH,.036,.020,C,C,.081,.118,.120,.142,.096,.072,.032,.034,.033,.029,.020,.027,.027,.035,.052,.037,.065,.065,.032,.025,.054,.142,07
,CHULA VISTA,.010,.016,C,C,.025,.046,.061,.058,.033,.019,.009,.007,.016,.016,.015,.015,.019,.017,.030,.054,.038,.042,.041,.029,.028,.061,06
,DOWNTOWN SES,.012,.007,C,C,.015,.036,.068,.080,.023,.023,.030,.025,.022,.015,.015,.016,.012,.017,.055,.082,.083,.087,.056,.049,.038,.087,21
,EL CAJON LES,.018,.016,C,C,C,.046,.071,.063,.051,.053,M,.006,.005,.007,.007,.009,.012,.013,.022,.031,.036,.030,.028,.032,.028,.071,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.007,C,C,.020,.027,.038,.028,.007,.005,.011,.010,.007,.007,.006,.009,.008,.014,.020,.027,.020,.020,.016,.014,.015,.038,06
,OTAY MESA DVN,.023,.029,C,C,.008,.008,.010,.012,.010,.006,.006,M,M,M,.010,.009,.010,.017,.043,.050,.039,.026,.030,.033,.020,.050,19
,PENDLETON,.005,.005,C,C,.008,.011,.034,.015,.016,.008,.006,.003,.009,.005,.003,.003,.003,.008,.022,.024,.022,.010,.011,.008,.011,.034,06
03 NO2 PPM,ALPINE,,,,,,,,,P,.003,.002,.002,.002,.002,.001,.002,.004,.004,.005,.004,.005,.002,.001,.000,.003,.005,18
,CARMEL MT RCH,.031,.018,C,C,.044,.048,.048,.048,.043,.036,.018,.018,.018,.016,.011,.017,.018,.025,.038,.032,.042,.043,.027,.022,.030,.048,05
,CHULA VISTA,.010,.016,C,C,.024,.033,.035,.030,.020,.013,.007,.005,.012,.012,.012,.013,.018,.017,.029,.041,.034,.035,.034,.027,.022,.041,19
,DOWNTOWN SES,.012,.007,C,C,.014,.026,.037,.035,.016,.016,.020,.017,.016,.012,.012,.014,.011,.015,.039,.046,.043,.042,.039,.037,.024,.046,19
,EL CAJON LES,.016,.015,C,C,C,.026,.028,.027,.026,.030,M,.004,.004,.006,.006,.007,.011,.013,.022,.028,.030,.028,.026,.026,.019,.030,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.006,.007,C,C,.019,.025,.030,.021,.006,.004,.009,.008,.006,.006,.005,.008,.008,.014,.020,.027,.020,.020,.016,.014,.014,.030,06
,OTAY MESA DVN,.022,.028,C,C,.006,.007,.009,.007,.006,.004,.003,M,M,M,.008,.007,.009,.016,.035,.037,.031,.021,.020,.020,.016,.037,19
,PENDLETON,.005,.005,C,C,.008,.010,.017,.011,.011,.006,.005,.002,.007,.004,.002,.002,.003,.008,.022,.024,.022,.010,.010,.008,.009,.024,19
04 NO PPM,ALPINE,,,,,,,,,P,.001,.000,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,09
,CARMEL MT RCH,.005,.001,C,C,.038,.069,.072,.093,.052,.037,.014,.016,.015,.012,.008,.011,.009,.010,.014,.005,.023,.023,.005,.003,.024,.093,07
,CHULA VISTA,.000,.000,C,C,.001,.013,.026,.027,.013,.006,.002,.001,.004,.003,.003,.002,.001,.000,.001,.013,.004,.008,.007,.002,.006,.027,07
,DOWNTOWN SES,.000,.000,C,C,.001,.009,.031,.045,.007,.007,.010,.007,.006,.003,.003,.002,.001,.001,.015,.036,.040,.045,.016,.012,.014,.045,07
,EL CAJON LES,.001,.001,C,C,C,.020,.044,.036,.025,.023,M,.001,.001,.001,.002,.001,.001,.001,.001,.003,.006,.002,.002,.006,.009,.044,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.002,.007,.008,.001,.001,.002,.002,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.008,07
,OTAY MESA DVN,.001,.002,C,C,.002,.002,.002,.004,.004,.003,.003,M,M,M,.003,.002,.001,.001,.008,.013,.008,.006,.010,.013,.005,.013,19
,PENDLETON,.000,.000,C,C,.001,.001,.017,.004,.005,.002,.001,.001,.002,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.002,.017,06
06 CO PPM,CARMEL MT RCH,.7,.4,C,C,C,1.5,1.5,1.5,.8,.6,.5,.5,.6,.6,.3,.5,.4,.7,1.0,.9,1.7,2.3,1.1,.5,.9,2.3,21
10 INTMP °C,ALPINE,,,,,,,,,P,28,26,24,24,24,24,24,24,24,25,25,26,26,26,26,25,28,09
,CARMEL MT RCH,26,26,26,27,27,27,26,26,25,25,24,24,25,25,25,24,25,25,26,26,26,27,27,27,26,27,03
,CHULA VISTA,23,23,22,22,21,21,21,22,24,23,23,22,23,24,24,23,23,23,24,24,24,24,24,24,23,24,08
,DOWNTOWN SES,25,25,25,26,25,26,25,25,24,24,23,23,23,23,23,23,23,24,24,24,25,24,25,25,24,26,03
,EL CAJON LES,26,27,27,27,27,27,27,27,27,27,27,26,25,26,25,25,25,25,26,26,26,26,26,27,26,27,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,24,25,24,24,24,24,24,23,24,24,24,24,25,24,25,25,25,25,24,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,26,25,25,25,24,24,24,25,25,26,27,27,27,26,27,00
,PENDLETON,26,26,26,26,25,25,24,24,25,25,24,24,24,24,24,25,25,25,25,26,26,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,,,,,,,,,M,41.0,14.1,7.7,2.5,-.4,-2.2,-1.9,-3.3,-5.2,-.4,1.9,2.0,.9,2.9,2.2,4.1,41.0,09
,DOWNTOWN SES,3.3,3.1,6.3,4.8,5.1,13.8,9.0,9.0,8.9,8.2,M,5.0,2.7,3.7,5.6,7.2,9.1,6.6,8.2,17.3,15.5,19.6,18.4,19.1,9.1,19.6,21
,EL CAJON LES,15.4,6.9,4.6,3.9,2.6,5.5,6.6,9.9,9.1,13.5,6.6,.0,M,M,8.1,5.8,4.1,3.3,22.4,19.9,30.2,18.5,16.9,11.9,10.2,30.2,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,152.3,173.8,124.8,116.5,18.8,10.9,9.2,20.8,19.3,13.6,12.1,10.8,12.0,6.5,5.8,8.0,6.9,9.5,26.1,19.3,14.1,8.8,15.0,8.3,34.3,173.8,01
,PENDLETON,-2.1,-.2,2.0,1.1,.0,1.4,1.1,-.7,-1.2,-.7,-1.0,.4,3.5,2.0,-1.5,-.3,.0,1.5,2.9,3.3,2.9,1.8,2.6,1.6,.8,3.5,12
12 VWDR °,ALPINE,,,,,,,,,P,274,276,254,273,279,268,292,331,31,192,85,125,340,89,56,211,340,21
,CHULA VISTA,60,50,61,58,70,49,62,48,21,360,109,159,279,287,279,274,286,343,119,104,106,53,55,51,139,360,09
,DOWNTOWN SES,41,50,61,37,36,36,27,45,336,296,301,280,294,289,284,302,335,348,9,14,87,57,18,6,150,348,17
,EL CAJON LES,228,121,102,116,171,110,131,272,146,344,326,335,272,282,296,269,308,283,115,145,139,118,176,162,207,344,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,29,29,55,35,54,48,70,87,125,136,286,319,304,M,M,308,313,327,7,46,79,91,53,60,130,327,17
,OTAY MESA DVN,144,116,156,156,155,168,178,167,160,141,138,135,144,162,274,277,264,257,124,25,33,17,25,26,143,277,15
,PENDLETON,58,68,76,73,67,75,74,74,82,60,292,298,298,296,302,305,295,319,32,69,59,67,67,67,145,319,17
13 SIGTHETA °,ALPINE,,,,,,,,,20,60,32,30,39,43,30,24,21,15,41,30,48,48,14,25,33,60,09
,CHULA VISTA,19,22,52,33,18,23,21,35,32,63,47,51,21,22,19,19,19,25,24,27,29,44,23,19,29,63,09
,DOWNTOWN SES,22,14,25,12,24,20,31,45,41,31,25,20,21,22,18,21,19,41,27,48,30,13,13,28,25,48,19
,EL CAJON LES,75,73,65,61,63,49,53,75,67,37,43,45,46,26,22,23,21,24,26,45,69,37,41,51,47,75,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,15,23,16,18,20,19,44,23,27,62,39,16,M,M,13,9,7,17,25,7,12,19,11,20,62,10
,OTAY MESA DVN,30,36,14,12,12,13,34,22,22,15,16,17,16,17,30,14,11,34,51,47,31,24,19,10,23,51,18
,PENDLETON,14,13,14,13,14,13,14,13,15,47,21,19,18,18,15,15,17,14,12,42,47,14,13,16,19,47,09
14 VWSP MPH,ALPINE,,,,,,,,,P,2.0,4.0,3.6,3.6,2.6,3.6,3.8,2.7,1.5,.3,1.3,.4,.9,.9,.8,2.1,4.0,10
,CHULA VISTA,3.2,1.8,1.7,1.5,2.2,2.0,2.2,1.7,2.8,1.5,4.6,3.1,6.5,6.4,6.6,5.5,3.1,2.2,1.4,1.1,1.5,.6,1.0,1.6,2.7,6.6,14
,DOWNTOWN SES,3.6,3.5,2.4,4.4,4.2,3.5,2.1,.5,1.2,2.1,3.8,5.1,5.9,6.1,6.7,5.0,6.4,2.2,.1,.5,1.0,1.3,1.7,1.1,3.1,6.7,14
,EL CAJON LES,.3,.5,1.1,.6,.4,1.0,.6,.2,.2,1.3,2.0,2.3,1.7,6.5,5.5,4.4,4.1,2.3,1.2,.5,.2,.8,.2,.1,1.6,6.5,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.8,3.8,3.8,4.1,4.9,4.7,3.2,1.8,4.0,3.5,2.3,4.6,9.5,M,M,9.2,7.9,5.8,2.6,2.1,3.3,2.3,2.5,3.7,4.3,9.5,12
,OTAY MESA DVN,6.4,4.8,14.6,15.5,14.8,12.5,7.8,9.9,9.4,12.8,11.3,11.2,10.0,9.0,8.0,7.1,3.4,.9,.6,1.4,1.3,3.8,3.2,3.6,7.6,15.5,03
,PENDLETON,5.6,5.7,5.8,6.6,7.1,7.5,6.6,5.9,4.2,2.2,5.5,6.9,7.1,7.1,9.1,7.6,3.8,4.3,3.5,1.3,1.9,6.4,7.3,6.4,5.6,9.1,14
15 SWSP MPH,ALPINE,,,,,,,,,P,3.4,4.6,4.8,4.5,3.6,4.3,4.2,3.1,2.1,1.4,1.6,.7,1.4,1.1,.9,2.8,4.8,11
,CHULA VISTA,3.4,1.9,2.3,1.7,2.3,2.3,2.4,2.3,3.5,2.7,6.1,4.7,6.9,6.8,6.9,5.8,3.4,2.3,1.5,1.3,1.6,.8,1.0,1.6,3.1,6.9,12
,DOWNTOWN SES,3.8,3.6,2.7,4.5,4.3,3.6,2.3,1.2,1.7,2.4,4.4,5.4,6.3,6.5,7.0,5.8,6.7,2.5,.2,.8,1.4,1.3,1.8,1.2,3.4,7.0,14
,EL CAJON LES,1.1,1.3,1.6,1.4,1.3,1.3,1.1,.9,.8,1.6,2.5,3.3,2.9,7.2,6.0,4.9,4.6,2.7,1.4,.8,.4,1.2,.4,.2,2.1,7.2,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.0,4.1,4.3,4.3,5.1,5.4,3.5,2.3,4.2,3.9,4.2,5.9,9.9,M,M,9.6,8.0,5.9,3.1,2.3,3.4,2.5,2.6,3.8,4.7,9.9,12
