Current Date:,10/19/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/18/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.035,C,C,.031,.034,.034,.035,.038,.043,.045,.049,.053,.056,.060,.065,.056,.048,.046,.038,.038,.045,.046,.043,.044,.065,15
,CHULA VISTA,.038,.033,C,C,.009,.005,.007,.025,.034,.040,.043,.046,.049,.051,.051,.046,.048,.042,.043,.034,.017,.015,.012,.008,.031,.051,13
,DOWNTOWN SES,.041,.039,C,C,.020,.004,M,M,M,.034,.042,.047,.048,.050,.049,.048,.050,.052,.051,.043,.029,.013,.008,.005,.035,.052,17
,EL CAJON LES,.030,.030,C,C,C,.012,.010,.021,.030,.039,.043,.045,.053,.058,.059,.054,.048,.046,.045,.038,.026,.022,.016,.015,.035,.059,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.039,.036,C,C,.007,.003,.008,.031,.037,.038,.044,.049,.051,.054,.053,.050,.051,.053,.050,.043,.024,.021,.018,.016,.035,.054,13
,OTAY MESA DVN,.028,.026,C,C,.014,.017,.020,.023,.032,.038,.041,M,.043,.046,.049,.047,.042,.041,.035,.031,.018,.013,.007,.012,.029,.049,14
,PENDLETON,.037,.027,C,C,.015,.009,.011,.010,.028,.037,.041,.042,.042,.043,.044,.051,.054,.050,.043,.037,.032,.029,.025,.023,.033,.054,16
02 NOX PPM,ALPINE,.002,.003,C,C,.007,.004,.006,.005,.004,.003,.003,.003,.003,.002,.002,.003,.004,.005,.005,.007,.007,.004,.004,.003,.004,.007,04
,CARMEL MT RCH,.005,.004,C,C,.036,.052,.052,M,M,M,M,M,M,.025,.022,.018,.019,.023,.025,.023,.015,.016,.019,.025,.024,.052,05
,CHULA VISTA,.002,.002,C,C,.017,.030,.035,.012,.008,.005,.007,.007,.005,.005,.005,.004,.007,.009,.011,.017,.030,.027,.029,.024,.014,.035,06
,DOWNTOWN SES,.003,.003,C,C,.014,.034,M,M,M,.016,.011,.007,.009,.009,.009,.006,.006,.008,.008,.012,.022,.035,.037,.040,.015,.040,23
,EL CAJON LES,.004,.004,C,C,C,.014,.015,.006,.005,.006,.005,.008,.007,.005,.005,.005,.005,.006,.006,.009,.013,.011,.013,.011,.008,.015,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.005,C,C,.021,.028,.027,.009,.007,.011,.007,.004,.004,.004,.004,.004,.003,.006,.007,.009,.018,.019,.019,.017,.011,.028,05
,OTAY MESA DVN,.006,.007,C,C,.019,.015,.012,.010,.005,.005,M,M,.010,.009,.006,.005,.004,.007,.008,.009,.020,.030,.033,.026,.012,.033,22
,PENDLETON,.002,.009,C,C,.011,.020,.019,.067,.012,.006,.002,.003,.002,.003,.002,.002,.002,.002,.002,.006,.014,.012,.013,.014,.010,.067,07
03 NO2 PPM,ALPINE,.002,.003,C,C,.005,.003,.005,.004,.003,.002,.003,.003,.002,.002,.002,.003,.004,.005,.005,.007,.007,.004,.004,.003,.004,.007,19
,CARMEL MT RCH,.004,.004,C,C,.022,.028,.028,M,M,M,M,M,M,.015,.014,.011,.012,.017,.019,.019,.015,.015,.017,.022,.016,.028,05
,CHULA VISTA,.002,.002,C,C,.016,.022,.022,.009,.006,.004,.005,.006,.004,.004,.004,.003,.007,.009,.010,.016,.029,.027,.028,.023,.012,.029,20
,DOWNTOWN SES,.003,.003,C,C,.013,.028,M,M,M,.012,.009,.006,.007,.007,.007,.005,.005,.008,.008,.012,.021,.033,.034,.034,.013,.034,22
,EL CAJON LES,.004,.003,C,C,C,.011,.012,.005,.004,.005,.005,.006,.006,.005,.004,.005,.005,.005,.006,.009,.012,.011,.012,.011,.007,.012,06
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.005,C,C,.019,.024,.021,.007,.006,.008,.006,.004,.003,.004,.004,.003,.003,.006,.007,.009,.018,.019,.019,.017,.010,.024,05
,OTAY MESA DVN,.005,.005,C,C,.013,.012,.008,.007,.004,.003,M,M,.007,.007,.005,.003,.003,.006,.007,.007,.019,.028,.031,.024,.010,.031,22
,PENDLETON,.002,.009,C,C,.010,.017,.015,.019,.006,.004,.002,.002,.002,.002,.002,.002,.002,.002,.002,.006,.014,.012,.012,.014,.007,.019,07
04 NO PPM,ALPINE,.000,.000,C,C,.002,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.002,04
,CARMEL MT RCH,.000,.000,C,C,.014,.024,.024,M,M,M,M,M,M,.010,.009,.007,.007,.006,.006,.004,.000,.001,.002,.003,.007,.024,05
,CHULA VISTA,.000,.000,C,C,.001,.008,.013,.003,.002,.001,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.001,.002,.013,06
,DOWNTOWN SES,.000,.000,C,C,.001,.006,M,M,M,.004,.003,.002,.002,.002,.002,.001,.001,.000,.000,.000,.001,.002,.003,.006,.002,.006,05
,EL CAJON LES,.000,.000,C,C,C,.003,.003,.001,.001,.001,.001,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.001,.003,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.002,.004,.006,.002,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.006,06
,OTAY MESA DVN,.001,.001,C,C,.005,.003,.003,.004,.002,.002,M,M,.003,.002,.002,.001,.001,.001,.001,.001,.001,.002,.001,.001,.002,.005,04
,PENDLETON,.000,.000,C,C,.001,.003,.004,.048,.006,.003,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,.000,.003,.048,07
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.8,.8,M,M,M,C,C,M,.5,.5,.4,.5,.7,.7,.7,.4,.4,.4,.6,.5,.8,05
10 INTMP °C,ALPINE,25,26,26,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,25,24,25,26,25,26,25,26,01
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,26,26,26,26,26,26,26,00
,CHULA VISTA,24,24,24,24,23,24,24,24,24,24,24,23,24,23,24,24,24,24,24,24,24,24,24,24,24,24,00
,DOWNTOWN SES,24,25,24,24,24,25,25,24,24,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,24,25,01
,EL CAJON LES,26,26,26,26,26,26,26,26,26,26,26,26,26,25,25,25,25,25,26,26,26,26,26,26,26,26,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,24,25,25,25,24,24,24,24,23,23,23,23,24,24,24,24,24,24,24,24,24,25,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,27,26,26,26,26,25,25,25,26,26,27,27,27,27,27,27,00
,PENDLETON,26,26,26,26,26,26,26,25,25,24,24,24,24,24,24,24,25,25,25,25,25,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,6.4,7.5,7.2,6.0,3.7,4.3,4.4,8.0,6.1,3.7,4.6,5.4,15.3,9.7,8.7,8.1,14.7,9.2,9.2,8.5,11.5,15.3,12.9,13.6,8.5,15.3,12
,DOWNTOWN SES,8.5,9.5,8.8,12.5,8.4,8.9,12.1,14.3,11.3,12.4,12.6,13.5,12.8,10.9,12.8,8.1,9.4,10.5,7.8,8.2,15.6,17.1,17.9,14.1,11.5,17.9,22
,EL CAJON LES,9.7,9.4,10.6,9.7,8.6,10.0,13.1,12.4,12.6,15.3,10.8,15.0,M,M,M,M,M,M,M,M,M,M,M,M,11.4,15.3,09
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,9.5,7.7,18.4,21.6,16.0,71.4,19.8,15.8,11.4,11.0,10.1,12.7,13.3,13.3,17.7,14.6,13.1,12.0,10.5,17.9,27.9,35.7,29.1,29.9,19.1,71.4,05
,PENDLETON,2.1,4.3,4.7,1.5,1.4,2.8,4.1,2.1,1.0,3.0,2.0,2.5,3.8,4.8,4.1,3.4,1.7,1.7,2.8,2.2,2.1,1.6,1.2,.9,2.5,4.8,13
