Current Date:,10/3/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/2/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.038,.040,C,C,.047,.042,.044,M,M,M,M,M,M,.072,.074,.073,.070,.060,.050,.045,.045,.048,.048,.057,.053,.074,14
,CHULA VISTA,.017,.019,C,C,.007,.006,.012,.021,.032,.037,.041,.056,.059,.058,.058,.055,.053,.048,.047,.041,.043,.025,.027,.013,.035,.059,12
,DOWNTOWN SES,.011,.016,C,C,.010,.006,.008,.017,.036,.034,.049,.056,.059,.058,.057,.054,.053,.050,.049,.045,.039,.035,.024,.016,.035,.059,12
,EL CAJON LES,.018,.019,C,C,C,.009,.024,.020,.026,.041,.053,.055,C,C,.067,.063,.058,.055,.052,.049,.045,.041,.027,.021,.039,.067,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.023,.018,.017,.013,.009,.007,.012,.031,.040,.044,.051,.056,.060,.060,.058,.059,.060,.055,.047,.041,.036,.031,.024,.022,.036,.060,12
,OTAY MESA DVN,.025,.021,C,C,.012,.013,.006,.008,.028,.043,.051,.048,.057,.060,.058,.057,.052,.047,.042,.037,.035,.033,.027,.025,.035,.060,13
,PENDLETON,.024,.021,C,C,.011,.015,.015,.021,.030,.041,.043,.049,.055,.056,.054,.047,.051,.050,.047,.043,.027,.030,.029,.021,.035,.056,13
02 NOX PPM,ALPINE,.003,.003,C,C,.004,.012,.007,M,M,M,M,M,M,.004,.004,.004,.005,.006,.007,.008,.007,.005,.005,.002,.005,.012,05
,CARMEL MT RCH,.020,.034,C,C,.039,.043,.056,.019,.012,.033,.028,.025,.022,.022,.024,.022,.020,.018,.015,.015,.018,.022,.027,.026,.025,.056,06
,CHULA VISTA,.012,.007,C,C,.017,.021,.022,.016,.010,.014,.016,.005,.004,.004,.004,.003,.003,.004,.006,.010,.006,.018,.012,.020,.011,.022,06
,DOWNTOWN SES,.020,.013,C,C,.017,.025,.035,.026,.012,.020,.012,.009,.008,.007,.006,.007,.007,.008,.009,.009,.011,.011,.017,.022,.014,.035,06
,EL CAJON LES,.004,.004,C,C,C,.014,.007,.017,.019,.011,.005,.007,C,C,.005,.005,.006,.006,.006,.008,.006,.007,.010,.008,.008,.019,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.009,.008,.012,.016,.019,.016,.008,.007,.008,.005,.005,.004,.004,.004,.003,.004,.005,.005,.006,.007,.009,.014,.012,.008,.019,05
,OTAY MESA DVN,.005,.010,C,C,.021,.018,.057,.092,.024,.006,.005,.011,.006,.005,.005,.004,.004,.003,.003,.004,.004,.006,.007,.008,.014,.092,07
,PENDLETON,.005,.004,C,C,.011,.010,.055,.012,.010,.007,.005,.002,.004,.004,.003,.010,.002,.001,.001,.003,.018,.013,.008,.008,.009,.055,06
03 NO2 PPM,ALPINE,.003,.003,C,C,.003,.009,.006,M,M,M,M,M,M,.004,.004,.004,.005,.006,.008,.008,.007,.005,.005,.003,.005,.009,05
,CARMEL MT RCH,.017,.022,C,C,.020,.023,.021,.012,.009,.019,.017,.015,.014,.014,.016,.015,.014,.013,.011,.012,.013,.017,.023,.023,.016,.023,05
,CHULA VISTA,.012,.007,C,C,.016,.019,.016,.011,.008,.010,.012,.004,.004,.004,.003,.003,.003,.004,.006,.010,.006,.017,.012,.019,.009,.019,05
,DOWNTOWN SES,.019,.013,C,C,.015,.021,.022,.017,.009,.014,.010,.007,.007,.006,.005,.006,.006,.007,.009,.009,.010,.011,.016,.021,.012,.022,06
,EL CAJON LES,.004,.004,C,C,C,.013,.006,.011,.012,.008,.004,.006,C,C,.004,.004,.005,.006,.006,.008,.005,.007,.010,.008,.007,.013,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.007,.009,.008,.011,.014,.017,.013,.006,.006,.007,.004,.005,.004,.004,.003,.003,.004,.005,.005,.006,.007,.009,.014,.012,.008,.017,05
,OTAY MESA DVN,.004,.008,C,C,.016,.014,.025,.034,.016,.005,.004,.008,.004,.004,.003,.003,.003,.003,.002,.003,.004,.005,.006,.007,.008,.034,07
,PENDLETON,.005,.004,C,C,.010,.009,.014,.008,.007,.005,.003,.002,.003,.003,.002,.005,.002,.001,.001,.003,.017,.013,.007,.008,.006,.017,20
04 NO PPM,ALPINE,.000,.000,C,C,.000,.003,.001,M,M,M,M,M,M,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.003,05
,CARMEL MT RCH,.003,.013,C,C,.019,.020,.035,.007,.003,.014,.011,.009,.008,.008,.008,.007,.006,.005,.004,.004,.005,.005,.004,.002,.009,.035,06
,CHULA VISTA,.000,.000,C,C,.001,.002,.007,.005,.003,.004,.004,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.007,06
,DOWNTOWN SES,.001,.000,C,C,.002,.004,.013,.009,.003,.006,.003,.002,.001,.001,.001,.001,.001,.000,.001,.000,.000,.000,.000,.001,.002,.013,06
,EL CAJON LES,.000,.000,C,C,C,.002,.001,.005,.007,.003,.001,.001,C,C,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.007,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,.000,.001,.002,.003,.004,.002,.001,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.004,06
,OTAY MESA DVN,.001,.002,C,C,.005,.004,.032,.058,.008,.002,.001,.003,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.001,.006,.058,07
,PENDLETON,.000,.000,C,C,.001,.001,.041,.004,.003,.002,.002,.000,.001,.001,.001,.005,.000,.000,.000,.000,.000,.000,.001,.000,.003,.041,06
06 CO PPM,CARMEL MT RCH,.3,.5,C,C,C,.5,.9,.3,.2,.4,.4,.4,.5,.5,.5,.5,.6,.5,.4,.5,.5,.5,.6,.6,.5,.9,06
10 INTMP °C,ALPINE,26,26,26,27,27,26,26,26,24,24,24,24,23,23,23,24,24,24,24,24,25,25,25,25,25,27,03
,CARMEL MT RCH,26,26,26,26,27,26,26,26,25,25,25,24,25,25,25,24,24,25,25,25,26,26,26,26,25,27,04
,CHULA VISTA,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,23,23,24,23,24,24,24,24,24,24,24,00
,DOWNTOWN SES,25,25,25,24,25,25,25,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,00
,EL CAJON LES,25,25,25,25,25,25,25,25,25,25,25,25,24,25,25,25,25,25,25,25,25,25,26,26,25,26,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,26,25,26,26,26,26,25,25,25,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,26,01
,OTAY MESA DVN,26,26,26,26,26,27,27,27,27,26,26,26,26,27,25,25,24,24,26,26,27,27,28,28,26,28,22
,PENDLETON,26,26,26,27,26,26,26,26,25,25,24,24,24,24,25,25,25,25,25,25,26,26,26,26,25,27,03
11 PM2.5 µg/M3,ALPINE,7.3,6.9,5.3,7.8,7.0,4.7,2.1,5.7,2.6,-.8,1.3,5.0,8.1,5.7,8.0,8.5,9.4,7.8,6.1,4.0,5.1,11.1,9.4,9.3,6.1,11.1,21
,DOWNTOWN SES,7.9,9.9,8.0,6.5,8.4,8.2,7.5,7.3,6.2,9.5,M,10.9,7.8,7.1,6.6,8.8,8.0,8.6,8.6,6.0,6.2,8.0,5.1,6.4,7.7,10.9,11
