Current Date:,10/9/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/8/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.055,.057,C,C,.058,.056,.052,.042,.054,.059,.065,.073,.079,.072,.065,.055,.051,.044,.042,.043,.039,.042,.040,.037,.053,.079,12
,CHULA VISTA,.003,.004,C,C,.002,.001,.003,.007,.025,.035,M,M,.055,.055,.053,.049,.045,.041,.032,.027,.016,.019,.031,.038,.027,.055,12
,DOWNTOWN SES,.038,.036,C,C,.009,.001,.002,.019,.016,.026,.050,.053,.054,.053,.054,.045,.041,.037,.025,.019,.010,.015,.024,.037,.030,.054,12
,EL CAJON LES,.008,.007,C,C,C,.002,.005,.010,.020,.039,.065,.060,.072,.066,.056,.053,.047,.041,.032,.027,.019,.014,.013,.022,.032,.072,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.030,.034,C,C,.005,.001,.008,.023,.034,.048,.045,.059,.062,.060,.058,.054,.045,.035,.026,.011,.010,.005,.004,.005,.030,.062,12
,OTAY MESA DVN,.011,.013,C,C,.005,.018,.014,.009,M,M,.051,.058,.063,.059,.056,.053,.049,.039,.032,.028,.018,.029,.025,.019,.032,.063,12
,PENDLETON,.030,.023,C,C,.017,.014,.022,.026,.032,.042,.040,.043,.041,.042,.038,.039,.043,.042,.039,.037,.036,.011,.016,.017,.031,.043,11
02 NOX PPM,ALPINE,.002,.002,C,C,.001,.004,.007,.013,.007,.004,.004,.005,.010,.005,.003,.002,.004,.006,.010,.006,.004,.001,.002,.001,.005,.013,07
,CARMEL MT RCH,.027,.021,C,C,.041,.016,.083,.092,.062,.040,.038,.030,.030,.032,.025,.021,.018,.026,.028,.044,.040,.054,.021,.018,.037,.092,07
,CHULA VISTA,.028,.024,C,C,.027,.045,.051,.053,.031,.021,M,M,.005,.004,.006,.006,.004,.005,.005,.006,.012,.012,.005,.003,.018,.053,07
,DOWNTOWN SES,.005,.006,C,C,.020,.039,.073,.034,.057,.039,.014,.011,.012,.013,.010,.012,.008,.010,.017,.019,.024,.022,.013,.005,.021,.073,06
,EL CAJON LES,.019,.017,C,C,C,.030,.043,.049,.043,.024,.015,.020,.009,.005,.006,.008,.008,.010,.009,.009,.012,.013,.012,.007,.018,.049,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.005,C,C,.025,.051,.036,.024,.022,.019,.018,.009,.005,.005,.006,.005,.005,.007,.009,.023,.023,.031,.033,.024,.018,.051,05
,OTAY MESA DVN,.026,.023,C,C,.045,.032,.040,.083,M,M,.014,.006,.006,.006,.006,.005,.004,.004,.006,.007,.023,.007,.007,.015,.018,.083,07
,PENDLETON,.006,.008,C,C,.011,.015,.013,.012,.013,.004,.013,.002,.001,.003,.003,.002,.001,.000,.001,.001,.002,.023,.014,.011,.007,.023,21
03 NO2 PPM,ALPINE,.002,.002,C,C,.001,.003,.005,.010,.005,.003,.003,.004,.009,.004,.003,.002,.003,.006,.009,.006,.003,.001,.002,.001,.004,.010,07
,CARMEL MT RCH,.026,.020,C,C,.031,.016,.042,.044,.035,.026,.025,.020,.020,.020,.015,.013,.012,.018,.021,.036,.030,.035,.016,.015,.024,.044,07
,CHULA VISTA,.023,.021,C,C,.020,.023,.023,.024,.022,.015,M,M,.004,.004,.005,.005,.003,.005,.005,.006,.012,.012,.005,.003,.012,.024,07
,DOWNTOWN SES,.005,.006,C,C,.018,.024,.024,.024,.033,.026,.011,.009,.009,.011,.008,.010,.007,.009,.016,.018,.023,.021,.013,.004,.015,.033,08
,EL CAJON LES,.019,.017,C,C,C,.022,.024,.026,.026,.018,.013,.017,.007,.004,.005,.007,.007,.009,.009,.009,.012,.012,.011,.006,.013,.026,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.008,.005,C,C,.022,.029,.026,.018,.017,.016,.015,.008,.005,.005,.005,.004,.005,.007,.009,.022,.022,.027,.028,.022,.015,.029,05
,OTAY MESA DVN,.024,.020,C,C,.031,.020,.023,.040,M,M,.011,.005,.004,.005,.005,.004,.003,.003,.005,.006,.021,.006,.006,.012,.013,.040,07
,PENDLETON,.006,.008,C,C,.011,.014,.011,.009,.008,.003,.007,.002,.001,.002,.002,.002,.001,.001,.001,.001,.002,.021,.014,.011,.006,.021,21
04 NO PPM,ALPINE,.000,.000,C,C,.000,.001,.002,.003,.001,.000,.000,.000,.001,.000,.000,.000,.000,.000,.001,.000,.000,.000,.000,.000,.000,.003,07
,CARMEL MT RCH,.001,.001,C,C,.009,.001,.041,.049,.026,.013,.013,.010,.010,.012,.010,.008,.006,.008,.007,.009,.010,.019,.005,.002,.012,.049,07
,CHULA VISTA,.005,.003,C,C,.007,.022,.028,.029,.009,.006,M,M,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.006,.029,07
,DOWNTOWN SES,.000,.000,C,C,.002,.015,.048,.010,.025,.013,.003,.002,.002,.002,.002,.002,.001,.000,.000,.001,.001,.001,.000,.000,.006,.048,06
,EL CAJON LES,.001,.000,C,C,C,.008,.019,.023,.016,.006,.002,.003,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.004,.023,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.003,.021,.010,.006,.005,.003,.004,.001,.000,.000,.001,.000,.000,.000,.000,.001,.001,.004,.005,.002,.003,.021,05
,OTAY MESA DVN,.002,.003,C,C,.014,.012,.016,.043,M,M,.003,.001,.001,.002,.002,.001,.001,.001,.001,.001,.002,.001,.001,.003,.006,.043,07
,PENDLETON,.000,.000,C,C,.001,.001,.002,.002,.005,.001,.006,.001,.000,.002,.001,.001,.000,.000,.000,.000,.000,.002,.000,.001,.001,.006,10
06 CO PPM,CARMEL MT RCH,.5,.4,C,C,C,.3,1.4,1.3,.7,.5,.5,.5,.5,.6,.6,.5,.5,.6,.6,.8,.7,.8,.5,.4,.6,1.4,06
10 INTMP °C,ALPINE,24,25,25,25,25,25,25,24,24,23,23,23,23,23,23,24,24,24,24,24,25,24,25,25,24,25,01
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,24,25,25,25,25,25,25,25,25,26,26,26,26,25,26,00
,CHULA VISTA,24,23,24,24,24,23,23,24,24,24,23,23,23,23,23,23,23,23,24,24,23,23,24,23,23,24,00
,DOWNTOWN SES,25,24,24,24,24,25,25,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,24,24,24,25,00
,EL CAJON LES,25,26,25,26,26,26,26,26,26,26,25,25,24,23,24,24,23,24,24,24,24,24,24,24,25,26,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,24,24,24,25,25,24,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,03
,OTAY MESA DVN,28,28,28,28,28,29,29,28,28,28,26,26,26,26,26,25,25,25,26,26,26,27,27,27,27,29,05
,PENDLETON,26,26,26,26,26,26,26,26,25,25,24,24,24,24,24,25,25,25,25,25,25,26,26,26,25,26,00
11 PM2.5 µg/M3,ALPINE,6.6,4.4,4.9,8.8,5.4,3.1,6.7,6.7,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,5.8,8.8,03
,DOWNTOWN SES,7.5,10.9,9.1,10.5,12.7,11.4,7.9,22.2,22.4,16.1,8.2,10.7,9.4,11.5,9.7,10.2,7.1,8.0,10.9,11.3,11.8,12.7,9.7,9.5,11.3,22.4,08
,EL CAJON LES,17.1,14.7,12.4,17.1,10.6,15.7,14.1,13.1,11.4,12.9,16.7,13.0,11.8,8.6,9.1,8.3,9.6,7.2,6.7,8.3,8.7,8.7,11.2,11.0,11.5,17.1,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,27.2,30.1,51.7,68.3,38.4,18.8,32.5,59.9,28.9,30.0,17.3,8.3,11.5,10.4,9.5,13.3,10.2,7.6,9.0,5.9,18.4,17.9,15.9,12.3,23.0,68.3,03
,PENDLETON,3.5,5.2,3.5,4.2,4.4,3.3,3.8,5.5,7.7,7.4,5.5,5.3,5.1,4.8,2.6,3.1,3.5,7.1,4.3,1.1,4.6,5.3,3.4,3.9,4.5,7.7,08
12 VWDR °,ALPINE,102,94,45,77,98,93,106,123,256,266,273,299,285,295,293,285,273,271,113,78,80,46,144,102,171,299,11
,CHULA VISTA,87,101,100,95,40,56,53,340,281,244,251,266,255,252,252,254,256,243,205,165,178,185,209,193,190,340,07
,DOWNTOWN SES,6,18,14,345,10,100,138,176,248,265,269,276,280,274,280,286,299,286,298,251,324,337,225,259,219,345,03
,EL CAJON LES,109,84,176,229,247,185,110,280,294,193,232,M,243,252,238,248,245,241,178,112,123,98,179,168,194,294,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2,360,336,328,14,68,87,271,206,205,232,251,277,285,279,288,301,294,296,52,304,328,22,87,216,360,01
,OTAY MESA DVN,106,92,124,126,112,43,41,164,312,301,303,300,300,295,298,295,291,290,359,122,96,6,334,27,197,359,18
,PENDLETON,56,48,48,67,68,52,23,1,279,274,281,260,252,253,251,256,284,276,257,207,208,19,56,83,161,284,16
13 SIGTHETA °,ALPINE,26,12,22,33,40,13,11,16,28,30,29,27,27,27,25,24,26,30,31,15,17,22,31,49,25,49,23
,CHULA VISTA,21,14,19,35,42,40,26,29,28,21,24,23,22,24,20,19,19,19,24,21,17,20,27,32,24,42,04
,DOWNTOWN SES,18,21,23,13,31,37,45,42,40,27,16,21,23,22,19,17,19,16,39,47,32,29,44,27,28,47,19
,EL CAJON LES,38,42,33,33,54,66,48,22,48,62,31,M,25,30,23,20,18,19,21,29,26,52,25,21,34,66,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,11,9,9,15,10,21,47,31,37,21,21,22,25,17,13,12,7,27,22,20,24,22,21,20,47,07
,OTAY MESA DVN,25,24,15,12,22,25,39,20,39,17,14,13,14,16,18,12,12,11,18,60,27,11,21,16,21,60,19
,PENDLETON,12,14,13,17,15,37,12,14,18,16,19,17,19,15,13,11,19,22,36,14,48,18,23,13,19,48,20
14 VWSP MPH,ALPINE,.3,1.3,.7,.8,1.2,1.6,1.9,2.5,3.3,3.5,4.6,5.3,5.4,5.5,5.7,5.6,4.9,1.9,.5,1.5,1.4,.7,.3,.6,2.5,5.7,14
,CHULA VISTA,.5,.6,.6,.4,.2,.6,.8,1.0,2.1,4.5,4.8,5.7,5.1,4.6,5.4,5.7,5.4,2.8,1.1,.4,.8,1.1,1.9,1.4,2.4,5.7,11
,DOWNTOWN SES,2.7,2.2,1.4,1.5,1.1,.2,.1,.5,2.5,3.4,5.2,4.9,5.3,5.1,6.7,6.4,5.7,3.6,1.3,.5,.9,1.2,1.1,1.7,2.7,6.7,14
,EL CAJON LES,.2,.0,.1,.2,.3,.3,.1,1.3,.7,.4,3.7,M,5.5,4.4,5.5,5.9,5.8,3.1,2.2,.7,.8,.4,1.3,2.3,2.0,5.9,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.0,3.1,2.7,2.4,2.2,2.2,1.5,.8,2.8,3.3,6.0,6.3,7.0,6.0,8.2,8.2,7.0,4.1,2.5,1.0,1.5,.7,.6,1.5,3.5,8.2,14
,OTAY MESA DVN,.9,1.3,1.8,2.0,1.5,.7,1.3,2.1,2.6,5.5,7.1,7.3,7.8,7.5,7.1,9.5,8.6,5.0,2.6,1.0,1.3,2.0,2.1,2.8,3.8,9.5,15
,PENDLETON,3.4,2.9,3.3,3.0,4.2,3.6,3.9,3.3,2.4,3.1,3.4,3.6,3.6,5.2,6.0,6.1,2.8,1.5,.3,1.2,1.8,1.1,.9,2.5,3.0,6.1,15
15 SWSP MPH,ALPINE,.5,1.4,.8,1.0,1.2,1.6,1.9,2.6,3.7,4.1,5.3,5.9,6.0,6.0,6.2,6.1,5.4,2.2,1.0,1.6,1.5,1.5,.8,1.0,2.9,6.2,14
,CHULA VISTA,.5,.6,.7,.5,.2,.8,1.3,1.1,2.5,4.8,5.3,6.1,5.5,5.0,5.7,6.0,5.7,2.9,1.2,.5,.9,1.3,2.1,1.8,2.6,6.1,11
,DOWNTOWN SES,2.9,2.3,1.5,1.6,1.4,.2,.2,.7,2.8,3.9,5.4,5.3,5.8,5.4,7.1,6.8,6.1,3.9,1.6,.8,.9,1.3,1.3,2.0,3.0,7.1,14
,EL CAJON LES,.5,.5,.1,.3,.5,.5,.4,1.5,1.3,1.8,4.3,M,6.0,5.1,6.0,6.3,6.1,3.6,2.7,.9,.8,.4,1.7,2.5,2.3,6.3,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,3.1,3.2,2.8,2.4,2.3,2.4,1.5,1.1,3.2,4.0,6.4,7.3,7.5,6.6,8.6,8.5,7.2,4.2,2.6,1.1,1.6,.9,1.2,1.7,3.8,8.6,14
,OTAY MESA DVN,1.0,1.9,1.9,2.1,1.5,1.2,2.1,2.3,3.2,5.7,7.3,7.5,8.0,7.8,7.6,9.7,8.8,5.1,2.9,1.4,2.4,2.0,2.5,2.9,4.1,9.7,15
,PENDLETON,3.6,3.0,3.5,3.2,4.4,3.9,4.0,3.5,2.7,3.3,3.6,3.7,3.8,5.4,6.2,6.3,2.9,1.6,.3,1.2,1.9,1.2,1.1,2.5,3.2,6.3,15
16 AMBTEMP °F,ALPINE,66.5,66.9,67.6,66.4,66.4,66.1,67.1,72.4,77.2,79.8,82.4,84.3,84.8,84.9,84.4,82.8,77.5,70.7,66.1,65.5,65.5,66.8,64.8,63.9,72.5,84.9,13
,CARMEL MT RCH,60.1,59.5,59.5,59.6,58.8,58.3,62.0,66.9,72.4,77.3,79.1,78.8,80.7,83.4,82.7,78.2,73.2,69.8,67.9,65.7,64.3,62.6,61.1,59.5,68.4,83.4,13
,CHULA VISTA,62.3,61.3,60.7,60.2,58.9,58.5,59.7,64.8,69.3,68.7,70.0,71.9,73.4,74.1,73.9,72.7,70.3,68.0,66.7,66.1,65.1,65.0,65.5,65.2,66.3,74.1,13
,DOWNTOWN SES,63.7,63.1,61.9,60.8,60.5,59.8,60.8,65.4,68.8,70.4,70.5,72.4,73.8,75.2,74.7,73.1,70.6,68.5,67.8,67.1,66.4,65.5,65.7,65.8,67.2,75.2,13
,EL CAJON LES,62.4,61.0,59.4,58.1,56.8,55.7,57.0,62.9,70.2,78.1,81.5,82.7,84.0,85.6,86.6,83.9,79.5,74.4,69.7,67.6,65.9,64.5,62.7,62.9,69.7,86.6,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,61.3,60.6,56.8,57.2,57.1,55.1,59.0,67.2,72.4,76.0,77.0,78.6,80.1,82.6,81.9,78.0,72.4,68.5,66.5,65.0,64.1,62.5,61.1,62.3,67.6,82.6,13
,OTAY MESA DVN,64.6,63.1,63.0,62.7,62.8,62.7,62.9,68.3,74.9,77.5,77.9,76.7,78.5,79.4,80.8,76.7,71.9,67.3,65.9,65.1,66.0,64.3,62.8,62.0,69.1,80.8,14
,PENDLETON,60.5,58.9,57.7,57.3,56.2,55.1,54.9,57.9,61.8,64.4,65.8,68.0,70.2,71.5,71.6,70.4,68.2,67.0,66.7,66.1,65.5,64.0,64.7,64.0,63.7,71.6,14
17 RELHUM %,ALPINE,43,40,38,39,35,33,31,26,22,22,20,19,24,24,19,18,25,25,50,42,30,28,34,33,30,50,18
,EL CAJON LES,79,79,79,78,80,80,76,62,45,37,33,32,28,26,23,31,38,49,69,77,80,82,87,93,60,93,23
,KEARNY MESA,93,95,96,97,98,97,91,68,51,46,53,47,37,25,29,37,61,73,80,80,81,83,79,80,70,98,04
18 PRES mmHg,EL CAJON LES,746,746,746,745,746,746,746,746,746,746,746,746,745,745,744,744,745,745,745,745,746,746,746,746,746,746,00
,KEARNY MESA,744,744,743,743,743,743,743,744,744,744,744,744,743,743,742,742,742,743,743,743,743,743,744,743,743,744,00
19 SOLAR W/M2,EL CAJON LES,0,-1,-1,-1,-1,2,54,302,525,690,800,840,826,720,565,358,135,4,-3,-2,-1,-1,0,3,242,840,11
,KEARNY MESA,0,0,0,0,0,3,109,314,523,687,785,828,807,715,568,380,160,12,0,0,0,0,0,0,245,828,11
25 NOY,EL CAJON LES,20.32,17.87,15.42,16.38,19.66,C,C,52.92,45.50,26.17,17.84,M,M,M,10.90,11.84,10.53,12.51,11.61,11.18,13.94,14.65,13.42,8.92,18.50,52.92,07
26 NOY-NO,EL CAJON LES,20.06,17.75,15.36,16.04,18.88,C,C,28.88,28.77,20.21,15.63,M,M,M,9.83,10.35,9.89,11.99,11.42,11.16,13.89,14.47,13.30,8.91,15.62,28.88,07
27 NO Trace,EL CAJON LES,.25,.11,.05,.33,.78,C,C,24.03,16.73,5.95,2.20,M,M,M,1.06,1.48,.64,.51,.18,.02,.05,.17,.11,.00,2.87,24.03,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.1,.2,.2,.3,.4,.4,.3,.2,.1,.1,.1,.1,.1,.0,.0,.0,.0,.0,.1,.4,10
29 CO Tr PPB,EL CAJON LES,515.6,494.0,C,C,C,582.7,649.9,785.4,682.4,521.4,414.1,396.1,306.0,247.6,249.3,285.5,286.7,291.6,282.5,287.2,311.7,334.3,339.1,278.8,406.7,785.4,07
BCarbon ng/m3,DOWNTOWN SES,367.7,346.9,312.0,434.1,702.5,1140.8,1845.2,1996.4,2954.1,1784.4,778.7,609.9,664.1,695.0,641.8,677.8,535.9,743.4,1159.4,887.1,1089.0,982.8,847.9,509.1,946.1,2954.1,08
