Current Date:,10/11/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
10/10/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.034,.024,C,C,.024,.026,.025,.031,.032,.036,.042,.050,.054,.059,.064,.069,.060,.049,.046,.047,.048,.048,.049,.049,.043,.069,15
,CHULA VISTA,.036,.032,C,C,.022,.014,.010,.025,.027,.034,.046,.051,.050,.048,.048,.048,.047,.046,.043,.034,.025,.015,.015,.018,.033,.051,11
,DOWNTOWN SES,.043,.041,C,C,.029,.021,.019,.029,.036,.036,.043,.051,.053,.052,.049,.049,.052,.051,.049,.044,.035,.036,.022,.014,.038,.053,12
,EL CAJON LES,.027,.027,C,C,C,.020,.020,.025,.032,.038,.046,.053,.059,.056,.058,.052,.046,.041,.037,.033,.024,.021,.020,.018,.035,.059,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.034,.033,C,C,.015,.005,.011,.027,.032,.038,.044,.048,.053,.057,.060,.060,.060,.049,.045,.040,.027,.010,.020,.023,.035,.060,14
,OTAY MESA DVN,.028,.027,C,C,.018,.015,.020,.022,.025,.029,.037,.047,.051,.050,.047,.045,.043,.040,.034,.028,.026,.025,.027,.027,.032,.051,12
,PENDLETON,.038,.039,C,C,.019,.023,.021,.019,.028,.036,.042,.045,.045,.043,.044,.045,.046,.046,.045,.030,.025,.021,.018,.026,.033,.046,16
02 NOX PPM,ALPINE,.002,.003,C,C,.005,.004,.008,.003,.003,.003,.004,.003,.003,.003,.003,.006,.005,.005,.010,.005,.003,.003,.002,.001,.004,.010,18
,CARMEL MT RCH,.002,.003,C,C,.012,.012,.014,.010,.028,M,M,M,M,.025,.025,.020,.021,.022,.023,.020,.023,.037,.022,.032,.020,.037,21
,CHULA VISTA,.002,.005,C,C,.013,.019,.021,.014,.019,.018,.007,.004,.003,.003,.004,.004,.006,.005,.004,.008,.011,.019,.023,.017,.010,.023,22
,DOWNTOWN SES,.001,.001,C,C,.008,.015,.016,.011,.008,.012,.011,.006,.005,.007,.006,.010,.009,.009,.009,.010,.014,.012,.021,.022,.010,.022,23
,EL CAJON LES,.005,.005,C,C,C,.005,.005,.004,.004,.005,.004,.006,.007,.010,.010,.010,.009,.011,.011,.010,.013,.012,.009,.009,.008,.013,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.004,C,C,.019,.028,.020,.009,.007,.007,.008,.009,.008,.007,.007,.006,.006,.008,.007,.010,.015,.028,.015,.013,.011,.028,05
,OTAY MESA DVN,.005,.007,C,C,.010,.013,.014,.021,.019,.025,.023,.012,.008,.006,.006,.005,.005,.005,.008,.018,.025,.030,.021,.020,.014,.030,21
,PENDLETON,.002,.002,C,C,.017,.013,.010,.021,.021,.006,.002,.001,.003,.011,.002,.001,.002,.001,.001,.013,.016,.017,.014,.009,.008,.021,07
03 NO2 PPM,ALPINE,.002,.003,C,C,.004,.004,.007,.002,.003,.003,.003,.003,.003,.003,.003,.006,.005,.005,.010,.005,.003,.003,.002,.001,.004,.010,18
,CARMEL MT RCH,.002,.003,C,C,.011,.012,.011,.008,.015,M,M,M,M,.016,.017,.014,.015,.016,.017,.015,.017,.029,.020,.027,.015,.029,21
,CHULA VISTA,.002,.005,C,C,.013,.018,.018,.011,.014,.013,.006,.004,.003,.003,.003,.004,.005,.004,.004,.007,.011,.018,.022,.017,.009,.022,22
,DOWNTOWN SES,.001,.001,C,C,.008,.014,.014,.009,.006,.009,.008,.005,.004,.005,.005,.009,.008,.009,.009,.009,.014,.011,.020,.021,.009,.021,23
,EL CAJON LES,.006,.005,C,C,C,.005,.005,.004,.003,.004,.004,.006,.006,.009,.008,.009,.009,.010,.010,.010,.013,.012,.009,.009,.007,.013,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.004,C,C,.018,.025,.017,.007,.006,.006,.006,.008,.007,.006,.006,.006,.006,.008,.007,.010,.015,.027,.015,.013,.010,.027,21
,OTAY MESA DVN,.004,.006,C,C,.009,.012,.010,.010,.011,.017,.017,.009,.006,.005,.004,.004,.004,.004,.007,.013,.017,.019,.015,.013,.010,.019,21
,PENDLETON,.002,.002,C,C,.016,.012,.009,.011,.011,.004,.002,.001,.002,.006,.001,.001,.001,.001,.001,.013,.016,.016,.013,.008,.007,.016,04
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.000,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,06
,CARMEL MT RCH,.000,.000,C,C,.000,.000,.003,.003,.013,M,M,M,M,.009,.008,.006,.006,.006,.006,.005,.005,.009,.002,.005,.005,.013,08
,CHULA VISTA,.000,.000,C,C,.000,.001,.003,.003,.005,.005,.001,.001,.000,.000,.001,.001,.000,.000,.000,.000,.000,.001,.001,.000,.001,.005,08
,DOWNTOWN SES,.000,.000,C,C,.000,.001,.001,.002,.002,.003,.003,.001,.001,.001,.001,.002,.001,.000,.000,.000,.000,.000,.001,.001,.001,.003,09
,EL CAJON LES,.000,.000,C,C,C,.000,.000,.001,.001,.001,.000,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.001,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.001,.003,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.001,.000,.000,.001,.003,05
,OTAY MESA DVN,.001,.001,C,C,.002,.001,.005,.011,.008,.007,.006,.003,.002,.002,.002,.001,.001,.001,.001,.005,.008,.011,.006,.007,.004,.011,07
,PENDLETON,.000,.000,C,C,.001,.000,.001,.010,.010,.001,.000,.000,.002,.006,.001,.000,.000,.000,.000,.001,.000,.001,.001,.001,.002,.010,07
06 CO PPM,CARMEL MT RCH,M,C,C,C,C,C,M,M,M,M,C,C,M,.7,.5,.5,.5,.6,.6,.6,.6,.7,.5,.7,.6,.7,13
10 INTMP °C,ALPINE,25,26,26,26,26,26,26,26,25,24,24,24,24,24,24,24,24,24,24,24,25,25,25,25,25,26,01
,CARMEL MT RCH,26,26,26,26,26,26,26,26,25,25,25,25,25,25,25,24,24,25,25,26,26,26,26,26,25,26,00
,CHULA VISTA,23,24,24,24,24,24,24,23,24,24,23,23,23,23,23,23,24,24,24,24,23,24,24,24,24,24,01
,DOWNTOWN SES,24,24,24,24,24,25,24,24,24,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,24,25,05
