,CHULA VISTA,43,27,22,28,38,42,34,59,23,38,62,21,21,21,22,22,19,19,18,29,11,24,17,23,28,62,10
,DOWNTOWN SES,53,54,39,23,35,29,25,35,35,31,19,27,17,20,24,22,18,18,12,13,28,15,43,52,29,54,01
,EL CAJON LES,38,44,51,61,50,66,55,54,47,39,40,48,64,32,24,26,26,16,46,14,40,20,56,57,42,66,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,7,7,8,9,6,7,18,14,36,46,34,44,44,18,14,13,10,8,6,7,34,12,13,5,18,46,09
,OTAY MESA DVN,44,31,31,38,52,32,45,41,19,19,22,24,25,12,13,13,13,18,49,17,40,12,19,21,27,52,04
,PENDLETON,,,,,,,,P,26,16,15,16,16,17,16,17,17,19,12,9,9,16,14,16,16,26,08
14 VWSP MPH,ALPINE,1.0,.8,1.6,.8,.9,1.0,2.8,1.3,2.1,2.4,3.0,4.2,4.6,5.5,5.4,5.1,2.5,.7,2.2,3.7,1.1,1.8,1.4,1.2,.0,5.5,13
,CHULA VISTA,.6,1.0,2.1,1.6,1.3,1.3,1.0,1.1,1.6,1.6,.7,4.5,5.5,5.2,6.0,5.5,4.5,2.8,1.9,2.0,2.5,1.8,5.3,5.3,.0,6.0,14
,DOWNTOWN SES,.5,.5,.9,1.1,.8,1.0,1.6,.4,.3,2.0,3.8,3.8,6.3,6.0,6.5,6.0,3.8,3.6,4.1,4.0,1.3,2.6,1.1,1.4,.0,6.5,14
,EL CAJON LES,.5,.1,.2,.2,.5,.1,.7,.5,.4,.8,1.8,3.0,1.7,5.1,5.9,5.5,3.6,2.8,1.6,2.3,.6,1.6,.3,.4,.0,5.9,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,4.8,6.2,7.2,5.5,6.0,6.1,4.6,2.6,1.7,1.7,3.1,1.6,7.3,7.5,10.1,8.8,6.6,5.5,4.3,4.4,2.4,3.0,5.5,6.0,.0,10.1,14
,OTAY MESA DVN,1.4,2.4,1.7,1.3,1.0,1.0,1.7,1.7,2.2,4.3,3.1,4.8,5.6,9.4,8.3,7.7,5.5,1.4,.8,2.5,1.3,3.3,2.9,3.1,.0,9.4,13
,PENDLETON,,,,,,,,P,3.1,2.3,3.8,5.2,3.9,4.6,3.9,4.5,3.2,2.9,2.3,2.4,2.9,3.8,5.2,4.8,.0,5.2,11
15 SWSP MPH,ALPINE,1.2,1.1,1.7,1.7,1.3,1.4,3.0,1.6,2.5,3.0,3.6,4.9,5.2,6.0,6.1,5.5,3.3,1.2,2.4,3.8,2.0,2.4,1.5,1.5,2.8,6.1,14
,CHULA VISTA,1.0,1.2,2.3,1.8,1.7,1.6,1.2,1.6,1.8,2.0,2.1,4.8,6.0,5.5,6.4,5.9,4.8,3.1,2.3,2.2,2.5,1.9,5.5,5.6,3.1,6.4,14
,DOWNTOWN SES,.6,1.0,1.3,1.6,1.5,1.2,1.6,.9,1.3,2.5,4.5,4.3,6.6,6.3,7.1,6.4,4.0,3.9,4.2,4.2,2.0,2.7,1.4,1.7,3.0,7.1,14
,EL CAJON LES,.6,.1,.2,.3,.8,.1,1.4,.8,1.3,1.6,2.2,3.9,3.2,5.7,6.4,5.9,4.2,3.0,2.0,2.4,1.7,1.7,.7,.9,2.1,6.4,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,4.9,6.2,7.3,5.6,6.1,6.1,4.8,2.8,1.9,2.1,3.7,3.9,8.0,7.9,10.6,9.0,6.7,5.5,4.4,4.5,3.0,3.2,5.6,6.0,5.4,10.6,14
,OTAY MESA DVN,1.6,2.5,2.3,2.0,1.2,1.7,1.9,1.9,2.7,4.5,3.6,5.3,6.2,9.6,8.5,7.9,5.7,1.8,1.4,3.0,2.3,3.4,3.0,3.4,3.6,9.6,13
,PENDLETON,,,,,,,,P,3.9,2.5,3.9,5.4,4.1,4.8,4.1,4.8,3.4,3.4,2.8,2.5,3.0,4.0,5.4,5.4,4.0,5.4,11
16 AMBTEMP °F,ALPINE,58.5,59.3,58.6,58.5,58.2,59.2,58.2,61.9,64.0,65.2,68.0,70.8,72.7,75.2,75.2,73.8,72.6,70.0,65.1,64.4,63.1,62.6,63.1,63.0,65.1,75.2,13
,CARMEL MT RCH,53.3,51.6,50.1,49.4,48.1,49.3,49.6,53.2,61.0,68.9,72.6,76.1,76.6,78.1,75.3,75.1,74.5,70.0,66.6,64.1,61.2,59.5,57.5,57.4,62.5,78.1,13
,CHULA VISTA,51.0,50.6,51.9,48.6,49.6,50.8,49.5,54.2,62.1,69.0,73.7,75.0,74.5,75.4,77.3,76.2,74.0,70.5,63.9,61.2,59.8,58.4,59.3,59.6,62.3,77.3,14
,DOWNTOWN SES,53.2,51.7,51.4,51.9,50.4,49.5,50.5,55.3,64.6,69.8,72.7,74.6,74.7,75.5,75.2,73.9,73.8,69.4,66.1,64.7,63.0,61.1,58.7,57.1,62.9,75.5,13
,EL CAJON LES,48.0,46.7,45.1,43.6,42.2,41.0,40.3,45.4,53.2,61.8,72.1,76.8,79.9,81.8,82.1,81.3,79.5,74.6,69.3,62.7,59.1,56.1,53.8,51.3,60.3,82.1,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,53.7,53.2,52.5,52.1,52.0,51.8,52.3,57.2,64.0,70.2,74.1,77.2,77.5,78.5,76.4,75.0,73.9,67.8,63.2,60.8,56.5,58.2,58.2,57.6,63.1,78.5,13
,OTAY MESA DVN,55.9,57.3,57.3,57.0,57.0,56.7,57.5,59.9,66.1,69.4,72.5,75.5,77.2,76.8,76.8,77.2,74.5,69.7,65.8,63.2,63.0,59.6,61.7,59.1,65.3,77.2,12
,PENDLETON,,,,,,,,P,60.8,62.9,67.7,67.7,67.7,67.0,67.2,66.0,64.4,62.6,60.8,60.9,58.4,56.6,55.4,52.9,62.4,67.7,10
17 RELHUM %,ALPINE,12,10,10,9,9,7,9,7,8,7,6,6,6,4,8,10,10,12,14,14,15,15,13,14,10,15,20
,EL CAJON LES,57,59,63,67,69,72,73,62,43,30,13,8,7,9,10,8,9,12,17,24,31,36,40,44,36,73,06
,KEARNY MESA,40,36,36,34,31,32,30,31,21,15,13,11,14,11,13,13,14,23,31,37,42,32,33,35,26,42,20
18 PRES mmHg,EL CAJON LES,754,753,753,752,752,752,752,753,753,753,752,752,751,750,750,750,750,750,750,751,751,751,751,751,752,754,00
,KEARNY MESA,754,754,754,753,753,753,753,754,754,754,753,753,752,752,751,751,751,751,751,752,752,752,752,752,753,754,00
19 SOLAR W/M2,EL CAJON LES,-1,-1,-2,-2,-2,-2,18,188,432,619,761,831,829,750,614,431,206,23,-5,-4,-3,-3,-2,-3,236,831,11
,KEARNY MESA,1,1,1,1,1,1,34,230,460,659,795,859,854,787,656,475,255,52,1,1,1,1,1,1,255,859,11
25 NOY,EL CAJON LES,27.99,25.47,27.41,28.57,32.25,C,C,53.66,M,M,15.78,6.58,5.88,8.21,8.86,6.21,7.24,13.86,24.20,22.26,28.79,25.26,26.02,20.91,20.77,53.66,07
26 NOY-NO,EL CAJON LES,25.52,23.24,23.37,23.34,23.20,C,C,21.55,M,M,10.48,5.19,4.70,6.65,7.37,5.36,6.59,13.48,23.01,22.21,28.12,24.64,24.44,19.68,17.10,28.12,20
27 NO Trace,EL CAJON LES,2.47,2.23,4.04,5.23,9.05,C,C,32.15,M,M,5.29,1.38,1.18,1.55,1.49,.84,.64,.37,1.19,.05,.67,.62,1.57,1.22,3.66,32.15,07
28 SO2 Tr PPB,EL CAJON LES,.1,.0,C,C,C,.0,.1,.2,.2,.1,.1,.0,.0,.0,.1,.0,.0,.1,.1,.1,.1,.1,.2,.1,.0,.2,07
29 CO Tr PPB,EL CAJON LES,571.2,611.8,C,C,C,545.0,605.5,722.5,651.9,632.1,354.5,198.5,232.1,240.2,246.8,205.2,216.4,343.8,460.1,505.4,559.8,530.2,614.9,463.4,452.9,722.5,07
BCarbon ug/m3,10TH AVE MARINE TERM,3.84,4.75,7.01,1.81,1.98,1.77,1.50,1.91,2.72,3.80,1.99,1.46,.97,.45,.55,.86,1.80,1.27,1.80,1.71,2.35,3.61,2.34,3.00,2.30,7.01,02
,ALPINE,.07,.07,.07,.07,.06,.10,.12,.20,.12,.08,.10,.08,.12,.06,.20,.23,.19,.31,.34,.23,.28,.24,.16,.20,.15,.34,18
,CHICANO PARK,2.11,1.64,1.37,.65,.96,1.56,1.77,1.85,1.28,3.58,2.16,1.38,.92,.77,.70,.90,1.11,1.34,1.70,1.59,1.55,2.38,2.10,2.16,1.56,3.58,09
,DOWNTOWN SES,1.58,1.23,.84,.47,.53,.89,1.22,1.33,1.20,1.17,1.19,.87,.78,.59,.54,.66,.65,1.11,1.34,1.13,1.30,1.73,1.92,1.87,1.09,1.92,22
,OCEANVIEW BLVD,1.69,2.55,1.19,.70,.69,1.06,1.70,1.43,.96,.39,.77,.72,.81,.61,.53,.61,.73,1.18,1.47,1.60,1.88,1.99,2.07,2.04,1.22,2.55,01
,SAN YSIDRO,1.53,3.00,5.18,3.92,4.92,5.76,5.77,8.31,7.72,4.30,.82,.20,.43,.37,.28,.45,.49,.59,.74,1.49,1.27,1.17,1.91,6.18,2.78,8.31,07
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
