Current Date:,2/4/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/3/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.049,.049,C,C,.046,.047,.046,.044,.033,.045,.048,.048,.049,M,.049,.045,.045,.040,.036,.037,.042,.043,.046,.046,.044,.049,00
,CHULA VISTA,.013,.010,C,C,.020,.021,.007,.009,.019,.027,M,.039,.039,.044,.043,.044,.044,.034,.024,.016,.007,.007,.004,.008,.022,.044,13
,DOWNTOWN SES,.005,.011,C,C,.003,.001,.005,.005,.017,.021,.031,.029,.033,.039,.039,.041,.039,.036,.030,.019,.010,.001,.002,.001,.019,.041,15
,EL CAJON LES,.011,.012,C,C,C,.004,.002,.004,.009,.020,.036,.041,.043,.042,.040,.041,.042,.039,.027,.013,.010,.010,.005,.004,.021,.043,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.037,.031,C,C,.019,.015,.016,.025,.033,.037,.038,.037,.037,.042,.043,.044,.044,.039,.031,.019,.027,.023,.023,.025,.031,.044,15
,OTAY MESA DVN,.029,.035,C,C,.035,.030,.025,.011,.006,.028,.037,.040,.041,.042,.042,.042,.040,.036,.028,.013,.005,.014,.027,.014,.028,.042,13
,PENDLETON,.038,.036,C,C,.030,.029,.025,.022,.029,.030,.035,.036,.035,.040,.044,.044,.046,.045,.041,.014,.010,.024,.020,.022,.031,.046,16
02 NOX PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 NO2 PPB,ALPINE,.6,.5,C,C,1.7,1.4,1.7,3.3,14.6,2.4,1.1,.8,.7,M,2.3,5.7,5.2,9.7,11.6,7.8,5.9,4.1,2.1,1.8,4.0,14.6,08
,CARMEL MT RCH,21.6,14.9,C,C,33.2,35.2,41.3,31.0,M,13.6,14.1,17.4,17.6,16.3,17.6,15.9,17.0,21.4,25.2,25.6,32.5,33.1,23.0,3.7,22.4,41.3,06
,CHULA VISTA,23.5,25.8,C,C,16.7,16.9,33.6,31.8,24.7,20.4,M,14.7,14.9,7.0,7.1,7.1,8.7,17.9,24.6,30.2,36.8,33.0,34.8,30.0,21.9,36.8,20
,DOWNTOWN SES,30.5,23.3,C,C,29.3,31.5,32.1,33.7,20.6,18.8,12.2,17.2,13.7,6.7,6.9,6.6,8.8,12.0,16.5,25.5,33.3,40.1,38.1,35.7,22.4,40.1,21
,EL CAJON LES,21.4,18.8,C,C,C,23.4,25.6,27.1,28.3,19.5,6.9,3.6,3.9,6.5,8.3,7.2,6.6,9.0,18.6,27.7,26.4,22.1,26.0,24.2,17.1,28.3,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.8,7.1,C,C,22.2,24.7,24.2,13.7,7.3,5.6,6.0,10.2,11.7,6.3,5.7,5.8,6.6,10.3,16.7,23.0,16.6,17.5,15.7,9.3,12.3,24.7,05
,OTAY MESA DVN,11.8,4.1,C,C,6.2,8.3,15.4,29.1,45.2,15.0,8.7,7.4,6.3,8.3,8.7,6.6,7.5,9.8,12.9,33.2,41.5,25.8,10.7,26.1,15.8,45.2,08
,PENDLETON,5.1,4.7,C,C,5.9,6.9,10.1,12.0,8.9,7.8,5.8,6.4,13.2,7.9,3.0,4.0,3.4,3.2,5.3,32.6,35.1,13.4,14.5,10.3,9.9,35.1,20
04 NO PPB,ALPINE,.244,.216,C,C,.910,.481,.361,1.130,7.904,1.283,.553,.446,.506,M,.996,1.638,.830,.570,.798,.637,.595,.762,.336,.350,1.026,7.904,08
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,1.622,.284,C,C,1.755,10.213,5.054,26.104,104.343,14.651,3.770,3.057,2.351,2.807,3.011,1.741,1.310,.459,6.007,6.058,5.507,3.299,.998,1.288,9.350,104.343,08
,PENDLETON,-.150,-.193,C,C,.151,.471,.837,2.657,3.291,3.745,2.059,2.164,12.418,6.755,.524,.980,.217,-.200,-.234,2.886,4.326,.335,.909,.151,2.005,12.418,12
06 CO PPM,CARMEL MT RCH,.4,.3,C,C,.4,.7,1.1,.8,M,<,C,.3,.5,.5,.6,.6,.5,.7,.7,.7,.7,.9,.8,.1,.6,1.1,06
10 INTMP °C,ALPINE,27,27,27,27,27,27,26,26,26,27,26,26,26,26,26,26,26,26,27,27,28,28,28,28,27,28,20
,CARMEL MT RCH,23,23,23,23,23,23,23,23,24,25,24,24,24,25,25,24,24,25,25,25,25,24,24,24,24,25,09
,CHULA VISTA,24,23,24,23,24,24,24,24,24,24,M,26,26,26,26,26,26,26,26,25,25,24,23,23,25,26,11
,DOWNTOWN SES,26,26,26,26,25,25,25,25,25,26,25,25,25,24,24,24,24,25,25,25,25,26,26,26,25,26,00
,EL CAJON LES,24,24,25,24,24,25,24,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,25,24,25,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,24,22,22,24,23,24,23,22,23,23,25,25,25,25,25,25,26,25,25,24,24,23,22,24,26,17
,OTAY MESA DVN,26,26,27,26,26,27,27,27,27,27,26,25,26,26,24,25,24,24,25,26,26,26,26,26,26,27,02
,PENDLETON,26,26,26,26,26,25,25,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,25,25,25,26,00
11 PM2.5 µg/M3,ALPINE,.1,-.7,1.0,1.5,1.4,-.1,-1.9,-.6,1.8,3.3,.1,M,M,1.9,2.6,1.0,1.1,7.4,7.6,12.3,7.2,4.3,3.2,3.8,2.6,12.3,19
,DOWNTOWN SES,10.6,7.9,8.9,7.7,11.9,10.5,9.9,9.9,8.2,5.5,6.1,5.4,5.7,4.0,4.6,4.0,2.9,6.2,10.5,9.7,17.8,15.2,17.4,17.8,9.0,17.8,20
,EL CAJON LES,5.8,8.2,11.8,7.8,6.1,7.6,7.0,8.4,11.6,11.0,10.5,5.9,2.1,-1.8,1.2,3.8,5.6,4.4,4.3,18.3,22.8,21.5,19.8,16.2,9.1,22.8,20
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,11.0,7.3,4.5,7.4,7.4,6.8,15.0,27.1,38.0,10.7,9.0,6.3,6.9,3.7,2.2,3.3,5.6,4.4,21.9,24.0,19.9,15.4,2.6,10.7,11.2,38.0,08
,PENDLETON,4.8,-.6,1.4,3.9,4.2,3.0,2.6,2.2,4.7,4.4,1.8,1.5,4.6,2.6,3.9,4.9,3.3,4.3,5.1,6.2,6.3,7.0,7.3,6.9,4.0,7.3,22
12 VWDR °,ALPINE,58,294,70,114,115,344,28,54,229,289,267,313,317,330,325,298,285,282,57,83,11,10,77,358,0,358,23
,CHULA VISTA,43,76,65,99,101,76,91,49,111,151,M,214,272,268,279,285,302,312,344,42,91,92,67,82,0,344,18
,DOWNTOWN SES,14,357,22,61,15,64,42,42,69,164,186,211,231,265,291,289,295,320,348,2,40,22,16,54,0,357,01
,EL CAJON LES,146,106,124,88,190,213,166,218,277,197,255,183,198,258,268,259,271,290,256,110,100,101,211,89,0,290,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,129,4,66,75,63,57,52,61,77,101,203,211,269,292,297,300,306,302,354,26,21,46,47,73,0,354,18
,OTAY MESA DVN,45,14,82,59,72,68,239,149,161,161,167,228,327,264,283,287,303,322,15,120,120,84,36,54,0,327,12
,PENDLETON,45,64,63,75,70,71,50,62,48,70,137,241,248,268,267,277,289,306,326,54,42,38,52,49,0,326,18
13 SIGTHETA °,ALPINE,41,39,58,18,49,28,13,17,39,50,46,46,28,34,39,27,26,30,39,27,53,51,34,41,36,58,02
,CHULA VISTA,55,35,18,39,20,35,21,28,29,28,M,52,21,19,20,18,16,17,19,18,27,50,59,33,29,59,22
,DOWNTOWN SES,59,46,57,42,40,45,49,51,45,29,26,24,26,27,24,21,24,22,33,40,23,28,36,44,36,59,00
,EL CAJON LES,44,62,57,53,54,54,56,64,49,42,48,53,39,45,29,21,20,17,20,37,50,43,57,40,44,64,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,34,16,30,11,8,6,10,8,15,30,26,46,21,15,16,14,11,8,12,23,11,35,44,31,20,46,11
,OTAY MESA DVN,26,17,40,25,21,28,59,41,16,18,31,58,52,23,17,11,12,14,39,13,23,32,44,64,30,64,23
,PENDLETON,16,13,11,13,19,8,13,12,14,15,25,12,12,16,16,15,15,11,17,23,14,14,12,14,15,25,10
14 VWSP MPH,ALPINE,.4,1.1,.8,2.4,1.0,1.6,1.5,1.5,.8,1.9,1.6,2.9,5.4,4.6,3.6,4.6,4.4,1.5,.8,1.6,.9,2.4,.9,2.7,.0,5.4,12
,CHULA VISTA,.7,1.4,2.0,1.6,2.6,1.8,2.3,1.6,1.9,2.7,M,2.4,6.4,6.6,6.9,7.1,6.7,3.6,2.3,1.9,1.7,1.4,1.0,1.6,.0,7.1,15
,DOWNTOWN SES,1.3,1.6,1.2,1.0,.8,1.6,2.1,1.8,1.6,3.0,3.5,4.2,5.5,5.7,5.9,6.8,5.3,4.2,2.2,1.5,1.1,1.8,1.4,1.2,.0,6.8,15
,EL CAJON LES,.8,1.3,1.0,.9,.6,.4,.2,.6,.9,.5,1.1,2.3,1.4,3.6,4.8,6.0,5.5,4.0,1.6,.9,1.1,.7,.6,.7,.0,6.0,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,2.3,3.8,2.3,3.4,2.9,5.6,5.0,6.8,5.1,2.6,4.9,4.1,7.0,7.9,7.7,9.0,8.6,4.8,3.5,3.4,4.7,2.3,2.1,3.0,.0,9.0,15
,OTAY MESA DVN,1.3,3.2,1.3,2.2,2.5,2.2,.1,.2,3.0,5.1,3.2,1.7,3.0,6.6,7.5,8.9,6.4,4.2,1.7,2.6,3.1,1.5,2.4,1.0,.0,8.9,15
,PENDLETON,4.8,6.2,8.6,6.9,8.5,10.0,7.2,6.1,6.1,5.7,3.6,6.3,5.7,4.7,5.7,5.3,4.9,5.8,2.6,1.4,2.8,6.3,5.0,5.7,.0,10.0,05
15 SWSP MPH,ALPINE,1.6,2.0,1.8,2.5,1.7,1.8,1.7,1.6,2.2,2.7,3.7,3.9,6.2,5.4,4.7,5.1,4.8,1.9,1.1,1.8,1.5,3.6,1.5,2.9,2.8,6.2,12
,CHULA VISTA,1.4,2.4,2.2,2.4,2.7,2.2,2.5,1.8,2.2,3.2,M,3.6,6.9,7.0,7.4,7.5,6.9,3.8,2.5,2.2,2.0,1.9,1.6,2.0,3.4,7.5,15
