Current Date:,2/27/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/26/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.048,C,C,.046,.046,.050,.048,.049,.052,.052,.052,.054,.053,.054,.053,.052,.052,.053,.051,.048,.049,.048,.050,.050,.054,12
,CHULA VISTA,.025,.025,C,C,.020,.009,.008,.011,.019,.035,.044,.044,.046,.051,.053,.051,.052,.045,.039,.033,.022,.008,.011,.024,.030,.053,14
,DOWNTOWN SES,.020,.022,C,C,.017,.009,.006,.007,.017,.030,.032,.037,.042,.046,.048,.049,.046,.043,.032,.030,.028,.023,.009,.011,.027,.049,15
,EL CAJON LES,.021,.011,C,C,C,.001,.002,.007,.013,.022,.038,.047,.051,.053,.053,.052,.052,.048,.035,.039,.034,.021,.015,.019,.030,.053,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.029,.026,C,C,.028,.027,.023,.021,.029,.040,.043,.046,.049,.049,.052,.054,.050,.048,.041,.036,.026,.018,.019,.025,.035,.054,15
,OTAY MESA DVN,.018,.028,C,C,.032,.022,.029,.023,.025,.040,.042,.045,.047,.046,.051,.050,.051,.045,.033,.026,.032,.030,.030,.034,.035,.051,14
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
02 NOX PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 NO2 PPB,ALPINE,1.6,1.5,C,C,1.7,1.8,.8,2.0,1.2,.8,.7,.6,.6,1.0,.6,1.0,1.0,.8,.6,1.3,2.2,1.4,2.6,.7,1.2,2.6,22
,CARMEL MT RCH,21.6,22.5,C,C,23.8,28.7,32.9,23.4,14.0,15.8,15.0,11.7,4.3,4.5,9.9,10.9,14.6,21.2,11.8,4.3,28.4,34.5,35.9,28.1,18.9,35.9,22
,CHULA VISTA,14.7,12.6,C,C,13.0,21.5,24.9,22.8,17.1,8.3,5.5,9.7,10.2,6.0,4.9,7.7,6.7,10.5,13.1,17.0,23.5,34.6,27.1,15.6,14.8,34.6,21
,DOWNTOWN SES,17.3,12.3,C,C,12.6,19.3,23.0,21.2,17.0,10.6,15.1,11.7,8.7,7.6,5.4,5.4,7.5,9.0,19.1,21.3,20.7,26.9,35.3,31.4,16.2,35.3,22
,EL CAJON LES,8.0,15.1,C,C,C,17.1,17.7,16.8,17.6,15.3,7.6,2.9,1.7,1.2,1.4,2.8,3.5,6.0,14.5,9.3,10.3,16.2,18.2,13.8,10.3,18.2,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,9.3,9.0,C,C,6.0,6.9,12.1,13.0,8.6,4.4,4.5,3.6,2.6,3.4,3.3,3.4,4.7,6.1,9.3,12.2,19.4,25.2,20.8,13.2,9.1,25.2,21
,OTAY MESA DVN,17.8,5.0,C,C,1.4,12.0,5.7,11.7,16.0,3.6,1.6,.7,.6,1.1,2.4,3.5,2.7,5.0,13.6,17.0,8.7,7.2,7.5,5.0,6.8,17.8,00
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
04 NO PPB,ALPINE,.067,.039,C,C,.052,.039,.047,.302,.394,.438,.365,.430,.138,.344,.126,.190,.361,.140,.209,.115,.250,.103,.466,.043,.212,.466,22
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,.459,.514,C,C,.294,5.384,1.252,6.158,13.406,5.405,.651,.443,.424,.538,.865,.954,.605,.386,.344,.763,.583,.653,1.151,.380,1.891,13.406,08
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
06 CO PPM,CARMEL MT RCH,.6,.6,C,C,.4,.8,1.0,.4,.3,.5,.6,.6,.2,.2,.6,.5,.6,1.0,.4,.2,.9,.9,.9,.8,.6,1.0,06
10 INTMP °C,ALPINE,27,27,27,27,27,27,27,27,26,26,25,25,25,25,26,25,25,26,26,26,27,27,28,28,26,28,22
,CARMEL MT RCH,23,23,23,23,23,23,23,23,24,24,24,24,25,25,24,24,24,25,25,25,25,25,24,24,24,25,12
,CHULA VISTA,23,23,23,23,24,23,24,24,24,26,26,26,26,26,26,26,26,26,26,26,26,25,24,23,25,26,09
,DOWNTOWN SES,27,27,27,27,27,26,26,26,26,26,26,25,25,25,25,25,25,25,26,26,26,26,26,26,26,27,00
,EL CAJON LES,24,25,25,24,25,25,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,01
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,25,25,25,25,25,26,26,25,25,25,25,25,25,25,25,25,25,25,26,12
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,26,25,25,25,24,24,24,24,25,26,26,26,27,26,27,00
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
11 PM2.5 µg/M3,ALPINE,4.3,5.8,6.3,6.0,2.1,-.3,2.0,1.8,.3,-2.6,-6.5,-2.6,3.6,2.6,.3,1.0,2.3,1.1,6.5,3.8,7.8,6.5,3.1,2.0,2.3,7.8,20
,DOWNTOWN SES,15.8,11.2,8.3,5.7,8.0,5.4,3.4,8.8,8.4,4.8,3.3,5.0,3.6,5.8,3.9,3.8,3.6,4.6,8.0,10.1,9.0,81.0,42.9,34.3,12.4,81.0,21
,EL CAJON LES,8.5,9.5,15.5,14.4,11.1,8.4,14.3,10.0,11.0,8.4,6.4,4.0,1.6,-.9,3.3,3.8,1.7,.4,4.4,8.6,7.1,18.6,15.3,9.3,8.1,18.6,21
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,16.5,6.2,15.3,11.1,6.4,3.8,6.2,5.1,5.8,2.0,-2.8,-1.5,-1.5,-.7,1.4,1.6,3.4,3.7,8.1,9.8,5.5,2.4,4.9,4.5,4.8,16.5,00
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
12 VWDR °,ALPINE,88,65,66,94,113,118,37,268,53,92,100,97,110,340,286,136,77,79,89,3,19,10,338,19,0,340,13
,CHULA VISTA,83,53,73,76,68,108,68,57,30,292,266,300,294,297,295,309,291,295,238,204,120,114,106,89,0,309,15
,DOWNTOWN SES,40,37,44,36,45,0,42,154,204,290,298,288,279,287,302,311,296,326,285,290,336,50,87,65,0,336,20
,EL CAJON LES,84,54,190,162,250,192,105,101,265,327,328,320,204,44,304,277,309,300,187,162,160,105,95,69,0,328,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,57,76,53,52,52,54,52,75,134,199,236,301,344,299,288,313,332,342,354,312,1,27,75,70,0,354,18
,OTAY MESA DVN,353,57,132,88,19,131,358,70,1,302,305,309,80,158,272,286,322,286,153,359,24,26,7,60,0,359,19
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,0,,
13 SIGTHETA °,ALPINE,22,36,30,28,47,57,84,59,46,35,28,36,69,37,49,40,39,37,30,38,19,11,23,14,38,84,06
,CHULA VISTA,26,34,18,50,35,25,17,31,39,48,73,34,22,19,18,23,17,15,48,29,33,10,14,20,29,73,10
,DOWNTOWN SES,14,49,46,37,56,33,54,54,54,61,44,42,19,19,22,26,26,26,20,21,18,23,54,17,35,61,09
,EL CAJON LES,17,51,30,28,49,60,22,45,59,36,31,41,48,59,60,21,21,18,50,12,20,55,45,38,38,60,05
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,8,6,6,9,8,7,7,12,23,39,53,47,52,24,13,11,13,9,12,10,15,16,17,12,18,53,10
,OTAY MESA DVN,33,24,55,37,34,20,40,44,32,15,48,41,62,53,27,17,18,55,55,35,24,38,29,41,37,62,12
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
14 VWSP MPH,ALPINE,2.1,1.5,1.2,1.1,2.9,1.4,.5,.9,.8,4.2,6.5,6.3,.7,4.3,2.5,2.4,2.9,3.2,4.7,1.5,2.5,3.8,1.8,2.3,.0,6.5,10
,CHULA VISTA,2.8,2.0,1.6,1.0,1.2,1.0,1.4,.9,1.2,.7,.8,4.1,6.7,8.7,9.5,5.8,6.1,4.8,.9,1.5,1.7,2.4,2.3,3.6,.0,9.5,14
,DOWNTOWN SES,4.0,3.1,.8,1.8,1.5,.8,.4,.3,.7,.9,2.1,4.1,7.3,8.7,8.6,6.7,4.4,3.5,1.6,3.2,3.0,1.9,1.9,3.2,.0,8.7,13
,EL CAJON LES,2.2,.5,.2,.2,.1,.0,1.1,.3,.8,1.5,2.7,2.7,1.1,.9,3.0,7.6,5.7,4.6,.6,4.8,3.6,1.1,1.0,1.8,.0,7.6,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.3,4.6,5.4,5.4,6.7,7.1,5.1,3.2,2.0,2.8,1.6,2.0,3.4,10.4,12.4,10.9,10.5,8.6,6.9,4.2,3.2,2.7,2.9,4.3,.0,12.4,14
,OTAY MESA DVN,1.1,1.7,.7,1.3,3.7,2.5,1.7,.7,.8,3.4,2.3,3.2,1.8,2.2,10.9,7.2,4.7,2.6,.4,.8,2.3,2.4,1.7,2.7,.0,10.9,14
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
15 SWSP MPH,ALPINE,2.4,1.9,2.1,1.2,3.3,2.3,2.3,2.0,2.5,4.9,7.1,7.2,3.4,5.4,3.9,4.3,3.5,3.9,5.4,4.1,2.7,3.9,2.1,2.7,3.5,7.2,11
,CHULA VISTA,3.0,2.2,1.8,1.3,1.4,1.4,1.5,1.2,1.6,1.7,2.1,4.8,7.3,9.3,9.9,6.6,6.5,5.0,2.5,1.9,1.8,2.4,2.3,3.8,3.5,9.9,14
,DOWNTOWN SES,4.1,3.4,1.2,2.1,1.7,.9,.7,.5,1.3,1.8,3.1,4.8,7.7,9.2,9.3,7.3,5.1,3.8,2.1,3.7,3.2,2.0,2.2,3.4,3.5,9.3,14
,EL CAJON LES,2.4,1.2,.2,.3,.2,.0,1.2,1.0,1.1,2.2,3.2,3.4,3.5,3.8,4.8,8.1,6.4,4.8,1.8,4.9,4.1,2.1,1.5,2.0,2.7,8.1,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.4,4.6,5.5,5.5,6.8,7.1,5.2,3.3,2.3,3.7,2.8,4.4,4.6,11.3,12.7,11.2,10.8,8.7,7.1,4.3,3.5,2.8,3.1,5.0,5.9,12.7,14
,OTAY MESA DVN,1.4,2.3,1.1,2.1,4.0,2.7,2.0,1.5,2.2,3.6,3.0,5.1,4.8,5.5,11.8,7.5,4.9,4.5,1.8,1.9,2.8,2.8,2.0,3.4,3.5,11.8,14
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
16 AMBTEMP °F,ALPINE,45.4,46.1,46.5,46.1,46.5,46.4,49.9,52.2,55.9,59.9,61.5,62.3,64.0,64.3,64.8,65.9,63.9,60.3,57.3,55.4,52.0,51.8,50.8,50.4,55.0,65.9,15
,CARMEL MT RCH,44.9,42.7,42.1,40.9,39.9,40.5,42.5,47.8,53.4,59.5,63.3,66.1,68.9,70.4,68.1,63.7,63.1,61.6,60.7,60.1,56.2,52.2,50.0,49.4,54.5,70.4,13
,CHULA VISTA,47.8,46.5,44.9,44.2,44.0,42.1,42.6,47.3,54.7,61.0,65.2,67.9,70.0,69.1,67.1,68.1,67.3,63.2,60.1,57.5,55.3,53.2,51.3,51.9,55.9,70.0,12
,DOWNTOWN SES,49.2,48.3,46.0,45.5,45.3,43.9,43.7,48.0,56.3,61.6,65.1,66.9,67.4,67.1,66.2,67.0,66.9,64.6,62.5,59.5,57.6,56.1,54.3,53.3,56.8,67.4,12
,EL CAJON LES,43.5,41.5,40.3,39.0,38.0,37.0,36.4,40.7,47.7,56.7,64.2,68.3,70.7,72.5,73.4,71.1,68.8,65.0,61.0,58.5,56.2,51.3,48.5,47.5,54.1,73.4,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,45.4,43.8,44.6,44.7,43.9,43.6,44.4,49.7,57.1,60.2,63.9,67.2,69.7,68.3,66.1,65.0,64.1,62.4,59.0,55.7,53.0,50.6,48.2,47.3,54.9,69.7,12
,OTAY MESA DVN,47.3,45.4,44.4,44.5,44.4,44.2,45.3,49.4,55.8,60.6,65.2,67.9,69.8,70.9,67.9,66.6,67.7,62.2,59.6,56.1,55.0,52.6,51.8,52.9,56.1,70.9,13
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
17 RELHUM %,ALPINE,43,41,40,36,25,23,17,17,15,11,9,9,9,10,8,8,7,8,8,10,14,15,15,15,17,43,00
,EL CAJON LES,66,73,79,84,85,87,87,75,60,39,23,15,12,10,11,19,26,28,31,36,40,46,48,43,47,87,05
,KEARNY MESA,80,79,74,73,71,69,64,52,36,27,22,20,17,22,29,38,33,29,38,41,45,57,63,54,47,80,00
18 PRES mmHg,EL CAJON LES,755,754,754,754,754,755,755,756,756,756,756,756,755,754,754,754,754,755,755,756,756,756,757,757,755,757,22
,KEARNY MESA,756,755,755,755,755,756,756,757,757,757,757,757,756,756,756,756,756,756,756,757,757,758,758,758,756,758,21
19 SOLAR W/M2,EL CAJON LES,-1,-2,-2,-1,-2,-2,23,245,451,616,755,822,829,754,613,441,221,23,-5,-3,-4,-4,-3,-2,240,829,12
,KEARNY MESA,1,1,1,1,1,1,30,216,446,643,784,850,842,769,640,508,280,49,1,1,1,1,1,1,253,850,11
25 NOY,EL CAJON LES,7.95,18.34,25.78,29.46,31.71,C,C,34.63,35.52,26.36,11.78,4.79,3.09,2.58,2.87,4.71,5.09,7.12,13.83,9.65,10.47,16.19,18.67,13.84,15.20,35.52,08
26 NOY-NO,EL CAJON LES,7.84,16.46,21.03,22.72,21.64,C,C,16.95,17.71,15.46,8.42,3.83,2.52,2.36,2.51,4.11,4.67,6.64,13.42,9.45,10.35,15.87,18.16,13.57,11.62,22.72,03
27 NO Trace,EL CAJON LES,.11,1.88,4.75,6.73,10.07,C,C,17.68,17.80,10.89,3.36,.96,.57,.21,.36,.59,.42,.47,.40,.19,.12,.31,.50,.26,3.57,17.80,08
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.1,.1,.1,.0,.0,.0,.0,.0,.0,.1,.1,.1,.1,.1,.1,.1,.1,.0,.1,07
29 CO Tr PPB,EL CAJON LES,264.8,341.7,C,C,C,505.1,474.2,470.6,519.4,437.3,265.0,170.0,159.8,146.0,149.1,200.0,212.0,220.2,332.8,277.5,339.0,440.8,471.4,345.9,321.0,519.4,08
BCarbon ug/m3,10TH AVE MARINE TERM,1.88,1.48,1.65,2.40,1.26,2.01,1.73,1.32,1.90,2.12,1.07,.78,.51,.33,.31,.39,.69,.56,.94,.74,.92,1.95,4.16,3.97,1.46,4.16,22
,ALPINE,.15,.16,.15,.12,.07,.06,.05,.06,.04,.07,.04,.03,.03,.05,.04,.06,.14,.13,.12,.11,.18,.20,.17,.08,.10,.20,21
,CHICANO PARK,1.45,1.19,1.00,1.07,.62,.78,.85,1.08,.86,1.66,1.12,.75,.41,.34,.35,.34,.52,.40,1.12,.93,1.78,2.61,4.44,3.57,1.22,4.44,22
