Current Date:,2/23/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/22/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.044,C,C,.042,.040,.041,.042,.042,.045,.045,.045,.045,.045,.044,.043,.043,.044,.045,.045,.046,.047,.047,.046,.044,.047,21
,CHULA VISTA,.040,.042,C,C,.043,.042,.042,.041,.043,.043,.044,.044,.043,.043,.042,.042,.040,.040,.042,.041,.043,.044,.044,.044,.042,.044,10
,DOWNTOWN SES,.042,.041,C,C,.041,.040,.039,.039,.038,.039,.040,.040,.040,.040,.039,.038,.038,.037,.038,.040,.040,.041,.042,.042,.039,.042,00
,EL CAJON LES,.042,.040,C,C,C,.035,.033,.035,.039,.042,.043,.043,.042,.042,.041,.038,.039,.039,.038,.039,.039,.040,.038,.036,.039,.043,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.045,.046,C,C,.042,.040,.037,.040,.041,.043,M,M,M,M,M,M,M,.039,.040,.041,.042,.042,.040,.036,.040,.046,01
,OTAY MESA DVN,.034,.033,C,C,.029,.029,.033,.029,.036,C,C,C,.042,.041,.038,.035,.031,.032,.031,.031,.036,.040,.041,.040,.034,.042,12
,PENDLETON,.047,.047,C,C,.045,.045,.045,.044,.037,.039,.037,.042,.047,.045,.046,.046,.047,.047,.046,.046,.047,.046,.045,.045,.044,.047,00
02 NOX PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 NO2 PPB,ALPINE,1.1,1.4,C,C,1.7,2.1,2.2,2.2,2.3,1.6,1.6,2.0,2.0,1.7,1.8,2.7,1.7,1.8,1.4,1.5,1.6,.7,.5,1.1,1.6,2.7,15
,CARMEL MT RCH,6.5,8.6,C,C,16.3,19.8,22.7,20.2,20.5,15.2,13.0,11.1,8.3,9.1,11.6,14.9,17.2,14.7,12.3,6.9,5.0,5.8,7.5,5.7,12.4,22.7,06
,CHULA VISTA,2.5,2.2,C,C,3.0,3.0,3.7,5.6,3.0,2.5,2.7,2.4,3.2,2.0,2.0,1.5,2.7,4.1,2.2,3.9,1.9,1.3,1.1,1.2,2.6,5.6,07
,DOWNTOWN SES,3.7,4.2,C,C,2.9,4.2,4.3,4.8,4.9,4.1,3.3,2.8,2.5,2.8,4.2,4.4,3.7,5.2,5.3,2.8,3.0,2.9,2.7,2.3,3.6,5.3,18
,EL CAJON LES,1.7,2.2,C,C,C,4.1,5.4,6.7,4.7,2.3,2.2,2.3,2.7,2.4,2.6,4.3,3.8,3.7,4.5,3.9,4.0,2.8,3.6,4.7,3.5,6.7,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,2.5,1.8,C,C,2.5,5.4,8.9,5.6,4.1,2.8,M,M,2.7,2.8,3.7,4.1,4.2,4.4,4.2,2.7,2.1,2.2,3.3,6.6,3.8,8.9,06
,OTAY MESA DVN,7.7,11.8,C,C,8.5,8.6,7.4,12.1,3.9,C,C,C,1.2,1.5,2.2,4.2,8.0,8.3,9.0,10.0,5.2,2.1,1.4,1.2,6.0,12.1,07
,PENDLETON,.5,.3,C,C,.3,.2,.2,3.3,11.4,7.2,9.2,5.2,.9,2.6,1.3,.7,.5,.7,1.3,1.5,.3,.3,.4,.2,2.2,11.4,08
04 NO PPB,ALPINE,.292,.315,C,C,.326,.337,.411,.398,.625,.681,.627,.713,.600,.638,.531,.492,.389,.395,.358,.342,.311,.295,.285,.290,.439,.713,11
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,1.702,3.039,C,C,2.106,1.026,.257,1.105,.760,C,C,C,.381,.464,.548,.665,.554,.313,.226,.250,.222,.424,.282,.304,.770,3.039,01
,PENDLETON,-.213,-.213,C,C,-.217,-.231,-.221,4.453,13.598,6.713,9.226,4.847,.167,2.306,.843,-.065,.141,-.092,.226,.314,-.147,-.220,-.212,-.217,1.854,13.598,08
06 CO PPM,CARMEL MT RCH,.3,.2,C,C,.2,.4,.6,.5,.4,.3,.3,.3,.3,.4,.4,.3,.5,.4,.3,.3,.2,.2,.3,.2,.3,.6,06
10 INTMP °C,ALPINE,27,27,28,28,28,27,27,27,27,27,27,26,27,27,26,27,27,27,27,27,27,27,26,26,27,28,02
,CARMEL MT RCH,24,24,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,24,24,24,23,23,23,24,25,02
,CHULA VISTA,24,24,24,25,24,24,24,24,24,24,25,26,26,26,26,26,26,25,25,24,24,24,23,23,25,26,11
,DOWNTOWN SES,26,26,26,26,26,26,26,26,26,26,25,25,25,24,24,25,25,25,25,26,26,26,26,26,26,26,00
,EL CAJON LES,24,24,25,24,24,24,25,25,25,24,24,24,24,24,24,24,24,24,25,24,24,25,25,25,24,25,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,26,26,25,25,26,26,26,25,26,26,26,26,26,25,25,26,25,26,25,26,25,26,26,26,26,26,00
,OTAY MESA DVN,27,27,27,27,27,27,27,27,27,27,26,26,26,26,26,27,27,27,27,27,27,27,27,27,27,27,00
,PENDLETON,25,25,25,25,25,25,25,25,25,25,25,24,24,24,24,24,25,25,25,25,25,25,25,25,25,25,00
11 PM2.5 µg/M3,ALPINE,2.6,6.8,4.5,5.5,4.6,3.8,1.1,1.5,2.7,5.9,1.9,.4,2.8,.6,-.5,2.0,2.6,2.6,1.3,.0,.7,.1,1.6,.7,2.3,6.8,01
,DOWNTOWN SES,8.9,6.6,6.3,5.5,5.6,4.8,2.3,3.6,6.2,4.3,2.3,2.3,2.3,5.0,4.1,3.9,2.4,.9,1.4,1.7,.1,-1.0,-.5,1.5,3.3,8.9,00
,EL CAJON LES,6.2,3.4,12.0,10.2,7.3,3.2,2.6,3.6,M,M,1.7,2.6,3.9,2.6,4.3,1.8,6.8,2.2,-1.0,3.5,4.9,4.2,11.2,6.9,4.7,12.0,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,7.6,6.7,4.7,4.0,5.5,5.2,1.6,-1.3,-.6,.3,1.8,2.8,3.0,-.8,-2.0,-1.2,-1.9,-1.6,-1.3,-.3,-.5,-.7,-.5,-1.1,1.2,7.6,00
,PENDLETON,7.7,6.1,8.4,8.7,5.6,4.5,2.7,4.6,4.1,5.2,5.4,7.7,4.9,5.7,4.8,2.6,3.9,3.0,3.5,4.8,3.8,3.3,5.3,3.3,4.9,8.7,03
12 VWDR °,ALPINE,188,194,208,204,212,224,204,253,236,227,228,243,270,284,228,247,217,239,220,248,274,290,294,277,0,294,22
,CHULA VISTA,145,241,230,241,250,245,243,259,261,251,250,250,253,244,237,216,215,233,232,254,253,280,286,271,0,286,22
,DOWNTOWN SES,216,236,241,253,245,239,247,259,238,258,257,259,264,239,231,225,240,224,229,264,272,282,284,268,0,284,22
,EL CAJON LES,169,156,154,163,197,185,171,221,239,M,234,256,268,253,228,251,224,215,208,238,249,268,259,201,0,268,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,226,237,228,235,231,223,239,247,239,252,247,251,270,256,254,258,239,234,247,255,282,279,274,276,0,282,20
,OTAY MESA DVN,164,165,150,155,198,221,231,216,250,263,267,262,272,276,269,248,217,237,226,220,246,286,297,314,0,314,23
,PENDLETON,221,222,219,221,224,234,242,240,236,243,250,250,247,252,244,237,244,252,257,258,256,262,258,248,0,262,21
13 SIGTHETA °,ALPINE,21,30,25,25,25,31,22,32,29,28,28,30,28,27,29,32,24,30,27,28,30,23,23,26,27,32,07
,CHULA VISTA,15,20,21,17,17,18,18,19,20,19,21,22,18,22,21,21,24,21,19,20,20,21,18,20,20,24,16
,DOWNTOWN SES,19,19,19,22,20,18,20,20,20,24,24,24,23,19,22,21,20,19,19,21,22,20,22,25,21,25,23
,EL CAJON LES,15,14,15,16,19,16,18,19,20,M,23,23,23,23,21,24,20,19,17,21,23,19,18,19,19,24,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,12,12,12,12,11,15,14,14,14,13,14,19,12,13,13,23,14,13,10,11,13,9,9,8,13,23,15
,OTAY MESA DVN,14,14,13,12,20,34,11,14,12,14,13,13,12,14,19,13,15,19,12,15,15,12,13,27,15,34,05
,PENDLETON,13,12,12,13,14,13,12,13,14,13,11,12,10,10,10,14,11,15,12,13,14,14,14,9,12,15,17
14 VWSP MPH,ALPINE,3.3,2.2,3.6,3.7,3.7,2.6,3.6,4.0,4.8,6.5,6.8,6.2,6.1,7.0,7.4,5.5,6.7,7.0,9.0,7.6,8.0,9.2,8.3,5.8,.0,9.2,21
,CHULA VISTA,2.2,3.5,3.6,5.6,5.6,4.4,5.9,7.1,7.8,8.2,9.1,8.8,9.8,7.4,7.4,7.3,5.3,5.2,6.0,7.2,7.4,9.6,7.3,5.9,.0,9.8,12
,DOWNTOWN SES,4.1,5.0,5.9,4.5,4.2,4.9,6.0,6.2,7.3,6.4,7.9,7.2,8.8,10.2,9.0,8.3,6.4,7.3,7.6,7.1,7.0,6.6,5.9,5.0,.0,10.2,13
,EL CAJON LES,5.4,5.2,4.7,3.9,2.2,2.8,3.0,4.0,5.5,M,7.3,7.4,6.3,7.2,7.6,5.3,6.3,6.4,7.4,6.5,5.7,6.0,3.5,2.1,.0,7.6,14
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,6.4,6.0,4.9,5.9,5.6,5.8,6.6,9.6,9.6,12.6,12.4,9.8,13.2,12.3,10.3,7.4,7.5,7.4,10.0,10.4,11.8,9.7,8.2,7.3,.0,13.2,12
,OTAY MESA DVN,4.7,5.1,4.6,3.3,1.9,1.3,5.8,4.3,7.1,9.3,12.2,12.7,13.2,11.9,10.8,9.0,6.5,8.0,7.7,8.9,7.9,8.6,7.7,2.8,.0,13.2,12
,PENDLETON,10.9,9.7,11.1,10.7,10.8,11.2,12.9,11.3,11.3,11.9,11.4,12.5,17.3,16.1,14.0,11.6,11.7,13.5,15.9,18.5,16.1,12.1,12.8,14.5,.0,18.5,19
15 SWSP MPH,ALPINE,3.6,2.5,4.1,4.1,4.5,3.1,3.8,4.7,5.6,7.2,7.6,7.0,7.0,7.7,8.6,6.3,7.4,8.0,9.9,8.9,9.0,9.9,8.9,6.6,6.5,9.9,18
,CHULA VISTA,2.3,4.1,3.8,5.8,5.8,4.6,6.3,7.5,8.3,8.7,9.7,9.5,10.3,8.0,8.3,7.7,5.9,5.6,6.4,7.7,8.0,10.2,7.6,6.3,7.0,10.3,12
,DOWNTOWN SES,4.5,5.4,6.2,4.8,4.5,5.1,6.5,6.7,7.7,7.3,8.6,7.8,9.6,10.8,9.7,8.9,6.8,7.7,8.1,7.7,7.6,6.9,6.3,5.6,7.1,10.8,13
,EL CAJON LES,5.6,5.4,4.9,4.0,2.3,2.9,3.2,4.2,5.9,M,7.9,8.5,7.0,8.2,8.1,6.1,6.8,6.8,7.7,7.3,6.2,6.4,3.7,2.8,5.7,8.5,11
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,6.8,6.3,5.0,6.1,5.8,6.1,6.8,10.1,10.0,13.1,12.8,10.7,13.6,12.7,10.8,8.8,8.2,8.0,10.3,10.7,12.1,10.0,8.3,7.4,9.2,13.6,12
,OTAY MESA DVN,4.9,5.3,4.8,3.3,2.5,1.6,5.9,4.7,7.3,9.6,12.6,13.1,13.8,12.7,11.2,9.3,6.8,9.0,8.0,9.5,8.5,9.1,7.9,3.6,7.7,13.8,12
,PENDLETON,11.2,9.9,11.4,11.0,11.1,11.5,13.1,11.6,11.7,12.2,11.6,12.8,17.6,16.3,14.2,12.1,11.9,14.0,16.4,19.0,16.5,12.4,13.1,14.7,13.2,19.0,19
16 AMBTEMP °F,ALPINE,43.3,43.5,43.8,43.5,43.5,43.0,43.3,43.3,43.9,45.8,47.0,47.3,46.2,46.8,46.6,45.0,44.5,44.5,44.6,44.6,43.4,42.4,42.0,42.0,44.3,47.3,11
,CARMEL MT RCH,51.1,50.1,48.6,49.0,49.0,49.8,50.3,50.1,51.1,53.1,54.2,54.0,54.0,55.2,53.2,50.1,50.3,50.2,49.9,48.3,48.1,47.6,47.9,47.9,50.5,55.2,13
,CHULA VISTA,53.3,53.9,53.8,54.0,53.9,53.9,54.1,54.7,55.2,55.8,58.7,58.7,57.5,54.9,54.7,54.9,53.3,52.9,53.2,53.1,51.8,51.7,51.5,52.0,54.2,58.7,10
,DOWNTOWN SES,54.9,55.0,54.8,54.6,54.3,54.3,54.5,54.7,55.2,56.8,57.7,57.2,57.7,56.7,56.1,56.0,53.4,53.8,54.0,53.4,53.5,52.2,52.7,53.1,54.9,57.7,10
,EL CAJON LES,51.0,50.9,50.3,50.6,50.3,50.6,50.4,51.1,52.2,M,56.7,55.4,54.2,56.2,54.5,52.2,51.6,50.8,51.1,51.2,50.2,49.5,49.2,48.7,51.7,56.7,10
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,54.2,53.4,52.9,52.7,53.0,53.1,53.3,53.6,54.8,56.2,56.0,55.5,55.3,55.8,52.3,52.5,52.5,52.5,52.7,51.8,50.2,50.0,50.3,49.9,53.1,56.2,09
,OTAY MESA DVN,50.7,50.8,50.6,50.5,50.0,50.1,50.2,50.2,51.3,52.5,55.1,56.6,55.3,54.0,51.3,51.2,50.3,50.0,49.6,49.8,49.1,48.5,48.7,47.8,51.0,56.6,11
,PENDLETON,55.5,55.3,55.4,55.3,55.1,55.1,55.4,55.6,56.3,57.7,58.9,59.7,59.5,60.5,58.9,56.5,55.1,54.2,53.4,52.5,52.7,53.7,54.2,54.1,55.9,60.5,13
17 RELHUM %,ALPINE,100,100,100,100,100,100,100,100,100,96,91,86,99,99,99,100,100,100,100,100,100,100,100,100,99,100,00
,EL CAJON LES,81,84,86,82,81,76,80,82,76,67,55,66,76,68,75,88,90,96,95,96,92,92,92,93,82,96,17
,KEARNY MESA,72,68,70,74,72,74,72,72,68,60,67,75,78,79,94,96,94,94,91,91,94,92,86,87,80,96,15
18 PRES mmHg,EL CAJON LES,750,750,750,750,750,750,750,750,751,751,751,750,750,749,749,749,749,748,748,748,748,749,748,748,749,751,08
,KEARNY MESA,752,751,751,751,751,751,751,751,752,752,752,751,751,750,750,750,750,750,749,750,750,750,750,749,751,752,00
19 SOLAR W/M2,EL CAJON LES,0,0,-1,1,0,1,6,66,159,275,412,277,213,383,230,130,53,12,2,2,2,2,2,2,93,412,10
,KEARNY MESA,1,1,1,1,1,1,10,82,235,353,360,447,269,297,179,203,100,11,1,1,1,1,1,1,107,447,11
25 NOY,EL CAJON LES,2.15,2.53,2.74,2.62,3.58,C,C,6.18,4.94,3.04,3.07,M,3.15,3.34,3.44,4.67,3.94,3.68,4.45,3.85,4.09,2.88,3.55,4.33,3.62,6.18,07
26 NOY-NO,EL CAJON LES,2.14,2.50,2.73,2.58,3.25,C,C,5.11,3.93,2.43,2.54,M,2.65,2.76,2.77,3.91,3.39,3.35,4.11,3.66,3.86,2.77,3.45,4.19,3.24,5.11,07
27 NO Trace,EL CAJON LES,.01,.03,.01,.03,.32,C,C,1.07,1.01,.60,.52,M,.50,.57,.66,.75,.54,.32,.34,.18,.23,.10,.10,.14,.38,1.07,07
28 SO2 Tr PPB,EL CAJON LES,.0,.0,C,C,C,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,.0,00
29 CO Tr PPB,EL CAJON LES,165.9,168.2,C,C,C,184.9,206.3,231.8,216.4,170.4,168.7,172.6,181.8,182.7,185.1,201.7,190.4,191.4,193.8,195.8,193.6,181.9,189.4,191.9,188.7,231.8,07
BCarbon ug/m3,10TH AVE MARINE TERM,.10,.03,.03,.04,.11,.12,.04,.27,.06,.06,.14,.16,.18,.09,.10,.12,.10,.06,.12,.08,.06,.04,.02,.03,.09,.27,07
,ALPINE,.07,.14,.14,.14,.11,.09,.06,.08,.06,.03,.05,.06,.05,.05,.08,.07,.18,.09,.05,.06,.09,.05,.02,.02,.08,.18,16
,CHICANO PARK,.07,.17,.21,.10,.15,.44,.26,.26,.27,.23,.21,.29,.24,.18,.18,.13,.29,.18,.12,.22,.14,.07,.11,.12,.19,.44,05
,DOWNTOWN SES,.11,.21,.08,.05,.06,.08,.07,.12,.15,.10,.10,.08,.10,.11,.16,.13,.12,.16,.20,.10,.06,.05,.04,.03,.10,.21,01
,OCEANVIEW BLVD,.07,.07,.04,.06,.11,.18,.26,.26,.21,.15,.13,.17,.12,.15,.20,.19,.22,.16,.13,.10,.08,.05,.04,.07,.13,.26,06
,SAN YSIDRO,.35,.56,.05,.06,.07,.26,.15,.32,.08,.06,.04,.04,.08,.06,.07,.17,.23,.07,.10,.33,.18,.03,.05,.04,.14,.56,01
RAINFALL,EL CAJON LES,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,.00,00
