Current Date:,2/7/2022,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
2/6/2022
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.050,C,C,.051,.050,.051,.050,.047,.044,.047,.050,.051,.051,.051,.052,.052,.052,.049,.047,.050,.050,.050,.051,.051,.049,.052,14
,CHULA VISTA,.022,C,C,.026,.025,.023,.025,.016,.027,.032,.036,.044,.045,.048,.049,.050,.049,.041,.034,.009,.011,.016,.019,.017,.030,.050,15
,DOWNTOWN SES,,,,,,,,,,,,,P,.041,.043,.047,.046,.041,.015,.003,.004,.002,.002,.006,.022,.047,15
,EL CAJON LES,.007,C,C,C,.002,.002,.002,.005,.011,.021,.031,.041,.047,.045,.051,.053,.053,.047,.027,.018,.010,.010,.005,.003,.023,.053,15
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.029,C,C,.032,.032,.031,.030,.030,.029,.040,.044,.046,.048,.050,.053,.056,.054,.048,.041,.031,.037,.030,.035,.039,.039,.056,15
,OTAY MESA DVN,.018,C,C,.023,.032,.022,.027,.023,.023,.024,.041,.044,.047,.047,.051,.049,.046,.043,.032,.026,.030,.038,.040,.040,.034,.051,14
,PENDLETON,.029,C,C,.028,.025,.025,.022,.022,.021,.022,.032,.036,.038,.043,.048,.052,.052,.050,.039,.028,.032,.029,.027,.025,.032,.052,15
02 NOX PPM,ALPINE,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PENDLETON,,,,,,,,,,,,,,,,,,,,,,,,,,,
03 NO2 PPB,ALPINE,.8,C,C,.4,.6,.5,.8,3.7,3.6,1.7,.7,.9,.8,.6,.8,.7,.7,4.2,4.6,.8,2.2,1.0,.6,.6,1.4,4.6,18
,CARMEL MT RCH,27.7,C,C,20.5,22.7,26.9,31.1,28.3,25.1,25.4,17.1,12.9,11.5,11.6,10.9,12.8,14.0,26.7,40.2,39.5,19.9,23.5,14.2,15.5,21.7,40.2,18
,CHULA VISTA,16.9,C,C,10.2,11.2,13.0,13.2,20.3,12.8,11.0,9.6,7.5,10.0,6.7,8.0,8.6,10.9,15.6,18.8,38.3,34.4,27.0,21.2,22.0,15.7,38.3,19
,DOWNTOWN SES,,,,,,,,,,,,,P,9.3,11.3,7.8,8.2,13.6,38.8,47.5,43.2,42.8,40.0,34.5,27.0,47.5,19
,EL CAJON LES,22.1,C,C,C,22.6,22.6,22.0,21.1,21.4,15.9,12.5,7.8,3.8,10.5,5.1,3.0,4.0,9.1,18.4,24.6,29.7,27.3,30.7,30.3,17.3,30.7,22
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10.1,C,C,4.9,5.3,6.8,7.5,7.6,8.4,2.8,2.0,2.9,3.5,3.3,2.8,3.0,4.0,7.7,11.2,18.8,12.2,17.4,10.7,5.4,7.1,18.8,19
,OTAY MESA DVN,19.4,C,C,13.1,3.7,14.9,7.5,12.1,12.5,15.8,5.9,7.0,8.6,8.3,3.5,5.4,6.6,6.7,17.1,22.0,13.8,5.7,2.5,3.5,9.8,22.0,19
,PENDLETON,6.0,C,C,5.1,5.3,6.9,8.0,7.0,6.7,7.8,6.5,3.4,2.8,2.3,1.5,1.8,2.7,4.0,12.2,18.8,13.2,12.1,11.3,9.9,7.0,18.8,19
04 NO PPB,ALPINE,.321,C,C,.314,.288,.291,.302,1.173,1.246,.734,.439,.645,.614,.546,.438,.509,.570,.329,.847,.245,2.014,.428,.259,.251,.582,2.014,20
,CARMEL MT RCH,,,,,,,,,,,,,,,,,,,,,,,,,,,
,CHULA VISTA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN SES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,.335,C,C,.336,.456,3.230,.454,2.438,5.516,7.372,2.158,1.997,2.285,2.436,.835,1.011,.756,.325,.315,.314,.313,.450,.279,.254,1.539,7.372,09
,PENDLETON,-.180,C,C,-.181,-.201,-.125,.490,1.271,2.946,4.463,2.466,.951,.572,.283,-.019,-.087,-.120,-.237,-.232,-.156,-.201,-.157,-.087,-.119,.515,4.463,09
06 CO PPM,CARMEL MT RCH,.8,C,C,.5,.5,.7,1.0,.9,1.0,1.3,.8,.8,.7,.8,.7,.7,.7,1.1,1.4,1.5,.6,.6,.4,.5,.8,1.5,19
10 INTMP °C,ALPINE,28,28,28,28,27,28,28,27,26,26,25,25,25,25,25,25,25,25,25,27,26,26,27,27,26,28,00
,CARMEL MT RCH,23,23,24,23,23,23,23,23,23,24,24,24,24,24,24,24,24,24,25,25,25,26,26,26,24,26,21
,CHULA VISTA,23,23,23,23,23,23,23,23,24,26,26,26,26,26,26,26,26,26,26,26,26,26,25,24,25,26,09
,DOWNTOWN SES,,,,,,,,,,,,,P,24,24,24,24,24,25,25,25,25,25,25,25,25,18
,EL CAJON LES,25,24,24,24,25,25,24,25,25,25,25,25,24,24,24,24,24,24,24,24,24,24,24,24,24,25,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,23,22,22,22,25,23,23,25,24,24,25,25,25,24,24,25,25,25,25,25,25,25,25,25,24,25,04
,OTAY MESA DVN,26,26,26,26,27,26,26,26,27,27,26,26,25,25,24,24,23,23,24,25,25,26,26,26,25,27,04
,PENDLETON,26,26,26,26,26,26,25,25,25,24,24,24,24,24,24,24,24,24,25,25,25,25,25,25,25,26,00
11 PM2.5 µg/M3,ALPINE,-.5,.5,-.1,1.6,1.0,-.8,1.1,-1.8,-6.5,-6.3,-6.9,-6.6,-3.5,-2.0,-.8,.7,-.5,-2.8,1.5,8.5,5.4,1.7,2.0,3.4,-.4,8.5,19
,DOWNTOWN SES,,,,,,,,,,,,,6.5,6.3,5.1,5.6,3.6,3.1,11.2,15.0,19.2,19.7,16.8,21.8,11.1,21.8,23
,EL CAJON LES,17.1,16.2,16.5,12.1,17.2,13.8,18.0,12.8,15.0,11.7,7.7,5.7,4.8,4.2,3.0,1.0,1.8,2.4,1.2,10.2,23.6,22.3,22.2,25.2,11.9,25.2,23
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,OTAY MESA DVN,14.8,21.5,16.0,25.2,6.0,7.6,6.2,6.2,10.2,17.7,2.9,.3,7.7,6.0,2.1,1.9,6.2,6.3,13.8,18.1,13.7,7.2,2.6,1.3,9.2,25.2,03
,PENDLETON,4.2,5.1,4.1,2.2,1.1,3.3,4.6,2.5,2.9,5.3,4.7,4.6,4.1,4.0,3.9,4.7,4.4,3.5,10.9,9.8,7.1,9.7,11.8,9.4,5.3,11.8,22
12 VWDR °,ALPINE,11,15,11,4,12,10,16,13,356,313,344,17,47,98,323,64,100,260,91,74,20,4,318,288,0,356,08
,CHULA VISTA,85,92,84,92,51,85,90,110,109,41,173,253,275,278,298,283,281,258,142,114,110,96,113,10,0,298,14
,DOWNTOWN SES,,,,,,,,,,,,,P,260,299,316,327,346,130,94,74,52,339,341,0,346,17
,EL CAJON LES,248,272,199,223,127,117,193,244,263,96,298,285,250,223,245,268,268,304,107,141,108,149,150,96,0,304,17
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,0,,
,KEARNY MESA,63,65,58,64,49,61,50,61,110,49,312,321,302,310,303,311,318,341,345,26,136,103,41,360,0,360,23
,OTAY MESA DVN,128,136,48,131,33,122,133,102,153,195,175,174,250,294,306,275,295,323,127,120,113,24,42,100,0,323,17
,PENDLETON,52,63,75,65,59,49,49,58,62,213,221,281,267,299,306,288,294,301,129,40,48,64,61,81,0,306,14
13 SIGTHETA °,ALPINE,47,27,37,18,17,19,11,19,58,55,32,53,36,52,49,45,30,47,39,54,44,33,48,63,39,63,23
,CHULA VISTA,34,23,39,51,31,34,55,38,20,34,70,46,17,17,24,19,17,50,16,30,28,53,17,35,33,70,10
,DOWNTOWN SES,,,,,,,,,,,,,P,27,24,22,20,47,56,31,50,51,52,27,37,56,18
,EL CAJON LES,44,48,69,59,36,69,59,52,59,44,35,53,27,20,21,21,20,43,30,58,68,64,54,58,46,69,02
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,10,9,7,9,10,11,10,12,39,39,39,46,14,11,14,11,10,18,10,30,38,21,9,22,19,46,11
,OTAY MESA DVN,37,55,40,26,48,31,39,52,20,38,27,27,37,12,15,12,15,54,28,20,37,39,54,45,34,55,01
,PENDLETON,33,28,31,10,17,11,17,11,29,48,20,17,17,21,10,20,16,25,15,17,15,22,17,32,21,48,09
14 VWSP MPH,ALPINE,1.5,2.9,2.0,3.1,3.5,3.4,3.4,2.5,1.3,2.8,3.8,2.6,3.7,3.6,2.1,2.7,3.3,1.5,1.8,1.5,2.9,2.7,.5,1.4,.0,3.8,10
,CHULA VISTA,2.5,3.8,2.6,.9,1.5,2.2,.9,1.1,2.2,1.0,.3,2.6,6.4,6.4,5.0,6.6,4.4,1.6,2.6,1.8,2.4,1.3,2.9,2.8,.0,6.6,15
,DOWNTOWN SES,,,,,,,,,,,,,P,4.1,5.7,6.4,5.4,2.3,.1,1.5,1.2,1.6,1.4,2.0,.0,6.4,15
,EL CAJON LES,.8,.4,.5,.6,.6,.5,.3,.4,.3,.3,1.4,1.9,3.3,7.1,5.8,5.9,4.1,2.3,1.7,.6,1.0,.5,.9,.7,.0,7.1,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,.0,,
,KEARNY MESA,5.4,5.4,5.4,5.0,6.2,5.9,5.5,3.9,.9,1.9,2.1,3.7,9.6,11.1,9.4,10.4,8.0,5.4,6.9,3.1,2.4,2.0,4.2,5.4,.0,11.1,13
,OTAY MESA DVN,2.1,1.3,.9,1.8,1.3,2.3,.6,1.0,2.2,1.4,2.4,3.4,3.6,9.6,7.1,7.5,4.3,1.0,3.3,3.8,1.1,3.4,.8,2.2,.0,9.6,13
,PENDLETON,3.3,5.8,3.6,8.0,6.4,6.2,4.1,6.8,2.7,1.2,3.0,3.9,4.1,4.8,9.3,4.8,4.0,2.2,3.1,2.9,4.1,3.5,5.0,4.1,.0,9.3,14
15 SWSP MPH,ALPINE,2.6,3.4,2.5,3.3,3.6,3.5,3.4,2.6,2.3,3.5,4.3,4.1,6.1,5.7,4.8,3.7,3.7,2.0,2.6,2.6,3.7,3.1,1.8,2.6,3.4,6.1,12
,CHULA VISTA,3.0,4.0,3.1,1.6,1.9,2.5,1.3,1.7,2.4,1.8,1.1,3.3,6.7,6.7,5.5,7.0,4.6,2.3,2.7,2.0,2.7,1.7,3.1,3.1,3.2,7.0,15
,DOWNTOWN SES,,,,,,,,,,,,,P,4.7,6.2,6.8,5.8,2.6,1.5,1.8,1.6,1.9,2.0,2.5,3.4,6.8,15
,EL CAJON LES,1.2,1.0,1.3,1.5,1.2,1.3,1.1,1.1,.9,2.2,1.7,2.6,4.2,7.6,6.3,6.3,4.6,3.2,1.9,1.5,2.0,1.6,2.2,2.0,2.5,7.6,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,5.5,5.4,5.5,5.1,6.3,6.0,5.6,4.1,1.3,2.4,2.7,4.4,10.0,11.3,9.8,10.7,8.2,5.7,7.3,4.2,3.1,2.8,4.3,5.6,5.7,11.3,13
,OTAY MESA DVN,2.4,1.9,2.4,2.2,2.5,2.6,1.1,2.3,2.4,1.7,2.7,3.9,4.9,9.8,7.5,7.7,4.5,1.4,3.6,3.9,1.8,3.8,2.2,3.3,3.4,9.8,13
,PENDLETON,4.1,6.4,4.4,8.1,6.8,6.3,4.3,6.9,3.2,2.4,3.7,4.2,4.3,5.1,9.4,5.2,4.2,3.4,3.7,3.1,4.3,3.8,5.3,4.6,4.9,9.4,14
16 AMBTEMP °F,ALPINE,55.3,57.9,56.3,56.8,57.2,57.9,58.3,59.7,61.4,65.8,68.5,72.3,73.8,73.9,74.3,73.5,71.1,66.4,63.4,63.7,63.5,61.4,62.1,62.2,64.0,74.3,14
,CARMEL MT RCH,47.5,46.5,46.4,45.2,44.3,44.3,43.6,47.1,54.1,62.4,70.0,74.3,74.6,75.3,74.7,72.8,69.2,66.8,65.6,64.6,63.9,62.9,63.0,63.2,60.1,75.3,13
,CHULA VISTA,50.8,50.2,49.5,47.2,45.7,45.3,46.3,46.7,56.2,63.5,69.2,73.6,70.7,70.7,71.3,71.4,70.8,65.6,61.4,59.0,58.1,57.2,55.9,54.6,58.8,73.6,11
,DOWNTOWN SES,,,,,,,,,,,,,P,71.1,73.5,71.4,69.8,67.3,64.2,61.0,58.5,57.0,55.5,54.8,64.0,73.5,14
,EL CAJON LES,42.3,41.1,39.4,38.3,37.1,36.2,35.3,38.4,45.6,56.0,66.7,74.3,79.5,77.7,77.9,78.0,75.0,69.0,61.6,57.7,54.3,51.9,49.8,47.9,55.5,79.5,12
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,49.0,48.1,47.8,46.9,47.5,47.0,46.7,51.3,59.6,68.0,72.8,76.3,76.0,74.7,75.2,71.9,68.4,63.6,60.7,59.2,59.9,57.7,59.6,59.2,60.3,76.3,11
,OTAY MESA DVN,50.8,48.7,47.5,48.9,47.3,48.2,47.2,49.2,54.7,63.3,69.4,74.1,76.8,73.6,73.8,73.8,69.2,65.3,62.6,63.3,61.4,61.3,61.4,61.2,60.5,76.8,12
,PENDLETON,47.8,46.9,43.4,46.3,43.9,44.7,43.5,45.2,50.3,59.2,62.8,63.4,64.1,65.6,65.1,65.0,62.8,59.9,58.8,57.4,56.2,55.4,54.8,52.5,54.8,65.6,13
17 RELHUM %,ALPINE,11,10,11,11,11,11,11,12,14,12,9,7,5,6,6,6,7,12,12,9,9,11,10,9,10,14,08
,EL CAJON LES,52,55,60,63,66,68,70,64,49,32,20,13,9,14,13,10,11,16,24,30,35,39,43,47,38,70,06
,KEARNY MESA,38,39,38,39,36,36,36,32,27,17,14,12,14,16,14,16,23,27,32,28,26,29,23,21,26,39,01
18 PRES mmHg,EL CAJON LES,753,752,752,753,753,753,753,754,754,754,753,753,752,752,751,751,752,752,753,753,754,754,755,755,753,755,22
,KEARNY MESA,753,753,753,753,754,754,754,755,755,755,754,754,753,753,753,753,753,753,754,754,755,755,756,756,754,756,22
19 SOLAR W/M2,EL CAJON LES,-2,-2,-1,-1,-1,-1,4,78,301,519,652,732,722,648,522,344,134,0,-5,-3,-3,-2,-2,-2,193,732,11
,KEARNY MESA,1,1,1,1,1,1,7,138,359,549,685,757,755,684,558,381,171,16,1,1,1,1,1,1,211,757,11
25 NOY,EL CAJON LES,25.46,36.43,36.18,30.86,C,C,41.74,46.75,44.58,27.38,17.91,10.69,4.93,13.37,6.75,4.12,4.67,8.95,15.97,21.93,30.11,27.58,33.37,36.06,23.89,46.75,07
26 NOY-NO,EL CAJON LES,22.19,27.02,25.86,23.82,C,C,22.67,21.82,21.47,15.73,12.14,7.98,3.90,10.31,5.58,3.61,4.35,8.85,15.91,21.60,28.58,26.22,31.02,30.34,17.77,31.02,22
27 NO Trace,EL CAJON LES,3.26,9.40,10.31,7.04,C,C,19.07,24.93,23.10,11.65,5.76,2.70,1.03,3.05,1.17,.51,.31,.09,.05,.32,1.52,1.35,2.34,5.72,6.12,24.93,07
28 SO2 Tr PPB,EL CAJON LES,.1,C,C,C,.1,.1,.1,.2,.2,.1,.1,.0,.0,.3,.1,.0,.0,.1,.1,.2,.3,.3,.3,.3,.1,.3,13
29 CO Tr PPB,EL CAJON LES,508.3,C,C,C,573.7,559.4,584.7,677.5,661.2,486.0,371.0,256.2,204.8,340.1,251.6,187.8,207.9,272.6,426.7,493.6,618.9,597.2,704.0,735.0,462.7,735.0,23
BCarbon ug/m3,10TH AVE MARINE TERM,3.19,2.66,2.01,1.80,1.42,2.06,2.97,2.44,2.73,1.05,2.02,3.89,1.16,1.35,1.72,.69,.59,1.00,1.13,4.11,3.40,4.26,4.60,2.90,2.30,4.60,22
,ALPINE,.04,.03,.03,.03,.03,.03,.03,.16,.11,.06,.05,.05,.05,.04,.04,.05,.05,.16,.27,.05,.07,.09,.05,.05,.07,.27,18
,CHICANO PARK,3.06,2.42,1.62,2.10,1.18,.97,.93,1.31,.89,1.16,1.50,1.61,.58,.71,.84,.41,.58,.60,1.43,2.43,3.40,2.83,3.16,2.26,1.58,3.40,20
,DOWNTOWN SES,2.18,1.36,1.23,1.17,.97,.84,.77,.77,.67,.90,1.07,1.21,.70,.59,.52,.39,.38,.61,1.39,1.71,1.87,2.11,2.32,1.82,1.15,2.32,22
,OCEANVIEW BLVD,4.01,1.46,1.20,1.91,1.19,.72,1.01,1.35,.76,.76,.70,1.13,.61,.51,.53,.32,.32,.53,1.50,2.34,2.21,2.63,2.70,2.73,1.38,4.01,00
,SAN YSIDRO,6.95,7.83,16.65,6.91,4.75,5.02,3.96,4.71,4.02,1.86,1.91,1.16,.54,.35,.31,.40,.34,.39,.58,.77,1.50,2.89,5.86,3.07,3.45,16.65,02
