Current Date:,12/8/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
12/7/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.036,.038,C,C,.031,.029,.026,.027,.035,.033,.038,.039,.041,.042,.043,.041,.038,.035,.031,.027,.023,.022,.031,.035,.033,.043,14
,CHULA VISTA,.015,.025,C,C,.006,.004,.005,.011,.015,.023,.030,.034,.038,.039,.038,.036,.032,.023,.007,.002,.000,.001,.000,.001,.017,.039,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.020,.017,C,C,C,.002,.002,.004,.009,.018,.031,.039,.042,.043,.039,.040,.036,.029,.013,.008,.004,.005,.004,.003,.019,.043,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.033,.028,C,C,.021,.011,.010,.021,.024,.031,.037,.039,.039,.039,.041,.038,.034,.025,.016,.013,.010,.010,.007,.013,.024,.041,14
,OTAY MESA DVN,.034,.038,C,C,.030,.027,.019,.019,.013,.015,.028,.035,.034,.037,.039,.038,.035,.030,.026,.011,.003,.004,.011,.015,.024,.039,14
,PENDLETON,.024,.024,C,C,.024,.023,.019,.019,.021,.024,.028,.036,.033,.036,.036,.038,.031,.028,.022,.012,.013,.011,.009,.012,.023,.038,15
02 NOX PPM,ALPINE,.002,.001,C,C,.002,.003,.008,.008,.003,.003,.002,.002,.002,.002,.002,.004,.005,.006,.007,.007,.010,.010,.005,.003,.004,.010,20
,CARMEL MT RCH,.013,.008,C,C,C,.053,.043,.028,.052,.024,.015,.022,.031,.023,.023,.020,.018,.031,.027,.037,.041,.031,.041,.033,.029,.053,05
,CHULA VISTA,.014,.010,C,C,.018,.023,.030,.020,.021,.015,.011,.010,.008,.009,.007,.009,.009,.016,.031,.033,.044,.046,.054,.050,.022,.054,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.007,.007,C,C,C,.017,.031,.044,.041,.025,.008,.005,M,.003,.007,.006,.007,.011,.021,.023,.026,.036,.036,.029,.020,.044,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.004,C,C,.006,.018,.020,.010,.008,.012,.008,.004,.005,.006,.005,.006,.008,.015,.023,.021,.022,.019,.021,.010,.012,.023,18
,OTAY MESA DVN,.002,.000,C,C,.002,.004,.009,.008,.042,.047,.018,.006,.011,.009,.006,.004,.005,.005,.007,.027,.036,.032,.021,.014,.014,.047,09
,PENDLETON,.005,.005,C,C,.005,.006,.011,.015,.013,.009,.010,.004,.007,.006,.006,.005,.009,.010,.015,.024,.017,.015,.018,.014,.010,.024,19
03 NO2 PPM,ALPINE,.002,.001,C,C,.002,.003,.007,.006,.003,.002,.002,.001,.001,.002,.002,.004,.005,.005,.007,.007,.008,.008,.004,.002,.004,.008,20
,CARMEL MT RCH,.012,.008,C,C,C,.026,.021,.015,.022,.012,.009,.012,.015,.012,.012,.010,.011,.019,.018,.028,.027,.023,.024,.021,.017,.028,19
,CHULA VISTA,.013,.009,C,C,.015,.019,.021,.014,.013,.010,.007,.007,.006,.006,.005,.007,.008,.014,.027,.028,.025,.025,.023,.026,.015,.028,19
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.007,.007,C,C,C,.012,.014,.015,.017,.014,.005,.003,M,.002,.005,.005,.006,.011,.019,.021,.020,.020,.016,.013,.012,.021,19
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.002,.004,C,C,.006,.016,.017,.009,.006,.008,.006,.003,.004,.004,.004,.004,.007,.014,.019,.020,.021,.018,.019,.009,.010,.021,20
,OTAY MESA DVN,.002,.000,C,C,.002,.004,.009,.007,.022,.027,.011,.005,.008,.007,.005,.004,.005,.005,.007,.025,.033,.028,.019,.014,.011,.033,20
,PENDLETON,.005,.005,C,C,.004,.005,.009,.010,.008,.006,.006,.003,.005,.004,.004,.004,.008,.010,.014,.022,.015,.014,.015,.012,.009,.022,19
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.003,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.001,.002,.002,.001,.001,.001,.003,07
,CARMEL MT RCH,.001,.000,C,C,C,.028,.021,.013,.030,.012,.007,.010,.016,.012,.012,.009,.007,.012,.009,.009,.014,.008,.016,.012,.012,.030,08
,CHULA VISTA,.001,.001,C,C,.003,.004,.009,.007,.008,.006,.004,.003,.003,.003,.002,.002,.001,.001,.003,.006,.019,.021,.031,.024,.007,.031,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.005,.016,.029,.024,.012,.003,.001,M,.001,.002,.001,.001,.001,.002,.003,.006,.016,.020,.016,.008,.029,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.002,.003,.002,.002,.003,.002,.001,.001,.001,.001,.001,.001,.001,.004,.001,.001,.001,.002,.001,.001,.004,18
,OTAY MESA DVN,.000,.000,C,C,.000,.000,.001,.001,.020,.020,.006,.001,.002,.002,.001,.000,.000,.000,.000,.002,.003,.003,.002,.000,.003,.020,08
,PENDLETON,.001,.001,C,C,.001,.001,.002,.005,.005,.004,.004,.001,.003,.002,.002,.001,.001,.000,.001,.003,.002,.001,.003,.002,.002,.005,07
06 CO PPM,CARMEL MT RCH,.4,.2,C,C,C,.8,.8,.5,.9,.4,.2,.4,.5,.5,.5,.4,.3,.6,.7,.6,.8,.7,1.0,.6,.6,1.0,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
