Current Date:,12/30/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
12/29/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.037,.036,.036,.036,.037,.038,.038,.039,.04,.041,.04,.04,.039,.038,.037,.037,.036,.036,.036,.036,.037,.038,.038,.038,0.037,0.041,09
,CHULA VISTA,.007,.009,.013,.015,.017,.02,.023,.026,.029,.032,.032,.031,.03,.028,.025,.022,.019,.017,.015,.015,.015,.016,.017,.017,0.02,0.032,09
,EL CAJON LES,,,,.011,.015,.018,.023,.028,.032,.036,.037,.035,.031,.028,.024,.02,.015,.011,.008,.007,,,,,0.022,0.037,10
,KEARNY MESA,.025,.024,.025,.026,.027,.029,.031,.033,.036,.037,.037,.035,.034,.033,.031,.029,.027,.025,.024,.025,.024,.024,.023,.023,0.028,0.037,09
,OTAY MESA DVN,.028,.027,.027,.028,.029,.03,.031,.032,.034,.035,.035,.035,.032,.029,.027,.026,.024,.022,.02,.018,.019,.021,.022,.02,0.027,0.035,09
,PENDLETON,.021,.022,.022,.023,.025,.027,.029,.031,.034,.036,.037,.037,.036,.035,.033,.031,.028,.026,.024,.023,.022,.021,.02,.019,0.027,0.037,10
