Current Date:,12/22/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
12/21/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.041,.039,.037,.035,.035,.032,.031,.03,.03,.03,.031,.032,.032,.034,.035,.037,.037,.039,.04,.041,.042,.043,.044,.044,0.036,0.044,22
,CHULA VISTA,0,0,0,.001,.002,.004,.007,.009,.01,.01,.01,.009,.008,.006,.003,.001,0,0,0,0,0,.001,.001,.001,0.003,0.01,08
,EL CAJON LES,,,,.003,.004,.005,.008,.01,.012,.012,.012,.012,.011,.009,.007,.005,.003,.002,.002,.002,.002,,,,0.006,0.012,08
,KEARNY MESA,.002,.002,.002,.003,.005,.008,.01,.013,.016,.017,.017,.016,.013,.01,.008,.007,.005,.004,.005,.005,.006,.008,.008,.007,0.008,0.017,09
,OTAY MESA DVN,.006,.006,.007,.007,.008,.009,.008,.009,.011,.011,.011,.01,.009,.007,.007,.006,.004,.003,.003,.003,.003,.002,.003,.005,0.006,0.011,08
,PENDLETON,.003,.003,.003,.003,.004,.006,.008,.01,.013,.016,.019,.019,.019,.018,.016,.014,.011,.008,.004,.004,.003,.003,.004,.005,0.009,0.019,10
