Current Date:,12/18/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
12/17/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.039,.031,C,C,.039,.030,.023,.025,.034,.036,.041,.043,.044,.044,.043,.043,.039,.032,.029,.033,.037,.034,.030,.028,.035,.044,12
,CHULA VISTA,.003,.009,C,C,.009,.006,.014,.017,.008,.021,.033,.040,.043,.044,.043,.041,.040,.033,.025,.014,.010,.015,.018,.011,.022,.044,13
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.006,.006,C,C,C,.011,.013,.021,.025,.026,.036,.038,.040,.042,.042,.042,.034,.029,.027,.028,.028,.028,.018,.013,.026,.042,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.007,C,C,.013,.016,.012,.018,.018,.026,.037,.040,.041,.043,.042,.042,.034,.028,.025,.023,.023,.018,.013,.018,.024,.043,13
,OTAY MESA DVN,.024,.030,C,C,.024,.019,.024,.009,.019,.025,.031,.039,.040,.039,.040,.040,.038,.035,.032,.029,.029,.030,.027,.026,.029,.040,12
,PENDLETON,.016,.016,C,C,.013,.008,.008,.007,.014,.028,.036,.038,.040,.040,.040,.039,.039,.038,.037,.035,.032,.024,.015,.010,.026,.040,12
02 NOX PPM,ALPINE,.003,.006,C,C,.003,.008,.007,.009,.012,.009,.005,.005,.004,.004,.005,.005,.007,.011,.011,.007,.003,.003,.005,.004,.006,.012,08
,CARMEL MT RCH,.022,.027,C,C,C,.021,.025,.024,.040,.041,.036,M,.034,.030,.027,.038,.028,.026,.029,.026,.024,.015,.012,.008,.027,.041,09
,CHULA VISTA,.021,.016,C,C,.014,.019,.016,.017,.046,.029,.015,.006,.005,.006,.007,.007,.006,.009,.013,.021,.024,.018,.014,.018,.016,.046,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.019,.016,C,C,C,.011,.011,.008,.007,.015,.007,.007,.005,.004,.005,.006,.012,.014,.013,.011,.008,.006,.010,.010,.010,.019,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,.017,C,C,.013,.012,.016,.012,.016,.012,.007,.005,.005,.004,.007,.006,.010,.010,.010,.010,.010,.009,.010,.007,.010,.017,01
,OTAY MESA DVN,.007,.006,C,C,.007,.010,.006,.049,.021,.021,.021,.005,.005,.006,.005,.006,.005,.005,.005,.005,.006,.004,.004,.005,.010,.049,07
,PENDLETON,.010,.008,C,C,.010,.012,.013,.037,.020,.009,.004,.004,.005,.005,.004,.006,.007,.005,.001,.002,.005,.012,.019,.022,.010,.037,07
03 NO2 PPM,ALPINE,.003,.006,C,C,.003,.007,.006,.008,.008,.006,.004,.004,.004,.004,.005,.004,.007,.011,.010,.007,.003,.003,.005,.004,.006,.011,17
,CARMEL MT RCH,.018,.020,C,C,C,.014,.015,.014,.019,.018,.018,M,.018,.017,.015,.021,.017,.015,.017,.017,.015,.011,.009,.007,.016,.021,15
,CHULA VISTA,.018,.015,C,C,.013,.017,.014,.014,.026,.019,.010,.004,.003,.004,.005,.006,.005,.008,.012,.019,.023,.017,.013,.017,.013,.026,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.017,.015,C,C,C,.010,.010,.007,.006,.010,.005,.005,.004,.003,.004,.005,.010,.013,.012,.010,.008,.006,.009,.010,.009,.017,00
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.010,.014,C,C,.012,.011,.014,.010,.012,.009,.005,.004,.004,.004,.006,.005,.009,.009,.010,.010,.010,.009,.010,.007,.009,.014,01
,OTAY MESA DVN,.007,.006,C,C,.007,.010,.006,.022,.016,.015,.016,.004,.004,.005,.004,.006,.005,.005,.005,.005,.006,.004,.004,.005,.008,.022,07
,PENDLETON,.009,.007,C,C,.008,.009,.010,.015,.012,.007,.003,.003,.004,.004,.003,.004,.004,.004,.001,.002,.005,.012,.018,.017,.007,.018,22
