Current Date:,12/14/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
12/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.042,.041,.041,.042,.042,.042,.043,.043,.044,.044,.042,.04,.04,.039,.038,.038,.038,.039,.041,.042,.043,.043,.043,.043,0.041,0.044,08
,CHULA VISTA,.006,.008,.008,.01,.012,.016,.02,.025,.03,.033,.033,.031,.027,.023,.017,.012,.007,.003,.002,.001,.001,.003,.003,.004,0.013,0.033,09
,EL CAJON LES,,,,.005,.008,.012,.018,.022,.026,.029,.03,.029,.027,.022,.016,.012,.008,.005,.004,.003,.003,,,,0.015,0.03,10
,KEARNY MESA,.012,.014,.016,.019,.022,.026,.029,.032,.034,.035,.034,.03,.024,.02,.016,.013,.009,.008,.009,.009,.011,.014,.015,.014,0.019,0.035,09
,OTAY MESA DVN,.023,.025,.027,.028,.03,.033,.035,.036,.038,.038,.038,.037,.035,.033,.031,.031,.031,.031,.032,.032,.033,.035,.036,.037,0.032,0.038,08
,PENDLETON,.011,.011,.011,.013,.015,.018,.022,.026,.029,.032,.031,.03,.028,.024,.021,.018,.016,.015,.016,.016,.017,.019,.021,.02,0.02,0.032,09
