Current Date:,12/21/2018,11:08 PM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,8 Hour Rolling Average Report,,,,,,,,,,,,,,,,,,,,
12/20/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Grand Total,,
Parameter,Site Name,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.046,.044,.041,.042,.042,.042,.041,.041,.041,.04,.04,.038,.036,.035,.033,.032,.032,.033,.035,.036,.037,.039,.04,.041,0.038,0.046,00
,CHULA VISTA,0,.001,.003,.003,.003,.008,.014,.019,.024,.028,.027,.023,.02,.017,.013,.009,.005,.003,.002,.002,.002,.001,0,0,0.009,0.028,09
,EL CAJON LES,,,,.005,.007,.01,.014,.017,.02,.02,.02,.019,.016,.013,.009,.006,.003,.002,.002,.002,.002,,,,0.01,0.02,08
,KEARNY MESA,.005,.004,.007,.01,.013,.017,.021,.026,.03,.03,.029,.026,.024,.023,.02,.015,.011,.009,.008,.008,.007,.004,.002,.002,0.014,0.03,08
,OTAY MESA DVN,.019,.02,.017,.018,.019,.021,.023,.025,.027,.028,.029,.028,.026,.021,.017,.012,.008,.007,.004,.003,.002,.003,.005,.005,0.016,0.029,10
,PENDLETON,.006,.006,.006,.007,.007,.008,,,,,,,,.016,.014,.013,.012,.011,.01,.008,.006,.006,.005,.004,0.008,0.016,13
