Current Date:,12/10/2018,6:12 AM,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report,,,,,,,,,,,,,,,,,,
12/9/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary,,
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.039,C,C,.041,.040,.041,.041,.035,.031,.040,.040,.043,.044,.044,.042,.038,.029,.029,.023,.030,.034,.034,.035,.036,.036,.044,12
,CHULA VISTA,.006,C,C,.006,.009,.008,.009,.011,.017,.020,.028,.026,.033,.035,.036,.034,.031,.020,.013,.007,.001,.000,.000,.000,.015,.036,14
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.003,C,C,C,.002,.002,.002,.003,.007,.016,.026,.040,.044,.045,.040,.036,.034,.024,.011,.008,.008,.004,.003,.003,.017,.045,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.014,C,C,.016,.018,.014,.017,.016,.022,.032,.033,.038,.042,.041,.037,.035,.030,.027,.026,.013,.014,.011,.015,.014,.023,.042,12
,OTAY MESA DVN,.016,C,C,.030,.030,.028,.029,.030,.026,.030,.036,.040,.035,.036,.036,.035,.031,.024,.010,.012,.015,.016,.007,.012,.025,.040,11
,PENDLETON,.012,C,C,.010,.011,.009,.010,.011,.018,.019,.026,.031,.034,.034,.031,.033,.030,.016,.018,.010,.004,.004,.008,.006,.017,.034,12
02 NOX PPM,ALPINE,.002,C,C,.001,.001,.001,.001,.004,.007,.003,.003,.002,.002,.001,.003,.005,.009,.009,.011,.007,.004,.004,.002,.002,.004,.011,18
,CARMEL MT RCH,.025,C,C,C,.019,.031,.036,.043,.039,.011,.015,.013,.012,.014,.014,.016,.024,.012,.029,.033,.019,.037,.032,.032,.024,.043,07
,CHULA VISTA,.019,C,C,.013,.010,.012,.013,.027,.014,.014,.010,.022,.015,.013,.010,.013,.014,.024,.024,.027,.035,.050,.054,.046,.022,.054,22
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.032,C,C,C,.035,.034,.042,.043,.041,.022,.015,.006,.004,.003,.006,.009,.011,.018,.027,.025,.029,.026,.036,.026,.023,.043,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.011,C,C,.006,.005,.008,.007,.009,.008,.005,.005,.005,.003,.004,.007,.011,.016,.016,.014,.023,.021,.023,.017,.014,.011,.023,19
,OTAY MESA DVN,.016,C,C,.004,.004,.012,.003,.005,.006,.004,.003,.004,.011,.011,.010,.007,.009,.012,.029,.023,.019,.016,.029,.020,.012,.029,18
,PENDLETON,.009,C,C,.007,.007,.010,.010,.015,.009,.009,.007,.009,.009,.010,.016,.017,.015,.025,.020,.029,.031,.030,.022,.019,.015,.031,20
03 NO2 PPM,ALPINE,.002,C,C,.001,.001,.001,.001,.003,.005,.002,.002,.001,.001,.001,.002,.005,.009,.009,.011,.006,.004,.003,.002,.002,.003,.011,18
