Current Date:,8/3/2019,6:12 AM,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,Daily Parameter Report
8/2/2019
,,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,Summary
Parameter,SiteName,,,,,,,,,,,,,,,,,,,,,,,,,Avg,Max,Hr. of Max
01 OZONE PPM,ALPINE,.044,.041,C,C,.046,.045,.040,.035,.047,.052,.063,.077,.084,.084,.080,.074,.071,.062,.058,.051,.047,.045,.032,.038,.055,.084,12
,CHULA VISTA,.041,.035,.033,.030,.027,.025,.023,.024,.032,.045,.046,.042,.040,.039,.036,.029,.025,.025,.023,.023,.023,.022,.019,.020,.030,.046,10
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.019,.019,C,C,C,.016,.014,.021,.026,.036,.053,.062,.065,.068,.065,.062,.050,.046,.026,.016,.013,.012,.011,.011,.033,.068,13
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.037,.039,C,C,.031,.026,.026,.029,.032,.039,.047,.049,.045,.047,.047,.042,.032,.027,.022,.019,.017,.017,.014,.014,.031,.049,11
,OTAY MESA DVN,.021,.020,C,C,.017,.016,.014,.019,.025,.037,.047,.052,.047,M,.048,.040,.038,.026,.022,.019,.018,.018,.017,.017,.027,.052,11
,PENDLETON,.042,.043,C,C,.038,.035,.035,.038,.040,.042,.043,M,M,M,.027,.025,.024,.029,.026,.024,.025,.026,.017,.014,.031,.043,01
02 NOX PPM,ALPINE,.003,.003,C,C,.004,.004,.008,.019,.010,.007,.006,.006,.006,.006,.005,.005,.004,.003,.004,.005,.005,.006,.014,.008,.006,.019,07
,CARMEL MT RCH,.009,.012,C,C,.031,.037,.038,.033,.029,.026,.026,.022,.023,.026,.026,.019,.019,.019,.019,.017,.020,.021,.011,.022,.023,.038,06
,CHULA VISTA,.003,.005,.005,.006,.006,.006,.009,.010,.013,.006,.003,.003,.004,.003,.003,.003,.003,.002,.002,.002,.001,.002,.003,.003,.004,.013,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.007,.006,C,C,C,.007,.010,.014,.015,.014,.011,.009,.006,.006,.005,.005,.006,.005,.010,.009,.010,.008,.008,.008,.009,.015,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.002,C,C,.004,.006,.007,.007,.010,.007,.006,.005,.004,.005,.006,.004,.004,.004,.004,.006,.006,.006,.007,.006,.005,.010,08
,OTAY MESA DVN,.007,.007,C,C,.005,.006,.010,.006,.008,.011,.009,.006,.006,M,.006,.005,.005,.005,.005,.005,.004,.005,.004,.004,.006,.011,09
,PENDLETON,.002,.001,C,C,.011,.003,.003,.007,.005,.003,.002,M,M,M,.002,.005,.001,.001,.000,.000,.000,.001,.006,.008,.003,.011,04
03 NO2 PPM,ALPINE,.003,.003,C,C,.004,.004,.007,.014,.008,.006,.006,.006,.005,.005,.005,.004,.004,.003,.004,.005,.005,.006,.014,.008,.006,.014,07
,CARMEL MT RCH,.007,.009,C,C,.017,.018,.017,.015,.013,.014,.015,.013,.014,.015,.015,.012,.011,.010,.010,.009,.010,.011,.007,.013,.013,.018,05
,CHULA VISTA,.003,.005,.006,.006,.006,.006,.008,.008,.010,.005,.003,.002,.003,.003,.002,.002,.002,.001,.002,.002,.001,.002,.003,.003,.004,.010,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.007,.006,C,C,C,.006,.006,.009,.010,.010,.008,.008,.005,.005,.004,.004,.005,.004,.008,.008,.009,.008,.008,.007,.007,.010,08
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.003,.002,C,C,.004,.006,.006,.005,.007,.006,.005,.004,.003,.004,.005,.003,.003,.003,.004,.006,.006,.006,.006,.006,.005,.007,08
,OTAY MESA DVN,.005,.005,C,C,.004,.005,.006,.004,.005,.008,.007,.004,.004,M,.004,.003,.003,.003,.004,.004,.003,.004,.003,.003,.004,.008,09
,PENDLETON,.002,.001,C,C,.006,.003,.003,.005,.004,.002,.002,M,M,M,.001,.002,.000,.000,.000,.000,.000,.001,.005,.007,.002,.007,23
04 NO PPM,ALPINE,.000,.000,C,C,.000,.000,.001,.005,.002,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.000,.005,07
,CARMEL MT RCH,.002,.003,C,C,.014,.019,.022,.018,.015,.012,.010,.009,.010,.011,.011,.007,.008,.009,.008,.008,.010,.010,.004,.009,.010,.022,06
,CHULA VISTA,.000,.000,.000,.000,.000,.000,.001,.002,.004,.001,.000,.000,.001,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.001,.004,08
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,.000,.000,C,C,C,.001,.004,.005,.005,.004,.002,.002,.001,.001,.001,.001,.001,.001,.001,.000,.001,.001,.001,.000,.002,.005,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,.000,.000,C,C,.000,.000,.001,.001,.002,.001,.001,.000,.000,.001,.001,.001,.001,.000,.000,.000,.000,.000,.000,.000,.000,.002,08
,OTAY MESA DVN,.002,.002,C,C,.001,.001,.003,.002,.003,.003,.002,.002,.002,M,.002,.002,.002,.002,.001,.001,.001,.001,.001,.001,.002,.003,06
,PENDLETON,.000,.000,C,C,.005,.000,.000,.002,.002,.001,.000,M,M,M,.001,.003,.000,.000,.000,.000,.000,.000,.001,.001,.001,.005,04
06 CO PPM,CARMEL MT RCH,.2,.2,C,C,C,.7,.7,.6,.4,.4,.5,C,.6,.7,.7,.4,.4,.6,.6,.5,.5,.5,.4,.5,.5,.7,05
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
10 INTMP °C,ALPINE,24,25,25,25,25,25,24,24,23,23,23,23,23,23,23,23,23,23,23,24,24,24,24,24,24,25,01
,CARMEL MT RCH,26,26,26,26,26,26,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,25,26,00
,CHULA VISTA,24,25,24,24,25,25,25,25,25,25,25,25,25,24,25,25,25,24,24,25,24,25,25,24,25,25,01
,DEL_MAR,,,,,,,,,,,,,,,,,,,,,,,,,,,
,DOWNTOWN,,,,,,,,,,,,,,,,,,,,,,,,,,,
,EL CAJON LES,25,25,25,25,25,25,25,26,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,25,26,07
,ESCONDIDO,,,,,,,,,,,,,,,,,,,,,,,,,,,
,KEARNY MESA,25,25,25,25,25,25,25,24,25,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,24,25,00
,OTAY MESA DVN,27,27,27,26,27,27,27,27,27,26,26,25,25,25,24,24,25,25,25,25,26,26,26,27,26,27,00
,PENDLETON,24,24,25,25,25,25,24,24,24,24,24,23,23,24,24,24,24,24,24,24,24,24,24,24,24,25,02
,SAN YSIDRO,,,,,,,,,,,,,,,,,,,,,,,,,,,
